Date,ABC
2015-07-01,107.70999908447266
2015-07-02,107.0999984741211
2015-07-06,108.02999877929688
2015-07-07,108.62999725341797
2015-07-08,107.83000183105469
2015-07-09,108.86000061035156
2015-07-10,109.45999908447266
2015-07-13,110.06999969482422
2015-07-14,110.4000015258789
2015-07-15,110.52999877929688
2015-07-16,111.87999725341797
2015-07-17,113.19999694824219
2015-07-20,114.76000213623047
2015-07-21,114.0999984741211
2015-07-22,114.94999694824219
2015-07-23,110.12000274658203
2015-07-24,108.7300033569336
2015-07-27,107.37000274658203
2015-07-28,108.0
2015-07-29,107.77999877929688
2015-07-30,104.47000122070312
2015-07-31,105.75
2015-08-03,105.81999969482422
2015-08-04,106.20999908447266
2015-08-05,107.25
2015-08-06,104.75
2015-08-07,104.36000061035156
2015-08-10,104.6500015258789
2015-08-11,104.51000213623047
2015-08-12,104.37999725341797
2015-08-13,103.87999725341797
2015-08-14,103.94000244140625
2015-08-17,104.62000274658203
2015-08-18,104.94999694824219
2015-08-19,106.13999938964844
2015-08-20,103.37000274658203
2015-08-21,101.80000305175781
2015-08-24,98.52999877929688
2015-08-25,97.41000366210938
2015-08-26,100.61000061035156
2015-08-27,101.1500015258789
2015-08-28,100.87000274658203
2015-08-31,100.04000091552734
2015-09-01,99.2699966430664
2015-09-02,100.27999877929688
2015-09-03,100.0
2015-09-04,98.98999786376953
2015-09-08,101.05000305175781
2015-09-09,100.75
2015-09-10,102.02999877929688
2015-09-11,104.33999633789062
2015-09-14,104.62000274658203
2015-09-15,105.55999755859375
2015-09-16,106.29000091552734
2015-09-17,106.77999877929688
2015-09-18,106.0999984741211
2015-09-21,105.27999877929688
2015-09-22,103.2699966430664
2015-09-23,102.81999969482422
2015-09-24,101.97000122070312
2015-09-25,99.83999633789062
2015-09-28,96.19000244140625
2015-09-29,95.05000305175781
2015-09-30,94.98999786376953
2015-10-01,94.51000213623047
2015-10-02,94.91000366210938
2015-10-05,94.98999786376953
2015-10-06,93.02999877929688
2015-10-07,92.94000244140625
2015-10-08,93.54000091552734
2015-10-09,92.83999633789062
2015-10-12,93.72000122070312
2015-10-13,94.1500015258789
2015-10-14,93.02999877929688
2015-10-15,94.06999969482422
2015-10-16,95.05999755859375
2015-10-19,94.79000091552734
2015-10-20,93.18000030517578
2015-10-21,92.70999908447266
2015-10-22,92.80000305175781
2015-10-23,93.12999725341797
2015-10-26,93.62999725341797
2015-10-27,97.54000091552734
2015-10-28,97.5
2015-10-29,96.81999969482422
2015-10-30,96.51000213623047
2015-11-02,97.83000183105469
2015-11-03,97.66999816894531
2015-11-04,97.47000122070312
2015-11-05,97.88999938964844
2015-11-06,97.61000061035156
2015-11-09,97.4000015258789
2015-11-10,98.87000274658203
2015-11-11,98.23999786376953
2015-11-12,96.91000366210938
2015-11-13,96.58999633789062
2015-11-16,97.30000305175781
2015-11-17,99.16999816894531
2015-11-18,100.30999755859375
2015-11-19,99.19000244140625
2015-11-20,99.0999984741211
2015-11-23,98.7300033569336
2015-11-24,98.5
2015-11-25,98.93000030517578
2015-11-27,98.98999786376953
2015-11-30,98.63999938964844
2015-12-01,99.5
2015-12-02,98.8499984741211
2015-12-03,98.70999908447266
2015-12-04,99.88999938964844
2015-12-07,99.9800033569336
2015-12-08,100.47000122070312
2015-12-09,100.66999816894531
2015-12-10,101.94999694824219
2015-12-11,102.08000183105469
2015-12-14,102.52999877929688
