Date,DRI
2015-07-01,62.769657135009766
2015-07-02,62.8501091003418
2015-07-06,63.18979263305664
2015-07-07,64.45018768310547
2015-07-08,63.323875427246094
2015-07-09,63.96748352050781
2015-07-10,64.50382232666016
2015-07-13,64.69154357910156
2015-07-14,64.66472625732422
2015-07-15,63.815521240234375
2015-07-16,65.21000671386719
2015-07-17,64.88819885253906
2015-07-20,65.21000671386719
2015-07-21,65.26364135742188
2015-07-22,66.6760025024414
2015-07-23,66.9262924194336
2015-07-24,65.31727600097656
2015-07-27,64.63790893554688
2015-07-28,64.74517822265625
2015-07-29,65.41560363769531
2015-07-30,65.96981811523438
2015-07-31,65.93406677246094
2015-08-03,66.06814575195312
2015-08-04,66.13966369628906
2015-08-05,66.96205139160156
2015-08-06,63.28812026977539
2015-08-07,64.15520477294922
2015-08-10,63.56522750854492
2015-08-11,63.44008255004883
2015-08-12,63.21660614013672
2015-08-13,64.31610870361328
2015-08-14,64.69154357910156
2015-08-17,64.87032318115234
2015-08-18,64.01217651367188
2015-08-19,64.6021499633789
2015-08-20,64.01217651367188
2015-08-21,62.73390197753906
2015-08-24,59.68570327758789
2015-08-25,59.73039627075195
2015-08-26,60.92822265625
2015-08-27,61.545013427734375
2015-08-28,61.72379684448242
2015-08-31,60.79413986206055
2015-09-01,59.95387268066406
2015-09-02,61.64334487915039
2015-09-03,61.866817474365234
2015-09-04,61.48244094848633
2015-09-08,62.94843673706055
2015-09-09,61.64334487915039
2015-09-10,62.278011322021484
2015-09-11,62.78753662109375
2015-09-14,62.75178146362305
2015-09-15,62.60875701904297
2015-09-16,61.97408676147461
2015-09-17,62.82329177856445
2015-09-18,62.090293884277344
2015-09-21,62.814353942871094
2015-09-22,62.29589080810547
2015-09-23,63.56522750854492
2015-09-24,63.87809371948242
2015-09-25,63.25236511230469
2015-09-28,60.88352966308594
2015-09-29,60.68687057495117
2015-09-30,61.267906188964844
2015-10-01,61.16063690185547
2015-10-02,61.25002670288086
2015-10-05,61.2053337097168
2015-10-06,60.7315673828125
2015-10-07,59.381778717041016
2015-10-08,59.67676544189453
2015-10-09,59.60525131225586
2015-10-12,59.22087478637695
2015-10-13,59.37283706665039
2015-10-14,56.99506378173828
2015-10-15,57.030818939208984
2015-10-16,58.22864532470703
2015-10-19,58.72922897338867
2015-10-20,56.96824645996094
2015-10-21,56.13692092895508
2015-10-22,57.2900505065918
2015-10-23,57.129150390625
2015-10-26,57.844268798828125
2015-10-27,56.512359619140625
2015-10-28,57.96941375732422
2015-10-29,55.806175231933594
2015-10-30,55.32347106933594
2015-11-02,56.01177215576172
2015-11-03,55.91344451904297
2015-11-04,54.90333938598633
2015-11-05,55.22514343261719
2015-11-06,55.162567138671875
2015-11-09,54.84970474243164
2015-11-10,54.68000030517578
2015-11-11,55.5099983215332
2015-11-12,55.130001068115234
2015-11-13,54.34000015258789
2015-11-16,53.970001220703125
2015-11-17,53.93000030517578
2015-11-18,53.9900016784668
2015-11-19,54.41999816894531
2015-11-20,55.130001068115234
2015-11-23,56.349998474121094
2015-11-24,56.33000183105469
2015-11-25,56.849998474121094
2015-11-27,57.04999923706055
2015-11-30,56.16999816894531
2015-12-01,56.720001220703125
2015-12-02,56.29999923706055
2015-12-03,55.20000076293945
2015-12-04,57.43000030517578
2015-12-07,58.91999816894531
2015-12-08,59.18000030517578
2015-12-09,58.09000015258789
2015-12-10,57.75
2015-12-11,57.77000045776367
2015-12-14,58.59000015258789
2015-12-15,59.0
2015-12-16,59.290000915527344
2015-12-17,58.38999938964844
2015-12-18,62.5
2015-12-21,63.70000076293945
