Date,TMUS
2019-07-01,74.1500015258789
2019-07-02,75.4800033569336
2019-07-03,75.81999969482422
2019-07-05,76.2300033569336
2019-07-08,75.62999725341797
2019-07-09,75.1500015258789
2019-07-10,78.62999725341797
2019-07-11,78.26000213623047
2019-07-12,79.44999694824219
2019-07-15,79.30999755859375
2019-07-16,79.04000091552734
2019-07-17,78.93000030517578
2019-07-18,77.97000122070312
2019-07-19,77.43000030517578
2019-07-22,77.66000366210938
2019-07-23,78.13999938964844
2019-07-24,80.61000061035156
2019-07-25,79.91000366210938
2019-07-26,84.25
2019-07-29,82.37999725341797
2019-07-30,81.30000305175781
2019-07-31,79.7300033569336
2019-08-01,79.30999755859375
2019-08-02,77.7300033569336
2019-08-05,76.19000244140625
2019-08-06,77.27999877929688
2019-08-07,76.4800033569336
2019-08-08,77.9000015258789
2019-08-09,77.5199966430664
2019-08-12,76.94000244140625
2019-08-13,77.62000274658203
2019-08-14,76.93000030517578
2019-08-15,77.2699966430664
2019-08-16,77.75
2019-08-19,78.2300033569336
2019-08-20,77.68000030517578
2019-08-21,78.18000030517578
2019-08-22,77.79000091552734
2019-08-23,76.4800033569336
2019-08-26,78.05999755859375
2019-08-27,77.12000274658203
2019-08-28,77.05999755859375
2019-08-29,78.01000213623047
2019-08-30,78.05000305175781
2019-09-03,77.12999725341797
2019-09-04,77.61000061035156
2019-09-05,77.83000183105469
2019-09-06,79.1500015258789
2019-09-09,79.12999725341797
2019-09-10,78.37999725341797
2019-09-11,79.73999786376953
2019-09-12,79.69000244140625
2019-09-13,79.4000015258789
2019-09-16,79.55999755859375
2019-09-17,80.20999908447266
2019-09-18,80.12000274658203
2019-09-19,81.0
2019-09-20,80.58999633789062
2019-09-23,79.95999908447266
2019-09-24,79.36000061035156
2019-09-25,79.80999755859375
2019-09-26,79.0
2019-09-27,77.55999755859375
2019-09-30,78.7699966430664
2019-10-01,78.19999694824219
2019-10-02,76.41000366210938
2019-10-03,77.02999877929688
2019-10-04,77.98999786376953
2019-10-07,78.4800033569336
2019-10-08,77.61000061035156
2019-10-09,77.79000091552734
2019-10-10,78.30000305175781
2019-10-11,79.52999877929688
2019-10-14,78.62999725341797
2019-10-15,79.73999786376953
2019-10-16,80.01000213623047
