Date,LRCX
2015-07-01,8.22700023651123
2015-07-02,8.322999954223633
2015-07-06,8.11400032043457
2015-07-07,8.015999794006348
2015-07-08,7.795000076293945
2015-07-09,7.763000011444092
2015-07-10,7.853000164031982
2015-07-13,7.927000045776367
2015-07-14,7.985000133514404
2015-07-15,7.948999881744385
2015-07-16,7.735000133514404
2015-07-17,7.72599983215332
2015-07-20,7.708000183105469
2015-07-21,7.736999988555908
2015-07-22,7.6479997634887695
2015-07-23,7.702000141143799
2015-07-24,7.545000076293945
2015-07-27,7.545000076293945
2015-07-28,7.775000095367432
2015-07-29,7.767000198364258
2015-07-30,7.85699987411499
2015-07-31,7.686999797821045
2015-08-03,7.573999881744385
2015-08-04,7.309000015258789
2015-08-05,7.40500020980835
2015-08-06,7.251999855041504
2015-08-07,7.242000102996826
2015-08-10,7.486999988555908
2015-08-11,7.300000190734863
2015-08-12,7.261000156402588
2015-08-13,7.201000213623047
2015-08-14,7.270999908447266
2015-08-17,7.439000129699707
2015-08-18,7.2270002365112305
2015-08-19,7.241000175476074
2015-08-20,7.1020002365112305
2015-08-21,6.974999904632568
2015-08-24,6.73199987411499
2015-08-25,6.739999771118164
2015-08-26,7.074999809265137
2015-08-27,7.310999870300293
2015-08-28,7.291999816894531
2015-08-31,7.2769999504089355
2015-09-01,6.955999851226807
2015-09-02,7.110000133514404
2015-09-03,7.175000190734863
2015-09-04,6.974999904632568
2015-09-08,7.263000011444092
2015-09-09,7.059000015258789
2015-09-10,7.190000057220459
2015-09-11,7.183000087738037
2015-09-14,7.25
2015-09-15,7.4019999504089355
2015-09-16,7.47599983215332
2015-09-17,7.263999938964844
2015-09-18,7.122000217437744
2015-09-21,6.807000160217285
2015-09-22,6.564000129699707
2015-09-23,6.36899995803833
2015-09-24,6.339000225067139
2015-09-25,6.308000087738037
2015-09-28,6.177000045776367
2015-09-29,6.285999774932861
2015-09-30,6.5329999923706055
2015-10-01,6.443999767303467
2015-10-02,6.567999839782715
2015-10-05,6.541999816894531
2015-10-06,6.525000095367432
2015-10-07,6.656000137329102
2015-10-08,6.730999946594238
2015-10-09,6.646999835968018
2015-10-12,6.6479997634887695
2015-10-13,6.4629998207092285
2015-10-14,6.729000091552734
2015-10-15,6.745999813079834
2015-10-16,6.828000068664551
2015-10-19,6.763999938964844
2015-10-20,7.002999782562256
2015-10-21,7.078999996185303
2015-10-22,7.261000156402588
2015-10-23,7.456999778747559
2015-10-26,7.506999969482422
2015-10-27,7.510000228881836
2015-10-28,7.573999881744385
2015-10-29,7.584000110626221
2015-10-30,7.658999919891357
2015-11-02,7.659999847412109
2015-11-03,7.633999824523926
2015-11-04,7.701000213623047
2015-11-05,7.706999778747559
2015-11-06,7.690000057220459
2015-11-09,7.699999809265137
2015-11-10,7.642000198364258
2015-11-11,7.682000160217285
2015-11-12,7.544000148773193
2015-11-13,7.557000160217285
2015-11-16,7.741000175476074
2015-11-17,7.776000022888184
2015-11-18,7.8429999351501465
2015-11-19,7.791999816894531
2015-11-20,7.8379998207092285
2015-11-23,7.698999881744385
2015-11-24,7.729000091552734
2015-11-25,7.728000164031982
2015-11-27,7.763000011444092
2015-11-30,7.820000171661377
2015-12-01,7.959000110626221
2015-12-02,7.864999771118164
2015-12-03,7.644000053405762
2015-12-04,7.76800012588501
2015-12-07,7.789000034332275
2015-12-08,8.039999961853027
2015-12-09,7.831999778747559
2015-12-10,8.003000259399414
2015-12-11,7.888999938964844
2015-12-14,7.75600004196167
2015-12-15,7.993000030517578
2015-12-16,8.024999618530273
2015-12-17,7.869999885559082
2015-12-18,7.703999996185303
2015-12-21,7.875
2015-12-22,8.019000053405762
2015-12-23,8.041999816894531
2015-12-24,8.038999557495117
2015-12-28,8.003000259399414
2015-12-29,8.074999809265137
2015-12-30,8.017000198364258
2015-12-31,7.941999912261963
2016-01-04,7.7729997634887695
2016-01-05,7.815000057220459
2016-01-06,7.355999946594238
2016-01-07,7.171000003814697
2016-01-08,7.047999858856201
2016-01-11,7.09499979019165
2016-01-12,7.144000053405762
2016-01-13,6.9079999923706055
2016-01-14,7.195000171661377
2016-01-15,6.796000003814697
2016-01-19,6.745999813079834
2016-01-20,6.956999778747559
2016-01-21,6.811999797821045
2016-01-22,6.872000217437744
2016-01-25,6.800000190734863
2016-01-26,6.874000072479248
2016-01-27,6.75
