Date,ABBV
2015-07-01,43.74165344238281
2015-07-02,43.55010223388672
2015-07-06,43.55649185180664
2015-07-07,43.77357864379883
2015-07-08,43.19894790649414
2015-07-09,43.39686965942383
2015-07-10,44.201351165771484
2015-07-13,44.74808120727539
2015-07-14,44.896026611328125
2015-07-15,44.86385726928711
2015-07-16,45.018218994140625
2015-07-17,45.018218994140625
2015-07-20,45.53922653198242
2015-07-21,45.37199401855469
2015-07-22,45.38485336303711
2015-07-23,45.35912322998047
2015-07-24,43.78969955444336
2015-07-27,44.600135803222656
2015-07-28,45.815818786621094
2015-07-29,45.51993179321289
2015-07-30,45.1275634765625
2015-07-31,45.03109359741211
2015-08-03,44.85100173950195
2015-08-04,44.99250030517578
2015-08-05,45.21763229370117
2015-08-06,44.535804748535156
2015-08-07,44.13703536987305
2015-08-10,44.51652526855469
2015-08-11,43.89903259277344
2015-08-12,44.220645904541016
2015-08-13,44.0855827331543
2015-08-14,44.156333923339844
2015-08-17,44.619441986083984
2015-08-18,44.29140853881836
2015-08-19,44.11771774291992
2015-08-20,43.403770446777344
2015-08-21,42.38749313354492
2015-08-24,40.81163787841797
2015-08-25,39.04924392700195
2015-08-26,40.61224365234375
2015-08-27,41.49344253540039
2015-08-28,41.152523040771484
2015-08-31,40.142696380615234
2015-09-01,38.91416549682617
2015-09-02,39.22291564941406
2015-09-03,39.60883331298828
2015-09-04,38.444637298583984
2015-09-08,38.959205627441406
2015-09-09,38.11659240722656
2015-09-10,38.322418212890625
2015-09-11,38.174476623535156
2015-09-14,37.91074752807617
2015-09-15,38.077999114990234
2015-09-16,38.27738571166992
2015-09-17,38.50252914428711
2015-09-18,39.37726974487305
2015-09-21,38.2002067565918
2015-09-22,37.138912200927734
2015-09-23,36.93951416015625
2015-09-24,36.3863639831543
2015-09-25,35.85249710083008
2015-09-28,33.768489837646484
2015-09-29,33.95501708984375
2015-09-30,34.997013092041016
2015-10-01,35.46013259887695
2015-10-02,35.90394592285156
2015-10-05,36.45710754394531
2015-10-06,35.42797088623047
2015-10-07,35.78173828125
2015-10-08,36.04546356201172
2015-10-09,35.788177490234375
2015-10-12,35.871795654296875
2015-10-13,34.924041748046875
2015-10-14,35.01491928100586
2015-10-15,36.44303894042969
2015-10-16,36.696205139160156
2015-10-19,36.45602035522461
2015-10-20,35.59265899658203
2015-10-21,34.943504333496094
2015-10-22,31.334253311157227
2015-10-23,32.67799377441406
2015-10-26,33.67118835449219
2015-10-27,34.132083892822266
2015-10-28,34.57349395751953
2015-10-29,35.1187744140625
2015-10-30,38.65662384033203
2015-11-02,41.142860412597656
2015-11-03,40.52616500854492
2015-11-04,41.415489196777344
2015-11-05,40.74687576293945
2015-11-06,41.62971115112305
2015-11-09,41.04547882080078
2015-11-10,40.4417724609375
2015-11-11,39.50700378417969
2015-11-12,39.09804153442383
2015-11-13,38.857872009277344
2015-11-16,38.95522689819336
2015-11-17,39.19541549682617
2015-11-18,39.591392517089844
2015-11-19,39.30576705932617
2015-11-20,39.669288635253906
2015-11-23,39.69525909423828
2015-11-24,39.68228530883789
2015-11-25,39.137001037597656
2015-11-27,38.9487419128418
2015-11-30,37.74781799316406
2015-12-01,38.31257247924805
2015-12-02,37.468685150146484
2015-12-03,36.430049896240234
2015-12-04,37.11814880371094
2015-12-07,36.52742385864258
2015-12-08,36.78707504272461
2015-12-09,36.37163162231445
2015-12-10,36.2093391418457
2015-12-11,35.079837799072266
2015-12-14,35.98862838745117
2015-12-15,36.60533142089844
2015-12-16,37.41025924682617
2015-12-17,36.59883117675781
2015-12-18,36.18338394165039
2015-12-21,36.48198699951172
2015-12-22,37.384300231933594
2015-12-23,38.02695846557617
2015-12-24,37.949058532714844
2015-12-28,38.13731384277344
2015-12-29,38.59170913696289
2015-12-30,38.81890106201172
2015-12-31,38.45539093017578
2016-01-04,37.397274017333984
2016-01-05,37.241477966308594
2016-01-06,37.24797821044922
2016-01-07,37.137630462646484
2016-01-08,36.12494659423828
2016-01-11,34.9759635925293
2016-01-12,35.59914779663086
2016-01-13,33.572208404541016
2016-01-14,35.78938293457031
2016-01-15,37.61296081542969
2016-01-19,36.071441650390625
2016-01-20,37.488319396972656
2016-01-21,38.28204345703125
2016-01-22,38.59034729003906
2016-01-25,38.47227478027344
2016-01-26,38.21643829345703
2016-01-27,37.46208953857422
2016-01-28,36.63557815551758
2016-01-29,36.01239776611328
2016-02-01,35.67786407470703
2016-02-02,35.38923645019531
2016-02-03,37.28497314453125
2016-02-04,37.23249816894531
2016-02-05,34.84478759765625
2016-02-08,34.693912506103516
2016-02-09,35.080936431884766
2016-02-10,34.582393646240234
2016-02-11,34.228179931640625
2016-02-12,34.49056625366211
2016-02-16,35.10060501098633
2016-02-17,36.08455276489258
2016-02-18,35.78281784057617
2016-02-19,35.612266540527344
2016-02-22,36.26167297363281
2016-02-23,36.123924255371094
2016-02-24,36.00584030151367
2016-02-25,36.86515426635742
2016-02-26,36.733970642089844
2016-02-29,35.82217025756836
2016-03-01,36.957000732421875
2016-03-02,36.537174224853516
2016-03-03,36.688053131103516
2016-03-04,36.83235549926758
2016-03-07,36.99635314941406
2016-03-08,36.28790283203125
2016-03-09,36.98979187011719
2016-03-10,36.884830474853516
2016-03-11,37.868770599365234
2016-03-14,37.52768325805664
2016-03-15,36.484703063964844
2016-03-16,36.93730926513672
2016-03-17,36.28790283203125
2016-03-18,37.107872009277344
2016-03-21,36.74052047729492
2016-03-22,37.71790313720703
2016-03-23,36.9701042175293
2016-03-24,36.812679290771484
2016-03-28,36.80611801147461
2016-03-29,37.42273712158203
2016-03-30,37.38991928100586
2016-03-31,37.4686393737793
2016-04-01,37.665435791015625
2016-04-04,38.839603424072266
2016-04-05,38.400123596191406
2016-04-06,39.28565979003906
2016-04-07,38.89863967895508
2016-04-08,38.35419464111328
2016-04-11,38.37387466430664
2016-04-12,39.28565979003906
2016-04-13,39.113468170166016
2016-04-14,39.2591667175293
2016-04-15,39.41147994995117
2016-04-18,39.656532287597656
2016-04-19,39.84857940673828
2016-04-20,40.053890228271484
2016-04-21,40.643306732177734
2016-04-22,40.676414489746094
2016-04-25,40.378414154052734
2016-04-26,40.351905822753906
2016-04-27,40.199588775634766
2016-04-28,40.53072738647461
2016-04-29,40.39826583862305
2016-05-02,40.689666748046875
2016-05-03,40.908203125
2016-05-04,40.702919006347656
2016-05-05,41.285701751708984
2016-05-06,41.398284912109375
2016-05-09,42.18638610839844
2016-05-10,42.21287536621094
2016-05-11,41.52412796020508
2016-05-12,41.38504409790039
2016-05-13,41.06053924560547
2016-05-16,41.35856628417969
2016-05-17,39.901573181152344
2016-05-18,40.040645599365234
2016-05-19,39.2591667175293
2016-05-20,39.53070068359375
2016-05-23,39.27241134643555
2016-05-24,40.199588775634766
2016-05-25,40.54396057128906
2016-05-26,40.99431228637695
2016-05-27,41.53074264526367
2016-05-31,41.67643356323242
2016-06-01,41.6102180480957
2016-06-02,43.10694122314453
2016-06-03,43.047332763671875
2016-06-06,41.60359573364258
2016-06-07,41.78902816772461
2016-06-08,40.881717681884766
2016-06-09,40.23270034790039
2016-06-10,40.39826583862305
2016-06-13,39.689640045166016
2016-06-14,39.669776916503906
2016-06-15,40.00090789794922
2016-06-16,40.3320426940918
2016-06-17,39.742618560791016
2016-06-20,39.80885696411133
2016-06-21,39.722755432128906
2016-06-22,39.994285583496094
2016-06-23,40.60357666015625
2016-06-24,39.64330291748047
2016-06-27,38.86180114746094
2016-06-28,39.72938919067383
2016-06-29,40.93470764160156
2016-06-30,41.000938415527344
2016-07-01,41.53074264526367
2016-07-05,41.00755310058594
2016-07-06,41.96784210205078
2016-07-07,42.007564544677734
2016-07-08,42.49104309082031
2016-07-11,42.61686325073242
2016-07-12,43.37847900390625
2016-07-13,43.271583557128906
2016-07-14,42.50327682495117
2016-07-15,42.302860260009766
2016-07-18,42.463191986083984
2016-07-19,42.302860260009766
2016-07-20,42.36297607421875
2016-07-21,42.68366241455078
2016-07-22,42.630218505859375
2016-07-25,42.97093200683594
2016-07-26,43.05778884887695
2016-07-27,43.35844039916992
2016-07-28,43.23817443847656
2016-07-29,44.24698257446289
2016-08-01,44.72130584716797
2016-08-02,44.61442565917969
2016-08-03,44.474117279052734
2016-08-04,44.160125732421875
2016-08-05,44.45408248901367
2016-08-08,44.32046127319336
2016-08-09,44.6010627746582
2016-08-10,44.380584716796875
2016-08-11,44.72799301147461
2016-08-12,44.888336181640625
2016-08-15,45.021949768066406
2016-08-16,44.587703704833984
2016-08-17,44.64781951904297
2016-08-18,44.60773849487305
2016-08-19,44.828208923339844
2016-08-22,44.7680778503418
2016-08-23,44.206886291503906
2016-08-24,43.4653205871582
2016-08-25,43.23817443847656
2016-08-26,43.1646842956543
2016-08-29,43.09788513183594
2016-08-30,42.86405944824219
2016-08-31,42.82395553588867
2016-09-01,42.777198791503906
2016-09-02,42.83733367919922
2016-09-06,43.1646842956543
2016-09-07,43.40518569946289
2016-09-08,42.7972412109375
2016-09-09,42.329586029052734
2016-09-12,42.81059646606445
2016-09-13,42.31623077392578
2016-09-14,42.31623077392578
2016-09-15,42.32290267944336
2016-09-16,42.269447326660156
2016-09-19,42.02894592285156
2016-09-20,42.276126861572266
2016-09-21,42.82395553588867
2016-09-22,43.47867965698242
2016-09-23,43.41187286376953
2016-09-26,42.803924560546875
2016-09-27,43.13795852661133
2016-09-28,42.90412521362305
2016-09-29,41.968814849853516
2016-09-30,42.135841369628906
2016-10-03,42.24272918701172
2016-10-04,42.089088439941406
2016-10-05,42.34962844848633
2016-10-06,41.975502014160156
2016-10-07,42.04229736328125
2016-10-10,42.296173095703125
2016-10-11,41.681541442871094
2016-10-12,41.27024841308594
2016-10-13,41.22980880737305
2016-10-14,40.56904602050781
2016-10-17,40.54881286621094
2016-10-18,41.4995002746582
2016-10-19,41.41859817504883
2016-10-20,41.64108657836914
2016-10-21,41.115177154541016
2016-10-24,41.20956802368164
2016-10-25,41.4995002746582
2016-10-26,41.14215087890625
2016-10-27,41.43881607055664
2016-10-28,38.836246490478516
2016-10-31,37.609127044677734
2016-11-01,38.06087112426758
2016-11-02,38.29011917114258
2016-11-03,37.683292388916016
2016-11-04,37.7844352722168
2016-11-07,39.71950912475586
2016-11-08,39.6520881652832
2016-11-09,42.23442459106445
2016-11-10,43.15139389038086
2016-11-11,42.544578552246094
2016-11-14,42.456912994384766
2016-11-15,42.389488220214844
2016-11-16,41.49276351928711
2016-11-17,41.60063552856445
2016-11-18,40.80503845214844
2016-11-21,40.737606048583984
2016-11-22,39.732994079589844
2016-11-23,40.57579040527344
2016-11-25,40.798301696777344
2016-11-28,40.090335845947266
2016-11-29,41.52647018432617
2016-11-30,40.993812561035156
2016-12-01,39.88806915283203
2016-12-02,40.07010269165039
2016-12-05,41.034278869628906
2016-12-06,41.54671096801758
2016-12-07,40.44768142700195
2016-12-08,41.061241149902344
2016-12-09,41.49276351928711
2016-12-12,41.82987594604492
2016-12-13,41.79617691040039
2016-12-14,41.58040237426758
2016-12-15,41.81639862060547
2016-12-16,41.95124053955078
2016-12-19,41.95124053955078
2016-12-20,41.91078567504883
2016-12-21,41.43207550048828
2016-12-22,41.57366943359375
2016-12-23,42.03215026855469
2016-12-27,42.140037536621094
2016-12-28,41.984954833984375
2016-12-29,42.295101165771484
2016-12-30,42.220947265625
2017-01-03,42.07935333251953
2017-01-04,42.67268753051758
2017-01-05,42.996315002441406
2017-01-06,43.00979995727539
2017-01-09,43.29298782348633
2017-01-10,43.19858932495117
2017-01-11,41.63898849487305
2017-01-12,41.73434066772461
2017-01-13,42.2178955078125
2017-01-17,42.12934875488281
2017-01-18,41.993141174316406
2017-01-19,41.80244827270508
2017-01-20,41.645809173583984
2017-01-23,41.51640701293945
2017-01-24,41.25761032104492
2017-01-25,41.80244827270508
2017-01-26,41.7275276184082
2017-01-27,40.862613677978516
