Date,BXP
2015-07-01,78.97499084472656
2015-07-02,78.79393768310547
2015-07-06,79.2336654663086
2015-07-07,80.80499267578125
2015-07-08,79.99671936035156
2015-07-09,79.61518859863281
2015-07-10,80.28768157958984
2015-07-13,80.6627426147461
2015-07-14,80.59159088134766
2015-07-15,80.2747573852539
2015-07-16,81.47106170654297
2015-07-17,81.19945526123047
2015-07-20,81.34820556640625
2015-07-21,81.08953857421875
2015-07-22,81.43225860595703
2015-07-23,80.53339385986328
2015-07-24,80.93434143066406
2015-07-27,80.97962188720703
2015-07-28,80.7145004272461
2015-07-29,81.68443298339844
2015-07-30,79.7574462890625
2015-07-31,79.71866607666016
2015-08-03,80.63687896728516
2015-08-04,79.55697631835938
2015-08-05,78.43183898925781
2015-08-06,78.21192932128906
2015-08-07,77.70755004882812
2015-08-10,77.42950439453125
2015-08-11,77.43596649169922
2015-08-12,77.57176971435547
2015-08-13,78.05677032470703
2015-08-14,78.83919525146484
2015-08-17,79.53111267089844
2015-08-18,79.49234008789062
2015-08-19,79.16252899169922
2015-08-20,78.14728546142578
2015-08-21,76.72465515136719
2015-08-24,72.63785552978516
2015-08-25,70.25820922851562
2015-08-26,73.59488677978516
2015-08-27,75.52190399169922
2015-08-28,75.41197204589844
2015-08-31,73.31684112548828
2015-09-01,71.5579833984375
2015-09-02,72.36627197265625
2015-09-03,72.38569641113281
2015-09-04,71.04064178466797
2015-09-08,72.23694610595703
2015-09-09,71.49974060058594
2015-09-10,72.35334014892578
2015-09-11,73.67896270751953
2015-09-14,73.2521743774414
2015-09-15,74.02169799804688
2015-09-16,76.12328338623047
2015-09-17,77.2484359741211
2015-09-18,76.72465515136719
2015-09-21,76.75054168701172
2015-09-22,75.45722961425781
2015-09-23,75.69002532958984
2015-09-24,74.97871398925781
2015-09-25,75.32145690917969
2015-09-28,74.45658111572266
2015-09-29,76.38790130615234
2015-09-30,76.99264526367188
2015-10-01,77.13568878173828
2015-10-02,77.6884536743164
2015-10-05,78.43627166748047
2015-10-06,78.24118041992188
2015-10-07,78.8459243774414
2015-10-08,79.26211547851562
2015-10-09,79.10604095458984
2015-10-12,79.70431518554688
2015-10-13,78.37124633789062
2015-10-14,77.97459411621094
2015-10-15,78.53382110595703
2015-10-16,79.7303237915039
2015-10-19,80.69923400878906
2015-10-20,79.97090911865234
2015-10-21,79.56774139404297
2015-10-22,80.47162628173828
2015-10-23,79.24910736083984
2015-10-26,78.64437866210938
2015-10-27,79.25559997558594
2015-10-28,79.46370697021484
2015-10-29,79.8408432006836
2015-10-30,81.83721160888672
2015-11-02,84.38627624511719
2015-11-03,83.61894226074219
2015-11-04,82.66307067871094
2015-11-05,83.17678833007812
2015-11-06,80.75773620605469
2015-11-09,79.77583312988281
2015-11-10,80.63420104980469
2015-11-11,80.85530853271484
2015-11-12,80.12049102783203
2015-11-13,79.89291381835938
2015-11-16,80.49113464355469
2015-11-17,80.26353454589844
2015-11-18,80.72523498535156
2015-11-19,80.85530853271484
2015-11-20,82.27288055419922
2015-11-23,81.91521453857422
2015-11-24,81.06989288330078
2015-11-25,81.13489532470703
2015-11-27,81.81767272949219
2015-11-30,81.27798461914062
2015-12-01,82.37042236328125
2015-12-02,80.29605102539062
2015-12-03,79.58074951171875
2015-12-04,81.180419921875
2015-12-07,81.28446960449219
2015-12-08,81.19342041015625
2015-12-09,80.31556701660156
2015-12-10,79.93193054199219
2015-12-11,80.15299987792969
2015-12-14,81.50556945800781
2015-12-15,82.59153747558594
2015-12-16,84.63339233398438
2015-12-17,84.54886627197266
2015-12-18,82.6370620727539
2015-12-21,82.63053894042969
2015-12-22,82.7410888671875
2015-12-23,83.8530502319336
2015-12-24,83.8920669555664
2015-12-28,84.28874206542969
2015-12-29,85.67464447021484
2015-12-30,84.8695068359375
2015-12-31,84.16993713378906
2016-01-04,81.96573638916016
2016-01-05,83.98516845703125
2016-01-06,83.97195434570312
2016-01-07,82.4804916381836
2016-01-08,80.17066192626953
2016-01-11,80.9626235961914
2016-01-12,79.8604965209961
2016-01-13,78.35577392578125
2016-01-14,79.1081314086914
2016-01-15,78.1710205078125
2016-01-19,78.75176239013672
2016-01-20,76.45514678955078
2016-01-21,76.58053588867188
2016-01-22,78.66596984863281
2016-01-25,77.74864959716797
2016-01-26,79.42491912841797
2016-01-27,78.62638092041016
2016-01-28,76.18455505371094
2016-01-29,76.69271850585938
2016-02-01,76.75872802734375
2016-02-02,75.7754135131836
2016-02-03,75.69619750976562
2016-02-04,77.37906646728516
2016-02-05,75.9535903930664
2016-02-08,73.34678649902344
2016-02-09,71.9146957397461
2016-02-10,73.37976837158203
2016-02-11,71.39334106445312
2016-02-12,71.67711639404297
2016-02-16,72.78581237792969
2016-02-17,73.89453887939453
2016-02-18,73.66356658935547
2016-02-19,74.1783218383789
2016-02-22,75.73580932617188
2016-02-23,75.46522521972656
2016-02-24,75.0494384765625
2016-02-25,76.01298522949219
2016-02-26,75.1682357788086
2016-02-29,75.32662200927734
2016-03-01,77.91362762451172
2016-03-02,77.89383697509766
2016-03-03,78.13800811767578
2016-03-04,78.2568130493164
2016-03-07,78.30298614501953
2016-03-08,77.28008270263672
2016-03-09,77.4384765625
2016-03-10,77.29327392578125
2016-03-11,80.97579193115234
2016-03-14,80.98899841308594
2016-03-15,81.41797637939453
2016-03-16,82.73786163330078
2016-03-17,83.81356811523438
2016-03-18,83.5892105102539
2016-03-21,83.12064361572266
2016-03-22,82.7048568725586
2016-03-23,81.99873352050781
2016-03-24,81.7479476928711
2016-03-28,82.4474868774414
2016-03-29,84.0993423461914
2016-03-30,84.0661849975586
2016-03-31,84.30501556396484
2016-04-01,84.44432067871094
2016-04-04,84.5836410522461
2016-04-05,84.27183532714844
2016-04-06,84.8489990234375
2016-04-07,83.72783660888672
2016-04-08,84.33155822753906
2016-04-11,84.18557739257812
2016-04-12,85.71141052246094
2016-04-13,85.14752197265625
2016-04-14,85.12763977050781
2016-04-15,85.96351623535156
2016-04-18,86.24876403808594
2016-04-19,86.99840545654297
2016-04-20,85.3664321899414
2016-04-21,84.8489990234375
2016-04-22,85.8441162109375
2016-04-25,86.24214935302734
2016-04-26,86.60702514648438
2016-04-27,86.64017486572266
2016-04-28,86.00994873046875
2016-04-29,85.48587799072266
2016-05-02,86.978515625
2016-05-03,86.20234680175781
2016-05-04,86.62689971923828
2016-05-05,86.81265258789062
2016-05-06,86.83919525146484
2016-05-09,87.7480697631836
2016-05-10,88.3185806274414
2016-05-11,86.83919525146484
2016-05-12,87.15764617919922
2016-05-13,86.28194427490234
2016-05-16,86.77950286865234
2016-05-17,86.50084686279297
2016-05-18,84.41778564453125
2016-05-19,82.06936645507812
2016-05-20,82.52046203613281
2016-05-23,82.55363464355469
2016-05-24,83.49565124511719
2016-05-25,83.0976333618164
2016-05-26,82.79243469238281
2016-05-27,83.1971206665039
2016-05-31,83.34307861328125
2016-06-01,84.32490539550781
2016-06-02,84.42440795898438
2016-06-03,84.76937866210938
2016-06-06,84.291748046875
2016-06-07,84.84235382080078
2016-06-08,84.96178436279297
2016-06-09,85.5654525756836
2016-06-10,85.06791687011719
2016-06-13,84.33155822753906
2016-06-14,83.7344970703125
2016-06-15,84.0462875366211
2016-06-16,83.96004486083984
2016-06-17,84.0462875366211
2016-06-20,84.15243530273438
2016-06-21,84.64334869384766
2016-06-22,85.02810668945312
2016-06-23,86.22888946533203
