Date,GWW
2021-12-22,478.5430603027344
2021-12-23,482.2243957519531
2021-12-27,494.8213806152344
2021-12-28,499.346435546875
2021-12-29,503.67950439453125
2021-12-30,495.31036376953125
2021-12-31,496.8249816894531
2022-01-03,489.1173095703125
2022-01-04,498.9627380371094
2022-01-05,487.34368896484375
2022-01-06,489.0502014160156
2022-01-07,484.7456970214844
2022-01-10,479.4346618652344
2022-01-11,485.0716247558594
2022-01-12,488.3886413574219
2022-01-13,487.17120361328125
2022-01-14,483.7102966308594
2022-01-18,485.88653564453125
2022-01-19,476.75994873046875
2022-01-20,470.6722717285156
2022-01-21,472.5801086425781
2022-01-24,473.634521484375
2022-01-25,466.1665954589844
2022-01-26,461.1430358886719
2022-01-27,461.67987060546875
2022-01-28,474.5453796386719
2022-01-31,474.6508483886719
2022-02-01,474.52618408203125
2022-02-02,480.43170166015625
2022-02-03,486.60552978515625
2022-02-04,467.52783203125
2022-02-07,458.5546569824219
2022-02-08,462.3797302246094
2022-02-09,469.0137939453125
2022-02-10,453.95294189453125
2022-02-11,449.90313720703125
2022-02-14,448.65252685546875
2022-02-15,451.7789611816406
2022-02-16,456.74267578125
2022-02-17,453.4432067871094
2022-02-18,455.9057312011719
2022-02-22,454.23193359375
2022-02-23,444.8046569824219
2022-02-24,448.5466613769531
2022-02-25,458.5800476074219
2022-02-28,458.91680908203125
2022-03-01,448.6332702636719
2022-03-02,462.5530090332031
2022-03-03,462.9954528808594
2022-03-04,469.4502868652344
2022-03-07,472.29766845703125
2022-03-08,471.4415588378906
2022-03-09,468.8731384277344
2022-03-10,466.31427001953125
2022-03-11,454.29931640625
2022-03-14,465.015625
2022-03-15,478.81982421875
2022-03-16,472.4997253417969
2022-03-17,479.1470031738281
2022-03-18,482.860107421875
2022-03-21,487.0061950683594
2022-03-22,483.600830078125
2022-03-23,485.6209716796875
2022-03-24,482.1771240234375
2022-03-25,487.0927734375
2022-03-28,493.5860900878906
2022-03-29,499.1366271972656
2022-03-30,500.8392639160156
2022-03-31,496.1737365722656
2022-04-01,497.86688232421875
2022-04-04,499.5791015625
2022-04-05,499.1174011230469
2022-04-06,506.1109619140625
2022-04-07,501.58953857421875
2022-04-08,498.8287353515625
2022-04-11,498.93463134765625
2022-04-12,503.5905456542969
2022-04-13,507.0633544921875
2022-04-14,472.740234375
2022-04-18,471.9224853515625
2022-04-19,488.4203186035156
2022-04-20,491.8352966308594
2022-04-21,492.518310546875
2022-04-22,480.3493957519531
2022-04-25,473.4713134765625
2022-04-26,473.4136657714844
2022-04-27,476.857421875
2022-04-28,495.3465576171875
2022-04-29,481.01312255859375
2022-05-02,472.1534118652344
2022-05-03,465.5831604003906
2022-05-04,485.8421936035156
2022-05-05,464.7655334472656
2022-05-06,461.3865661621094
2022-05-09,460.3246765136719
2022-05-10,453.0937194824219
2022-05-11,443.2948913574219
2022-05-12,453.0068664550781
2022-05-13,460.8169860839844
2022-05-16,457.56353759765625
2022-05-17,465.50885009765625
2022-05-18,449.6665954589844
2022-05-19,450.8058166503906
2022-05-20,448.46942138671875
2022-05-23,450.9408874511719
2022-05-24,455.68109130859375
2022-05-25,453.0261535644531
2022-05-26,460.91351318359375
