Date,HOG
2015-07-01,42.821048736572266
2015-07-02,42.76762390136719
2015-07-06,43.08821105957031
2015-07-07,43.24850845336914
2015-07-08,41.7524299621582
2015-07-09,41.7524299621582
2015-07-10,42.50046157836914
2015-07-13,43.149269104003906
2015-07-14,43.97362518310547
2015-07-15,42.63786315917969
2015-07-16,42.50046157836914
2015-07-17,41.950897216796875
2015-07-20,41.93561935424805
2015-07-21,44.01942825317383
2015-07-22,44.7369270324707
2015-07-23,44.46213912963867
2015-07-24,43.94309997558594
2015-07-27,44.11866760253906
2015-07-28,44.4087028503418
2015-07-29,44.76747131347656
2015-07-30,44.7216682434082
2015-07-31,44.50030517578125
2015-08-03,44.27131271362305
2015-08-04,44.2331428527832
2015-08-05,44.35528564453125
2015-08-06,44.61479949951172
2015-08-07,44.84379196166992
2015-08-10,46.110870361328125
2015-08-11,45.58418655395508
2015-08-12,44.77509689331055
2015-08-13,44.95827865600586
2015-08-14,45.210166931152344
2015-08-17,45.70632553100586
2015-08-18,45.63760757446289
2015-08-19,45.675785064697266
2015-08-20,44.68349838256836
2015-08-21,42.9660758972168
2015-08-24,41.439483642578125
2015-08-25,40.61511993408203
2015-08-26,41.8974494934082
2015-08-27,43.18742370605469
2015-08-28,43.23323440551758
2015-08-31,42.78288269042969
2015-09-01,41.714256286621094
2015-09-02,42.58443069458008
2015-09-03,42.58443069458008
2015-09-04,41.81349182128906
2015-09-08,42.5615234375
2015-09-09,42.30964279174805
2015-09-10,41.828758239746094
2015-09-11,42.051387786865234
2015-09-14,41.82107925415039
2015-09-15,42.21258544921875
2015-09-16,42.95719528198242
2015-09-17,42.75761795043945
2015-09-18,41.775028228759766
2015-09-21,42.08208084106445
2015-09-22,41.14555740356445
2015-09-23,40.75407409667969
2015-09-24,41.022735595703125
2015-09-25,41.36049270629883
2015-09-28,40.49306869506836
2015-09-29,40.85386657714844
2015-09-30,42.14350509643555
2015-10-01,41.52170944213867
2015-10-02,42.18187713623047
2015-10-05,42.87274169921875
2015-10-06,42.08208084106445
2015-10-07,41.87480545043945
2015-10-08,42.281673431396484
2015-10-09,42.289344787597656
2015-10-12,41.959259033203125
2015-10-13,42.22026443481445
2015-10-14,41.75199508666992
2015-10-15,42.197242736816406
2015-10-16,42.53498077392578
2015-10-19,43.026283264160156
2015-10-20,37.0386848449707
2015-10-21,36.1021614074707
2015-10-22,36.931217193603516
2015-10-23,37.00031280517578
2015-10-26,36.83141326904297
2015-10-27,36.608802795410156
2015-10-28,36.63950729370117
2015-10-29,38.35133743286133
2015-10-30,37.959842681884766
2015-11-02,37.6911735534668
2015-11-03,38.297603607177734
2015-11-04,37.514617919921875
2015-11-05,38.00592041015625
2015-11-06,37.73723602294922
2015-11-09,37.637447357177734
2015-11-10,38.09035873413086
2015-11-11,37.85238265991211
2015-11-12,37.1000862121582
2015-11-13,36.4936637878418
2015-11-16,36.94655990600586
2015-11-17,37.115455627441406
2015-11-18,38.205501556396484
2015-11-19,38.23619842529297
2015-11-20,38.60466766357422
2015-11-23,38.16712951660156
2015-11-24,38.0289421081543
2015-11-25,38.17478942871094
2015-11-27,37.407142639160156
2015-11-30,37.55299758911133
2015-12-01,37.55299758911133
2015-12-02,36.57809829711914
2015-12-03,36.079132080078125
2015-12-04,36.58576965332031
2015-12-07,36.432247161865234
2015-12-08,36.21730422973633
