Date,EXE
2021-02-10,35.583534240722656
2021-02-11,33.85141372680664
2021-02-12,33.62204360961914
2021-02-16,34.44461441040039
2021-02-17,35.00614929199219
2021-02-18,34.009605407714844
2021-02-19,34.80051803588867
2021-02-22,34.673973083496094
2021-02-23,34.53160095214844
2021-02-24,35.591434478759766
2021-02-25,35.39370346069336
2021-02-26,34.9428825378418
2021-03-01,35.33043670654297
2021-03-02,35.828712463378906
2021-03-03,37.37100601196289
2021-03-04,36.524723052978516
2021-03-05,35.61516189575195
2021-03-08,35.09315872192383
2021-03-09,35.021976470947266
2021-03-10,35.39370346069336
2021-03-11,35.8603515625
2021-03-12,36.18462371826172
2021-03-15,36.18462371826172
2021-03-16,35.441162109375
2021-03-17,35.81289291381836
2021-03-18,34.405059814453125
2021-03-19,34.254791259765625
2021-03-22,33.81187057495117
2021-03-23,32.98139953613281
2021-03-24,32.902305603027344
2021-03-25,33.34522247314453
2021-03-26,34.270606994628906
2021-03-29,33.629947662353516
2021-03-30,34.120323181152344
2021-03-31,34.31805419921875
2021-04-01,35.53607177734375
2021-04-05,35.32251739501953
2021-04-06,35.75753402709961
2021-04-07,35.6705207824707
2021-04-08,35.852447509765625
2021-04-09,36.01853561401367
2021-04-12,35.94736099243164
2021-04-13,35.99480056762695
2021-04-14,36.532630920410156
2021-04-15,36.532630920410156
2021-04-16,36.10554122924805
2021-04-19,36.35863494873047
2021-04-20,36.15299606323242
2021-04-21,36.572181701660156
2021-04-22,36.445640563964844
2021-04-23,36.74618148803711
2021-04-26,37.078365325927734
2021-04-27,37.07046127319336
2021-04-28,36.524723052978516
2021-04-29,37.13372802734375
2021-04-30,36.04226303100586
2021-05-03,36.667091369628906
2021-05-04,36.382354736328125
2021-05-05,36.96764373779297
2021-05-06,37.5766487121582
2021-05-07,38.88957214355469
2021-05-10,39.205955505371094
2021-05-11,38.802574157714844
2021-05-12,39.134761810302734
2021-05-13,39.15058517456055
2021-05-14,38.65229797363281
2021-05-17,39.53813171386719
2021-05-18,40.57424545288086
2021-05-19,40.33696365356445
2021-05-20,39.933589935302734
2021-05-21,40.159751892089844
2021-05-24,40.25531005859375
2021-05-25,40.1677131652832
2021-05-26,42.04710006713867
2021-05-27,42.166542053222656
2021-05-28,42.04710006713867
2021-06-01,43.7035026550293
2021-06-02,42.54082489013672
2021-06-03,42.58860778808594
2021-06-04,43.34514236450195
2021-06-07,44.22908401489258
2021-06-08,44.2051887512207
2021-06-09,44.1414909362793
2021-06-10,44.26093673706055
2021-06-11,44.770599365234375
2021-06-14,44.46002960205078
2021-06-15,44.56355285644531
2021-06-16,43.07438278198242
2021-06-17,42.811580657958984
2021-06-18,42.2939567565918
2021-06-21,43.862770080566406
2021-06-22,42.692138671875
2021-06-23,42.15062713623047
2021-06-24,42.278038024902344
2021-06-25,42.30989074707031
2021-06-28,40.613670349121094
2021-06-29,39.45896911621094
2021-06-30,41.3463020324707
2021-07-01,42.9947509765625
2021-07-02,43.472557067871094
2021-07-06,42.8912239074707
2021-07-07,43.20975875854492
2021-07-08,43.48848342895508
2021-07-09,43.64775466918945
2021-07-12,43.59200668334961
2021-07-13,42.85140609741211
2021-07-14,40.48624801635742
2021-07-15,40.39068603515625
2021-07-16,39.92880630493164
2021-07-19,38.94134521484375
2021-07-20,40.46236801147461
2021-07-21,42.17450714111328
2021-07-22,42.986785888671875
2021-07-23,43.6318244934082
2021-07-26,43.94239807128906
2021-07-27,43.7672119140625
2021-07-28,44.14945602416992
2021-07-29,44.069820404052734
2021-07-30,43.04252243041992
2021-08-02,42.44525909423828
2021-08-03,43.456634521484375
2021-08-04,43.38496017456055
2021-08-05,43.169952392578125
2021-08-06,43.830909729003906
2021-08-09,43.05048751831055
2021-08-10,44.19723892211914
2021-08-11,45.34397888183594
2021-08-12,46.8331413269043
2021-08-13,45.224517822265625
2021-08-16,44.46002960205078
2021-08-17,43.615901947021484
2021-08-18,41.74448776245117
2021-08-19,41.38612747192383
2021-08-20,41.943565368652344
2021-08-23,41.882659912109375
2021-08-24,42.24336242675781
2021-08-25,42.50788879394531
2021-08-26,42.57200622558594
2021-08-27,44.3916130065918
2021-08-30,43.91866683959961
2021-08-31,44.73628616333008
2021-09-01,45.37754821777344
2021-09-02,46.72419738769531
2021-09-03,47.31737518310547
2021-09-07,47.958641052246094
2021-09-08,48.80030822753906
2021-09-09,48.55181121826172
2021-09-10,47.726173400878906
