Date,OMC
2015-07-01,69.9000015258789
2015-07-02,69.36000061035156
2015-07-06,69.26000213623047
2015-07-07,70.52999877929688
2015-07-08,69.76000213623047
2015-07-09,70.98999786376953
2015-07-10,72.69000244140625
2015-07-13,72.6500015258789
2015-07-14,72.6500015258789
2015-07-15,73.0
2015-07-16,73.44999694824219
2015-07-17,73.80000305175781
2015-07-20,74.05999755859375
2015-07-21,73.16000366210938
2015-07-22,73.69999694824219
2015-07-23,73.04000091552734
2015-07-24,71.83999633789062
2015-07-27,71.47000122070312
2015-07-28,72.41000366210938
2015-07-29,73.19999694824219
2015-07-30,72.87999725341797
2015-07-31,73.08000183105469
2015-08-03,72.72000122070312
2015-08-04,72.77999877929688
2015-08-05,73.94000244140625
2015-08-06,72.2699966430664
2015-08-07,72.45999908447266
2015-08-10,73.98999786376953
2015-08-11,72.87000274658203
2015-08-12,73.0
2015-08-13,73.11000061035156
2015-08-14,73.56999969482422
2015-08-17,73.87000274658203
2015-08-18,73.26000213623047
2015-08-19,72.55000305175781
2015-08-20,70.4000015258789
2015-08-21,68.91000366210938
2015-08-24,66.80000305175781
2015-08-25,66.16000366210938
2015-08-26,67.41999816894531
2015-08-27,67.79000091552734
2015-08-28,67.73999786376953
2015-08-31,66.9800033569336
2015-09-01,65.16999816894531
2015-09-02,66.45999908447266
2015-09-03,66.83999633789062
2015-09-04,66.04000091552734
2015-09-08,68.05000305175781
2015-09-09,67.05999755859375
2015-09-10,67.4000015258789
2015-09-11,67.66000366210938
2015-09-14,67.1500015258789
2015-09-15,68.20999908447266
2015-09-16,69.68000030517578
2015-09-17,69.05999755859375
2015-09-18,67.36000061035156
2015-09-21,67.6500015258789
2015-09-22,66.77999877929688
2015-09-23,66.81999969482422
2015-09-24,66.37999725341797
2015-09-25,65.73999786376953
2015-09-28,64.79000091552734
2015-09-29,64.8499984741211
2015-09-30,65.9000015258789
2015-10-01,65.91000366210938
2015-10-02,68.0
2015-10-05,68.75
2015-10-06,68.68000030517578
2015-10-07,69.93000030517578
2015-10-08,70.94999694824219
2015-10-09,70.94000244140625
2015-10-12,71.0999984741211
2015-10-13,70.91999816894531
2015-10-14,70.87000274658203
2015-10-15,71.70999908447266
2015-10-16,72.18000030517578
2015-10-19,72.2300033569336
2015-10-20,72.36000061035156
2015-10-21,72.80999755859375
2015-10-22,74.3499984741211
2015-10-23,73.73999786376953
2015-10-26,74.55000305175781
2015-10-27,74.91999816894531
2015-10-28,74.83999633789062
2015-10-29,75.33000183105469
2015-10-30,74.91999816894531
2015-11-02,75.0
2015-11-03,74.80999755859375
2015-11-04,73.52999877929688
2015-11-05,73.25
2015-11-06,73.5
2015-11-09,72.5199966430664
2015-11-10,73.12000274658203
2015-11-11,73.06999969482422
2015-11-12,72.62999725341797
2015-11-13,71.52999877929688
2015-11-16,72.98999786376953
2015-11-17,72.02999877929688
2015-11-18,72.88999938964844
2015-11-19,73.1500015258789
2015-11-20,73.75
2015-11-23,73.87999725341797
2015-11-24,73.01000213623047
2015-11-25,74.04000091552734
2015-11-27,73.69000244140625
2015-11-30,73.91999816894531
2015-12-01,75.0
2015-12-02,74.13999938964844
2015-12-03,74.0999984741211
2015-12-04,75.23999786376953
2015-12-07,76.52999877929688
2015-12-08,76.30999755859375
2015-12-09,75.01000213623047
2015-12-10,75.44000244140625
2015-12-11,74.19999694824219
2015-12-14,74.08999633789062
2015-12-15,73.9800033569336
2015-12-16,74.7300033569336
2015-12-17,73.66999816894531
2015-12-18,73.62000274658203
2015-12-21,74.38999938964844
2015-12-22,75.41000366210938
2015-12-23,76.33000183105469
2015-12-24,76.08000183105469
2015-12-28,76.51000213623047
2015-12-29,77.1500015258789
2015-12-30,76.62999725341797
2015-12-31,75.66000366210938
2016-01-04,73.56999969482422
2016-01-05,73.95999908447266
2016-01-06,71.94000244140625
2016-01-07,70.51000213623047
2016-01-08,69.9000015258789
2016-01-11,69.6500015258789
2016-01-12,70.80000305175781
2016-01-13,69.25
2016-01-14,70.75
2016-01-15,69.66999816894531
2016-01-19,68.88999938964844
2016-01-20,67.94000244140625
2016-01-21,68.6500015258789
2016-01-22,70.61000061035156
2016-01-25,69.87999725341797
2016-01-26,71.98999786376953
2016-01-27,71.5199966430664
2016-01-28,71.88999938964844
2016-01-29,73.3499984741211
2016-02-01,73.94999694824219
2016-02-02,72.37000274658203
2016-02-03,72.47000122070312
2016-02-04,72.6500015258789
2016-02-05,71.20999908447266
2016-02-08,69.72000122070312
2016-02-09,71.62000274658203
2016-02-10,73.47000122070312
2016-02-11,71.88999938964844
2016-02-12,73.3499984741211
2016-02-16,75.75
2016-02-17,75.45999908447266
2016-02-18,76.01000213623047
2016-02-19,76.5199966430664
2016-02-22,77.12000274658203
2016-02-23,76.81999969482422
2016-02-24,76.9000015258789
2016-02-25,77.70999908447266
2016-02-26,77.61000061035156
2016-02-29,77.80999755859375
2016-03-01,79.0
2016-03-02,78.41000366210938
2016-03-03,78.38999938964844
2016-03-04,78.76000213623047
2016-03-07,78.5
2016-03-08,77.86000061035156
2016-03-09,77.62999725341797
2016-03-10,77.58000183105469
2016-03-11,78.94999694824219
2016-03-14,78.97000122070312
2016-03-15,78.88999938964844
2016-03-16,79.69000244140625
2016-03-17,80.45999908447266
2016-03-18,80.9800033569336
2016-03-21,81.4800033569336
2016-03-22,81.33999633789062
2016-03-23,81.29000091552734
2016-03-24,81.33999633789062
2016-03-28,82.19999694824219
2016-03-29,82.80000305175781
2016-03-30,83.31999969482422
2016-03-31,83.2300033569336
2016-04-01,83.9000015258789
2016-04-04,83.87999725341797
2016-04-05,83.31999969482422
2016-04-06,84.0
2016-04-07,82.91000366210938
2016-04-08,83.1500015258789
2016-04-11,83.33000183105469
2016-04-12,84.33999633789062
2016-04-13,84.41999816894531
2016-04-14,83.73999786376953
2016-04-15,84.30000305175781
2016-04-18,85.25
2016-04-19,84.73999786376953
2016-04-20,83.41000366210938
2016-04-21,84.0199966430664
2016-04-22,83.7699966430664
2016-04-25,83.5199966430664
2016-04-26,83.88999938964844
2016-04-27,84.12999725341797
2016-04-28,83.18000030517578
2016-04-29,82.97000122070312
2016-05-02,83.61000061035156
2016-05-03,83.44999694824219
2016-05-04,83.3499984741211
2016-05-05,83.26000213623047
2016-05-06,83.95999908447266
2016-05-09,83.66999816894531
2016-05-10,84.58000183105469
2016-05-11,84.12000274658203
2016-05-12,84.26000213623047
2016-05-13,83.7300033569336
2016-05-16,84.26000213623047
2016-05-17,83.30000305175781
2016-05-18,83.2300033569336
2016-05-19,82.41000366210938
2016-05-20,82.79000091552734
2016-05-23,82.19000244140625
2016-05-24,82.87999725341797
2016-05-25,82.05999755859375
2016-05-26,82.19000244140625
2016-05-27,82.63999938964844
2016-05-31,83.33000183105469
2016-06-01,82.94999694824219
2016-06-02,83.04000091552734
2016-06-03,81.94000244140625
2016-06-06,82.44000244140625
2016-06-07,83.2699966430664
2016-06-08,85.37000274658203
2016-06-09,84.4000015258789
2016-06-10,83.33000183105469
2016-06-13,82.1500015258789
2016-06-14,81.8499984741211
2016-06-15,81.62000274658203
2016-06-16,81.70999908447266
2016-06-17,81.3499984741211
2016-06-20,82.94999694824219
2016-06-21,83.27999877929688
2016-06-22,83.83999633789062
2016-06-23,84.95999908447266
2016-06-24,80.69000244140625
2016-06-27,77.56999969482422
2016-06-28,78.83000183105469
2016-06-29,80.0999984741211
2016-06-30,81.48999786376953
2016-07-01,81.69000244140625
2016-07-05,80.73999786376953
2016-07-06,81.41999816894531
2016-07-07,82.30999755859375
2016-07-08,83.12000274658203
2016-07-11,83.95999908447266
2016-07-12,84.54000091552734
2016-07-13,84.95999908447266
2016-07-14,83.12000274658203
2016-07-15,82.77999877929688
2016-07-18,83.04000091552734
2016-07-19,83.31999969482422
2016-07-20,83.68000030517578
2016-07-21,81.83000183105469
2016-07-22,82.66999816894531
2016-07-25,82.77999877929688
2016-07-26,82.62000274658203
2016-07-27,82.36000061035156
2016-07-28,82.70999908447266
2016-07-29,82.29000091552734
2016-08-01,82.5999984741211
2016-08-02,81.25
2016-08-03,81.11000061035156
2016-08-04,81.52999877929688
2016-08-05,82.44000244140625
2016-08-08,81.94000244140625
2016-08-09,81.87000274658203
2016-08-10,82.2300033569336
2016-08-11,83.1500015258789
2016-08-12,84.26000213623047
2016-08-15,85.27999877929688
2016-08-16,84.05000305175781
2016-08-17,84.56999969482422
2016-08-18,84.19000244140625
2016-08-19,84.3499984741211
2016-08-22,84.43000030517578
2016-08-23,84.66999816894531
2016-08-24,84.41999816894531
2016-08-25,84.37999725341797
2016-08-26,84.55000305175781
2016-08-29,85.83999633789062
2016-08-30,86.36000061035156
2016-08-31,86.12999725341797
2016-09-01,86.25
2016-09-02,86.69999694824219
2016-09-06,86.37000274658203
2016-09-07,87.1500015258789
2016-09-08,86.05999755859375
2016-09-09,83.75
2016-09-12,85.30000305175781
2016-09-13,83.75
2016-09-14,83.55999755859375
2016-09-15,84.61000061035156
2016-09-16,83.95999908447266
2016-09-19,84.01000213623047
2016-09-20,84.05000305175781
2016-09-21,84.9000015258789
2016-09-22,85.36000061035156
2016-09-23,84.2300033569336
2016-09-26,83.87000274658203
2016-09-27,84.95999908447266
2016-09-28,85.27999877929688
2016-09-29,84.05000305175781
2016-09-30,85.0
2016-10-03,84.44000244140625
2016-10-04,83.31999969482422
2016-10-05,82.94999694824219
2016-10-06,83.05999755859375
2016-10-07,82.23999786376953
2016-10-10,82.66000366210938
2016-10-11,81.94000244140625
2016-10-12,82.68000030517578
2016-10-13,82.06999969482422
2016-10-14,82.87000274658203
2016-10-17,82.83000183105469
2016-10-18,80.87000274658203
2016-10-19,80.33999633789062
2016-10-20,79.62999725341797
2016-10-21,79.75
2016-10-24,80.44999694824219
2016-10-25,80.08000183105469
2016-10-26,79.5999984741211
2016-10-27,79.12000274658203
2016-10-28,79.6500015258789
2016-10-31,79.81999969482422
2016-11-01,79.20999908447266
2016-11-02,79.0
2016-11-03,79.2300033569336
2016-11-04,79.5199966430664
2016-11-07,80.58999633789062
2016-11-08,81.36000061035156
2016-11-09,80.80999755859375
2016-11-10,80.37000274658203
2016-11-11,81.33000183105469
2016-11-14,83.19999694824219
2016-11-15,83.93000030517578
2016-11-16,84.91999816894531
2016-11-17,87.27999877929688
2016-11-18,84.8499984741211
2016-11-21,86.33999633789062
2016-11-22,87.7300033569336
2016-11-23,87.75
2016-11-25,88.47000122070312
2016-11-28,88.19999694824219
2016-11-29,88.33999633789062
2016-11-30,86.94000244140625
2016-12-01,87.61000061035156
2016-12-02,86.33999633789062
2016-12-05,86.05000305175781
2016-12-06,84.26000213623047
2016-12-07,85.37000274658203
2016-12-08,85.43000030517578
2016-12-09,86.87000274658203
2016-12-12,87.31999969482422
2016-12-13,88.31999969482422
2016-12-14,87.88999938964844
2016-12-15,88.0199966430664
2016-12-16,86.18000030517578
2016-12-19,85.87999725341797
2016-12-20,86.25
2016-12-21,85.94000244140625
2016-12-22,86.1500015258789
2016-12-23,86.37000274658203
2016-12-27,86.8499984741211
2016-12-28,85.95999908447266
2016-12-29,85.68000030517578
2016-12-30,85.11000061035156
2017-01-03,85.06999969482422
2017-01-04,85.69999694824219
2017-01-05,85.05999755859375
2017-01-06,85.80999755859375
2017-01-09,85.38999938964844
2017-01-10,85.23999786376953
2017-01-11,85.83999633789062
2017-01-12,85.44999694824219
2017-01-13,85.30999755859375
2017-01-17,84.81999969482422
2017-01-18,85.16999816894531
2017-01-19,84.55999755859375
2017-01-20,85.12999725341797
