Date,CPB
2015-07-01,33.28940200805664
2015-07-02,33.164161682128906
2015-07-06,32.89277648925781
2015-07-07,33.3868293762207
2015-07-08,33.10152053833008
2015-07-09,33.0048713684082
2015-07-10,33.35509490966797
2015-07-13,33.50218963623047
2015-07-14,33.71232604980469
2015-07-15,33.334075927734375
2015-07-16,33.635276794433594
2015-07-17,33.516197204589844
2015-07-20,33.348087310791016
2015-07-21,33.243019104003906
2015-07-22,33.84539794921875
2015-07-23,33.7613410949707
2015-07-24,33.81739044189453
2015-07-27,33.81739044189453
2015-07-28,34.32170486450195
2015-07-29,34.11857986450195
2015-07-30,34.440773010253906
2015-07-31,34.538848876953125
2015-08-03,34.93809509277344
2015-08-04,34.797996520996094
2015-08-05,35.022151947021484
2015-08-06,35.3653564453125
2015-08-07,35.21827697753906
2015-08-10,35.35836410522461
2015-08-11,35.24629211425781
2015-08-12,35.30232620239258
2015-08-13,35.20425796508789
2015-08-14,35.5124397277832
2015-08-17,35.42139434814453
2015-08-18,35.18324279785156
2015-08-19,35.09919357299805
2015-08-20,34.762977600097656
2015-08-21,34.04853057861328
2015-08-24,32.92781448364258
2015-08-25,32.32545852661133
2015-08-26,33.22200393676758
2015-08-27,33.425140380859375
2015-08-28,33.481170654296875
2015-08-31,33.6142578125
2015-09-01,32.82975387573242
2015-09-02,33.460166931152344
2015-09-03,33.99249267578125
2015-09-04,33.5792350769043
2015-09-08,34.58787536621094
2015-09-09,34.125587463378906
2015-09-10,34.42677688598633
2015-09-11,34.60187911987305
2015-09-14,34.67893600463867
2015-09-15,35.21125793457031
2015-09-16,36.114837646484375
2015-09-17,36.12184143066406
2015-09-18,35.834659576416016
2015-09-21,36.05180358886719
2015-09-22,35.806644439697266
2015-09-23,35.97475051879883
2015-09-24,35.82065963745117
2015-09-25,36.19188690185547
2015-09-28,35.58249282836914
2015-09-29,35.4354133605957
2015-09-30,35.49844741821289
2015-10-01,35.03615188598633
2015-10-02,35.442420959472656
2015-10-05,35.97475051879883
2015-10-06,35.56148910522461
2015-10-07,35.610511779785156
2015-10-08,35.9537353515625
2015-10-09,36.13837432861328
2015-10-12,35.86353302001953
2015-10-13,35.44773483276367
2015-10-14,34.869873046875
2015-10-15,34.88397216796875
2015-10-16,34.876914978027344
2015-10-19,34.8134880065918
2015-10-20,34.876914978027344
2015-10-21,35.03195571899414
2015-10-22,36.244083404541016
2015-10-23,36.244083404541016
2015-10-26,36.37093734741211
2015-10-27,36.074947357177734
2015-10-28,35.79304885864258
2015-10-29,36.082000732421875
2015-10-30,35.79304885864258
2015-11-02,35.75782775878906
2015-11-03,35.398406982421875
2015-11-04,35.54640197753906
2015-11-05,35.518211364746094
2015-11-06,34.369510650634766
2015-11-09,34.299034118652344
2015-11-10,34.038291931152344
2015-11-11,34.43998718261719
2015-11-12,34.038291931152344
2015-11-13,33.805728912353516
2015-11-16,34.30608367919922
2015-11-17,33.85505676269531
2015-11-18,34.559783935546875
2015-11-19,34.86281967163086
2015-11-20,34.40473556518555
2015-11-23,35.08833312988281
2015-11-24,36.173614501953125
2015-11-25,37.012229919433594
2015-11-27,37.42097854614258
2015-11-30,36.81490707397461
2015-12-01,37.216590881347656
2015-12-02,37.132041931152344
2015-12-03,36.95585632324219
2015-12-04,37.43505859375
2015-12-07,37.43505859375
2015-12-08,37.69581985473633
2015-12-09,37.72400665283203
2015-12-10,37.801517486572266
2015-12-11,37.34347152709961
2015-12-14,37.526695251464844
2015-12-15,37.49850845336914
2015-12-16,37.857906341552734
2015-12-17,37.449161529541016
2015-12-18,36.793766021728516
2015-12-21,37.11090087890625
2015-12-22,37.456207275390625
2015-12-23,37.752197265625
2015-12-24,37.576019287109375
2015-12-28,37.76628875732422
2015-12-29,37.8297119140625
2015-12-30,37.49850845336914
2015-12-31,37.03337097167969
2016-01-04,36.40617370605469
2016-01-05,36.540077209472656
2016-01-06,36.476646423339844
2016-01-07,36.0313835144043
2016-01-08,36.237003326416016
2016-01-11,36.4426155090332
2016-01-12,37.91733932495117
2016-01-13,37.42811965942383
2016-01-14,37.92441940307617
2016-01-15,37.569915771484375
2016-01-19,38.519989013671875
2016-01-20,38.356910705566406
2016-01-21,38.34981918334961
2016-01-22,38.746856689453125
2016-01-25,38.7184944152832
2016-01-26,39.10136413574219
2016-01-27,38.99501419067383
2016-01-28,39.51258087158203
2016-01-29,39.99470520019531
2016-02-01,40.3137321472168
2016-02-02,39.92379379272461
2016-02-03,39.90961456298828
2016-02-04,39.2360725402832
2016-02-05,39.590579986572266
2016-02-08,39.86708068847656
2016-02-09,40.561893463134766
2016-02-10,41.04402160644531
2016-02-11,40.64698028564453
2016-02-12,41.29217529296875
2016-02-16,42.142974853515625
2016-02-17,43.17812728881836
2016-02-18,43.220645904541016
2016-02-19,43.20648193359375
2016-02-22,43.07176208496094
2016-02-23,43.17812728881836
2016-02-24,42.91579055786133
2016-02-25,44.39759063720703
2016-02-26,43.94383239746094
2016-02-29,43.78075408935547
2016-03-01,43.32700729370117
2016-03-02,43.57515335083008
2016-03-03,43.865840911865234
2016-03-04,43.92257308959961
2016-03-07,43.993465423583984
2016-03-08,44.31960678100586
2016-03-09,44.844268798828125
2016-03-10,44.73081588745117
2016-03-11,45.36893081665039
2016-03-14,45.02859878540039
2016-03-15,45.13494873046875
2016-03-16,45.55326461791992
2016-03-17,45.63834762573242
2016-03-18,45.61707305908203
2016-03-21,45.59580612182617
2016-03-22,44.87971115112305
2016-03-23,44.971893310546875
2016-03-24,44.787540435791016
2016-03-28,44.936439514160156
2016-03-29,45.496543884277344
2016-03-30,45.489444732666016
2016-03-31,45.22711181640625
2016-04-01,46.198448181152344
2016-04-04,46.418251037597656
2016-04-05,45.65961837768555
2016-04-06,45.80141067504883
2016-04-07,45.496482849121094
2016-04-08,45.7458381652832
2016-04-11,45.517860412597656
2016-04-12,45.581974029541016
2016-04-13,44.74842071533203
2016-04-14,44.0003547668457
2016-04-15,44.185585021972656
2016-04-18,44.413570404052734
2016-04-19,44.0431022644043
2016-04-20,43.74387741088867
2016-04-21,42.62534713745117
2016-04-22,43.20242691040039
2016-04-25,43.487396240234375
2016-04-26,43.451786041259766
2016-04-27,43.91486740112305
2016-04-28,43.80800247192383
2016-04-29,43.96473693847656
2016-05-02,44.63441848754883
2016-05-03,44.25682830810547
2016-05-04,44.4349479675293
2016-05-05,44.92653274536133
2016-05-06,45.539241790771484
2016-05-09,46.265926361083984
2016-05-10,46.61500930786133
2016-05-11,46.63637924194336
2016-05-12,47.37733840942383
2016-05-13,47.09236145019531
2016-05-16,46.93561935424805
2016-05-17,45.46085739135742
2016-05-18,45.218631744384766
2016-05-19,45.581974029541016
2016-05-20,42.675228118896484
2016-05-23,42.675228118896484
2016-05-24,43.39479446411133
2016-05-25,43.20955276489258
2016-05-26,43.64414596557617
2016-05-27,43.59426498413086
2016-05-31,43.152549743652344
2016-06-01,43.501651763916016
2016-06-02,43.266544342041016
2016-06-03,43.95048522949219
2016-06-06,43.75812911987305
2016-06-07,43.95761489868164
2016-06-08,43.95761489868164
2016-06-09,44.53469467163086
2016-06-10,44.67005920410156
2016-06-13,44.25682830810547
2016-06-14,44.47056198120117
2016-06-15,44.035987854003906
2016-06-16,44.7056770324707
2016-06-17,44.484825134277344
2016-06-20,44.46344757080078
2016-06-21,44.77691650390625
2016-06-22,44.5916748046875
2016-06-23,44.62730407714844
2016-06-24,44.456329345703125
2016-06-27,45.289878845214844
2016-06-28,44.7056770324707
2016-06-29,44.75555419921875
2016-06-30,47.398704528808594
2016-07-01,47.06385040283203
2016-07-05,47.868900299072266
2016-07-06,48.12539291381836
2016-07-07,47.8333740234375
2016-07-08,48.02661895751953
2016-07-11,47.74748229980469
2016-07-12,47.575706481933594
2016-07-13,47.754638671875
2016-07-14,47.61864471435547
2016-07-15,47.683067321777344
2016-07-18,47.64727783203125
2016-07-19,47.69021224975586
2016-07-20,46.22294616699219
2016-07-21,45.335411071777344
2016-07-22,45.36404800415039
2016-07-25,45.62171173095703
2016-07-26,44.81291961669922
2016-07-27,43.97549057006836
2016-07-28,44.082855224609375
2016-07-29,44.56956481933594
2016-08-01,44.4120979309082
2016-08-02,43.882442474365234
2016-08-03,43.56751251220703
2016-08-04,43.74645233154297
2016-08-05,43.88960266113281
2016-08-08,43.911075592041016
2016-08-09,43.9039192199707
2016-08-10,43.882442474365234
2016-08-11,43.72498321533203
2016-08-12,43.631927490234375
2016-08-15,43.38142395019531
2016-08-16,43.037864685058594
2016-08-17,43.252586364746094
2016-08-18,43.53172302246094
2016-08-19,43.68204116821289
2016-08-22,43.882442474365234
2016-08-23,43.26690673828125
2016-08-24,43.46731185913086
2016-08-25,43.75360870361328
2016-08-26,43.28837203979492
2016-08-29,43.74645233154297
2016-08-30,43.46731185913086
2016-08-31,43.460147857666016
2016-09-01,40.733154296875
2016-09-02,41.320068359375
2016-09-06,41.29859161376953
2016-09-07,40.87631607055664
2016-09-08,40.19635009765625
2016-09-09,39.33030700683594
2016-09-12,40.07466125488281
2016-09-13,39.68101119995117
2016-09-14,39.7168083190918
2016-09-15,39.92436981201172
2016-09-16,39.638065338134766
2016-09-19,39.587974548339844
2016-09-20,39.38040542602539
2016-09-21,39.86711120605469
2016-09-22,39.64521408081055
2016-09-23,39.287349700927734
2016-09-26,39.06547546386719
2016-09-27,39.08694076538086
2016-09-28,39.31599426269531
2016-09-29,38.92232131958008
2016-09-30,39.151363372802734
2016-10-03,39.072628021240234
2016-10-04,38.39982604980469
2016-10-05,38.4642448425293
2016-10-06,38.578758239746094
