Date,LEG
2015-07-01,33.25757598876953
2015-07-02,33.096134185791016
2015-07-06,33.08266830444336
2015-07-07,33.271018981933594
2015-07-08,32.71942901611328
2015-07-09,33.07594680786133
2015-07-10,33.64772033691406
2015-07-13,34.138797760009766
2015-07-14,34.17243194580078
2015-07-15,34.28677749633789
2015-07-16,34.30696487426758
2015-07-17,34.06478500366211
2015-07-20,34.05806350708008
2015-07-21,33.842811584472656
2015-07-22,34.17243194580078
2015-07-23,33.889896392822266
2015-07-24,33.40556335449219
2015-07-27,32.81359100341797
2015-07-28,33.27774429321289
2015-07-29,33.49301528930664
2015-07-30,33.78226852416992
2015-07-31,32.161094665527344
2015-08-03,32.262001037597656
2015-08-04,32.06690979003906
2015-08-05,32.262001037597656
2015-08-06,31.83820343017578
2015-08-07,31.959280014038086
2015-08-10,32.3158073425293
2015-08-11,32.08037185668945
2015-08-12,32.10728454589844
2015-08-13,32.35616683959961
2015-08-14,32.685791015625
2015-08-17,32.7530632019043
2015-08-18,33.08938980102539
2015-08-19,33.244117736816406
2015-08-20,32.322540283203125
2015-08-21,31.67003631591797
2015-08-24,30.486099243164062
2015-08-25,29.611608505249023
2015-08-26,29.36945343017578
2015-08-27,29.42998504638672
2015-08-28,29.692340850830078
2015-08-31,29.880685806274414
2015-09-01,29.08692169189453
2015-09-02,29.544340133666992
2015-09-03,29.503986358642578
2015-09-04,28.891841888427734
2015-09-08,29.71923828125
2015-09-09,29.557804107666016
2015-09-10,29.746158599853516
2015-09-11,29.854570388793945
2015-09-14,29.678401947021484
2015-09-15,29.841014862060547
2015-09-16,29.86811065673828
2015-09-17,29.990083694458008
2015-09-18,29.495445251464844
2015-09-21,29.563207626342773
2015-09-22,28.94659996032715
2015-09-23,28.783964157104492
2015-09-24,27.90311050415039
2015-09-25,28.25545883178711
2015-09-28,27.591413497924805
2015-09-29,27.564319610595703
2015-09-30,27.95054054260254
2015-10-01,28.221574783325195
2015-10-02,28.553598403930664
2015-10-05,28.91948890686035
2015-10-06,28.844953536987305
2015-10-07,29.42090606689453
2015-10-08,29.725831985473633
2015-10-09,29.67161750793457
