Date,CINF
2015-07-01,39.019989013671875
2015-07-02,38.916011810302734
2015-07-06,38.8714599609375
2015-07-07,39.220516204833984
2015-07-08,39.11653137207031
2015-07-09,39.33934783935547
2015-07-10,39.85178756713867
2015-07-13,40.185977935791016
2015-07-14,40.23054122924805
2015-07-15,39.784942626953125
2015-07-16,40.015174865722656
2015-07-17,39.77751922607422
2015-07-20,39.792362213134766
2015-07-21,39.77009201049805
2015-07-22,39.89635467529297
2015-07-23,39.59927749633789
2015-07-24,39.40617752075195
2015-07-27,39.31706237792969
2015-07-28,39.43588638305664
2015-07-29,40.22311782836914
2015-07-30,41.04749298095703
2015-07-31,41.0029296875
2015-08-03,41.106895446777344
2015-08-04,41.16632843017578
2015-08-05,41.255435943603516
2015-08-06,41.03262710571289
2015-08-07,41.092044830322266
2015-08-10,41.47080612182617
2015-08-11,41.55992889404297
2015-08-12,41.760440826416016
2015-08-13,41.797584533691406
2015-08-14,42.06494903564453
2015-08-17,42.0203857421875
2015-08-18,42.25062942504883
2015-08-19,41.90155792236328
2015-08-20,41.27027893066406
2015-08-21,40.00032043457031
2015-08-24,38.07680130004883
2015-08-25,37.8094367980957
2015-08-26,38.75263595581055
2015-08-27,39.49530029296875
2015-08-28,39.20566177368164
2015-08-31,38.86402893066406
2015-09-01,37.84657287597656
2015-09-02,38.849178314208984
2015-09-03,39.21308135986328
2015-09-04,38.55210494995117
2015-09-08,39.48786926269531
2015-09-09,39.220516204833984
2015-09-10,39.376468658447266
2015-09-11,39.680965423583984
2015-09-14,39.63602066040039
2015-09-15,40.07801055908203
2015-09-16,40.30272674560547
2015-09-17,40.24282455444336
2015-09-18,39.56110763549805
2015-09-21,40.018070220947266
2015-09-22,39.62104034423828
2015-09-23,39.755889892578125
2015-09-24,39.87574005126953
2015-09-25,40.04802703857422
2015-09-28,39.62104034423828
2015-09-29,39.905704498291016
2015-09-30,40.30272674560547
2015-10-01,40.11545181274414
2015-10-02,40.49750900268555
2015-10-05,41.23914337158203
2015-10-06,40.92451858520508
2015-10-07,41.38896560668945
2015-10-08,42.11560821533203
2015-10-09,42.07815933227539
2015-10-12,42.460201263427734
2015-10-13,41.91334533691406
2015-10-14,41.74106979370117
2015-10-15,42.332862854003906
2015-10-16,42.617530822753906
2015-10-19,42.977108001708984
2015-10-20,43.24679183959961
2015-10-21,43.42658233642578
2015-10-22,44.03335952758789
2015-10-23,44.2281379699707
2015-10-26,44.32551574707031
2015-10-27,44.38544845581055
2015-10-28,45.539100646972656
2015-10-29,45.838741302490234
2015-10-30,45.119590759277344
2015-11-02,45.35930633544922
2015-11-03,45.20948791503906
2015-11-04,45.29188537597656
2015-11-05,45.38178253173828
2015-11-06,45.591552734375
2015-11-09,45.1046142578125
2015-11-10,45.37428283691406
2015-11-11,45.44171905517578
2015-11-12,44.91732406616211
2015-11-13,44.587730407714844
2015-11-16,45.149559020996094
2015-11-17,44.9398078918457
2015-11-18,45.3518180847168
2015-11-19,45.50913619995117
2015-11-20,45.711395263671875
2015-11-23,46.033512115478516
2015-11-24,45.90616989135742
2015-11-25,45.591552734375
2015-11-27,45.75633239746094
2015-11-30,45.778831481933594
2015-12-01,46.39777374267578
2015-12-02,45.997711181640625
2015-12-03,45.31839370727539
2015-12-04,46.4128532409668
2015-12-07,46.32982635498047
2015-12-08,46.06564712524414
2015-12-09,45.454254150390625
2015-12-10,45.2806510925293
2015-12-11,44.63907241821289
2015-12-14,44.86728286743164
2015-12-15,45.453041076660156
2015-12-16,46.13767623901367
2015-12-17,45.3769645690918
2015-12-18,44.09896469116211
2015-12-21,44.372825622558594
2015-12-22,45.186790466308594
2015-12-23,45.163970947265625
2015-12-24,45.36176300048828
2015-12-28,45.68125915527344
2015-12-29,46.05400466918945
2015-12-30,45.71929931640625
2015-12-31,45.01181411743164
2016-01-04,43.77184295654297
2016-01-05,44.03049087524414
2016-01-06,43.429527282714844
2016-01-07,42.463401794433594
2016-01-08,42.242801666259766
2016-01-11,42.51665496826172
2016-01-12,42.80572509765625
2016-01-13,42.02219009399414
2016-01-14,42.74486541748047
2016-01-15,41.9309196472168
2016-01-19,42.02219009399414
2016-01-20,41.4288330078125
2016-01-21,41.16257858276367
2016-01-22,41.82440185546875
2016-01-25,41.20060348510742
2016-01-26,41.77874755859375
2016-01-27,41.70268249511719
2016-01-28,42.379730224609375
2016-01-29,43.84031295776367
2016-02-01,43.96963119506836
2016-02-02,43.246952056884766
2016-02-03,43.330631256103516
2016-02-04,44.91292190551758
2016-02-05,45.833404541015625
2016-02-08,46.3506965637207
2016-02-09,46.586509704589844
2016-02-10,46.63215255737305
2016-02-11,46.031192779541016
2016-02-12,46.98969650268555
2016-02-16,47.24834060668945
2016-02-17,47.506988525390625
2016-02-18,47.52981185913086
2016-02-19,47.59827423095703
2016-02-22,47.98622512817383
2016-02-23,47.72758865356445
2016-02-24,47.864524841308594
2016-02-25,48.49592208862305
2016-02-26,48.35899353027344
2016-02-29,48.03187561035156
2016-03-01,48.739356994628906
2016-03-02,48.883888244628906
2016-03-03,49.06646728515625
2016-03-04,49.0816650390625
2016-03-07,48.83824920654297
2016-03-08,48.70891571044922
2016-03-09,48.678497314453125
2016-03-10,48.769779205322266
2016-03-11,50.13148498535156
2016-03-14,49.58375930786133
2016-03-15,49.53049850463867
2016-03-16,49.6978645324707
2016-03-17,50.05539321899414
2016-03-18,50.040184020996094
2016-03-21,49.978885650634766
2016-03-22,49.92523956298828
2016-03-23,49.87924575805664
2016-03-24,49.61104202270508
2016-03-28,49.98655319213867
2016-03-29,50.39269256591797
2016-03-30,50.47698211669922
2016-03-31,50.08616256713867
2016-04-01,50.54594421386719
2016-04-04,50.17045211791992
2016-04-05,49.53440475463867
2016-04-06,49.99420166015625
2016-04-07,49.28152084350586
2016-04-08,49.54207229614258
2016-04-11,49.62636947631836
2016-04-12,50.31605911254883
2016-04-13,50.630252838134766
2016-04-14,50.4233283996582
2016-04-15,50.48463821411133
2016-04-18,50.53827667236328
2016-04-19,50.59191131591797
2016-04-20,50.30840301513672
2016-04-21,49.0516471862793
2016-04-22,49.4961051940918
2016-04-25,49.473114013671875
2016-04-26,49.42713928222656
2016-04-27,50.79883575439453
2016-04-28,50.6609001159668
2016-04-29,50.58425521850586
2016-05-02,50.975074768066406
2016-05-03,50.936771392822266
2016-05-04,50.6609001159668
2016-05-05,51.07470703125
2016-05-06,51.16667175292969
2016-05-09,51.54216766357422
2016-05-10,52.05556869506836
2016-05-11,51.52682876586914
2016-05-12,52.208839416503906
2016-05-13,51.871673583984375
2016-05-16,52.05556869506836
2016-05-17,51.12067794799805
2016-05-18,51.92531204223633
2016-05-19,51.84101486206055
2016-05-20,52.23183822631836
2016-05-23,51.89467239379883
2016-05-24,52.80658721923828
2016-05-25,52.645633697509766
2016-05-26,52.599666595458984
2016-05-27,53.09009552001953
2016-05-31,52.95216369628906
2016-06-01,53.15140151977539
2016-06-02,53.35064697265625
2016-06-03,53.25102996826172
2016-06-06,53.174400329589844
2016-06-07,53.31234359741211
2016-06-08,53.75677490234375
2016-06-09,54.208927154541016
2016-06-10,54.00202178955078
2016-06-13,53.4655876159668
2016-06-14,53.38896560668945
2016-06-15,52.936851501464844
2016-06-16,53.404296875
2016-06-17,53.02880096435547
2016-06-20,53.79275131225586
2016-06-21,54.325199127197266
2016-06-22,54.464088439941406
2016-06-23,55.42096710205078
2016-06-24,54.17859649658203
2016-06-27,53.59982681274414
2016-06-28,55.127723693847656
2016-06-29,56.238914489746094
2016-06-30,57.78997039794922
2016-07-01,57.60478210449219
2016-07-05,57.72053527832031
2016-07-06,57.8902702331543
2016-07-07,57.85169982910156
2016-07-08,58.415008544921875
2016-07-11,58.769981384277344
2016-07-12,58.71596908569336
2016-07-13,58.80085754394531
2016-07-14,59.23300552368164
2016-07-15,58.61564254760742
2016-07-18,58.26069641113281
2016-07-19,57.99831771850586
2016-07-20,57.80540084838867
2016-07-21,57.14949035644531
2016-07-22,57.79767608642578
2016-07-25,57.82853698730469
2016-07-26,57.782257080078125
2016-07-27,57.743690490722656
2016-07-28,58.06005859375
2016-07-29,57.64334487915039
2016-08-01,57.93659973144531
2016-08-02,57.78997039794922
2016-08-03,57.921146392822266
2016-08-04,57.92887496948242
2016-08-05,58.60792541503906
2016-08-08,58.65424346923828
2016-08-09,58.60792541503906
2016-08-10,58.64653396606445
2016-08-11,58.67738723754883
2016-08-12,58.4921989440918
2016-08-15,58.61564254760742
2016-08-16,58.129512786865234
2016-08-17,58.20668411254883
2016-08-18,58.72369384765625
2016-08-19,58.64653396606445
2016-08-22,58.64653396606445
2016-08-23,58.638797760009766
2016-08-24,58.68510818481445
2016-08-25,59.33329391479492
2016-08-26,58.80085754394531
2016-08-29,59.69598388671875
2016-08-30,59.68824768066406
2016-08-31,59.5030632019043
2016-09-01,59.618831634521484
2016-09-02,60.074119567871094
2016-09-06,60.04324722290039
2016-09-07,59.94290542602539
2016-09-08,59.75770568847656
2016-09-09,58.26069641113281
2016-09-12,59.248409271240234
2016-09-13,58.39959716796875
2016-09-14,57.82084274291992
2016-09-15,58.43818664550781
2016-09-16,57.6665153503418
2016-09-19,58.06258773803711
2016-09-20,58.06258773803711
2016-09-21,58.691688537597656
2016-09-22,59.111080169677734
