Date,MPC
2015-07-01,38.58039093017578
2015-07-02,38.75258255004883
2015-07-06,39.290714263916016
2015-07-07,39.850379943847656
2015-07-08,38.72389602661133
2015-07-09,38.300559997558594
2015-07-10,39.09699249267578
2015-07-13,42.175106048583984
2015-07-14,42.18226623535156
2015-07-15,41.26386642456055
2015-07-16,41.959842681884766
2015-07-17,42.03159713745117
2015-07-20,41.2782096862793
2015-07-21,41.005550384521484
2015-07-22,40.94815444946289
2015-07-23,40.417205810546875
2015-07-24,40.410037994384766
2015-07-27,39.075462341308594
2015-07-28,39.1113395690918
2015-07-29,40.044105529785156
2015-07-30,38.702354431152344
2015-07-31,39.22614288330078
2015-08-03,38.171409606933594
2015-08-04,37.44672393798828
2015-08-05,37.08079528808594
2015-08-06,37.41802978515625
2015-08-07,36.714881896972656
2015-08-10,38.214454650878906
2015-08-11,40.07999038696289
2015-08-12,41.47194290161133
2015-08-13,40.890769958496094
2015-08-14,39.93647003173828
2015-08-17,40.318946838378906
2015-08-18,40.037506103515625
2015-08-19,39.33028030395508
2015-08-20,38.45709228515625
2015-08-21,34.91374969482422
2015-08-24,33.06630325317383
2015-08-25,31.586912155151367
2015-08-26,32.84981155395508
2015-08-27,33.679710388183594
2015-08-28,34.07661437988281
2015-08-31,34.14158630371094
2015-09-01,33.239505767822266
2015-09-02,33.78073501586914
2015-09-03,33.903419494628906
2015-09-04,33.44157028198242
2015-09-08,34.437442779541016
2015-09-09,34.24259948730469
2015-09-10,34.75497817993164
2015-09-11,34.54569625854492
2015-09-14,33.57146453857422
2015-09-15,34.098270416259766
2015-09-16,33.679710388183594
2015-09-17,33.795166015625
2015-09-18,33.26115036010742
2015-09-21,33.318885803222656
2015-09-22,33.15290451049805
2015-09-23,33.38383483886719
2015-09-24,33.679710388183594
2015-09-25,34.15601348876953
2015-09-28,32.49620056152344
2015-09-29,32.86423873901367
2015-09-30,33.43435287475586
2015-10-01,34.5890007019043
2015-10-02,34.92097091674805
2015-10-05,36.50138854980469
2015-10-06,36.1116943359375
2015-10-07,36.292118072509766
2015-10-08,36.862220764160156
2015-10-09,35.82304763793945
2015-10-12,35.916831970214844
2015-10-13,35.20241165161133
2015-10-14,35.06529998779297
2015-10-15,36.155006408691406
2015-10-16,36.89829635620117
2015-10-19,35.40447235107422
2015-10-20,34.163230895996094
2015-10-21,33.75908279418945
2015-10-22,34.386932373046875
2015-10-23,35.06529998779297
2015-10-26,35.15910339355469
2015-10-27,35.34674072265625
2015-10-28,35.96736526489258
2015-10-29,36.97767639160156
2015-10-30,37.381813049316406
2015-11-02,38.1900520324707
2015-11-03,39.424102783203125
2015-11-04,39.54679489135742
