Date,SWKS
2015-07-01,103.91000366210938
2015-07-02,104.8499984741211
2015-07-06,101.94000244140625
2015-07-07,100.48999786376953
2015-07-08,95.5999984741211
2015-07-09,94.51000213623047
2015-07-10,100.19999694824219
2015-07-13,100.48999786376953
2015-07-14,102.02999877929688
2015-07-15,100.9000015258789
2015-07-16,102.37000274658203
2015-07-17,102.91000366210938
2015-07-20,103.13999938964844
2015-07-21,103.97000122070312
2015-07-22,99.63999938964844
2015-07-23,103.12000274658203
2015-07-24,97.70999908447266
2015-07-27,93.48999786376953
2015-07-28,95.68000030517578
2015-07-29,95.19000244140625
2015-07-30,96.76000213623047
2015-07-31,95.66999816894531
2015-08-03,92.77999877929688
2015-08-04,88.69000244140625
2015-08-05,88.95999908447266
2015-08-06,85.9800033569336
2015-08-07,88.36000061035156
2015-08-10,91.02999877929688
2015-08-11,88.97000122070312
2015-08-12,89.9000015258789
2015-08-13,89.63999938964844
2015-08-14,89.0999984741211
2015-08-17,90.93000030517578
2015-08-18,85.69999694824219
2015-08-19,87.2300033569336
2015-08-20,82.44000244140625
2015-08-21,79.06999969482422
2015-08-24,80.51000213623047
2015-08-25,80.55999755859375
2015-08-26,86.1500015258789
2015-08-27,89.7699966430664
2015-08-28,88.62000274658203
2015-08-31,87.3499984741211
2015-09-01,83.05000305175781
2015-09-02,85.73999786376953
2015-09-03,85.33999633789062
2015-09-04,83.37000274658203
2015-09-08,87.7300033569336
2015-09-09,86.41999816894531
2015-09-10,88.06999969482422
2015-09-11,88.16000366210938
2015-09-14,89.5
2015-09-15,91.66000366210938
2015-09-16,91.5199966430664
2015-09-17,90.73999786376953
2015-09-18,89.37000274658203
2015-09-21,89.22000122070312
2015-09-22,86.69999694824219
2015-09-23,88.12000274658203
2015-09-24,86.3499984741211
2015-09-25,87.7699966430664
2015-09-28,82.70999908447266
2015-09-29,82.8499984741211
2015-09-30,84.20999908447266
2015-10-01,83.37000274658203
2015-10-02,84.05999755859375
2015-10-05,81.87000274658203
2015-10-06,80.70999908447266
2015-10-07,83.61000061035156
2015-10-08,79.43000030517578
2015-10-09,79.5
2015-10-12,79.58999633789062
2015-10-13,77.47000122070312
2015-10-14,77.81999969482422
2015-10-15,80.23999786376953
2015-10-16,79.5999984741211
2015-10-19,77.83000183105469
2015-10-20,78.29000091552734
2015-10-21,77.66999816894531
2015-10-22,81.69000244140625
2015-10-23,82.55000305175781
2015-10-26,77.91000366210938
2015-10-27,76.30999755859375
2015-10-28,77.5
2015-10-29,74.62999725341797
2015-10-30,77.23999786376953
2015-11-02,79.30000305175781
2015-11-03,79.08000183105469
2015-11-04,80.18000030517578
2015-11-05,80.27999877929688
2015-11-06,85.98999786376953
2015-11-09,84.88999938964844
2015-11-10,80.37000274658203
2015-11-11,79.0999984741211
2015-11-12,75.83999633789062
2015-11-13,74.83000183105469
2015-11-16,75.27999877929688
2015-11-17,77.1500015258789
2015-11-18,80.41000366210938
2015-11-19,78.0
2015-11-20,78.56999969482422
2015-11-23,77.72000122070312
2015-11-24,79.72000122070312
2015-11-25,80.30999755859375
2015-11-27,81.9000015258789
2015-11-30,83.0199966430664
2015-12-01,83.76000213623047
2015-12-02,84.62999725341797
2015-12-03,83.44000244140625
2015-12-04,87.91999816894531
2015-12-07,86.69000244140625
2015-12-08,87.0999984741211
2015-12-09,84.68000030517578
2015-12-10,84.88999938964844
2015-12-11,81.43000030517578
2015-12-14,78.51000213623047
2015-12-15,77.77999877929688
2015-12-16,78.97000122070312
2015-12-17,77.80000305175781
2015-12-18,76.37999725341797
2015-12-21,78.41999816894531
2015-12-22,78.41000366210938
2015-12-23,79.16999816894531
2015-12-24,79.31999969482422
2015-12-28,79.30999755859375
2015-12-29,80.43000030517578
2015-12-30,79.19000244140625
2015-12-31,76.83000183105469
2016-01-04,77.93000030517578
2016-01-05,73.29000091552734
2016-01-06,69.1500015258789
2016-01-07,67.16000366210938
2016-01-08,66.88999938964844
2016-01-11,66.05000305175781
2016-01-12,66.62999725341797
2016-01-13,62.15999984741211
2016-01-14,64.54000091552734
2016-01-15,60.66999816894531
2016-01-19,60.380001068115234
2016-01-20,61.619998931884766
2016-01-21,63.290000915527344
2016-01-22,67.02999877929688
2016-01-25,65.58999633789062
2016-01-26,65.80000305175781
2016-01-27,62.13999938964844
2016-01-28,64.79000091552734
2016-01-29,68.91999816894531
2016-02-01,69.62000274658203
2016-02-02,66.4800033569336
2016-02-03,66.19000244140625
2016-02-04,66.0
2016-02-05,62.15999984741211
2016-02-08,59.29999923706055
2016-02-09,57.70000076293945
2016-02-10,57.20000076293945
2016-02-11,55.849998474121094
2016-02-12,57.630001068115234
2016-02-16,61.439998626708984
2016-02-17,63.709999084472656
2016-02-18,62.06999969482422
2016-02-19,63.029998779296875
2016-02-22,64.29000091552734
2016-02-23,62.619998931884766
2016-02-24,63.709999084472656
2016-02-25,64.55000305175781
2016-02-26,64.9000015258789
2016-02-29,66.44999694824219
2016-03-01,70.4000015258789
2016-03-02,68.9800033569336
2016-03-03,70.0999984741211
2016-03-04,73.01000213623047
2016-03-07,72.91999816894531
2016-03-08,69.91000366210938
2016-03-09,71.0199966430664
2016-03-10,69.97000122070312
2016-03-11,72.7699966430664
2016-03-14,72.79000091552734
2016-03-15,73.61000061035156
2016-03-16,75.0
2016-03-17,74.91999816894531
2016-03-18,77.0199966430664
2016-03-21,77.20999908447266
2016-03-22,76.88999938964844
2016-03-23,76.30000305175781
2016-03-24,76.19999694824219
2016-03-28,76.91999816894531
2016-03-29,76.47000122070312
2016-03-30,77.8499984741211
2016-03-31,77.9000015258789
2016-04-01,78.18000030517578
2016-04-04,77.5
2016-04-05,77.06999969482422
2016-04-06,78.20999908447266
2016-04-07,77.30999755859375
2016-04-08,77.36000061035156
2016-04-11,76.06999969482422
2016-04-12,74.63999938964844
2016-04-13,77.06999969482422
2016-04-14,76.7699966430664
2016-04-15,75.05999755859375
2016-04-18,74.73999786376953
2016-04-19,72.2300033569336
2016-04-20,72.83999633789062
2016-04-21,71.69000244140625
2016-04-22,71.5
2016-04-25,70.72000122070312
2016-04-26,71.69999694824219
2016-04-27,72.31999969482422
2016-04-28,71.77999877929688
2016-04-29,66.81999969482422
2016-05-02,67.12000274658203
2016-05-03,67.0199966430664
2016-05-04,65.2300033569336
2016-05-05,64.3499984741211
2016-05-06,64.62999725341797
2016-05-09,65.05000305175781
2016-05-10,64.86000061035156
2016-05-11,64.58999633789062
2016-05-12,61.65999984741211
2016-05-13,60.75
2016-05-16,62.41999816894531
2016-05-17,62.310001373291016
2016-05-18,63.56999969482422
2016-05-19,62.79999923706055
2016-05-20,64.55999755859375
2016-05-23,65.80999755859375
2016-05-24,66.45999908447266
2016-05-25,66.2699966430664
2016-05-26,66.16999816894531
2016-05-27,66.5
2016-05-31,66.76000213623047
2016-06-01,67.2699966430664
2016-06-02,66.58000183105469
2016-06-03,66.94000244140625
2016-06-06,66.11000061035156
2016-06-07,68.66999816894531
2016-06-08,68.37999725341797
2016-06-09,67.97000122070312
2016-06-10,65.55000305175781
2016-06-13,64.95999908447266
2016-06-14,65.01000213623047
2016-06-15,64.98999786376953
2016-06-16,64.77999877929688
2016-06-17,63.970001220703125
2016-06-20,65.94999694824219
2016-06-21,65.45999908447266
2016-06-22,65.3499984741211
2016-06-23,67.20999908447266
2016-06-24,61.61000061035156
2016-06-27,58.0099983215332
2016-06-28,60.2599983215332
2016-06-29,61.72999954223633
2016-06-30,63.279998779296875
2016-07-01,62.599998474121094
2016-07-05,58.81999969482422
2016-07-06,59.15999984741211
2016-07-07,60.88999938964844
2016-07-08,62.90999984741211
2016-07-11,64.63999938964844
2016-07-12,65.80000305175781
2016-07-13,65.3499984741211
2016-07-14,67.38999938964844
2016-07-15,67.38999938964844
2016-07-18,68.69999694824219
2016-07-19,68.33000183105469
2016-07-20,69.48999786376953
2016-07-21,70.91999816894531
2016-07-22,64.80999755859375
2016-07-25,64.94000244140625
2016-07-26,65.87000274658203
2016-07-27,66.47000122070312
2016-07-28,66.47000122070312
2016-07-29,66.0199966430664
2016-08-01,66.13999938964844
2016-08-02,65.04000091552734
2016-08-03,64.38999938964844
2016-08-04,65.16000366210938
2016-08-05,66.55000305175781
2016-08-08,65.94000244140625
2016-08-09,67.0
2016-08-10,66.41000366210938
2016-08-11,67.41000366210938
2016-08-12,67.52999877929688
2016-08-15,69.5
2016-08-16,69.5999984741211
2016-08-17,70.19000244140625
2016-08-18,71.80000305175781
2016-08-19,72.29000091552734
2016-08-22,72.62000274658203
2016-08-23,73.77999877929688
2016-08-24,73.29000091552734
2016-08-25,74.33000183105469
2016-08-26,74.83999633789062
2016-08-29,75.22000122070312
2016-08-30,74.19999694824219
2016-08-31,74.86000061035156
2016-09-01,75.08999633789062
2016-09-02,74.62000274658203
2016-09-06,73.01000213623047
2016-09-07,72.05000305175781
2016-09-08,71.43000030517578
2016-09-09,66.76000213623047
2016-09-12,68.33999633789062
2016-09-13,69.36000061035156
2016-09-14,72.4000015258789
2016-09-15,77.0199966430664
2016-09-16,76.06999969482422
2016-09-19,76.08999633789062
2016-09-20,75.72000122070312
2016-09-21,76.73999786376953
2016-09-22,76.9000015258789
2016-09-23,74.7699966430664
2016-09-26,72.81999969482422
2016-09-27,73.91999816894531
2016-09-28,74.2699966430664
2016-09-29,73.26000213623047
2016-09-30,76.13999938964844
2016-10-03,75.33000183105469
2016-10-04,76.58999633789062
2016-10-05,77.75
2016-10-06,79.33999633789062
2016-10-07,79.37000274658203
2016-10-10,80.1500015258789
2016-10-11,79.43000030517578
2016-10-12,78.81999969482422
2016-10-13,77.41000366210938
2016-10-14,77.62999725341797
2016-10-17,76.69999694824219
2016-10-18,77.6500015258789
2016-10-19,77.91000366210938
2016-10-20,78.08999633789062
2016-10-21,77.47000122070312
2016-10-24,78.48999786376953
2016-10-25,78.08000183105469
2016-10-26,77.54000091552734
2016-10-27,77.26000213623047
2016-10-28,75.72000122070312
2016-10-31,76.94000244140625
2016-11-01,75.80999755859375
2016-11-02,75.02999877929688
2016-11-03,74.66999816894531
2016-11-04,75.06999969482422
2016-11-07,77.23999786376953
2016-11-08,77.33000183105469
2016-11-09,77.66000366210938
2016-11-10,75.91000366210938
2016-11-11,74.51000213623047
2016-11-14,74.04000091552734
2016-11-15,75.93000030517578
2016-11-16,76.12000274658203
2016-11-17,77.94999694824219
2016-11-18,78.20999908447266
2016-11-21,78.93000030517578
2016-11-22,79.36000061035156
2016-11-23,78.30999755859375
2016-11-25,77.01000213623047
2016-11-28,77.30000305175781
2016-11-29,77.22000122070312
2016-11-30,76.8499984741211
2016-12-01,71.77999877929688
2016-12-02,73.33999633789062
2016-12-05,74.81999969482422
2016-12-06,76.16999816894531
2016-12-07,77.33999633789062
2016-12-08,79.5199966430664
2016-12-09,76.93000030517578
2016-12-12,76.26000213623047
2016-12-13,76.87999725341797
2016-12-14,75.13999938964844
2016-12-15,77.20999908447266
2016-12-16,76.80999755859375
2016-12-19,77.44000244140625
2016-12-20,76.61000061035156
2016-12-21,77.06999969482422
2016-12-22,78.1500015258789
2016-12-23,78.02999877929688
2016-12-27,78.33000183105469
2016-12-28,77.02999877929688
2016-12-29,76.55999755859375
2016-12-30,74.66000366210938
2017-01-03,75.1500015258789
2017-01-04,74.98999786376953
2017-01-05,74.56999969482422
2017-01-06,74.95999908447266
2017-01-09,75.6500015258789
2017-01-10,77.30999755859375
2017-01-11,78.41000366210938
2017-01-12,76.75
2017-01-13,78.33000183105469
2017-01-17,76.88999938964844
2017-01-18,79.2699966430664
2017-01-19,78.45999908447266
2017-01-20,88.66999816894531
2017-01-23,90.16999816894531
2017-01-24,92.2699966430664
2017-01-25,91.87000274658203
2017-01-26,91.01000213623047
2017-01-27,92.01000213623047
2017-01-30,92.98999786376953
2017-01-31,91.73999786376953
2017-02-01,91.73999786376953
2017-02-02,91.11000061035156
2017-02-03,91.55999755859375
2017-02-06,91.38999938964844
2017-02-07,91.77999877929688
2017-02-08,91.69000244140625
2017-02-09,92.47000122070312
2017-02-10,92.20999908447266
2017-02-13,92.62999725341797
2017-02-14,91.80000305175781
2017-02-15,92.12999725341797
2017-02-16,92.43000030517578
2017-02-17,96.3499984741211
2017-02-21,96.56999969482422
2017-02-22,96.70999908447266
2017-02-23,95.30999755859375
2017-02-24,94.69999694824219
2017-02-27,95.62999725341797
2017-02-28,94.80999755859375
2017-03-01,96.73999786376953
2017-03-02,94.76000213623047
2017-03-03,94.91999816894531
2017-03-06,95.44999694824219
2017-03-07,95.05000305175781
2017-03-08,96.69000244140625
2017-03-09,97.13999938964844
2017-03-10,98.18000030517578
2017-03-13,99.04000091552734
