Date,HST
2015-07-01,13.226187705993652
2015-07-02,13.29750919342041
2015-07-06,13.32992172241211
2015-07-07,13.576292991638184
2015-07-08,13.388273239135742
2015-07-09,13.32992172241211
2015-07-10,13.388273239135742
2015-07-13,13.45959186553955
2015-07-14,13.556840896606445
2015-07-15,13.673543930053711
2015-07-16,13.803217887878418
2015-07-17,13.744865417480469
2015-07-20,13.699477195739746
2015-07-21,13.569808959960938
2015-07-22,13.550363540649414
2015-07-23,13.070588111877441
2015-07-24,12.791797637939453
2015-07-27,12.77883243560791
2015-07-28,13.005754470825195
2015-07-29,13.245637893676758
2015-07-30,12.675097465515137
2015-07-31,12.564879417419434
2015-08-03,12.545430183410645
2015-08-04,12.441689491271973
2015-08-05,12.208291053771973
2015-08-06,12.286092758178711
2015-08-07,12.299057960510254
2015-08-10,12.448179244995117
2015-08-11,12.4222412109375
2015-08-12,12.402793884277344
2015-08-13,12.474114418029785
2015-08-14,12.493559837341309
2015-08-17,12.707514762878418
2015-08-18,12.71400260925293
2015-08-19,12.415763854980469
2015-08-20,12.136975288391113
2015-08-21,11.858183860778809
2015-08-24,11.384895324707031
2015-08-25,11.021825790405273
2015-08-26,11.482148170471191
2015-08-27,11.780384063720703
2015-08-28,11.851705551147461
2015-08-31,11.495115280151367
2015-09-01,11.235777854919434
2015-09-02,11.320060729980469
2015-09-03,11.384895324707031
2015-09-04,11.15149211883545
2015-09-08,11.397862434387207
2015-09-09,11.235777854919434
2015-09-10,11.24226188659668
2015-09-11,11.501596450805664
2015-09-14,11.46269702911377
2015-09-15,11.196876525878906
2015-09-16,11.28764533996582
2015-09-17,11.29412841796875
2015-09-18,10.717106819152832
2015-09-21,10.775455474853516
2015-09-22,10.3994140625
2015-09-23,10.483696937561035
2015-09-24,10.40589714050293
2015-09-25,10.535565376281738
2015-09-28,10.272997856140137
2015-09-29,10.10232925415039
2015-09-30,10.378026008605957
2015-10-01,10.54869270324707
2015-10-02,10.666851043701172
2015-10-05,10.929422378540039
2015-10-06,11.205117225646973
2015-10-07,11.585840225219727
2015-10-08,11.717126846313477
2015-10-09,11.572712898254395
2015-10-12,11.585840225219727
2015-10-13,11.408607482910156
2015-10-14,11.342966079711914
2015-10-15,11.61209774017334
2015-10-16,11.533327102661133
2015-10-19,11.61209774017334
2015-10-20,11.61209774017334
2015-10-21,11.237939834594727
2015-10-22,11.533327102661133
2015-10-23,10.857213020324707
2015-10-26,10.699670791625977
2015-10-27,10.67997932434082
2015-10-28,10.870343208312988
2015-10-29,11.316707611083984
2015-10-30,11.375787734985352
2015-11-02,11.553018569946289
2015-11-03,11.493942260742188
2015-11-04,11.559587478637695
2015-11-05,11.703997611999512
2015-11-06,11.474251747131348
2015-11-09,11.25106430053711
2015-11-10,11.297015190124512
2015-11-11,11.257628440856934
2015-11-12,11.185423851013184
2015-11-13,10.896599769592285
2015-11-16,10.962241172790527
2015-11-17,10.758749961853027
2015-11-18,10.817831993103027
2015-11-19,10.660285949707031
2015-11-20,10.574953079223633
2015-11-23,10.673417091369629
2015-11-24,10.660285949707031
2015-11-25,10.844086647033691
2015-11-27,10.9097261428833
2015-11-30,10.896599769592285
2015-12-01,11.060702323913574
2015-12-02,10.765313148498535
2015-12-03,10.496179580688477
2015-12-04,10.725930213928223
2015-12-07,10.4436674118042
2015-12-08,10.502745628356934
2015-12-09,10.417410850524902
2015-12-10,10.588080406188965
2015-12-11,10.378026008605957
2015-12-14,10.312381744384766
2015-12-15,10.417410850524902
2015-12-16,10.515873908996582
2015-12-17,10.338640213012695
2015-12-18,10.062942504882812
2015-12-21,9.97761058807373
2015-12-22,10.128586769104004
2015-12-23,10.476487159729004
2015-12-24,10.46992301940918
2015-12-28,10.358331680297852
2015-12-29,10.591028213500977
2015-12-30,10.47800350189209
2015-12-31,10.198769569396973
2016-01-04,10.079094886779785
2016-01-05,10.232012748718262
2016-01-06,10.019262313842773
2016-01-07,9.673540115356445
2016-01-08,9.646944999694824
2016-01-11,9.806510925292969
2016-01-12,9.527274131774902
2016-01-13,8.948856353759766
2016-01-14,9.161606788635254
2016-01-15,8.749402046203613
2016-01-19,8.523351669311523
2016-01-20,8.530001640319824
2016-01-21,8.975448608398438
2016-01-22,9.17490005493164
2016-01-25,9.021988868713379
2016-01-26,9.221441268920898
2016-01-27,9.008691787719727
2016-01-28,8.769344329833984
2016-01-29,9.208145141601562
2016-02-01,9.115068435668945
2016-02-02,8.795939445495605
2016-02-03,9.068527221679688
2016-02-04,9.440841674804688
2016-02-05,9.407599449157715
2016-02-08,9.148309707641602
2016-02-09,9.208145141601562
2016-02-10,9.361061096191406
2016-02-11,9.228089332580566
2016-02-12,9.587111473083496
2016-02-16,9.866345405578613
2016-02-17,9.952775955200195
2016-02-18,10.185474395751953
2016-02-19,10.012611389160156
2016-02-22,10.185474395751953
2016-02-23,9.946126937866211
2016-02-24,10.005961418151855
2016-02-25,10.311793327331543
2016-02-26,10.232012748718262
2016-02-29,10.178825378417969
2016-03-01,10.537841796875
2016-03-02,10.604325294494629
2016-03-03,10.710704803466797
2016-03-04,10.963345527648926
2016-03-07,11.19604206085205
2016-03-08,10.817078590393066
2016-03-09,10.750593185424805
2016-03-10,10.670811653137207
2016-03-11,11.056421279907227
2016-03-14,11.215987205505371
2016-03-15,11.009883880615234
2016-03-16,11.242583274841309
2016-03-17,11.136204719543457
2016-03-18,11.282468795776367
2016-03-21,11.182744979858398
2016-03-22,10.956698417663574
2016-03-23,10.757244110107422
2016-03-24,10.757244110107422
2016-03-28,10.863619804382324
2016-03-29,11.079004287719727
2016-03-30,11.079004287719727
2016-03-31,11.240546226501465
2016-04-01,10.809770584106445
2016-04-04,10.553996086120605
2016-04-05,10.392457962036133
2016-04-06,10.419379234313965
2016-04-07,10.291495323181152
2016-04-08,10.271302223205566
2016-04-11,10.453033447265625
2016-04-12,10.675152778625488
2016-04-13,10.83669662475586
2016-04-14,10.829965591430664
2016-04-15,10.910733222961426
2016-04-18,10.675152778625488
2016-04-19,10.675152778625488
2016-04-20,10.459763526916504
2016-04-21,10.49341869354248
2016-04-22,10.325146675109863
2016-04-25,10.278031349182129
2016-04-26,10.439573287963867
2016-04-27,10.728999137878418
2016-04-28,10.648229598999023
2016-04-29,10.648229598999023
2016-05-02,10.776114463806152
2016-05-03,10.843427658081055
2016-05-04,10.87707805633545
2016-05-05,10.890542030334473
2016-05-06,11.011696815490723
