Date,ETSY
2021-04-21,209.75999450683594
2021-04-22,210.27999877929688
2021-04-23,214.58999633789062
2021-04-26,205.17999267578125
2021-04-27,207.49000549316406
2021-04-28,211.35000610351562
2021-04-29,208.8000030517578
2021-04-30,198.7899932861328
2021-05-03,190.7100067138672
2021-05-04,188.4499969482422
2021-05-05,184.57000732421875
2021-05-06,157.67999267578125
2021-05-07,165.50999450683594
2021-05-10,167.1300048828125
2021-05-11,169.83999633789062
2021-05-12,159.33999633789062
2021-05-13,156.58999633789062
2021-05-14,163.11000061035156
2021-05-17,165.17999267578125
2021-05-18,167.25
2021-05-19,165.4199981689453
2021-05-20,172.36000061035156
2021-05-21,167.55999755859375
2021-05-24,165.17999267578125
2021-05-25,167.0500030517578
2021-05-26,168.22000122070312
2021-05-27,166.74000549316406
2021-05-28,164.72999572753906
2021-06-01,163.4600067138672
2021-06-02,175.13999938964844
2021-06-03,165.74000549316406
2021-06-04,164.17999267578125
2021-06-07,168.32000732421875
2021-06-08,170.2100067138672
2021-06-09,167.3000030517578
2021-06-10,167.14999389648438
2021-06-11,165.82000732421875
2021-06-14,170.3000030517578
2021-06-15,166.05999755859375
2021-06-16,167.3699951171875
2021-06-17,169.63999938964844
2021-06-18,169.82000732421875
2021-06-21,170.7899932861328
2021-06-22,177.97999572753906
2021-06-23,179.4499969482422
2021-06-24,181.52000427246094
2021-06-25,184.8000030517578
2021-06-28,198.41000366210938
2021-06-29,202.52999877929688
2021-06-30,205.83999633789062
2021-07-01,199.50999450683594
2021-07-02,197.57000732421875
2021-07-06,197.80999755859375
2021-07-07,192.89999389648438
2021-07-08,196.02000427246094
2021-07-09,195.08999633789062
2021-07-12,194.3000030517578
2021-07-13,188.5
2021-07-14,182.86000061035156
2021-07-15,182.3000030517578
2021-07-16,184.4199981689453
2021-07-19,190.3300018310547
2021-07-20,194.8699951171875
2021-07-21,195.8000030517578
2021-07-22,201.85000610351562
2021-07-23,208.86000061035156
2021-07-26,206.0500030517578
2021-07-27,199.47999572753906
2021-07-28,202.94000244140625
2021-07-29,198.97999572753906
2021-07-30,183.50999450683594
2021-08-02,188.88999938964844
2021-08-03,190.4600067138672
2021-08-04,202.10000610351562
2021-08-05,182.41000366210938
2021-08-06,178.36000061035156
2021-08-09,183.10000610351562
2021-08-10,188.4600067138672
2021-08-11,193.9600067138672
2021-08-12,193.24000549316406
2021-08-13,192.0800018310547
2021-08-16,190.4199981689453
2021-08-17,194.3000030517578
2021-08-18,190.8000030517578
2021-08-19,192.27999877929688
2021-08-20,199.27000427246094
2021-08-23,196.5800018310547
2021-08-24,201.39999389648438
2021-08-25,202.27999877929688
2021-08-26,212.58999633789062
2021-08-27,210.39999389648438
2021-08-30,217.7100067138672
2021-08-31,216.25999450683594
2021-09-01,216.77999877929688
2021-09-02,213.49000549316406
2021-09-03,220.3800048828125
2021-09-07,216.44000244140625
2021-09-08,214.77000427246094
2021-09-09,216.6300048828125
2021-09-10,217.02000427246094
2021-09-13,212.60000610351562
2021-09-14,214.30999755859375
2021-09-15,217.4199981689453
2021-09-16,224.14999389648438
2021-09-17,226.97999572753906
2021-09-20,217.66000366210938
2021-09-21,220.58999633789062
2021-09-22,219.3699951171875
2021-09-23,223.66000366210938
2021-09-24,222.85000610351562
2021-09-27,225.77999877929688
2021-09-28,212.35000610351562
2021-09-29,205.3000030517578
2021-09-30,207.9600067138672
2021-10-01,204.3699951171875
2021-10-04,198.72000122070312
2021-10-05,203.63999938964844
2021-10-06,209.52999877929688
2021-10-07,216.52000427246094
2021-10-08,212.02000427246094
2021-10-11,202.33999633789062
2021-10-12,213.13999938964844
2021-10-13,213.75
2021-10-14,215.89999389648438
2021-10-15,221.08999633789062
2021-10-18,228.0
2021-10-19,226.41000366210938
2021-10-20,233.1199951171875
2021-10-21,235.97999572753906
2021-10-22,241.27000427246094
2021-10-25,252.57000732421875
2021-10-26,247.52000427246094
2021-10-27,243.88999938964844
2021-10-28,242.75
2021-10-29,250.69000244140625
2021-11-01,243.6199951171875
2021-11-02,240.6300048828125
2021-11-03,239.6199951171875
2021-11-04,271.2699890136719
2021-11-05,260.1199951171875
2021-11-08,260.8599853515625
2021-11-09,258.6700134277344
2021-11-10,248.5800018310547
2021-11-11,253.33999633789062
2021-11-12,272.1499938964844
2021-11-15,272.7200012207031
2021-11-16,286.75
2021-11-17,282.32000732421875
2021-11-18,290.2699890136719
2021-11-19,294.3800048828125
2021-11-22,279.239990234375
2021-11-23,279.5299987792969
2021-11-24,296.9100036621094
2021-11-26,291.3800048828125
2021-11-29,281.4800109863281
2021-11-30,274.5799865722656
2021-12-01,259.2799987792969
2021-12-02,249.55999755859375
2021-12-03,231.3300018310547
2021-12-06,224.89999389648438
2021-12-07,237.4499969482422
2021-12-08,246.0
2021-12-09,234.39999389648438
2021-12-10,225.27999877929688
2021-12-13,219.72000122070312
2021-12-14,217.66000366210938
2021-12-15,229.1300048828125
2021-12-16,218.2899932861328
2021-12-17,221.60000610351562
2021-12-20,218.47999572753906
2021-12-21,224.77999877929688
2021-12-22,225.10000610351562
2021-12-23,228.08999633789062
2021-12-27,229.6699981689453
2021-12-28,221.72999572753906
2021-12-29,221.91000366210938
2021-12-30,222.00999450683594
2021-12-31,218.94000244140625
2022-01-03,209.92999267578125
2022-01-04,200.99000549316406
2022-01-05,188.35000610351562
2022-01-06,196.9499969482422
2022-01-07,185.14999389648438
2022-01-10,183.7100067138672
2022-01-11,182.80999755859375
2022-01-12,178.05999755859375
2022-01-13,166.8000030517578
2022-01-14,163.6999969482422
2022-01-18,163.49000549316406
2022-01-19,163.13999938964844
2022-01-20,159.2899932861328
2022-01-21,148.85000610351562
2022-01-24,154.05999755859375
2022-01-25,145.1300048828125
2022-01-26,141.3000030517578
2022-01-27,139.5399932861328
2022-01-28,145.9499969482422
2022-01-31,157.0800018310547
2022-02-01,152.16000366210938
2022-02-02,138.0399932861328
2022-02-03,126.95999908447266
2022-02-04,133.6699981689453
2022-02-07,135.66000366210938
2022-02-08,141.22999572753906
2022-02-09,146.61000061035156
2022-02-10,143.02999877929688
2022-02-11,141.77000427246094
2022-02-14,142.64999389648438
2022-02-15,148.24000549316406
2022-02-16,140.41000366210938
2022-02-17,132.1699981689453
2022-02-18,127.30000305175781
2022-02-22,121.33999633789062
2022-02-23,116.51000213623047
2022-02-24,128.16000366210938
2022-02-25,148.94000244140625
2022-02-28,154.88999938964844
2022-03-01,157.52999877929688
2022-03-02,162.02999877929688
2022-03-03,159.77999877929688
2022-03-04,151.57000732421875
2022-03-07,137.49000549316406
2022-03-08,138.42999267578125
2022-03-09,144.72000122070312
2022-03-10,136.97999572753906
2022-03-11,121.2300033569336
2022-03-14,118.31999969482422
2022-03-15,124.9800033569336
2022-03-16,133.80999755859375
2022-03-17,141.67999267578125
2022-03-18,148.0
2022-03-21,142.27000427246094
2022-03-22,148.25
2022-03-23,142.47000122070312
2022-03-24,140.9600067138672
2022-03-25,132.32000732421875
2022-03-28,138.5399932861328
2022-03-29,142.9199981689453
2022-03-30,134.55999755859375
2022-03-31,124.27999877929688
2022-04-01,127.05000305175781
2022-04-04,136.1699981689453
2022-04-05,130.2100067138672
2022-04-06,125.47000122070312
2022-04-07,120.94999694824219
2022-04-08,116.58000183105469
2022-04-11,117.22000122070312
2022-04-12,112.94999694824219
2022-04-13,117.47000122070312
2022-04-14,115.79000091552734
2022-04-18,110.47000122070312
2022-04-19,115.29000091552734
2022-04-20,107.41000366210938
2022-04-21,101.79000091552734
2022-04-22,98.41000366210938
2022-04-25,102.05999755859375
2022-04-26,100.11000061035156
2022-04-27,97.55000305175781
2022-04-28,101.87999725341797
2022-04-29,93.19000244140625
2022-05-02,97.06999969482422
2022-05-03,100.52999877929688
2022-05-04,109.33000183105469
2022-05-05,90.93000030517578
2022-05-06,86.37999725341797
2022-05-09,86.4000015258789
2022-05-10,84.05999755859375
2022-05-11,77.80999755859375
2022-05-12,87.86000061035156
2022-05-13,92.08000183105469
2022-05-16,86.62000274658203
2022-05-17,88.05999755859375
2022-05-18,78.83999633789062
2022-05-19,79.23999786376953
2022-05-20,78.33999633789062
2022-05-23,76.06999969482422
2022-05-24,70.20999908447266
2022-05-25,71.58999633789062
2022-05-26,78.25
2022-05-27,82.1500015258789
2022-05-31,81.12000274658203
2022-06-01,80.94000244140625
2022-06-02,87.29000091552734
2022-06-03,80.9800033569336
2022-06-06,83.83000183105469
2022-06-07,81.4800033569336
2022-06-08,84.87999725341797
2022-06-09,83.06999969482422
2022-06-10,75.83999633789062
2022-06-13,71.37000274658203
2022-06-14,71.61000061035156
2022-06-15,76.05000305175781
2022-06-16,69.0
2022-06-17,72.11000061035156
2022-06-21,71.80999755859375
2022-06-22,74.08999633789062
2022-06-23,78.7300033569336
2022-06-24,83.62000274658203
2022-06-27,80.6500015258789
2022-06-28,74.04000091552734
2022-06-29,74.80000305175781
2022-06-30,73.20999908447266
2022-07-01,79.80999755859375
2022-07-05,88.23999786376953
2022-07-06,85.94000244140625
2022-07-07,89.6500015258789
2022-07-08,88.75
2022-07-11,86.06999969482422
2022-07-12,85.58999633789062
2022-07-13,83.20999908447266
2022-07-14,79.7300033569336
2022-07-15,82.5
2022-07-18,84.72000122070312
2022-07-19,87.44000244140625
2022-07-20,92.66000366210938
2022-07-21,96.87000274658203
2022-07-22,97.11000061035156
2022-07-25,96.47000122070312
2022-07-26,93.30000305175781
2022-07-27,95.5
2022-07-28,104.91999816894531
2022-07-29,103.72000122070312
2022-08-01,103.61000061035156
2022-08-02,104.44000244140625
2022-08-03,108.5
2022-08-04,109.33000183105469
2022-08-05,109.37999725341797
2022-08-08,111.9800033569336
2022-08-09,108.87000274658203
2022-08-10,116.9000015258789
2022-08-11,114.68000030517578
2022-08-12,119.91000366210938
2022-08-15,117.61000061035156
2022-08-16,120.86000061035156
2022-08-17,116.91000366210938
2022-08-18,114.44999694824219
2022-08-19,107.01000213623047
2022-08-22,103.73999786376953
2022-08-23,103.73999786376953
2022-08-24,105.9000015258789
2022-08-25,108.31999969482422
2022-08-26,104.25
2022-08-29,104.5199966430664
2022-08-30,105.77999877929688
2022-08-31,105.61000061035156
2022-09-01,106.12999725341797
2022-09-02,105.72000122070312
2022-09-06,103.86000061035156
2022-09-07,107.36000061035156
2022-09-08,108.30000305175781
2022-09-09,110.41999816894531
2022-09-12,114.08000183105469
2022-09-13,107.05999755859375
2022-09-14,111.2300033569336
2022-09-15,112.3499984741211
2022-09-16,108.02999877929688
2022-09-19,111.77999877929688
2022-09-20,103.97000122070312
2022-09-21,104.06999969482422
2022-09-22,97.48999786376953
2022-09-23,96.47000122070312
2022-09-26,94.30000305175781
2022-09-27,96.7300033569336
2022-09-28,102.1500015258789
2022-09-29,101.5199966430664
2022-09-30,100.12999725341797
2022-10-03,104.98999786376953
2022-10-04,110.19999694824219
2022-10-05,112.33000183105469
2022-10-06,115.11000061035156
2022-10-07,110.44000244140625
2022-10-10,108.97000122070312
2022-10-11,105.5999984741211
2022-10-12,106.16000366210938
2022-10-13,96.31999969482422
2022-10-14,92.44999694824219
2022-10-17,98.12000274658203
2022-10-18,100.4800033569336
2022-10-19,94.33000183105469
2022-10-20,97.44000244140625
2022-10-21,100.91000366210938
2022-10-24,102.06999969482422
2022-10-25,103.23999786376953
2022-10-26,101.4000015258789
2022-10-27,100.91000366210938
2022-10-28,97.91000366210938
2022-10-31,93.91000366210938
2022-11-01,91.43000030517578
2022-11-02,87.54000091552734
2022-11-03,100.02999877929688
2022-11-04,98.3499984741211
2022-11-07,99.19000244140625
2022-11-08,101.77999877929688
2022-11-09,94.95999908447266
2022-11-10,110.20999908447266
2022-11-11,115.63999938964844
2022-11-14,119.73999786376953
2022-11-15,125.30999755859375
2022-11-16,119.72000122070312
2022-11-17,114.37000274658203
2022-11-18,113.91999816894531
2022-11-21,114.94000244140625
2022-11-22,119.29000091552734
2022-11-23,119.98999786376953
2022-11-25,120.30999755859375
2022-11-28,119.4800033569336
2022-11-29,121.87999725341797
2022-11-30,132.08999633789062
2022-12-01,139.38999938964844
2022-12-02,140.49000549316406
2022-12-05,137.2100067138672
2022-12-06,135.00999450683594
2022-12-07,130.1300048828125
2022-12-08,134.5
2022-12-09,126.77999877929688
2022-12-12,129.52000427246094
2022-12-13,131.60000610351562
2022-12-14,132.02999877929688
2022-12-15,125.97000122070312
2022-12-16,126.31999969482422
2022-12-19,125.91000366210938
2022-12-20,127.0999984741211
2022-12-21,134.3300018310547
2022-12-22,127.3499984741211
2022-12-23,126.94000244140625
2022-12-27,121.33999633789062
2022-12-28,120.4000015258789
2022-12-29,122.68000030517578
2022-12-30,119.77999877929688
2023-01-03,113.55999755859375
2023-01-04,117.11000061035156
2023-01-05,119.55999755859375
2023-01-06,120.58999633789062
2023-01-09,120.98999786376953
2023-01-10,126.93000030517578
2023-01-11,134.69000244140625
2023-01-12,131.6300048828125
2023-01-13,134.6699981689453
2023-01-17,132.50999450683594
2023-01-18,131.44000244140625
2023-01-19,128.97000122070312
2023-01-20,131.82000732421875
2023-01-23,139.1199951171875
2023-01-24,136.67999267578125
2023-01-25,135.86000061035156
2023-01-26,134.5399932861328
2023-01-27,137.8000030517578
2023-01-30,134.6999969482422
2023-01-31,137.5800018310547
2023-02-01,139.5800018310547
2023-02-02,148.1999969482422
2023-02-03,147.5
2023-02-06,144.5399932861328
2023-02-07,145.02999877929688
2023-02-08,144.02000427246094
2023-02-09,137.55999755859375
2023-02-10,132.1300048828125
2023-02-13,134.75
2023-02-14,133.75
2023-02-15,142.25999450683594
2023-02-16,130.30999755859375
2023-02-17,129.67999267578125
2023-02-21,124.84500122070312
2023-02-22,128.4499969482422
2023-02-23,131.5800018310547
2023-02-24,124.1050033569336
2023-02-27,120.5999984741211
2023-02-28,121.41000366210938
2023-03-01,118.27999877929688
2023-03-02,118.45999908447266
2023-03-03,121.41999816894531
2023-03-06,118.77999877929688
2023-03-07,115.88999938964844
2023-03-08,113.18000030517578
2023-03-09,107.73999786376953
2023-03-10,105.9800033569336
2023-03-13,103.70999908447266
2023-03-14,102.79000091552734
2023-03-15,104.73999786376953
2023-03-16,104.43000030517578
2023-03-17,105.33999633789062
2023-03-20,108.36000061035156
2023-03-21,112.70999908447266
2023-03-22,110.95999908447266
2023-03-23,110.08999633789062
2023-03-24,106.8499984741211
2023-03-27,104.87999725341797
2023-03-28,105.05999755859375
2023-03-29,107.66999816894531
2023-03-30,108.77999877929688
2023-03-31,111.33000183105469
2023-04-03,108.25
2023-04-04,109.63999938964844
2023-04-05,105.2699966430664
2023-04-06,104.05999755859375
2023-04-10,103.04000091552734
2023-04-11,103.63999938964844
2023-04-12,100.16000366210938
2023-04-13,100.72000122070312
2023-04-14,102.52999877929688
2023-04-17,103.12000274658203
2023-04-18,102.16999816894531
2023-04-19,102.37999725341797
2023-04-20,102.23999786376953
2023-04-21,102.05000305175781
2023-04-24,102.83999633789062
2023-04-25,98.37000274658203
2023-04-26,97.7699966430664
2023-04-27,100.48999786376953
2023-04-28,101.02999877929688
2023-05-01,96.2699966430664
2023-05-02,99.19000244140625
2023-05-03,98.96499633789062
2023-05-04,92.55000305175781
2023-05-05,90.0
2023-05-08,92.77999877929688
2023-05-09,92.70999908447266
2023-05-10,94.83999633789062
2023-05-11,96.36000061035156
2023-05-12,94.68000030517578
2023-05-15,97.8499984741211
2023-05-16,92.6500015258789
2023-05-17,94.98999786376953
2023-05-18,92.38999938964844
2023-05-19,89.0999984741211
2023-05-22,90.0199966430664
2023-05-23,88.02999877929688
2023-05-24,87.66000366210938
2023-05-25,86.2300033569336
2023-05-26,85.52999877929688
2023-05-30,82.48999786376953
2023-05-31,81.05000305175781
2023-06-01,81.98999786376953
2023-06-02,85.01000213623047
2023-06-05,85.25
2023-06-06,90.05000305175781
2023-06-07,87.56999969482422
2023-06-08,87.55999755859375
2023-06-09,91.23999786376953
2023-06-12,90.51000213623047
2023-06-13,92.83999633789062
2023-06-14,95.05999755859375
2023-06-15,95.97000122070312
2023-06-16,94.5999984741211
2023-06-20,96.19000244140625
2023-06-21,94.62999725341797
2023-06-22,92.13999938964844
2023-06-23,88.93000030517578
2023-06-26,84.56999969482422
2023-06-27,87.48999786376953
2023-06-28,87.44999694824219
2023-06-29,85.7300033569336
2023-06-30,84.61000061035156
2023-07-03,85.4000015258789
2023-07-05,85.1500015258789
2023-07-06,82.91000366210938
2023-07-07,82.76000213623047
2023-07-10,85.83000183105469
2023-07-11,93.70999908447266
2023-07-12,91.5
2023-07-13,93.1500015258789
2023-07-14,92.25
2023-07-17,93.4000015258789
2023-07-18,93.33000183105469
2023-07-19,96.08999633789062
2023-07-20,93.06999969482422
2023-07-21,96.73999786376953
2023-07-24,96.54000091552734
2023-07-25,94.98999786376953
2023-07-26,96.38999938964844
2023-07-27,95.7300033569336
2023-07-28,99.62999725341797
2023-07-31,101.6500015258789
2023-08-01,98.5999984741211
2023-08-02,96.06999969482422
2023-08-03,82.91999816894531
2023-08-04,81.58999633789062
2023-08-07,84.43000030517578
2023-08-08,82.5
2023-08-09,79.87000274658203
2023-08-10,78.20999908447266
2023-08-11,76.63999938964844
2023-08-14,79.30000305175781
2023-08-15,75.86000061035156
2023-08-16,73.94999694824219
2023-08-17,74.97000122070312
2023-08-18,73.77999877929688
2023-08-21,73.31999969482422
2023-08-22,73.4800033569336
2023-08-23,73.08000183105469
2023-08-24,71.62000274658203
2023-08-25,72.30999755859375
2023-08-28,72.23999786376953
2023-08-29,74.4000015258789
2023-08-30,74.31999969482422
2023-08-31,73.56999969482422
2023-09-01,74.63500213623047
2023-09-05,72.81999969482422
2023-09-06,72.73999786376953
2023-09-07,69.08999633789062
2023-09-08,67.12999725341797
2023-09-11,64.81999969482422
2023-09-12,64.80999755859375
2023-09-13,64.55999755859375
2023-09-14,66.68000030517578
2023-09-15,64.94000244140625
2023-09-18,63.849998474121094
2023-09-19,65.73999786376953
2023-09-20,64.69000244140625
2023-09-21,64.25
2023-09-22,63.79999923706055
2023-09-25,64.72000122070312
2023-09-26,61.869998931884766
2023-09-27,61.88999938964844
2023-09-28,63.75
2023-09-29,64.58000183105469
2023-10-02,64.6500015258789
2023-10-03,62.290000915527344
2023-10-04,63.7400016784668
2023-10-05,62.86000061035156
2023-10-06,62.720001220703125
2023-10-09,63.380001068115234
2023-10-10,63.709999084472656
2023-10-11,64.83999633789062
2023-10-12,64.76000213623047
2023-10-13,63.16999816894531
2023-10-16,66.47000122070312
2023-10-17,70.05999755859375
2023-10-18,67.9000015258789
2023-10-19,65.41999816894531
2023-10-20,64.9000015258789
2023-10-23,64.1500015258789
2023-10-24,64.58999633789062
2023-10-25,62.959999084472656
2023-10-26,62.369998931884766
2023-10-27,62.459999084472656
2023-10-30,61.310001373291016
2023-10-31,62.29999923706055
2023-11-01,60.65999984741211
2023-11-02,61.630001068115234
2023-11-03,65.25
2023-11-06,63.08000183105469
2023-11-07,64.83999633789062
2023-11-08,63.9900016784668
2023-11-09,62.02000045776367
2023-11-10,63.2400016784668
2023-11-13,63.209999084472656
2023-11-14,68.37999725341797
2023-11-15,71.73999786376953
2023-11-16,70.1500015258789
2023-11-17,72.52999877929688
2023-11-20,72.06999969482422
2023-11-21,70.58999633789062
2023-11-22,71.4800033569336
2023-11-24,71.81999969482422
2023-11-27,73.94999694824219
2023-11-28,75.2699966430664
2023-11-29,77.19999694824219
2023-11-30,75.80999755859375
2023-12-01,82.04000091552734
2023-12-04,82.98999786376953
2023-12-05,81.66000366210938
2023-12-06,79.54000091552734
2023-12-07,78.97000122070312
2023-12-08,80.08000183105469
2023-12-11,84.69000244140625
2023-12-12,85.81999969482422
2023-12-13,83.97000122070312
2023-12-14,83.26000213623047
2023-12-15,80.68000030517578
2023-12-18,84.45999908447266
2023-12-19,87.02999877929688
2023-12-20,83.58999633789062
2023-12-21,85.23999786376953
2023-12-22,84.94999694824219
2023-12-26,82.58999633789062
2023-12-27,82.38999938964844
2023-12-28,81.91999816894531
2023-12-29,81.05000305175781
2024-01-02,81.08000183105469
2024-01-03,79.12999725341797
2024-01-04,76.29000091552734
2024-01-05,75.63999938964844
2024-01-08,77.76000213623047
2024-01-09,76.80999755859375
2024-01-10,74.72000122070312
2024-01-11,73.04000091552734
2024-01-12,70.33999633789062
2024-01-16,67.86000061035156
2024-01-17,68.31999969482422
2024-01-18,69.22000122070312
2024-01-19,70.66000366210938
2024-01-22,70.81999969482422
2024-01-23,70.22000122070312
2024-01-24,68.31999969482422
2024-01-25,69.55999755859375
2024-01-26,69.52999877929688
2024-01-29,70.81999969482422
2024-01-30,69.72000122070312
2024-01-31,66.55999755859375
2024-02-01,72.62000274658203
2024-02-02,75.69999694824219
2024-02-05,74.81999969482422
2024-02-06,74.8499984741211
2024-02-07,73.26000213623047
2024-02-08,74.48999786376953
2024-02-09,78.08999633789062
2024-02-12,78.8499984741211
2024-02-13,74.38999938964844
2024-02-14,76.19000244140625
2024-02-15,77.76000213623047
2024-02-16,76.56999969482422
2024-02-20,75.87000274658203
2024-02-21,77.12999725341797
2024-02-22,70.62000274658203
2024-02-23,73.9800033569336
2024-02-26,71.95999908447266
2024-02-27,72.08000183105469
2024-02-28,71.0
2024-02-29,71.69000244140625
2024-03-01,69.80999755859375
2024-03-04,67.70999908447266
2024-03-05,68.55000305175781
2024-03-06,68.61000061035156
2024-03-07,68.4000015258789
2024-03-08,72.30999755859375
2024-03-11,72.91999816894531
2024-03-12,71.41999816894531
2024-03-13,69.76000213623047
2024-03-14,67.41999816894531
2024-03-15,66.26000213623047
2024-03-18,66.06999969482422
2024-03-19,66.83999633789062
2024-03-20,68.51000213623047
2024-03-21,68.11000061035156
2024-03-22,67.81999969482422
2024-03-25,65.75
2024-03-26,65.80000305175781
2024-03-27,67.98999786376953
