Date,BHGE
2016-01-04,46.314430406247
2016-01-05,45.010764957775
2016-01-06,42.785711899105
2016-01-07,41.678086367696
2016-01-08,40.756698757498
2016-01-11,40.688084786526
2016-01-12,40.227390981426
2016-01-13,38.472833723708
2016-01-14,40.354816927518
2016-01-15,39.100161458311
2016-01-19,39.00214149978
2016-01-20,38.110159877141
2016-01-21,39.923529109978
2016-01-22,41.207590566744
2016-01-25,38.404219752736
2016-01-26,39.178577425137
2016-01-27,40.02154906851
2016-01-28,42.266206118887
2016-01-29,42.64848395716
2016-02-01,42.432840048391
2016-02-02,41.168382583331
2016-02-03,43.530663583946
2016-02-04,43.364029654442
2016-02-05,43.961951401486
2016-02-08,41.972146243291
2016-02-09,40.923332687002
2016-02-10,40.688084786526
2016-02-11,38.992339503926
2016-02-12,39.109963454165
2016-02-16,40.384222915077
2016-02-17,41.648680380137
2016-02-18,41.158580587478
2016-02-19,41.305610525276
2016-02-22,42.628879965454
2016-02-23,41.648680380137
2016-02-24,41.080164620653
2016-02-25,42.393632064978
2016-02-26,43.373831650295
2016-02-29,42.187790152061
2016-03-01,43.555670448571
2016-03-02,44.68736997446
2016-03-03,45.809228634907
2016-03-04,45.464798344419
2016-03-07,45.838751231234
2016-03-08,43.349012274278
2016-03-09,43.604874775783
2016-03-10,42.837287271267
2016-03-11,45.061322861276
2016-03-14,43.181717561755
2016-03-15,43.506466121358
2016-03-16,45.169572381143
2016-03-17,46.065091136412
2016-03-18,46.68506565929
2016-03-21,46.29143104159
2016-03-22,45.691138249596
2016-03-23,44.244531029547
2016-03-24,43.968986797156
2016-03-28,43.171876696313
2016-03-29,42.040177170423
2016-03-30,42.679833424187
2016-03-31,43.132513234543
2016-04-01,42.266517075601
2016-04-04,40.810068990109
2016-04-05,38.733646381738
2016-04-06,42.148426690291
2016-04-07,41.262748800465
2016-04-08,42.423970922682
2016-04-11,41.075772357057
2016-04-12,40.573888219489
2016-04-13,40.642774277586
2016-04-14,42.492856980779
2016-04-15,43.102990638215
2016-04-18,44.972755072293
2016-04-19,45.760024307694
2016-04-20,46.25206757982
2016-04-21,45.947000751102
2016-04-22,45.691138249596
2016-04-25,44.323257953087
2016-04-26,45.071163726718
2016-04-27,46.193022387165
2016-04-28,47.098382007876
2016-04-29,47.590425280002
2016-05-02,46.64570219752
2016-05-03,44.815301225213
2016-05-04,43.782010353749
2016-05-05,44.333098818529
2016-05-06,45.149890650258
2016-05-09,43.545829583128
2016-05-10,44.510234396495
2016-05-11,44.106758913352
2016-05-12,44.746415167115
2016-05-13,43.919782469944
2016-05-16,45.149890650258
2016-05-17,46.05525027097
2016-05-18,45.218776708356
2016-05-19,44.520075261937
2016-05-20,44.60864305092
2016-05-23,44.175644971449
2016-05-24,43.260444485295
2016-05-25,44.825142090655
2016-05-26,44.84482382154
2016-05-27,45.474639209861
2016-05-31,45.810464086737
2016-06-01,45.761078075432
2016-06-02,45.336358378207
2016-06-03,45.672183255082
2016-06-06,48.911905596706
2016-06-07,48.299519056521
2016-06-08,47.341430437199
2016-06-09,46.966096751279
2016-06-10,45.375867187251
2016-06-13,44.941270287765
