Date,TAP
2015-07-01,53.77988052368164
2015-07-02,53.634422302246094
2015-07-06,53.14447784423828
2015-07-07,53.71100997924805
2015-07-08,53.65739822387695
2015-07-09,54.4995231628418
2015-07-10,54.42294692993164
2015-07-13,55.24974822998047
2015-07-14,54.84400177001953
2015-07-15,54.874610900878906
2015-07-16,55.257389068603516
2015-07-17,54.8516731262207
2015-07-20,54.90524673461914
2015-07-21,54.59901809692383
2015-07-22,54.629642486572266
2015-07-23,54.21625518798828
2015-07-24,53.588504791259766
2015-07-27,53.23634338378906
2015-07-28,53.06027603149414
2015-07-29,53.93821334838867
2015-07-30,53.96129608154297
2015-07-31,54.785308837890625
2015-08-03,54.04599380493164
2015-08-04,53.59165954589844
2015-08-05,54.22312545776367
2015-08-06,56.80298614501953
2015-08-07,56.21001434326172
2015-08-10,56.025177001953125
2015-08-11,55.84805679321289
2015-08-12,55.62473678588867
2015-08-13,55.15496826171875
2015-08-14,55.16267013549805
2015-08-17,56.39482116699219
2015-08-18,56.425621032714844
2015-08-19,56.52573776245117
2015-08-20,55.43989562988281
2015-08-21,53.892005920410156
2015-08-24,51.196624755859375
2015-08-25,50.203182220458984
2015-08-26,51.35064697265625
2015-08-27,51.67407989501953
2015-08-28,51.70488357543945
2015-08-31,52.436485290527344
2015-09-01,51.05799865722656
2015-09-02,51.44306945800781
2015-09-03,51.56627655029297
2015-09-04,51.80500030517578
2015-09-08,53.36062240600586
2015-09-09,52.706024169921875
2015-09-10,53.33750534057617
2015-09-11,53.40681838989258
2015-09-14,53.20659255981445
2015-09-15,55.940467834472656
2015-09-16,63.903377532958984
2015-09-17,63.61070251464844
2015-09-18,64.98150634765625
2015-09-21,64.4347152709961
2015-09-22,63.834041595458984
2015-09-23,63.75705337524414
2015-09-24,62.4632682800293
2015-09-25,63.37968063354492
2015-09-28,63.449005126953125
2015-09-29,63.148651123046875
2015-09-30,63.93417739868164
2015-10-01,64.10357666015625
2015-10-02,64.56568908691406
2015-10-05,64.88909912109375
2015-10-06,62.370849609375
2015-10-07,63.31038284301758
2015-10-08,63.148651123046875
2015-10-09,62.84830093383789
2015-10-12,60.645816802978516
2015-10-13,66.67575073242188
2015-10-14,66.22909545898438
2015-10-15,67.58445739746094
2015-10-16,68.00032043457031
2015-10-19,67.86940002441406
2015-10-20,68.15435791015625
2015-10-21,67.6999740600586
2015-10-22,67.8232192993164
2015-10-23,68.13894653320312
2015-10-26,67.95413208007812
2015-10-27,66.77584838867188
2015-10-28,67.74617004394531
2015-10-29,67.37651824951172
2015-10-30,67.8463134765625
2015-11-02,68.31607055664062
2015-11-03,67.6922836303711
2015-11-04,67.32263946533203
2015-11-05,67.63066864013672
2015-11-06,67.43815612792969
2015-11-09,67.27643585205078
2015-11-10,68.00802612304688
2015-11-11,70.99604034423828
2015-11-12,70.9421157836914
2015-11-13,72.24359893798828
2015-11-16,72.2975082397461
2015-11-17,73.26014709472656
2015-11-18,72.45924377441406
2015-11-19,72.2975082397461
2015-11-20,71.23477935791016
2015-11-23,71.0422592163086
2015-11-24,70.93444061279297
2015-11-25,71.55328369140625
2015-11-27,72.22624206542969
2015-11-30,71.18966674804688
2015-12-01,72.071533203125
2015-12-02,71.74665069580078
2015-12-03,71.13552856445312
2015-12-04,73.59542846679688
2015-12-07,73.29376220703125
2015-12-08,73.16998291015625
2015-12-09,72.49699401855469
2015-12-10,72.24170684814453
2015-12-11,71.6925048828125
2015-12-14,71.09684753417969
2015-12-15,72.49699401855469
2015-12-16,72.83735656738281
2015-12-17,72.49699401855469
2015-12-18,71.5919418334961
2015-12-21,71.731201171875
2015-12-22,72.04834747314453
2015-12-23,72.68265533447266
2015-12-24,72.69812774658203
2015-12-28,72.2803955078125
2015-12-29,73.40205383300781
2015-12-30,73.13130950927734
2015-12-31,72.6517105102539
2016-01-04,71.39082336425781
2016-01-05,71.66157531738281
2016-01-06,70.23822784423828
2016-01-07,69.8901138305664
2016-01-08,69.01602935791016
2016-01-11,68.43586730957031
2016-01-12,69.29451751708984
2016-01-13,67.75513458251953
2016-01-14,67.0976333618164
2016-01-15,66.54842376708984
2016-01-19,67.45344543457031
2016-01-20,66.73405456542969
2016-01-21,66.96610260009766
2016-01-22,68.76847076416016
2016-01-25,67.76287078857422
2016-01-26,67.88663482666016
2016-01-27,67.87892150878906
2016-01-28,68.4203872680664
2016-01-29,69.99071502685547
2016-02-01,71.09684753417969
2016-02-02,70.81838989257812
2016-02-03,69.59620666503906
2016-02-04,67.78605651855469
2016-02-05,67.26007080078125
2016-02-08,64.9007339477539
2016-02-09,64.87754821777344
2016-02-10,65.1173324584961
2016-02-11,64.69190979003906
2016-02-12,65.08642578125
2016-02-16,65.48865509033203
2016-02-17,66.71086120605469
2016-02-18,65.54277801513672
2016-02-19,66.1771011352539
2016-02-22,67.1672592163086
2016-02-23,66.21576690673828
2016-02-24,66.63348388671875
2016-02-25,67.01254272460938
2016-02-26,65.89862823486328
2016-02-29,65.96051025390625
2016-03-01,66.94290924072266
2016-03-02,67.01254272460938
2016-03-03,68.81570434570312
2016-03-04,70.12145233154297
2016-03-07,69.42971801757812
2016-03-08,68.7068862915039
2016-03-09,70.24580383300781
2016-03-10,71.35723114013672
2016-03-11,71.86244201660156
2016-03-14,71.89353942871094
2016-03-15,72.12667846679688
2016-03-16,72.42981719970703
2016-03-17,73.3935775756836
2016-03-18,72.63967895507812
2016-03-21,72.68626403808594
2016-03-22,73.7044677734375
2016-03-23,74.24076080322266
2016-03-24,74.0775375366211
2016-03-28,74.14749145507812
2016-03-29,74.69930267333984
2016-03-30,74.66820526123047
2016-03-31,74.75372314453125
2016-04-01,75.35215759277344
2016-04-04,74.62158966064453
2016-04-05,73.04383087158203
2016-04-06,73.05160522460938
2016-04-07,71.73807525634766
2016-04-08,72.37541198730469
2016-04-11,72.16554260253906
2016-04-12,72.18109893798828
2016-04-13,72.21995544433594
2016-04-14,74.40396881103516
2016-04-15,75.29776763916016
2016-04-18,75.14232635498047
2016-04-19,75.97393798828125
2016-04-20,75.22004699707031
2016-04-21,74.24076080322266
2016-04-22,74.32620239257812
2016-04-25,74.95579528808594
2016-04-26,74.61380767822266
2016-04-27,74.46614074707031
2016-04-28,74.35733032226562
2016-04-29,74.32620239257812
2016-05-02,75.21229553222656
2016-05-03,76.4092025756836
2016-05-04,76.3003921508789
2016-05-05,76.53356170654297
2016-05-06,76.40145111083984
2016-05-09,77.04652404785156
2016-05-10,77.67610168457031
2016-05-11,77.32635498046875
2016-05-12,77.51289367675781
2016-05-13,76.75897979736328
2016-05-16,77.57503509521484
2016-05-17,76.33924865722656
2016-05-18,75.16565704345703
2016-05-19,75.77188110351562
2016-05-20,75.17342376708984
2016-05-23,75.56202697753906
2016-05-24,77.07762145996094
2016-05-25,77.27970123291016
2016-05-26,77.2253189086914
2016-05-27,77.87816619873047
2016-05-31,77.08539581298828
2016-06-01,79.40929412841797
2016-06-02,79.54977416992188
2016-06-03,79.96337890625
2016-06-06,80.34574127197266
2016-06-07,79.37030792236328
2016-06-08,80.84515380859375
2016-06-09,80.67347717285156
2016-06-10,80.9154052734375
2016-06-13,79.26883697509766
2016-06-14,78.4650650024414
2016-06-15,78.17634582519531
2016-06-16,78.69137573242188
2016-06-17,78.27780151367188
2016-06-20,78.85525512695312
2016-06-21,79.65120697021484
2016-06-22,79.2142105102539
2016-06-23,79.5575942993164
2016-06-24,76.53759002685547
2016-06-27,75.0549087524414
2016-06-28,75.41385650634766
2016-06-29,76.81851196289062
2016-06-30,78.91769409179688
2016-07-01,78.61331939697266
2016-07-05,78.37925720214844
2016-07-06,79.02692413330078
2016-07-07,77.91880798339844
2016-07-08,80.0335922241211
2016-07-11,79.3000717163086
2016-07-12,79.12838745117188
2016-07-13,78.97233581542969
2016-07-14,77.0682601928711
2016-07-15,76.88874053955078
2016-07-18,77.34136199951172
2016-07-19,76.49857330322266
2016-07-20,78.66014862060547
2016-07-21,78.13733673095703
2016-07-22,79.33909606933594
2016-07-25,78.94890594482422
2016-07-26,76.56100463867188
2016-07-27,72.67481231689453
2016-07-28,76.28005981445312
2016-07-29,79.7214584350586
2016-08-01,78.69918823242188
2016-08-02,78.65238952636719
2016-08-03,77.76277160644531
2016-08-04,77.95783233642578
2016-08-05,77.31015014648438
2016-08-08,77.24771881103516
2016-08-09,77.55986785888672
2016-08-10,77.71593475341797
2016-08-11,77.7003402709961
2016-08-12,77.87200927734375
2016-08-15,77.21649932861328
2016-08-16,77.1930923461914
2016-08-17,77.34915161132812
2016-08-18,77.25553131103516
2016-08-19,77.52084350585938
2016-08-22,77.84080505371094
2016-08-23,78.13733673095703
2016-08-24,78.54309844970703
2016-08-25,78.82405853271484
2016-08-26,79.50296783447266
2016-08-29,80.9603042602539
2016-08-30,80.78792572021484
2016-08-31,80.16893768310547
2016-09-01,80.28648376464844
2016-09-02,81.6497802734375
2016-09-06,83.53019714355469
2016-09-07,82.9974136352539
2016-09-08,81.7359619140625
2016-09-09,79.40110778808594
2016-09-12,81.27368927001953
2016-09-13,79.55780029296875
2016-09-14,80.2002944946289
2016-09-15,81.21884155273438
