Date,PSA
2016-12-23,150.43370056152344
2016-12-27,151.410400390625
2016-12-28,150.13107299804688
2016-12-29,151.58917236328125
2016-12-30,153.72132873535156
2017-01-03,153.735107421875
2017-01-04,154.86306762695312
2017-01-05,156.51380920410156
2017-01-06,157.05711364746094
2017-01-09,155.9841766357422
2017-01-10,154.95936584472656
2017-01-11,151.14901733398438
2017-01-12,149.4569854736328
2017-01-13,147.26988220214844
2017-01-17,149.72528076171875
2017-01-18,148.2877655029297
2017-01-19,148.10214233398438
2017-01-20,149.91783142089844
2017-01-23,151.4860382080078
2017-01-24,152.95791625976562
2017-01-25,150.56436157226562
2017-01-26,150.1103973388672
2017-01-27,148.95492553710938
2017-01-30,147.8682098388672
2017-01-31,147.8751220703125
2017-02-01,146.69895935058594
2017-02-02,147.8888702392578
2017-02-03,148.9274444580078
2017-02-06,148.3496856689453
2017-02-07,148.8930206298828
2017-02-08,151.10769653320312
2017-02-09,150.26171875
2017-02-10,151.1696319580078
2017-02-13,151.35533142089844
2017-02-14,149.18191528320312
2017-02-15,149.30569458007812
2017-02-16,151.7542266845703
2017-02-17,155.27572631835938
2017-02-21,156.6306915283203
2017-02-22,155.60589599609375
2017-02-23,156.1767578125
2017-02-24,157.098388671875
2017-02-27,156.84388732910156
2017-02-28,156.4449920654297
2017-03-01,157.73114013671875
2017-03-02,156.1079864501953
2017-03-03,155.86038208007812
2017-03-06,156.7614288330078
2017-03-07,156.82327270507812
2017-03-08,153.9414520263672
2017-03-09,152.9235076904297
2017-03-10,151.36224365234375
2017-03-13,150.7999725341797
2017-03-14,152.2506103515625
2017-03-15,154.8743896484375
2017-03-16,153.07666015625
2017-03-17,154.43014526367188
2017-03-20,155.22836303710938
2017-03-21,155.67262268066406
2017-03-22,156.7068328857422
2017-03-23,156.81089782714844
2017-03-24,154.72166442871094
2017-03-27,153.33346557617188
2017-03-28,154.2010955810547
2017-03-29,152.66712951660156
2017-03-30,152.28533935546875
2017-03-31,151.9452362060547
2017-04-03,152.22291564941406
2017-04-04,152.9169921875
2017-04-05,154.2913055419922
2017-04-06,154.53428649902344
2017-04-07,155.20059204101562
2017-04-10,156.75535583496094
2017-04-11,157.1232452392578
2017-04-12,155.68643188476562
2017-04-13,156.84555053710938
2017-04-17,160.46876525878906
2017-04-18,160.46189880371094
2017-04-19,159.63583374023438
2017-04-20,159.22640991210938
2017-04-21,158.51141357421875
2017-04-24,157.19264221191406
2017-04-25,156.54714965820312
2017-04-26,155.42965698242188
2017-04-27,147.8430938720703
2017-04-28,145.3304901123047
2017-05-01,143.83816528320312
2017-05-02,143.865966796875
2017-05-03,142.658203125
2017-05-04,144.11581420898438
2017-05-05,144.546142578125
2017-05-08,144.68496704101562
2017-05-09,144.42120361328125
2017-05-10,145.01119995117188
2017-05-11,144.6988525390625
2017-05-12,144.81686401367188
2017-05-15,145.5734100341797
2017-05-16,144.46981811523438
2017-05-17,147.8084259033203
2017-05-18,150.00872802734375
2017-05-19,148.87037658691406
2017-05-22,149.6477813720703
2017-05-23,150.75836181640625
2017-05-24,151.01516723632812
2017-05-25,150.68202209472656
2017-05-26,150.19613647460938
2017-05-30,148.78018188476562
2017-05-31,149.4742889404297
2017-06-01,147.33644104003906
2017-06-02,148.4817352294922
2017-06-05,146.6979217529297
2017-06-06,144.3031768798828
2017-06-07,145.6706085205078
2017-06-08,146.3924560546875
2017-06-09,144.06723022460938
2017-06-12,145.1044921875
2017-06-13,146.05763244628906
2017-06-14,147.0949249267578
2017-06-15,149.05728149414062
2017-06-16,149.74417114257812
2017-06-19,148.42652893066406
2017-06-20,148.40554809570312
2017-06-21,148.7909698486328
2017-06-22,148.00601196289062
2017-06-23,149.35867309570312
2017-06-26,148.9241485595703
2017-06-27,147.36827087402344
2017-06-28,146.7865447998047
2017-06-29,145.47596740722656
2017-06-30,146.14878845214844
2017-07-03,149.0923614501953
2017-07-05,145.8193359375
2017-07-06,143.92709350585938
2017-07-07,145.09747314453125
2017-07-10,142.5323944091797
2017-07-11,142.45526123046875
2017-07-12,144.66294860839844
2017-07-13,143.54861450195312
2017-07-14,145.552978515625
2017-07-17,145.48997497558594
2017-07-18,145.22361755371094
2017-07-19,145.6161346435547
2017-07-20,145.44790649414062
2017-07-21,146.43606567382812
2017-07-24,146.4781951904297
2017-07-25,145.5811004638672
2017-07-26,147.22105407714844
2017-07-27,138.96505737304688
2017-07-28,142.160888671875
2017-07-31,144.0742645263672
2017-08-01,142.15390014648438
2017-08-02,141.7263946533203
2017-08-03,140.40878295898438
2017-08-04,141.2147216796875
2017-08-07,140.92742919921875
2017-08-08,140.64710998535156
2017-08-09,140.78726196289062
2017-08-10,140.6260528564453
2017-08-11,139.21029663085938
2017-08-14,140.54893493652344
2017-08-15,141.27781677246094
2017-08-16,139.47659301757812
2017-08-17,138.5795440673828
2017-08-18,137.57032775878906
2017-08-21,140.4298095703125
2017-08-22,141.2848358154297
2017-08-23,143.9691619873047
2017-08-24,143.4434814453125
2017-08-25,142.8828125
2017-08-28,143.1842041015625
2017-08-29,144.0742645263672
2017-08-30,144.33355712890625
2017-08-31,143.91307067871094
2017-09-01,144.29148864746094
2017-09-05,144.8381805419922
2017-09-06,145.70021057128906
2017-09-07,150.1786651611328
2017-09-08,153.00308227539062
2017-09-11,149.5619354248047
2017-09-12,146.8593292236328
2017-09-13,147.6800079345703
2017-09-14,150.3826141357422
2017-09-15,151.5074920654297
2017-09-18,152.71023559570312
2017-09-19,152.61819458007812
2017-09-20,151.4791717529297
2017-09-21,152.01686096191406
2017-09-22,151.1961669921875
2017-09-25,151.54991149902344
2017-09-26,151.49337768554688
2017-09-27,149.97222900390625
2017-09-28,150.5170440673828
2017-09-29,151.3943328857422
2017-10-02,151.59942626953125
2017-10-03,150.6372833251953
2017-10-04,151.3094024658203
2017-10-05,151.1749725341797
2017-10-06,150.99102783203125
2017-10-09,151.2811279296875
2017-10-10,150.7080078125
2017-10-11,151.8824462890625
2017-10-12,153.38938903808594
2017-10-13,154.62747192382812
2017-10-16,153.9199981689453
2017-10-17,152.73143005371094
2017-10-18,151.87539672851562
2017-10-19,152.25743103027344
2017-10-20,152.1725311279297
2017-10-23,151.95323181152344
2017-10-24,148.64926147460938
2017-10-25,148.57144165039062
2017-10-26,144.47509765625
2017-10-27,146.37820434570312
2017-10-30,147.68714904785156
2017-10-31,146.62588500976562
2017-11-01,146.10940551757812
2017-11-02,147.3899383544922
2017-11-03,147.8427276611328
2017-11-06,148.09036254882812
2017-11-07,149.6255645751953
2017-11-08,150.82830810546875
2017-11-09,149.5407257080078
2017-11-10,149.64678955078125
2017-11-13,150.8707275390625
2017-11-14,150.6372833251953
2017-11-15,148.6068115234375
2017-11-16,151.16787719726562
2017-11-17,149.88027954101562
2017-11-20,149.35675048828125
2017-11-21,149.50531005859375
2017-11-22,149.4840850830078
2017-11-24,150.54534912109375
2017-11-27,152.05934143066406
2017-11-28,148.1681671142578
2017-11-29,148.75538635253906
2017-11-30,150.7787628173828
2017-12-01,150.0359649658203
2017-12-04,148.5502166748047
2017-12-05,149.31430053710938
2017-12-06,149.84490966796875
2017-12-07,147.39697265625
2017-12-08,149.16567993164062
2017-12-11,149.760009765625
2017-12-12,151.217041015625
2017-12-13,151.8170166015625
2017-12-14,150.71705627441406
2017-12-15,151.102783203125
2017-12-18,151.48130798339844
2017-12-19,148.71005249023438
2017-12-20,146.52452087402344
2017-12-21,145.503173828125
2017-12-22,147.11019897460938
2017-12-26,148.58151245117188
2017-12-27,149.47434997558594
2017-12-28,149.4457550048828
2017-12-29,149.27435302734375
2018-01-02,147.3602294921875
2018-01-03,147.68157958984375
2018-01-04,145.06753540039062
2018-01-05,144.2175750732422
2018-01-08,145.3674774169922
2018-01-09,143.66766357421875
2018-01-10,140.06788635253906
2018-01-11,140.0750274658203
2018-01-12,138.23947143554688
2018-01-16,138.38229370117188
2018-01-17,139.76788330078125
2018-01-18,138.02517700195312
2018-01-19,138.24661254882812
2018-01-22,138.40377807617188
2018-01-23,141.48204040527344
2018-01-24,139.21798706054688
2018-01-25,137.53952026367188
2018-01-26,137.73948669433594
2018-01-29,137.51808166503906
2018-01-30,138.27516174316406
2018-01-31,139.81787109375
2018-02-01,136.4038848876953
2018-02-02,135.92532348632812
2018-02-05,132.11851501464844
2018-02-06,132.41847229003906
2018-02-07,132.38278198242188
2018-02-08,128.91159057617188
2018-02-09,133.6754913330078
2018-02-12,134.1469268798828
2018-02-13,135.13255310058594
2018-02-14,133.4041290283203
2018-02-15,136.04678344726562
2018-02-16,134.8111572265625
2018-02-20,133.06845092773438
2018-02-21,136.23960876464844
2018-02-22,137.94662475585938
2018-02-23,139.76075744628906
2018-02-26,139.90365600585938
2018-02-27,137.78948974609375
2018-02-28,138.8751220703125
2018-03-01,140.06788635253906
2018-03-02,139.2750701904297
2018-03-05,140.95352172851562
2018-03-06,141.53208923339844
2018-03-07,141.42491149902344
2018-03-08,142.7105255126953
2018-03-09,142.81765747070312
2018-03-12,142.42483520507812
2018-03-13,142.41763305664062
2018-03-14,140.40472412109375
2018-03-15,140.80880737304688
2018-03-16,142.85769653320312
2018-03-19,141.92703247070312
2018-03-20,142.87220764160156
2018-03-21,143.22567749023438
2018-03-22,141.18389892578125
2018-03-23,139.27931213378906
2018-03-26,141.84765625
2018-03-27,142.9226837158203
2018-03-28,145.82298278808594
2018-03-29,144.57481384277344
2018-04-02,143.8677978515625
2018-04-03,144.74072265625
2018-04-04,147.20819091796875
2018-04-05,145.27464294433594
2018-04-06,143.7740020751953
2018-04-09,144.16360473632812
2018-04-10,144.61810302734375
2018-04-11,143.3411102294922
2018-04-12,141.6312255859375
2018-04-13,142.3310089111328
2018-04-16,142.1939697265625
2018-04-17,143.26171875
2018-04-18,142.7928466796875
2018-04-19,139.81312561035156
2018-04-20,139.0628204345703
2018-04-23,139.163818359375
2018-04-24,139.79148864746094
2018-04-25,139.75538635253906
2018-04-26,144.16360473632812
2018-04-27,146.06105041503906
2018-04-30,145.57766723632812
2018-05-01,147.54005432128906
2018-05-02,147.67715454101562
2018-05-03,148.5573272705078
2018-05-04,149.6251220703125
2018-05-07,151.49366760253906
2018-05-08,151.52978515625
2018-05-09,152.6191864013672
2018-05-10,152.84283447265625
2018-05-11,152.6624755859375
2018-05-14,151.10415649414062
2018-05-15,148.5573272705078
2018-05-16,148.33367919921875
2018-05-17,147.0638885498047
2018-05-18,146.88357543945312
2018-05-21,147.82864379882812
2018-05-22,147.2586669921875
2018-05-23,149.1056365966797
2018-05-24,149.44471740722656
2018-05-25,150.41871643066406
2018-05-29,151.39990234375
2018-05-30,153.11703491210938
2018-05-31,152.8356170654297
2018-06-01,152.67689514160156
2018-06-04,154.4300994873047
2018-06-05,153.58595275878906
2018-06-06,154.10540771484375
2018-06-07,155.21646118164062
2018-06-08,156.23373413085938
2018-06-11,156.29867553710938
2018-06-12,157.23080444335938
2018-06-13,154.60923767089844
2018-06-14,156.16763305664062
2018-06-15,155.8472442626953
2018-06-18,156.32781982421875
2018-06-19,158.06817626953125
2018-06-20,159.13134765625
2018-06-21,161.5416259765625
2018-06-22,164.54177856445312
2018-06-25,164.31607055664062
2018-06-26,166.75550842285156
2018-06-27,165.4447479248047
2018-06-28,166.70449829101562
2018-06-29,165.19717407226562
2018-07-02,164.8184814453125
2018-07-03,167.07589721679688
2018-07-05,169.4570770263672
2018-07-06,169.0929718017578
2018-07-09,167.22149658203125
2018-07-10,168.0006866455078
2018-07-11,167.17056274414062
2018-07-12,167.13414001464844
2018-07-13,166.08558654785156
2018-07-16,164.23594665527344
2018-07-17,159.9978485107422
2018-07-18,159.57553100585938
2018-07-19,161.9931182861328
2018-07-20,161.7454833984375
2018-07-23,160.65322875976562
2018-07-24,159.7211151123047
2018-07-25,159.96145629882812
2018-07-26,159.53184509277344
2018-07-27,156.82298278808594
2018-07-30,156.19671630859375
2018-07-31,158.6216278076172
2018-08-01,158.36671447753906
2018-08-02,153.07281494140625
2018-08-03,155.81808471679688
2018-08-06,157.157958984375
2018-08-07,157.907958984375
2018-08-08,158.17739868164062
2018-08-09,157.13604736328125
2018-08-10,156.3641815185547
2018-08-13,156.7064666748047
2018-08-14,157.23806762695312
2018-08-15,159.62655639648438
2018-08-16,160.83535766601562
2018-08-17,162.80142211914062
2018-08-20,162.00767517089844
2018-08-21,160.82801818847656
2018-08-22,153.6771240234375
2018-08-23,154.1359405517578
2018-08-24,155.3229217529297
2018-08-27,155.0972137451172
2018-08-28,156.31324768066406
2018-08-29,154.8714141845703
2018-08-30,154.12139892578125
2018-08-31,154.798583984375
2018-09-04,155.1772918701172
2018-09-05,157.070556640625
2018-09-06,156.37875366210938
2018-09-07,152.27175903320312
2018-09-10,154.16506958007812
2018-09-11,153.157958984375
2018-09-12,154.2091522216797
2018-09-13,154.31947326660156
2018-09-14,151.8640899658203
2018-09-17,153.0697479248047
2018-09-18,151.0260467529297
2018-09-19,150.0409698486328
2018-09-20,150.71728515625
2018-09-21,150.1365509033203
2018-09-24,148.4457244873047
2018-09-25,148.76181030273438
2018-09-26,147.87232971191406
2018-09-27,146.6520233154297
2018-09-28,148.22520446777344
2018-10-01,146.4314422607422
2018-10-02,147.20333862304688
2018-10-03,145.32876586914062
2018-10-04,145.38023376464844
2018-10-05,146.29913330078125
2018-10-08,147.90174865722656
2018-10-09,147.7179718017578
2018-10-10,146.05650329589844
2018-10-11,143.85113525390625
2018-10-12,144.71124267578125
2018-10-15,145.7551727294922
2018-10-16,146.37265014648438
2018-10-17,145.6522216796875
2018-10-18,145.6595916748047
2018-10-19,146.9974822998047
2018-10-22,144.50540161132812
2018-10-23,145.27734375
2018-10-24,147.5488739013672
2018-10-25,148.2987060546875
2018-10-26,147.62973022460938
2018-10-29,151.46713256835938
2018-10-30,152.69479370117188
2018-10-31,151.0481414794922
2018-11-01,151.51853942871094
2018-11-02,146.46084594726562
2018-11-05,148.203125
2018-11-06,149.08531188964844
2018-11-07,149.57049560546875
2018-11-08,150.7320098876953
2018-11-09,151.6950225830078
2018-11-12,152.77569580078125
2018-11-13,153.1873321533203
2018-11-14,153.73130798339844
2018-11-15,152.43017578125
2018-11-16,155.3853759765625
2018-11-19,155.8926239013672
2018-11-20,155.28248596191406
2018-11-21,153.4225616455078
2018-11-23,152.65806579589844
2018-11-26,151.92294311523438
2018-11-27,153.3564453125
2018-11-28,154.65025329589844
2018-11-29,155.74562072753906
2018-11-30,156.77481079101562
2018-12-03,156.1572723388672
2018-12-04,155.7088623046875
2018-12-06,158.95814514160156
2018-12-07,157.42172241210938
2018-12-10,157.27468872070312
2018-12-11,156.38421630859375
2018-12-12,151.59779357910156
2018-12-13,147.7093963623047
2018-12-14,150.9893341064453
2018-12-17,148.0952606201172
2018-12-18,151.48651123046875
2018-12-19,150.82608032226562
2018-12-20,150.58863830566406
2018-12-21,150.8631591796875
2018-12-24,145.94326782226562
2018-12-26,148.711181640625
2018-12-27,149.68328857421875
2018-12-28,149.8242950439453
2018-12-31,150.2027587890625
2019-01-02,144.74855041503906
2019-01-03,147.52386474609375
2019-01-04,145.89134216308594
2019-01-07,145.48321533203125
2019-01-08,148.0952606201172
2019-01-09,147.06382751464844
2019-01-10,149.0970916748047
2019-01-11,148.93380737304688
2019-01-14,149.11932373046875
2019-01-15,151.39010620117188
2019-01-16,151.6126708984375
2019-01-17,152.08021545410156
2019-01-18,150.73703002929688
2019-01-22,149.53489685058594
2019-01-23,149.77235412597656
2019-01-24,150.3660125732422
2019-01-25,152.599609375
2019-01-28,154.49932861328125
2019-01-29,156.13189697265625
2019-01-30,156.0205841064453
2019-01-31,157.70513916015625
2019-02-01,155.46405029296875
2019-02-04,155.22654724121094
2019-02-05,155.07814025878906
2019-02-06,154.7516326904297
2019-02-07,155.71632385253906
2019-02-08,156.25804138183594
2019-02-11,156.2135009765625
2019-02-12,154.1580047607422
2019-02-13,154.32122802734375
2019-02-14,154.4622344970703
2019-02-15,154.1580047607422
2019-02-19,154.28414916992188
2019-02-20,152.5847930908203
2019-02-21,148.77053833007812
2019-02-22,149.26031494140625
2019-02-25,149.46066284179688
2019-02-26,150.41790771484375
2019-02-27,155.54566955566406
2019-02-28,156.94076538085938
2019-03-01,157.3192138671875
2019-03-04,157.57894897460938
2019-03-05,158.17262268066406
2019-03-06,158.21717834472656
2019-03-07,158.92953491210938
2019-03-08,159.0408172607422
2019-03-11,162.39500427246094
2019-03-12,163.4659423828125
2019-03-13,164.1175079345703
2019-03-14,163.69064331054688
2019-03-15,162.9791259765625
2019-03-18,163.08395385742188
2019-03-19,162.87429809570312
2019-03-20,163.9003143310547
2019-03-21,166.2743682861328
