Date,PSA
2015-07-01,122.73799133300781
2015-07-02,122.84957122802734
2015-07-06,123.59745025634766
2015-07-07,126.41875457763672
2015-07-08,126.81241607666016
2015-07-09,127.10765838623047
2015-07-10,128.68228149414062
2015-07-13,129.05630493164062
2015-07-14,129.6992645263672
2015-07-15,130.40133666992188
2015-07-16,131.3461456298828
2015-07-17,130.17166137695312
2015-07-20,131.3133087158203
2015-07-21,131.76608276367188
2015-07-22,132.1990966796875
2015-07-23,131.94317626953125
2015-07-24,132.4877471923828
2015-07-27,133.13726806640625
2015-07-28,133.45875549316406
2015-07-29,133.1438446044922
2015-07-30,133.20291137695312
2015-07-31,134.6200714111328
2015-08-03,134.8431854248047
2015-08-04,134.7513427734375
2015-08-05,134.9153594970703
2015-08-06,136.13571166992188
2015-08-07,137.0017547607422
2015-08-10,136.1094970703125
2015-08-11,137.19200134277344
2015-08-12,138.13027954101562
2015-08-13,139.45562744140625
2015-08-14,140.2297821044922
2015-08-17,141.29275512695312
2015-08-18,142.27687072753906
2015-08-19,142.28346252441406
2015-08-20,141.26644897460938
2015-08-21,139.42933654785156
2015-08-24,132.6715087890625
2015-08-25,129.22689819335938
2015-08-26,133.32101440429688
2015-08-27,136.4768524169922
2015-08-28,135.2631378173828
2015-08-31,132.05470275878906
2015-09-01,130.56532287597656
2015-09-02,132.76327514648438
2015-09-03,133.35382080078125
2015-09-04,130.9262237548828
2015-09-08,133.7671661376953
2015-09-09,131.37896728515625
2015-09-10,131.35923767089844
2015-09-11,133.79437255859375
2015-09-14,133.4568634033203
2015-09-15,134.9391632080078
2015-09-16,135.96485900878906
2015-09-17,137.24862670898438
2015-09-18,136.9573974609375
2015-09-21,138.6448516845703
2015-09-22,137.1361083984375
2015-09-23,137.90371704101562
2015-09-24,136.0906219482422
2015-09-25,138.4728240966797
2015-09-28,137.08978271484375
2015-09-29,138.4728240966797
2015-09-30,140.0410919189453
2015-10-01,141.57627868652344
2015-10-02,143.07180786132812
2015-10-05,145.65248107910156
2015-10-06,143.69378662109375
2015-10-07,143.6540985107422
2015-10-08,144.75921630859375
2015-10-09,143.71368408203125
2015-10-12,145.0966796875
2015-10-13,143.63429260253906
2015-10-14,143.62767028808594
2015-10-15,145.29518127441406
2015-10-16,146.4465789794922
2015-10-19,149.4971923828125
2015-10-20,150.304443359375
2015-10-21,150.49635314941406
2015-10-22,152.2168731689453
2015-10-23,152.1308135986328
2015-10-26,152.6006622314453
2015-10-27,154.14248657226562
2015-10-28,153.2557373046875
2015-10-29,151.46914672851562
2015-10-30,151.8396759033203
2015-11-02,155.6776885986328
2015-11-03,154.61891174316406
2015-11-04,153.28884887695312
2015-11-05,153.5865936279297
2015-11-06,150.31105041503906
2015-11-09,150.28457641601562
2015-11-10,151.7801055908203
2015-11-11,151.42933654785156
2015-11-12,151.15811157226562
2015-11-13,149.7221221923828
2015-11-16,151.75367736816406
2015-11-17,153.13002014160156
2015-11-18,154.0034637451172
2015-11-19,155.04901123046875
2015-11-20,156.61732482910156
2015-11-23,156.85552978515625
2015-11-24,157.37832641601562
2015-11-25,158.37754821777344
2015-11-27,159.34364318847656
2015-11-30,158.8539276123047
2015-12-01,160.87220764160156
2015-12-02,158.91346740722656
2015-12-03,156.7165985107422
2015-12-04,160.0714874267578
2015-12-07,160.89866638183594
2015-12-08,162.91697692871094
2015-12-09,160.64060974121094
2015-12-10,159.40980529785156
2015-12-11,161.25584411621094
2015-12-14,166.0008087158203
2015-12-15,164.4813232421875
2015-12-16,166.5006103515625
2015-12-17,164.9811553955078
2015-12-18,165.7675323486328
2015-12-21,167.03372192382812
2015-12-22,165.6009521484375
2015-12-23,165.69424438476562
2015-12-24,165.44094848632812
2015-12-28,167.38697814941406
2015-12-29,168.080078125
2015-12-30,166.91383361816406
2015-12-31,165.074462890625
2016-01-04,162.85525512695312
2016-01-05,167.45358276367188
2016-01-06,167.7201690673828
2016-01-07,165.97412109375
2016-01-08,164.76126098632812
2016-01-11,166.38735961914062
2016-01-12,166.72047424316406
2016-01-13,166.17404174804688
2016-01-14,166.42730712890625
2016-01-15,165.64093017578125
2016-01-19,166.90049743652344
2016-01-20,160.13623046875
2016-01-21,160.64935302734375
2016-01-22,165.09446716308594
2016-01-25,164.94786071777344
2016-01-26,168.91973876953125
2016-01-27,165.39439392089844
2016-01-28,165.98081970214844
2016-01-29,168.97975158691406
2016-02-01,169.3262939453125
2016-02-02,170.08604431152344
2016-02-03,168.67984008789062
2016-02-04,164.08811950683594
2016-02-05,158.0303497314453
2016-02-08,152.59890747070312
2016-02-09,155.2246551513672
2016-02-10,157.1905975341797
2016-02-11,156.49757385253906
2016-02-12,155.68443298339844
2016-02-16,158.73004150390625
2016-02-17,164.01486206054688
2016-02-18,164.42135620117188
2016-02-19,167.9200897216797
2016-02-22,169.03302001953125
2016-02-23,169.08631896972656
2016-02-24,166.553955078125
2016-02-25,170.0060272216797
2016-02-26,169.2996063232422
2016-02-29,166.2673797607422
2016-03-01,169.87274169921875
2016-03-02,170.71917724609375
2016-03-03,168.74647521972656
2016-03-04,166.573974609375
2016-03-07,166.9871063232422
2016-03-08,165.8874969482422
2016-03-09,166.53396606445312
2016-03-10,166.60723876953125
2016-03-11,171.15231323242188
2016-03-14,174.23158264160156
2016-03-15,176.78085327148438
2016-03-16,179.81320190429688
2016-03-17,180.9671173095703
2016-03-18,180.76583862304688
2016-03-21,177.28402709960938
2016-03-22,177.04251098632812
2016-03-23,177.91465759277344
2016-03-24,178.9075164794922
2016-03-28,181.0408935546875
2016-03-29,184.16041564941406
2016-03-30,183.28829956054688
2016-03-31,185.04598999023438
2016-04-01,184.83802795410156
2016-04-04,185.34120178222656
2016-04-05,183.71768188476562
2016-04-06,183.6371612548828
2016-04-07,183.70425415039062
2016-04-08,183.85183715820312
2016-04-11,182.64425659179688
2016-04-12,185.26736450195312
2016-04-13,182.41622924804688
2016-04-14,179.2228546142578
2016-04-15,179.75283813476562
2016-04-18,182.87908935546875
2016-04-19,176.7607421875
2016-04-20,176.2978515625
2016-04-21,171.1321258544922
2016-04-22,172.37327575683594
2016-04-25,173.41310119628906
2016-04-26,172.28607177734375
2016-04-27,166.51658630371094
2016-04-28,167.0532989501953
2016-04-29,164.23558044433594
2016-05-02,169.44155883789062
2016-05-03,169.89773559570312
2016-05-04,172.73553466796875
2016-05-05,174.46641540527344
2016-05-06,176.64671325683594
2016-05-09,177.63282775878906
2016-05-10,177.74020385742188
2016-05-11,173.94313049316406
2016-05-12,177.57254028320312
2016-05-13,175.694091796875
2016-05-16,177.76036071777344
2016-05-17,173.2454376220703
2016-05-18,170.28021240234375
2016-05-19,167.583251953125
2016-05-20,169.31407165527344
2016-05-23,168.97195434570312
2016-05-24,170.6625518798828
2016-05-25,169.95816040039062
2016-05-26,170.4948272705078
2016-05-27,171.22604370117188
2016-05-31,170.20635986328125
2016-06-01,172.27267456054688
2016-06-02,173.07098388671875
2016-06-03,174.6005859375
2016-06-06,172.68853759765625
2016-06-07,171.53468322753906
2016-06-08,169.0591583251953
2016-06-09,164.65155029296875
2016-06-10,162.20962524414062
2016-06-13,162.45289611816406
2016-06-14,160.94569396972656
2016-06-15,164.53468322753906
2016-06-16,165.1430206298828
2016-06-17,163.12203979492188
2016-06-20,162.8584442138672
2016-06-21,162.97332763671875
2016-06-22,162.30421447753906
2016-06-23,162.89230346679688
2016-06-24,163.10855102539062
2016-06-27,169.1173095703125
2016-06-28,171.09768676757812
2016-06-29,171.685791015625
2016-06-30,172.753662109375
2016-07-01,171.57080078125
2016-07-05,175.5586395263672
2016-07-06,174.47044372558594
2016-07-07,171.53025817871094
2016-07-08,173.93646240234375
2016-07-11,173.40931701660156
2016-07-12,172.89559936523438
2016-07-13,173.3349151611328
2016-07-14,171.72633361816406
2016-07-15,170.07032775878906
2016-07-18,169.82025146484375
2016-07-19,170.42181396484375
2016-07-20,170.2730712890625
2016-07-21,170.09060668945312
2016-07-22,171.5032501220703
2016-07-25,170.30015563964844
2016-07-26,169.26600646972656
2016-07-27,167.7452392578125
2016-07-28,161.2836151123047
2016-07-29,161.48635864257812
2016-08-01,161.5201873779297
2016-08-02,158.39755249023438
2016-08-03,157.78924560546875
2016-08-04,155.82908630371094
2016-08-05,157.32278442382812
2016-08-08,155.79531860351562
2016-08-09,156.7009735107422
2016-08-10,156.99166870117188
2016-08-11,156.01832580566406
2016-08-12,155.57225036621094
2016-08-15,154.84228515625
2016-08-16,153.79458618164062
2016-08-17,154.03794860839844
2016-08-18,153.25392150878906
2016-08-19,151.42218017578125
2016-08-22,153.2809295654297
2016-08-23,153.0984344482422
2016-08-24,151.35462951660156
2016-08-25,152.57803344726562
2016-08-26,151.4019317626953
2016-08-29,152.57803344726562
2016-08-30,151.24649047851562
2016-08-31,151.36138916015625
2016-09-01,152.8280792236328
2016-09-02,153.2877197265625
2016-09-06,151.65203857421875
2016-09-07,152.7064208984375
2016-09-08,150.72604370117188
2016-09-09,147.738525390625
2016-09-12,149.2515106201172
2016-09-13,146.3551025390625
2016-09-14,146.59361267089844
2016-09-15,146.3891143798828
2016-09-16,146.49819946289062
2016-09-19,147.25466918945312
2016-09-20,147.77943420410156
2016-09-21,148.24964904785156
2016-09-22,151.1597442626953
2016-09-23,151.3778076171875
2016-09-26,152.62501525878906
2016-09-27,151.93666076660156
2016-09-28,153.90621948242188
2016-09-29,153.3337860107422
2016-09-30,152.07296752929688
2016-10-03,147.58859252929688
2016-10-04,144.9307098388672
2016-10-05,142.36143493652344
2016-10-06,143.96298217773438
2016-10-07,144.5150146484375
2016-10-10,144.2014617919922
2016-10-11,142.92706298828125
2016-10-12,145.00567626953125
2016-10-13,146.0006866455078
2016-10-14,145.98023986816406
2016-10-17,146.60047912597656
2016-10-18,147.09107971191406
2016-10-19,146.6549530029297
2016-10-20,145.9257049560547
2016-10-21,143.8334503173828
2016-10-24,144.14019775390625
2016-10-25,144.7194366455078
2016-10-26,145.35324096679688
2016-10-27,137.83615112304688
2016-10-28,141.58453369140625
2016-10-31,145.6531219482422
2016-11-01,140.20103454589844
2016-11-02,139.88751220703125
2016-11-03,138.86524963378906
2016-11-04,140.01016235351562
2016-11-07,144.29690551757812
2016-11-08,147.46597290039062
2016-11-09,148.20199584960938
2016-11-10,146.34825134277344
2016-11-11,145.9666290283203
2016-11-14,147.51364135742188
2016-11-15,144.56268310546875
2016-11-16,141.8979949951172
2016-11-17,139.44451904296875
2016-11-18,139.00833129882812
2016-11-21,137.61802673339844
2016-11-22,139.7784881591797
2016-11-23,139.54678344726562
2016-11-25,140.2078094482422
2016-11-28,142.7703094482422
2016-11-29,142.8520965576172
2016-11-30,142.6407928466797
2016-12-01,141.65943908691406
2016-12-02,142.76348876953125
2016-12-05,144.78758239746094
2016-12-06,146.3278350830078
2016-12-07,150.62130737304688
2016-12-08,150.65538024902344
2016-12-09,149.340087890625
2016-12-12,149.7115478515625
2016-12-13,150.19984436035156
2016-12-14,148.01268005371094
2016-12-15,148.7623748779297
2016-12-16,150.44058227539062
2016-12-19,151.5685577392578
2016-12-20,149.8284149169922
2016-12-21,147.96453857421875
2016-12-22,149.4294891357422
