Date,MUR
2015-07-01,40.95000076293945
2015-07-02,41.41999816894531
2015-07-06,40.779998779296875
2015-07-07,41.0
2015-07-08,40.310001373291016
2015-07-09,40.66999816894531
2015-07-10,40.060001373291016
2015-07-13,40.45000076293945
2015-07-14,40.810001373291016
2015-07-15,39.66999816894531
2015-07-16,38.72999954223633
2015-07-17,37.4900016784668
2015-07-20,36.279998779296875
2015-07-21,35.459999084472656
2015-07-22,34.63999938964844
2015-07-23,34.5099983215332
2015-07-24,33.33000183105469
2015-07-27,33.06999969482422
2015-07-28,34.119998931884766
2015-07-29,34.22999954223633
2015-07-30,34.970001220703125
2015-07-31,32.790000915527344
2015-08-03,32.13999938964844
2015-08-04,32.29999923706055
2015-08-05,31.649999618530273
2015-08-06,33.0
2015-08-07,32.29999923706055
2015-08-10,33.810001373291016
2015-08-11,33.15999984741211
2015-08-12,34.099998474121094
2015-08-13,32.95000076293945
2015-08-14,32.560001373291016
2015-08-17,32.290000915527344
2015-08-18,31.700000762939453
2015-08-19,30.6299991607666
2015-08-20,30.049999237060547
2015-08-21,29.270000457763672
2015-08-24,27.6299991607666
2015-08-25,26.899999618530273
2015-08-26,27.649999618530273
2015-08-27,29.479999542236328
2015-08-28,30.040000915527344
2015-08-31,31.0
2015-09-01,28.559999465942383
2015-09-02,29.09000015258789
2015-09-03,29.049999237060547
2015-09-04,28.639999389648438
2015-09-08,28.84000015258789
2015-09-09,28.030000686645508
2015-09-10,28.18000030517578
2015-09-11,26.780000686645508
2015-09-14,26.670000076293945
2015-09-15,27.020000457763672
2015-09-16,27.979999542236328
2015-09-17,27.68000030517578
2015-09-18,27.219999313354492
2015-09-21,27.559999465942383
2015-09-22,26.200000762939453
2015-09-23,25.270000457763672
2015-09-24,24.68000030517578
2015-09-25,24.75
2015-09-28,23.760000228881836
2015-09-29,23.979999542236328
2015-09-30,24.200000762939453
2015-10-01,23.649999618530273
2015-10-02,25.90999984741211
2015-10-05,27.229999542236328
2015-10-06,28.149999618530273
2015-10-07,28.940000534057617
2015-10-08,29.959999084472656
2015-10-09,30.420000076293945
2015-10-12,29.459999084472656
2015-10-13,28.790000915527344
2015-10-14,28.81999969482422
2015-10-15,29.209999084472656
2015-10-16,28.950000762939453
2015-10-19,27.579999923706055
2015-10-20,27.889999389648438
2015-10-21,27.260000228881836
2015-10-22,28.049999237060547
2015-10-23,28.350000381469727
2015-10-26,27.809999465942383
2015-10-27,26.190000534057617
2015-10-28,27.1200008392334
2015-10-29,28.260000228881836
2015-10-30,28.43000030517578
2015-11-02,29.920000076293945
2015-11-03,30.520000457763672
2015-11-04,30.420000076293945
2015-11-05,31.0
2015-11-06,30.81999969482422
2015-11-09,31.030000686645508
2015-11-10,30.780000686645508
2015-11-11,29.049999237060547
2015-11-12,28.639999389648438
2015-11-13,28.770000457763672
2015-11-16,30.100000381469727
2015-11-17,30.100000381469727
2015-11-18,30.93000030517578
2015-11-19,30.18000030517578
2015-11-20,28.65999984741211
2015-11-23,28.489999771118164
2015-11-24,29.56999969482422
2015-11-25,29.3799991607666
2015-11-27,28.399999618530273
2015-11-30,28.579999923706055
2015-12-01,29.110000610351562
2015-12-02,27.139999389648438
2015-12-03,26.309999465942383
2015-12-04,25.459999084472656
2015-12-07,23.68000030517578
2015-12-08,23.540000915527344
2015-12-09,22.850000381469727
2015-12-10,23.299999237060547
2015-12-11,22.579999923706055
2015-12-14,22.260000228881836
2015-12-15,22.579999923706055
2015-12-16,22.309999465942383
2015-12-17,21.799999237060547
2015-12-18,21.709999084472656
2015-12-21,21.75
2015-12-22,22.309999465942383
2015-12-23,23.6200008392334
2015-12-24,23.350000381469727
2015-12-28,22.3700008392334
2015-12-29,22.68000030517578
2015-12-30,21.950000762939453
2015-12-31,22.450000762939453
2016-01-04,22.950000762939453
2016-01-05,22.59000015258789
2016-01-06,20.1200008392334
2016-01-07,19.43000030517578
2016-01-08,19.309999465942383
2016-01-11,18.31999969482422
2016-01-12,18.239999771118164
2016-01-13,17.299999237060547
2016-01-14,18.420000076293945
2016-01-15,17.15999984741211
2016-01-19,16.3799991607666
2016-01-20,15.869999885559082
2016-01-21,17.239999771118164
2016-01-22,17.59000015258789
2016-01-25,16.809999465942383
2016-01-26,17.709999084472656
2016-01-27,18.139999389648438
2016-01-28,18.450000762939453
2016-01-29,19.610000610351562
2016-02-01,18.399999618530273
2016-02-02,17.43000030517578
2016-02-03,19.260000228881836
2016-02-04,20.0
2016-02-05,19.84000015258789
2016-02-08,19.229999542236328
2016-02-09,17.860000610351562
2016-02-10,16.760000228881836
2016-02-11,15.970000267028809
2016-02-12,16.790000915527344
2016-02-16,16.799999237060547
2016-02-17,17.979999542236328
2016-02-18,17.0
2016-02-19,15.760000228881836
2016-02-22,16.8700008392334
2016-02-23,16.170000076293945
2016-02-24,16.81999969482422
2016-02-25,16.43000030517578
2016-02-26,17.139999389648438
2016-02-29,17.18000030517578
2016-03-01,17.219999313354492
2016-03-02,19.299999237060547
2016-03-03,21.25
2016-03-04,23.700000762939453
2016-03-07,26.690000534057617
2016-03-08,22.780000686645508
2016-03-09,22.979999542236328
2016-03-10,22.950000762939453
2016-03-11,23.709999084472656
2016-03-14,23.739999771118164
2016-03-15,23.559999465942383
2016-03-16,24.440000534057617
2016-03-17,24.959999084472656
2016-03-18,25.389999389648438
2016-03-21,25.670000076293945
2016-03-22,25.93000030517578
2016-03-23,24.040000915527344
2016-03-24,24.1299991607666
2016-03-28,24.09000015258789
2016-03-29,24.540000915527344
2016-03-30,24.420000076293945
2016-03-31,25.190000534057617
2016-04-01,24.260000228881836
2016-04-04,23.81999969482422
2016-04-05,23.489999771118164
2016-04-06,24.649999618530273
2016-04-07,24.440000534057617
2016-04-08,25.690000534057617
2016-04-11,26.309999465942383
2016-04-12,28.81999969482422
2016-04-13,28.81999969482422
2016-04-14,28.889999389648438
2016-04-15,28.489999771118164
2016-04-18,29.1299991607666
2016-04-19,30.469999313354492
2016-04-20,31.239999771118164
2016-04-21,31.6299991607666
2016-04-22,33.65999984741211
2016-04-25,33.5099983215332
2016-04-26,34.869998931884766
2016-04-27,36.2400016784668
2016-04-28,35.400001525878906
2016-04-29,35.7400016784668
2016-05-02,35.13999938964844
2016-05-03,33.43000030517578
2016-05-04,32.810001373291016
2016-05-05,30.260000228881836
2016-05-06,30.34000015258789
2016-05-09,28.84000015258789
2016-05-10,29.90999984741211
2016-05-11,30.3799991607666
2016-05-12,30.350000381469727
2016-05-13,29.139999389648438
2016-05-16,30.06999969482422
2016-05-17,29.809999465942383
2016-05-18,28.899999618530273
2016-05-19,29.3799991607666
2016-05-20,29.399999618530273
2016-05-23,29.639999389648438
2016-05-24,30.260000228881836
2016-05-25,31.399999618530273
2016-05-26,31.040000915527344
2016-05-27,30.690000534057617
2016-05-31,30.90999984741211
2016-06-01,30.700000762939453
2016-06-02,30.469999313354492
2016-06-03,30.399999618530273
2016-06-06,31.43000030517578
2016-06-07,32.790000915527344
2016-06-08,32.349998474121094
2016-06-09,31.809999465942383
2016-06-10,29.389999389648438
2016-06-13,29.149999618530273
2016-06-14,29.3700008392334
2016-06-15,29.139999389648438
2016-06-16,27.979999542236328
2016-06-17,29.34000015258789
2016-06-20,31.100000381469727
2016-06-21,31.850000381469727
2016-06-22,31.56999969482422
2016-06-23,32.40999984741211
2016-06-24,30.510000228881836
2016-06-27,28.190000534057617
2016-06-28,30.079999923706055
2016-06-29,32.0099983215332
2016-06-30,31.75
2016-07-01,32.65999984741211
2016-07-05,30.09000015258789
2016-07-06,30.719999313354492
2016-07-07,30.0
2016-07-08,30.65999984741211
2016-07-11,29.739999771118164
2016-07-12,32.099998474121094
2016-07-13,31.899999618530273
2016-07-14,31.969999313354492
2016-07-15,31.8700008392334
2016-07-18,32.0
2016-07-19,30.989999771118164
2016-07-20,30.610000610351562
2016-07-21,29.110000610351562
2016-07-22,29.020000457763672
2016-07-25,28.31999969482422
2016-07-26,28.850000381469727
2016-07-27,27.799999237060547
2016-07-28,26.56999969482422
2016-07-29,27.43000030517578
2016-08-01,25.6299991607666
2016-08-02,25.729999542236328
2016-08-03,26.56999969482422
2016-08-04,27.049999237060547
2016-08-05,27.81999969482422
2016-08-08,28.479999542236328
2016-08-09,28.219999313354492
2016-08-10,27.690000534057617
2016-08-11,28.579999923706055
2016-08-12,28.65999984741211
2016-08-15,29.1200008392334
2016-08-16,28.969999313354492
2016-08-17,29.06999969482422
2016-08-18,30.469999313354492
2016-08-19,30.059999465942383
2016-08-22,29.06999969482422
2016-08-23,29.81999969482422
2016-08-24,29.020000457763672
2016-08-25,28.940000534057617
2016-08-26,28.84000015258789
2016-08-29,28.93000030517578
2016-08-30,28.309999465942383
2016-08-31,26.719999313354492
2016-09-01,26.389999389648438
2016-09-02,26.799999237060547
2016-09-06,27.329999923706055
2016-09-07,27.850000381469727
2016-09-08,29.75
2016-09-09,27.940000534057617
2016-09-12,28.270000457763672
2016-09-13,26.139999389648438
2016-09-14,25.139999389648438
2016-09-15,25.889999389648438
2016-09-16,26.190000534057617
2016-09-19,25.649999618530273
2016-09-20,25.190000534057617
2016-09-21,26.40999984741211
2016-09-22,27.549999237060547
2016-09-23,26.079999923706055
2016-09-26,26.649999618530273
2016-09-27,25.979999542236328
2016-09-28,28.90999984741211
2016-09-29,30.329999923706055
2016-09-30,30.399999618530273
2016-10-03,30.8700008392334
2016-10-04,29.8700008392334
2016-10-05,30.450000762939453
2016-10-06,29.90999984741211
2016-10-07,29.510000228881836
2016-10-10,30.270000457763672
2016-10-11,29.290000915527344
2016-10-12,28.719999313354492
2016-10-13,28.65999984741211
2016-10-14,28.979999542236328
2016-10-17,28.219999313354492
2016-10-18,28.200000762939453
2016-10-19,29.31999969482422
2016-10-20,29.350000381469727
2016-10-21,29.209999084472656
2016-10-24,29.450000762939453
2016-10-25,28.729999542236328
2016-10-26,29.709999084472656
2016-10-27,27.600000381469727
2016-10-28,26.889999389648438
2016-10-31,25.8700008392334
2016-11-01,26.170000076293945
2016-11-02,25.84000015258789
2016-11-03,27.059999465942383
2016-11-04,26.010000228881836
2016-11-07,26.770000457763672
2016-11-08,26.950000762939453
2016-11-09,27.969999313354492
2016-11-10,28.709999084472656
2016-11-11,27.40999984741211
2016-11-14,28.329999923706055
2016-11-15,30.90999984741211
2016-11-16,30.1299991607666
2016-11-17,30.299999237060547
2016-11-18,30.729999542236328
2016-11-21,31.65999984741211
2016-11-22,30.90999984741211
2016-11-23,31.270000457763672
2016-11-25,30.75
2016-11-28,29.700000762939453
2016-11-29,29.420000076293945
2016-11-30,33.90999984741211
2016-12-01,33.0099983215332
2016-12-02,32.790000915527344
2016-12-05,33.25
2016-12-06,33.290000915527344
2016-12-07,32.810001373291016
2016-12-08,33.15999984741211
2016-12-09,32.97999954223633
2016-12-12,33.2400016784668
2016-12-13,34.29999923706055
2016-12-14,32.79999923706055
2016-12-15,32.41999816894531
2016-12-16,33.20000076293945
2016-12-19,32.869998931884766
2016-12-20,32.970001220703125
2016-12-21,32.66999816894531
2016-12-22,32.29999923706055
2016-12-23,32.310001373291016
2016-12-27,32.810001373291016
2016-12-28,32.029998779296875
2016-12-29,31.469999313354492
2016-12-30,31.1299991607666
2017-01-03,31.6299991607666
2017-01-04,31.610000610351562
2017-01-05,31.6299991607666
2017-01-06,31.399999618530273
2017-01-09,30.559999465942383
2017-01-10,30.799999237060547
2017-01-11,31.059999465942383
2017-01-12,30.920000076293945
2017-01-13,31.1299991607666
