Date,MU
2015-07-01,18.315893173217773
2015-07-02,18.598731994628906
2015-07-06,17.86726188659668
2015-07-07,17.750226974487305
2015-07-08,17.194307327270508
2015-07-09,16.72617530822754
2015-07-10,17.13579559326172
2015-07-13,17.174808502197266
2015-07-14,19.12537956237793
2015-07-15,18.423175811767578
2015-07-16,19.12537956237793
2015-07-17,19.622774124145508
2015-07-20,18.423175811767578
2015-07-21,18.413419723510742
2015-07-22,17.55516815185547
2015-07-23,18.237871170043945
2015-07-24,17.88676643371582
2015-07-27,17.672203063964844
2015-07-28,19.261919021606445
2015-07-29,19.37896156311035
2015-07-30,19.40821075439453
2015-07-31,18.05256462097168
2015-08-03,18.53045654296875
2015-08-04,18.540210723876953
2015-08-05,18.442676544189453
2015-08-06,18.257373809814453
2015-08-07,17.984291076660156
2015-08-10,18.354904174804688
2015-08-11,17.438133239746094
2015-08-12,17.7404727935791
2015-08-13,17.2625789642334
2015-08-14,16.53112030029297
2015-08-17,16.794445037841797
2015-08-18,15.97520637512207
2015-08-19,15.507064819335938
2015-08-20,14.375731468200684
2015-08-21,14.170920372009277
2015-08-24,14.083146095275879
2015-08-25,13.917348861694336
2015-08-26,14.063642501831055
2015-08-27,15.282748222351074
2015-08-28,15.565582275390625
2015-08-31,16.004457473754883
2015-09-01,15.42903995513916
2015-09-02,15.88742733001709
2015-09-03,16.18001365661621
2015-09-04,16.404329299926758
2015-09-08,17.096782684326172
2015-09-09,16.540868759155273
2015-09-10,16.774940490722656
2015-09-11,16.384822845458984
2015-09-14,16.28729820251465
2015-09-15,16.111738204956055
2015-09-16,16.267791748046875
2015-09-17,16.004457473754883
2015-09-18,15.116950988769531
2015-09-21,15.360771179199219
2015-09-22,15.0291748046875
2015-09-23,14.444002151489258
2015-09-24,14.960904121398926
2015-09-25,14.541532516479492
2015-09-28,13.712540626525879
2015-09-29,14.024628639221191
2015-09-30,14.609801292419434
2015-10-01,14.404990196228027
2015-10-02,15.51681900024414
2015-10-05,17.13579559326172
2015-10-06,17.769731521606445
2015-10-07,18.159849166870117
2015-10-08,18.257373809814453
2015-10-09,17.71121597290039
2015-10-12,17.584428787231445
2015-10-13,17.73072052001953
2015-10-14,18.354904174804688
2015-10-15,18.1988582611084
2015-10-16,18.042814254760742
2015-10-19,18.68650245666504
2015-10-20,16.667659759521484
2015-10-21,16.023967742919922
2015-10-22,16.306798934936523
2015-10-23,16.813945770263672
2015-10-26,16.170263290405273
2015-10-27,16.267791748046875
2015-10-28,16.501861572265625
2015-10-29,15.809404373168945
2015-10-30,16.150754928588867
2015-11-02,16.667659759521484
2015-11-03,17.399124145507812
2015-11-04,17.009004592895508
2015-11-05,16.101993560791016
2015-11-06,16.04347801208496
2015-11-09,15.448548316955566
2015-11-10,15.165714263916016
2015-11-11,15.116950988769531
2015-11-12,14.970656394958496
2015-11-13,14.629308700561523
2015-11-16,14.522025108337402
2015-11-17,14.902386665344238
2015-11-18,15.22423267364502
2015-11-19,15.477808952331543
2015-11-20,15.048681259155273
2015-11-23,14.941400527954102
2015-11-24,15.24374008178711
2015-11-25,15.19497299194336
2015-11-27,15.175470352172852
2015-11-30,15.536324501037598
2015-12-01,16.141000747680664
2015-12-02,15.42903995513916
2015-12-03,15.22423267364502
2015-12-04,15.116950988769531
2015-12-07,14.483015060424805
2015-12-08,14.239192962646484
