Date,ACGL
2022-07-01,45.95000076293945
2022-07-05,44.439998626708984
2022-07-06,44.7400016784668
2022-07-07,44.79999923706055
2022-07-08,44.470001220703125
2022-07-11,44.59000015258789
2022-07-12,44.18000030517578
2022-07-13,44.209999084472656
2022-07-14,42.470001220703125
2022-07-15,43.130001068115234
2022-07-18,43.09000015258789
2022-07-19,43.880001068115234
2022-07-20,43.7599983215332
2022-07-21,43.849998474121094
2022-07-22,43.66999816894531
2022-07-25,44.08000183105469
2022-07-26,44.2400016784668
2022-07-27,44.279998779296875
2022-07-28,43.290000915527344
2022-07-29,44.400001525878906
2022-08-01,43.4900016784668
2022-08-02,43.43000030517578
2022-08-03,43.5
2022-08-04,43.54999923706055
2022-08-05,43.810001373291016
2022-08-08,44.150001525878906
2022-08-09,44.650001525878906
2022-08-10,45.22999954223633
2022-08-11,45.97999954223633
2022-08-12,47.040000915527344
2022-08-15,46.9900016784668
2022-08-16,47.5099983215332
2022-08-17,47.52000045776367
2022-08-18,47.83000183105469
2022-08-19,47.279998779296875
2022-08-22,46.43000030517578
2022-08-23,46.4900016784668
2022-08-24,46.68000030517578
2022-08-25,47.290000915527344
2022-08-26,46.5
2022-08-29,46.2400016784668
2022-08-30,45.7400016784668
2022-08-31,45.720001220703125
2022-09-01,45.720001220703125
2022-09-02,45.5
2022-09-06,45.040000915527344
2022-09-07,46.13999938964844
2022-09-08,46.470001220703125
2022-09-09,46.52000045776367
2022-09-12,47.09000015258789
2022-09-13,47.04999923706055
2022-09-14,47.02000045776367
2022-09-15,47.279998779296875
2022-09-16,46.52000045776367
2022-09-19,47.47999954223633
2022-09-20,46.43000030517578
2022-09-21,44.79999923706055
2022-09-22,43.93000030517578
2022-09-23,43.099998474121094
2022-09-26,41.66999816894531
2022-09-27,43.099998474121094
2022-09-28,44.470001220703125
2022-09-29,45.83000183105469
2022-09-30,45.540000915527344
2022-10-03,46.33000183105469
2022-10-04,48.689998626708984
2022-10-05,47.959999084472656
2022-10-06,48.0
2022-10-07,45.66999816894531
2022-10-10,46.63999938964844
2022-10-11,46.59000015258789
2022-10-12,45.560001373291016
2022-10-13,47.529998779296875
2022-10-14,47.0
2022-10-17,48.08000183105469
2022-10-18,48.63999938964844
2022-10-19,48.720001220703125
2022-10-20,47.52000045776367
2022-10-21,48.22999954223633
2022-10-24,49.34000015258789
2022-10-25,49.220001220703125
2022-10-26,48.790000915527344
2022-10-27,51.689998626708984
2022-10-28,56.68000030517578
2022-10-31,57.5
2022-11-01,55.439998626708984
2022-11-02,56.220001220703125
2022-11-03,56.529998779296875
2022-11-04,56.86000061035156
2022-11-07,58.0099983215332
2022-11-08,57.720001220703125
2022-11-09,57.560001373291016
2022-11-10,58.400001525878906
2022-11-11,56.77000045776367
2022-11-14,56.36000061035156
2022-11-15,56.209999084472656
2022-11-16,56.52000045776367
2022-11-17,56.54999923706055
2022-11-18,57.66999816894531
2022-11-21,57.15999984741211
2022-11-22,57.779998779296875
2022-11-23,58.04999923706055
2022-11-25,58.72999954223633
2022-11-28,58.02000045776367
2022-11-29,58.97999954223633
2022-11-30,59.90999984741211
2022-12-01,59.7599983215332
2022-12-02,60.599998474121094
2022-12-05,59.16999816894531
2022-12-06,60.540000915527344
2022-12-07,60.150001525878906
2022-12-08,60.560001373291016
2022-12-09,60.040000915527344
2022-12-12,60.0
2022-12-13,59.900001525878906
2022-12-14,60.31999969482422
2022-12-15,60.75
2022-12-16,61.029998779296875
2022-12-19,60.540000915527344
2022-12-20,62.2400016784668
2022-12-21,63.36000061035156
2022-12-22,62.849998474121094
2022-12-23,63.380001068115234
2022-12-27,63.619998931884766
2022-12-28,62.599998474121094
2022-12-29,63.11000061035156
2022-12-30,62.779998779296875
2023-01-03,62.459999084472656
2023-01-04,62.77000045776367
2023-01-05,62.939998626708984
2023-01-06,63.900001525878906
2023-01-09,62.66999816894531
2023-01-10,63.06999969482422
2023-01-11,62.849998474121094
2023-01-12,63.06999969482422
2023-01-13,63.7599983215332
2023-01-17,64.0
2023-01-18,63.52000045776367
2023-01-19,63.38999938964844
2023-01-20,62.459999084472656
2023-01-23,63.130001068115234
2023-01-24,64.04000091552734
2023-01-25,64.80000305175781
2023-01-26,64.75
2023-01-27,64.05999755859375
2023-01-30,63.9900016784668
2023-01-31,64.3499984741211
2023-02-01,64.18000030517578
2023-02-02,61.349998474121094
2023-02-03,61.2599983215332
2023-02-06,62.15999984741211
2023-02-07,63.369998931884766
2023-02-08,64.16999816894531
2023-02-09,64.0999984741211
2023-02-10,64.22000122070312
2023-02-13,65.25
2023-02-14,66.27999877929688
2023-02-15,67.9800033569336
2023-02-16,67.0999984741211
2023-02-17,67.80999755859375
2023-02-21,67.55000305175781
2023-02-22,67.94000244140625
2023-02-23,68.37999725341797
2023-02-24,69.16999816894531
2023-02-27,69.20999908447266
2023-02-28,70.0
2023-03-01,70.97000122070312
2023-03-02,70.9000015258789
2023-03-03,71.30000305175781
2023-03-06,71.69999694824219
2023-03-07,70.98999786376953
2023-03-08,70.29000091552734
2023-03-09,68.37999725341797
2023-03-10,66.61000061035156
2023-03-13,65.18000030517578
2023-03-14,67.33999633789062
2023-03-15,62.7400016784668
2023-03-16,66.06999969482422
2023-03-17,63.150001525878906
2023-03-20,65.61000061035156
2023-03-21,67.20999908447266
2023-03-22,65.87000274658203
2023-03-23,65.5999984741211
2023-03-24,66.05000305175781
2023-03-27,66.37999725341797
2023-03-28,66.80999755859375
2023-03-29,67.80000305175781
2023-03-30,67.86000061035156
2023-03-31,67.87000274658203
2023-04-03,68.61000061035156
2023-04-04,67.88999938964844
2023-04-05,68.58999633789062
2023-04-06,68.94000244140625
2023-04-10,68.6500015258789
2023-04-11,69.01000213623047
2023-04-12,70.2300033569336
2023-04-13,70.5
2023-04-14,70.25
2023-04-17,70.94999694824219
2023-04-18,72.25
2023-04-19,72.12999725341797
2023-04-20,72.19000244140625
2023-04-21,71.68000030517578
2023-04-24,72.51000213623047
2023-04-25,72.58999633789062
2023-04-26,72.29000091552734
2023-04-27,73.87999725341797
2023-04-28,75.06999969482422
2023-05-01,75.9000015258789
2023-05-02,76.02999877929688
2023-05-03,75.62000274658203
2023-05-04,72.91999816894531
2023-05-05,74.80999755859375
2023-05-08,76.13999938964844
2023-05-09,76.61000061035156
2023-05-10,77.22000122070312
2023-05-11,77.30999755859375
2023-05-12,76.9000015258789
2023-05-15,75.0999984741211
2023-05-16,74.5199966430664
2023-05-17,73.04000091552734
2023-05-18,75.30000305175781
2023-05-19,76.0199966430664
2023-05-22,73.5
2023-05-23,73.16999816894531
2023-05-24,71.7699966430664
2023-05-25,72.37999725341797
2023-05-26,71.0
2023-05-30,71.19999694824219
2023-05-31,69.69999694824219
2023-06-01,69.66999816894531
2023-06-02,70.9000015258789
2023-06-05,71.30000305175781
2023-06-06,71.19999694824219
2023-06-07,71.25
2023-06-08,70.98999786376953
2023-06-09,71.44000244140625
2023-06-12,70.44999694824219
2023-06-13,70.56999969482422
2023-06-14,70.08000183105469
2023-06-15,70.1500015258789
2023-06-16,71.16000366210938
2023-06-20,70.79000091552734
2023-06-21,71.7699966430664
2023-06-22,72.61000061035156
2023-06-23,72.41000366210938
2023-06-26,71.22000122070312
2023-06-27,71.13999938964844
2023-06-28,71.68000030517578
2023-06-29,73.02999877929688
2023-06-30,74.8499984741211
2023-07-03,73.98999786376953
2023-07-05,73.62000274658203
2023-07-06,73.87000274658203
2023-07-07,74.79000091552734
2023-07-10,74.70999908447266
2023-07-11,75.91999816894531
2023-07-12,76.37999725341797
2023-07-13,76.87999725341797
2023-07-14,77.0
2023-07-17,80.61000061035156
2023-07-18,80.83999633789062
2023-07-19,80.25
2023-07-20,81.5
2023-07-21,82.2699966430664
2023-07-24,81.19000244140625
2023-07-25,81.36000061035156
2023-07-26,82.08000183105469
2023-07-27,79.66999816894531
2023-07-28,77.25
2023-07-31,77.69000244140625
2023-08-01,77.0999984741211
2023-08-02,77.36000061035156
2023-08-03,77.38999938964844
2023-08-04,76.72000122070312
2023-08-07,78.2300033569336
2023-08-08,76.3499984741211
2023-08-09,77.05000305175781
2023-08-10,76.58000183105469
2023-08-11,76.5999984741211
2023-08-14,77.3499984741211
2023-08-15,77.36000061035156
2023-08-16,76.94999694824219
2023-08-17,74.29000091552734
2023-08-18,75.23999786376953
2023-08-21,74.94999694824219
2023-08-22,74.56999969482422
2023-08-23,75.4000015258789
2023-08-24,75.41000366210938
2023-08-25,74.62000274658203
2023-08-28,74.19000244140625
2023-08-29,75.75
2023-08-30,77.08999633789062
2023-08-31,76.86000061035156
2023-09-01,77.01000213623047
2023-09-05,75.86000061035156
2023-09-06,76.44000244140625
2023-09-07,77.87000274658203
2023-09-08,77.26000213623047
2023-09-11,78.80000305175781
2023-09-12,78.80000305175781
2023-09-13,78.33000183105469
2023-09-14,79.05999755859375
2023-09-15,79.0
2023-09-18,80.56999969482422
2023-09-19,81.19999694824219
2023-09-20,81.31999969482422
2023-09-21,80.29000091552734
2023-09-22,80.95999908447266
2023-09-25,81.1500015258789
2023-09-26,81.26000213623047
2023-09-27,81.08000183105469
2023-09-28,81.63999938964844
2023-09-29,79.70999908447266
2023-10-02,79.37000274658203
2023-10-03,77.95999908447266
2023-10-04,80.45999908447266
2023-10-05,81.63999938964844
2023-10-06,82.18000030517578
2023-10-09,82.06999969482422
2023-10-10,81.86000061035156
2023-10-11,83.0199966430664
2023-10-12,83.05000305175781
2023-10-13,84.16000366210938
2023-10-16,85.69999694824219
2023-10-17,86.62000274658203
2023-10-18,85.44999694824219
2023-10-19,83.77999877929688
2023-10-20,82.76000213623047
2023-10-23,81.86000061035156
2023-10-24,83.41999816894531
2023-10-25,83.48999786376953
2023-10-26,82.44999694824219
2023-10-27,81.36000061035156
2023-10-30,82.87999725341797
2023-10-31,86.68000030517578
2023-11-01,90.0
2023-11-02,85.94000244140625
2023-11-03,85.55000305175781
2023-11-06,85.16000366210938
2023-11-07,85.41000366210938
2023-11-08,84.12000274658203
2023-11-09,84.66999816894531
2023-11-10,85.94999694824219
2023-11-13,86.56999969482422
2023-11-14,85.5
2023-11-15,82.66000366210938
2023-11-16,83.70999908447266
2023-11-17,83.5999984741211
2023-11-20,84.45999908447266
2023-11-21,86.12999725341797
2023-11-22,85.94999694824219
2023-11-24,86.5999984741211
2023-11-27,87.0
2023-11-28,84.44999694824219
2023-11-29,82.37999725341797
2023-11-30,83.69000244140625
2023-12-01,82.62999725341797
2023-12-04,81.98999786376953
2023-12-05,81.8499984741211
2023-12-06,79.97000122070312
2023-12-07,78.33999633789062
2023-12-08,79.30000305175781
2023-12-11,79.61000061035156
2023-12-12,80.27999877929688
2023-12-13,78.37999725341797
2023-12-14,74.66999816894531
2023-12-15,73.41999816894531
2023-12-18,74.6500015258789
2023-12-19,74.83000183105469
2023-12-20,73.61000061035156
2023-12-21,74.16000366210938
2023-12-22,73.83999633789062
2023-12-26,73.51000213623047
2023-12-27,73.54000091552734
2023-12-28,74.05999755859375
2023-12-29,74.2699966430664
2024-01-02,75.55000305175781
2024-01-03,76.94000244140625
2024-01-04,77.47000122070312
2024-01-05,76.80999755859375
2024-01-08,77.12000274658203
2024-01-09,76.1500015258789
2024-01-10,76.95999908447266
2024-01-11,77.62000274658203
2024-01-12,77.69000244140625
2024-01-16,78.16999816894531
2024-01-17,78.66999816894531
2024-01-18,78.95999908447266
2024-01-19,80.87999725341797
2024-01-22,80.47000122070312
2024-01-23,80.33999633789062
2024-01-24,80.12999725341797
2024-01-25,79.5999984741211
2024-01-26,79.9000015258789
2024-01-29,79.7300033569336
