Date,ALL
2015-07-01,51.76176834106445
2015-07-02,51.36659240722656
2015-07-06,51.22431182861328
2015-07-07,51.95936584472656
2015-07-08,51.31126403808594
2015-07-09,51.69854736328125
2015-07-10,52.31504440307617
2015-07-13,53.152854919433594
2015-07-14,53.42156982421875
2015-07-15,53.793033599853516
2015-07-16,53.72981262207031
2015-07-17,53.42156982421875
2015-07-20,53.51641082763672
2015-07-21,53.50851058959961
2015-07-22,54.03806686401367
2015-07-23,54.03017807006836
2015-07-24,53.99856185913086
2015-07-27,54.061771392822266
2015-07-28,54.20403289794922
2015-07-29,54.56761932373047
2015-07-30,54.66244888305664
2015-07-31,54.496482849121094
2015-08-03,54.83633041381836
2015-08-04,49.27207946777344
2015-08-05,49.39855194091797
2015-08-06,48.97964859008789
2015-08-07,49.43016815185547
2015-08-10,49.872772216796875
2015-08-11,50.16522216796875
2015-08-12,50.2758674621582
2015-08-13,50.181034088134766
2015-08-14,50.47345733642578
2015-08-17,50.46555709838867
2015-08-18,50.24425506591797
2015-08-19,50.31539535522461
2015-08-20,49.5566291809082
2015-08-21,48.410579681396484
2015-08-24,46.150108337402344
2015-08-25,45.0435791015625
2015-08-26,45.36762237548828
2015-08-27,46.6706657409668
2015-08-28,46.5832633972168
2015-08-31,46.305171966552734
2015-09-01,45.399410247802734
2015-09-02,46.02709197998047
2015-09-03,46.06681823730469
2015-09-04,45.3199577331543
2015-09-08,46.241615295410156
2015-09-09,45.56626510620117
2015-09-10,45.82050323486328
2015-09-11,46.193946838378906
2015-09-14,46.27339553833008
2015-09-15,46.86134719848633
2015-09-16,47.03615188598633
2015-09-17,46.869293212890625
2015-09-18,45.741065979003906
2015-09-21,46.527652740478516
2015-09-22,46.16215133666992
2015-09-23,46.4879150390625
2015-09-24,46.55147933959961
2015-09-25,46.869293212890625
2015-09-28,45.87614059448242
2015-09-29,46.36872863769531
2015-09-30,46.27339553833008
2015-10-01,46.058868408203125
2015-10-02,46.99641418457031
2015-10-05,47.592308044433594
2015-10-06,47.576419830322266
2015-10-07,47.703548431396484
2015-10-08,48.561649322509766
2015-10-09,48.021358489990234
2015-10-12,48.3947868347168
2015-10-13,48.180267333984375
2015-10-14,47.56053924560547
2015-10-15,48.93506622314453
2015-10-16,48.625213623046875
2015-10-19,48.93506622314453
2015-10-20,48.81589126586914
2015-10-21,48.18822479248047
2015-10-22,48.90328598022461
2015-10-23,49.00657272338867
2015-10-26,49.117801666259766
2015-10-27,47.90217971801758
2015-10-28,49.507137298583984
2015-10-29,49.888511657714844
2015-10-30,49.16548538208008
2015-11-02,49.1019287109375
2015-11-03,50.182491302490234
2015-11-04,49.96794509887695
2015-11-05,50.492347717285156
2015-11-06,50.90550994873047
2015-11-09,50.468509674072266
2015-11-10,50.30960464477539
2015-11-11,50.15070343017578
2015-11-12,49.697818756103516
2015-11-13,49.586578369140625
2015-11-16,50.15070343017578
2015-11-17,49.8249397277832
2015-11-18,50.45261764526367
2015-11-19,50.349334716796875
2015-11-20,50.32549285888672
2015-11-23,50.14274978637695
2015-11-24,50.00767517089844
2015-11-25,49.84003829956055
2015-11-27,50.16734313964844
2015-11-30,50.103477478027344
2015-12-01,50.694252014160156
2015-12-02,50.207252502441406
2015-12-03,50.11146926879883
2015-12-04,51.48460006713867
2015-12-07,51.404762268066406
2015-12-08,50.981658935546875
2015-12-09,50.21526336669922
2015-12-10,49.87994384765625
2015-12-11,49.073631286621094
2015-12-14,49.009761810302734
2015-12-15,50.05559158325195
2015-12-16,50.598453521728516
2015-12-17,49.79212188720703
2015-12-18,48.96186065673828
2015-12-21,48.93791580200195
2015-12-22,49.89591598510742
2015-12-23,50.207252502441406
2015-12-24,50.406856536865234
2015-12-28,50.00768280029297
2015-12-29,50.44676971435547
2015-12-30,50.143402099609375
2015-12-31,49.568599700927734
2016-01-04,48.434967041015625
2016-01-05,48.32318878173828
2016-01-06,47.78031921386719
2016-01-07,46.65468215942383
2016-01-08,46.487030029296875
2016-01-11,46.31937026977539
2016-01-12,46.82232666015625
2016-01-13,46.231571197509766
2016-01-14,46.638710021972656
2016-01-15,46.40719223022461
2016-01-19,46.65468215942383
2016-01-20,46.295433044433594
2016-01-21,46.42316436767578
2016-01-22,46.726531982421875
2016-01-25,46.063907623291016
2016-01-26,46.44710922241211
2016-01-27,46.63072204589844
2016-01-28,47.27738571166992
2016-01-29,48.37907409667969
2016-02-01,48.32318878173828
2016-02-02,47.87614059448242
2016-02-03,47.6126823425293
2016-02-04,49.53666687011719
2016-02-05,50.590476989746094
2016-02-08,50.558536529541016
2016-02-09,50.303070068359375
2016-02-10,50.27912902832031
2016-02-11,49.75221633911133
2016-02-12,51.021568298339844
2016-02-16,51.5484619140625
2016-02-17,51.90772247314453
2016-02-18,51.33293151855469
2016-02-19,51.093414306640625
2016-02-22,51.44468688964844
2016-02-23,50.877872467041016
2016-02-24,51.053504943847656
2016-02-25,51.687461853027344
2016-02-26,51.61522674560547
2016-02-29,50.925106048583984
2016-03-01,52.00844192504883
2016-03-02,52.48992919921875
2016-03-03,52.4096794128418
2016-03-04,52.465850830078125
2016-03-07,52.18499755859375
2016-03-08,51.82387161254883
2016-03-09,51.783756256103516
2016-03-10,51.567081451416016
2016-03-11,52.57821273803711
2016-03-14,52.12078857421875
2016-03-15,52.899200439453125
2016-03-16,53.18808364868164
2016-03-17,53.926368713378906
2016-03-18,53.95042419433594
2016-03-21,53.63746643066406
2016-03-22,53.701663970947266
2016-03-23,53.49303436279297
2016-03-24,53.11587142944336
2016-03-28,53.62143325805664
2016-03-29,53.89427185058594
2016-03-30,54.34364700317383
2016-03-31,54.06279373168945
2016-04-01,54.752925872802734
2016-04-04,54.279449462890625
2016-04-05,53.525123596191406
2016-04-06,53.789947509765625
2016-04-07,53.18808364868164
2016-04-08,53.63746643066406
2016-04-11,53.59735870361328
2016-04-12,53.934383392333984
2016-04-13,54.19118118286133
2016-04-14,53.50104904174805
2016-04-15,53.444889068603516
2016-04-18,54.00661087036133
2016-04-19,54.19118118286133
2016-04-20,53.701663970947266
2016-04-21,52.522029876708984
2016-04-22,52.75474166870117
2016-04-25,52.65042495727539
2016-04-26,52.85906982421875
2016-04-27,52.5701904296875
2016-04-28,52.12078857421875
2016-04-29,52.201045989990234
2016-05-02,52.44981384277344
2016-05-03,52.48992919921875
2016-05-04,52.38560485839844
2016-05-05,54.464027404785156
2016-05-06,53.84613037109375
2016-05-09,53.934383392333984
2016-05-10,54.55229187011719
2016-05-11,54.04673767089844
2016-05-12,54.19921112060547
2016-05-13,54.07081985473633
2016-05-16,54.20722198486328
2016-05-17,53.84613037109375
2016-05-18,54.05476379394531
2016-05-19,53.63746643066406
2016-05-20,53.8862419128418
2016-05-23,53.669578552246094
2016-05-24,54.118961334228516
2016-05-25,53.99055862426758
2016-05-26,54.17513656616211
2016-05-27,54.31155014038086
2016-05-31,54.17513656616211
2016-06-01,54.384803771972656
2016-06-02,54.384803771972656
2016-06-03,54.37674331665039
2016-06-06,54.52995681762695
2016-06-07,54.37674331665039
2016-06-08,54.578338623046875
2016-06-09,54.66705322265625
2016-06-10,54.40092849731445
2016-06-13,53.9332160949707
2016-06-14,53.77999496459961
2016-06-15,53.118736267089844
2016-06-16,53.60257339477539
2016-06-17,53.56226348876953
2016-06-20,53.68321228027344
2016-06-21,53.86870574951172
2016-06-22,54.046112060546875
2016-06-23,54.7235107421875
2016-06-24,53.4332389831543
2016-06-27,53.27195739746094
2016-06-28,54.61866760253906
2016-06-29,55.215415954589844
2016-06-30,56.408912658691406
2016-07-01,56.09440994262695
2016-07-05,55.89280319213867
2016-07-06,56.01375198364258
2016-07-07,55.59444046020508
2016-07-08,56.175048828125
2016-07-11,56.400840759277344
2016-07-12,56.12666702270508
2016-07-13,55.86861038208008
2016-07-14,55.89280319213867
2016-07-15,56.0379524230957
2016-07-18,55.92505645751953
2016-07-19,55.739585876464844
2016-07-20,55.72344970703125
2016-07-21,55.55410385131836
2016-07-22,55.8040885925293
2016-07-25,55.820228576660156
2016-07-26,55.67506790161133
2016-07-27,55.529911041259766
2016-07-28,55.77992248535156
2016-07-29,55.102516174316406
2016-08-01,55.15090560913086
2016-08-02,54.92510986328125
2016-08-03,55.344444274902344
2016-08-04,55.336360931396484
2016-08-05,55.5137825012207
2016-08-08,55.77992248535156
2016-08-09,55.9411735534668
2016-08-10,55.98149490356445
2016-08-11,55.73153305053711
2016-08-12,55.74764633178711
2016-08-15,55.95730209350586
2016-08-16,55.60251235961914
2016-08-17,55.739585876464844
2016-08-18,55.99764633178711
2016-08-19,55.77992248535156
2016-08-22,55.537986755371094
2016-08-23,55.126705169677734
2016-08-24,55.04606628417969
