Date,FB
2016-01-04,101.42407989501953
2016-01-05,101.93010711669922
2016-01-06,102.16824340820312
2016-01-07,97.15755462646484
2016-01-08,96.5721435546875
2016-01-11,96.75076293945312
2016-01-12,98.59626770019531
2016-01-13,94.69686889648438
2016-01-14,97.60406494140625
2016-01-15,94.23052215576172
2016-01-19,94.51827239990234
2016-01-20,93.61534881591797
2016-01-21,93.42684173583984
2016-01-22,97.17739868164062
2016-01-25,96.25464630126953
2016-01-26,96.58206939697266
2016-01-27,93.7145767211914
2016-01-28,108.26042938232422
2016-01-29,111.33628845214844
2016-02-01,114.19385528564453
2016-02-02,113.71759796142578
2016-02-03,111.81256866455078
2016-02-04,109.62968444824219
2016-02-05,103.25967407226562
2016-02-08,98.97330474853516
2016-02-09,98.76493835449219
2016-02-10,100.21358489990234
2016-02-11,101.11648559570312
2016-02-12,101.21571350097656
2016-02-16,100.8188247680664
2016-02-17,104.380859375
2016-02-18,102.66435241699219
2016-02-19,103.75578308105469
2016-02-22,106.32562255859375
2016-02-23,104.63885498046875
2016-02-24,106.04778289794922
2016-02-25,107.22852325439453
2016-02-26,107.0796890258789
2016-02-29,106.08747863769531
2016-03-01,108.96490478515625
2016-03-02,109.09387969970703
2016-03-03,108.72677612304688
2016-03-04,107.5460433959961
2016-03-07,104.90675354003906
2016-03-08,105.10519409179688
2016-03-09,106.67289733886719
2016-03-10,106.48436737060547
2016-03-11,108.55809783935547
2016-03-14,109.03436279296875
2016-03-15,109.80828857421875
2016-03-16,111.30652618408203
2016-03-17,110.1555404663086
2016-03-18,110.58219909667969
2016-03-21,110.9791030883789
2016-03-22,111.37598419189453
2016-03-23,111.6637191772461
2016-03-24,112.16976165771484
2016-03-28,112.80477142333984
2016-03-29,115.2356948852539
2016-03-30,113.80690002441406
2016-03-31,113.2115707397461
2016-04-01,115.15631103515625
2016-04-04,111.67364501953125
2016-04-05,111.34620666503906
2016-04-06,112.82461547851562
2016-04-07,112.75516510009766
2016-04-08,109.76860046386719
2016-04-11,108.14136505126953
2016-04-12,109.74874877929688
2016-04-13,109.64952850341797
2016-04-14,109.97694396972656
2016-04-15,108.78630065917969
2016-04-18,109.5899887084961
2016-04-19,111.4156723022461
2016-04-20,111.5446548461914
2016-04-21,112.55671691894531
2016-04-22,109.69914245605469
2016-04-25,109.24271392822266
2016-04-26,107.91315460205078
2016-04-27,108.04215240478516
2016-04-28,115.82109832763672
2016-04-29,116.66448211669922
2016-05-02,117.64675903320312
2016-05-03,116.51564025878906
2016-05-04,117.14073181152344
2016-05-05,116.89268493652344
2016-05-06,118.5595932006836
2016-05-09,118.3115463256836
2016-05-10,119.5617446899414
2016-05-11,118.58937072753906
2016-05-12,119.34345245361328
2016-05-13,118.8770980834961
2016-05-16,117.74597930908203
2016-05-17,116.43627166748047
2016-05-18,116.73393249511719
2016-05-19,115.90047454833984
2016-05-20,116.43627166748047
2016-05-23,115.06702423095703
2016-05-24,116.78353881835938
2016-05-25,116.97205352783203
2016-05-26,118.53975677490234
2016-05-27,118.45045471191406
2016-05-31,117.88489532470703
2016-06-01,117.85513305664062
2016-06-02,118.00398254394531
2016-06-03,117.54753875732422
2016-06-06,117.86505889892578
2016-06-07,116.84307098388672
2016-06-08,117.46817779541016
2016-06-09,117.63685607910156
2016-06-10,115.71195983886719
2016-06-13,113.06275177001953
2016-06-14,114.04503631591797
2016-06-15,113.70767211914062
2016-06-16,113.49932098388672
2016-06-17,112.1399917602539
2016-06-20,112.48726654052734
2016-06-21,113.48939514160156
2016-06-22,113.02306365966797
2016-06-23,114.18394470214844
2016-06-24,111.20731353759766
2016-06-27,108.12152099609375
2016-06-28,111.8224868774414
2016-06-29,113.27111053466797
2016-06-30,113.3901596069336
2016-07-01,113.3008804321289
2016-07-05,113.310791015625
2016-07-06,115.79132843017578
2016-07-07,114.94794464111328
2016-07-08,116.3271255493164
2016-07-11,116.95221710205078
2016-07-12,117.01174926757812
2016-07-13,115.87071228027344
2016-07-14,116.3767318725586
2016-07-15,115.95008087158203
2016-07-18,118.44053649902344
2016-07-19,119.67088317871094
2016-07-20,120.9706802368164
2016-07-21,119.67088317871094
2016-07-22,120.05785369873047
2016-07-25,120.68292999267578
2016-07-26,120.27613830566406
2016-07-27,122.3796157836914
2016-07-28,124.0267105102539
2016-07-29,122.97496032714844
2016-08-01,123.34207153320312
2016-08-02,122.13157653808594
2016-08-03,121.55609893798828
2016-08-04,123.39169311523438
2016-08-05,124.17552947998047
2016-08-08,124.28468322753906
2016-08-09,124.08622741699219
2016-08-10,123.90763854980469
2016-08-11,123.92748260498047
2016-08-12,123.90763854980469
2016-08-15,122.9352798461914
2016-08-16,122.33995056152344
2016-08-17,123.40161895751953
2016-08-18,122.9451904296875
2016-08-19,122.59791564941406
2016-08-22,123.18331909179688
2016-08-23,123.40161895751953
2016-08-24,122.5185546875
2016-08-25,122.92535400390625
2016-08-26,123.98702239990234
2016-08-29,125.55471801757812
2016-08-30,124.86016845703125
2016-08-31,125.13798522949219
2016-09-01,125.18759155273438
2016-09-02,125.52495574951172
2016-09-06,128.71987915039062
2016-09-07,130.0295867919922
2016-09-08,129.2556610107422
2016-09-09,126.1103515625
2016-09-12,127.68798065185547
2016-09-13,126.21949005126953
2016-09-14,126.77513122558594
2016-09-15,127.35062408447266
2016-09-16,128.0650177001953
2016-09-19,127.64827728271484
2016-09-20,127.63836669921875
2016-09-21,128.92825317382812
2016-09-22,129.06715393066406
2016-09-23,126.96366119384766
2016-09-26,126.3187255859375
2016-09-27,127.68798065185547
2016-09-28,128.2237548828125
2016-09-29,127.0926513671875
2016-09-30,127.27125549316406
2016-10-03,127.7673568725586
2016-10-04,127.19186401367188
2016-10-05,127.46968078613281
2016-10-06,127.73760223388672
2016-10-07,127.98563385009766
2016-10-10,129.2259063720703
2016-10-11,127.87650299072266
2016-10-12,128.04518127441406
2016-10-13,126.82475280761719
2016-10-14,126.88427734375
2016-10-17,126.54692840576172
2016-10-18,127.56891632080078
2016-10-19,129.09690856933594
2016-10-20,128.98777770996094
2016-10-21,131.0416717529297
2016-10-24,132.24221801757812
2016-10-25,131.2599334716797
2016-10-26,130.0196533203125
2016-10-27,128.68019104003906
2016-10-28,130.26771545410156
2016-10-31,129.9700927734375
2016-11-01,128.49163818359375
2016-11-02,126.1798095703125
2016-11-03,119.06564331054688
2016-11-04,119.8097915649414
2016-11-07,121.19890594482422
2016-11-08,123.2527847290039
2016-11-09,122.22087860107422
2016-11-10,119.85941314697266
2016-11-11,118.09325408935547
2016-11-14,114.18394470214844
2016-11-15,116.28743743896484
2016-11-16,115.43412017822266
2016-11-17,116.87284088134766
2016-11-18,116.10881805419922
2016-11-21,120.82184600830078
2016-11-22,120.52420043945312
2016-11-23,119.89909362792969
2016-11-25,119.44266510009766
2016-11-28,119.47244262695312
2016-11-29,119.92886352539062
2016-11-30,117.49793243408203
2016-12-01,114.20378875732422
2016-12-02,114.50145721435547
2016-12-05,116.51564025878906
2016-12-06,116.39656829833984
2016-12-07,117.03160095214844
2016-12-08,117.98411560058594
2016-12-09,118.74812316894531
2016-12-12,116.8530044555664
2016-12-13,119.37321472167969
2016-12-14,119.27399444580078
2016-12-15,119.6312026977539
2016-12-16,118.93666076660156
2016-12-19,118.3115463256836
2016-12-20,118.1627197265625
2016-12-21,118.11310577392578
2016-12-22,116.48587799072266
2016-12-23,116.35688018798828
2016-12-27,117.09113311767578
2016-12-28,116.00961303710938
2016-12-29,115.44403839111328
2016-12-30,114.1541748046875
2017-01-03,115.95008087158203
2017-01-04,117.76585388183594
2017-01-05,119.73041534423828
2017-01-06,122.44908142089844
2017-01-09,123.92748260498047
2017-01-10,123.38177490234375
2017-01-11,125.10821533203125
2017-01-12,125.63408660888672
2017-01-13,127.3406982421875
2017-01-17,126.87435913085938
2017-01-18,126.92396545410156
2017-01-19,126.55684661865234
2017-01-20,126.05082702636719
2017-01-23,127.92607879638672
2017-01-24,128.36268615722656
2017-01-25,130.4562530517578
2017-01-26,131.74612426757812
2017-01-27,131.15078735351562
2017-01-30,129.9601287841797
2017-01-31,129.30528259277344
2017-02-01,132.192626953125
2017-02-02,129.82122802734375
2017-02-03,129.9601287841797
2017-02-06,131.03172302246094
2017-02-07,130.81344604492188
2017-02-08,133.1550750732422
2017-02-09,133.0955352783203
2017-02-10,133.1451416015625
2017-02-13,133.00624084472656
2017-02-14,132.80780029296875
2017-02-15,132.4010009765625
2017-02-16,132.79788208007812
2017-02-17,132.4902801513672
2017-02-21,132.67881774902344
2017-02-22,135.06011962890625
2017-02-23,134.30606079101562
2017-02-24,134.38540649414062
2017-02-27,135.34786987304688
2017-02-28,134.48463439941406
2017-03-01,136.3499755859375
2017-03-02,135.6951446533203
2017-03-03,136.10194396972656
2017-03-06,136.3499755859375
2017-03-07,136.2309112548828
2017-03-08,136.64764404296875
2017-03-09,137.1636199951172
2017-03-10,137.70932006835938
2017-03-13,138.5130157470703
2017-03-14,138.23519897460938
2017-03-15,138.632080078125
2017-03-16,138.89999389648438
2017-03-17,138.75112915039062
2017-03-20,138.8503875732422
2017-03-21,137.43150329589844
2017-03-22,138.5030975341797
2017-03-23,138.44357299804688
2017-03-24,139.24725341796875
2017-03-27,139.22743225097656
2017-03-28,140.6562042236328
2017-03-29,141.5392608642578
2017-03-30,141.30116271972656
2017-03-31,140.94393920898438
2017-04-03,141.17214965820312
2017-04-04,140.62643432617188
2017-04-05,140.74551391601562
2017-04-06,140.07078552246094
2017-04-07,139.68382263183594
2017-04-10,139.94178771972656
2017-04-11,138.8305206298828
2017-04-12,138.4931640625
2017-04-13,138.3046417236328
2017-04-17,140.31886291503906
2017-04-18,139.8624725341797
2017-04-19,141.1622314453125
2017-04-20,142.6802978515625
2017-04-21,142.56124877929688
2017-04-24,144.3373260498047
2017-04-25,145.34939575195312
2017-04-26,145.41883850097656
2017-04-27,146.54995727539062
2017-04-28,149.08010864257812
2017-05-01,151.27291870117188
2017-05-02,151.59042358398438
2017-05-03,150.6180419921875
2017-05-04,149.67543029785156
2017-05-05,149.07015991210938
2017-05-08,149.8837890625
2017-05-09,149.30831909179688
2017-05-10,149.1197967529297
2017-05-11,148.87171936035156
2017-05-12,149.1595001220703
2017-05-15,149.0205841064453
2017-05-16,148.61375427246094
2017-05-17,143.72215270996094
2017-05-18,146.51025390625
2017-05-19,146.9071502685547
2017-05-22,147.08575439453125
2017-05-23,146.9170684814453
2017-05-24,148.87171936035156
2017-05-25,150.77682495117188
2017-05-26,150.9454803466797
2017-05-30,151.1935272216797
2017-05-31,150.2806854248047
2017-06-01,150.3501434326172
2017-06-02,152.4139404296875
2017-06-05,152.43374633789062
2017-06-06,151.62014770507812
2017-06-07,151.92776489257812
2017-06-08,153.50538635253906
2017-06-09,148.43516540527344
2017-06-12,147.2841796875
2017-06-13,149.50672912597656
2017-06-14,149.08010864257812
2017-06-15,148.63360595703125
2017-06-16,149.46705627441406
2017-06-19,151.67970275878906
2017-06-20,151.0645294189453
2017-06-21,152.7115936279297
2017-06-22,152.20555114746094
2017-06-23,153.86257934570312
2017-06-26,152.3940887451172
2017-06-27,149.40753173828125
2017-06-28,152.04681396484375
2017-06-29,149.8639373779297
2017-06-30,149.8043975830078
2017-07-03,147.27427673339844
2017-07-05,149.1693878173828
2017-07-06,147.66123962402344
2017-07-07,150.26083374023438
2017-07-10,152.30479431152344
2017-07-11,154.06101989746094
2017-07-12,157.66273498535156
2017-07-13,158.0199432373047
2017-07-14,158.7244110107422
2017-07-17,158.4862823486328
2017-07-18,161.5919189453125
2017-07-19,162.86195373535156
2017-07-20,163.24888610839844
2017-07-21,163.14967346191406
2017-07-24,164.70748901367188
2017-07-25,163.99307250976562
2017-07-26,164.32049560546875
2017-07-27,169.11288452148438
2017-07-28,171.1072235107422
2017-07-31,167.93215942382812
2017-08-01,168.5373992919922
2017-08-02,167.9817657470703
2017-08-03,167.27731323242188
2017-08-04,168.2992401123047
2017-08-07,170.640869140625
2017-08-08,169.89671325683594
2017-08-09,169.84710693359375
2017-08-10,166.0965576171875
2017-08-11,166.77125549316406
2017-08-14,169.4204559326172
2017-08-15,169.6685333251953
2017-08-16,168.67630004882812
2017-08-17,165.6103973388672
2017-08-18,166.1064910888672
2017-08-21,166.4735870361328
2017-08-22,168.31910705566406
2017-08-23,167.3963623046875
2017-08-24,166.4338836669922
2017-08-25,165.0249786376953
2017-08-28,165.93780517578125
2017-08-29,166.7415008544922
2017-08-30,168.59693908691406
2017-08-31,170.6309814453125
2017-09-01,170.68057250976562
2017-09-05,169.3907012939453
2017-09-06,170.75003051757812
2017-09-07,171.861328125
2017-09-08,169.61891174316406
2017-09-11,172.15899658203125
2017-09-12,171.61328125
2017-09-13,171.7025604248047
2017-09-14,169.62884521484375
2017-09-15,170.30352783203125
2017-09-18,168.6862335205078
2017-09-19,171.1767120361328
2017-09-20,170.82940673828125
2017-09-21,169.77767944335938
2017-09-22,169.2120819091797
2017-09-25,161.60182189941406
2017-09-26,162.93141174316406
2017-09-27,166.37437438964844
2017-09-28,167.4162139892578
2017-09-29,169.53955078125
2017-10-02,168.15045166015625
2017-10-03,168.63661193847656
2017-10-04,167.10861206054688
2017-10-05,169.9066925048828
2017-10-06,170.88893127441406
2017-10-09,171.15682983398438
2017-10-10,170.25392150878906
2017-10-11,171.3949737548828
2017-10-12,171.20645141601562
2017-10-13,172.38719177246094
2017-10-16,173.1611328125
2017-10-17,174.73875427246094
2017-10-18,174.6593780517578
2017-10-19,173.20079040527344
2017-10-20,173.61752319335938
2017-10-23,169.93643188476562
2017-10-24,170.46229553222656
2017-10-25,169.2716522216797
2017-10-26,169.30142211914062
2017-10-27,176.49497985839844
2017-10-30,178.46946716308594
2017-10-31,178.65797424316406
2017-11-01,181.23773193359375
2017-11-02,177.52684020996094
2017-11-03,177.52684020996094
2017-11-06,178.76712036132812
2017-11-07,178.8465118408203
2017-11-08,178.16188049316406
2017-11-09,177.90391540527344
2017-11-10,177.07046508789062
2017-11-13,177.37803649902344
2017-11-14,176.68350219726562
2017-11-15,176.56442260742188
2017-11-16,178.191650390625
2017-11-17,177.6062469482422
2017-11-20,177.34825134277344
2017-11-21,180.4439697265625
2017-11-22,179.46168518066406
2017-11-24,181.35679626464844
2017-11-27,181.60487365722656
2017-11-28,180.99960327148438
2017-11-29,173.76637268066406
2017-11-30,175.80039978027344
2017-12-01,173.7366180419922
2017-12-04,170.1348876953125
2017-12-05,171.4842987060547
2017-12-06,174.6891326904297
2017-12-07,178.73736572265625
2017-12-08,177.6062469482422
2017-12-11,177.6459503173828
2017-12-12,175.58212280273438
2017-12-13,176.91171264648438
2017-12-14,177.00100708007812
2017-12-15,178.77706909179688
2017-12-18,179.41209411621094
2017-12-19,178.11227416992188
2017-12-20,176.5048828125
2017-12-21,176.0683135986328
2017-12-22,175.8202362060547
2017-12-26,174.61965942382812
2017-12-27,176.2369842529297
2017-12-28,176.5346221923828
2017-12-29,175.0860137939453
2018-01-02,180.00741577148438
2018-01-03,183.23208618164062
2018-01-04,182.8947296142578
2018-01-05,185.39512634277344
2018-01-08,186.81398010253906
2018-01-09,186.4071807861328
2018-01-10,186.37741088867188
2018-01-11,186.30795288085938
2018-01-12,177.97335815429688
2018-01-16,177.00100708007812
2018-01-17,176.2171173095703
2018-01-18,178.40000915527344
2018-01-19,179.87841796875
2018-01-22,183.92662048339844
2018-01-23,187.87564086914062
2018-01-24,185.0974578857422
2018-01-25,186.02020263671875
2018-01-26,188.52059936523438
2018-01-29,184.53187561035156
2018-01-30,185.6630096435547
2018-01-31,185.43478393554688
2018-02-01,191.58653259277344
2018-02-02,188.79840087890625
2018-02-05,179.8486328125
2018-02-06,183.8671112060547
2018-02-07,178.77706909179688
2018-02-08,170.24403381347656
2018-02-09,174.73875427246094
2018-02-12,175.03640747070312
2018-02-13,171.8018035888672
2018-02-14,178.12217712402344
2018-02-15,178.55877685546875
