Date,PKG
2017-10-18,116.41999816894531
2017-10-19,116.5999984741211
2017-10-20,118.36000061035156
2017-10-23,118.13999938964844
2017-10-24,118.62999725341797
2017-10-25,118.16000366210938
2017-10-26,118.58000183105469
2017-10-27,116.93000030517578
2017-10-30,115.56999969482422
2017-10-31,116.2699966430664
2017-11-01,116.56999969482422
2017-11-02,116.20999908447266
2017-11-03,115.73999786376953
2017-11-06,110.95999908447266
2017-11-07,111.3499984741211
2017-11-08,111.41000366210938
2017-11-09,109.2300033569336
2017-11-10,110.2699966430664
2017-11-13,112.36000061035156
2017-11-14,112.70999908447266
2017-11-15,111.8499984741211
2017-11-16,111.87000274658203
2017-11-17,112.47000122070312
2017-11-20,111.7699966430664
2017-11-21,112.04000091552734
2017-11-22,112.06999969482422
2017-11-24,111.47000122070312
2017-11-27,111.41999816894531
2017-11-28,112.94999694824219
2017-11-29,115.08999633789062
2017-11-30,118.5999984741211
2017-12-01,117.4000015258789
2017-12-04,118.91000366210938
2017-12-05,117.76000213623047
2017-12-06,117.33999633789062
2017-12-07,117.95999908447266
2017-12-08,118.33999633789062
2017-12-11,118.12999725341797
2017-12-12,116.95999908447266
2017-12-13,116.9800033569336
2017-12-14,114.88999938964844
2017-12-15,115.2699966430664
2017-12-18,117.04000091552734
2017-12-19,118.83999633789062
2017-12-20,119.73999786376953
2017-12-21,120.30000305175781
2017-12-22,120.08999633789062
2017-12-26,120.0999984741211
2017-12-27,120.54000091552734
2017-12-28,120.91999816894531
2017-12-29,120.55000305175781
2018-01-02,123.61000061035156
2018-01-03,125.9800033569336
2018-01-04,128.0800018310547
2018-01-05,128.47000122070312
2018-01-08,129.5800018310547
2018-01-09,127.9000015258789
2018-01-10,128.0
2018-01-11,129.24000549316406
2018-01-12,128.32000732421875
2018-01-16,125.87999725341797
2018-01-17,126.76000213623047
2018-01-18,126.11000061035156
2018-01-19,127.55999755859375
2018-01-22,127.25
2018-01-23,126.4800033569336
2018-01-24,126.19999694824219
2018-01-25,125.62999725341797
2018-01-26,126.93000030517578
2018-01-29,125.97000122070312
2018-01-30,124.70999908447266
2018-01-31,125.62999725341797
2018-02-01,123.54000091552734
2018-02-02,123.0999984741211
2018-02-05,117.12999725341797
2018-02-06,118.95999908447266
2018-02-07,117.12999725341797
2018-02-08,111.94999694824219
2018-02-09,113.76000213623047
2018-02-12,116.69000244140625
2018-02-13,116.02999877929688
2018-02-14,115.98999786376953
2018-02-15,117.93000030517578
2018-02-16,119.37000274658203
2018-02-20,118.86000061035156
2018-02-21,119.22000122070312
2018-02-22,118.7699966430664
2018-02-23,119.36000061035156
2018-02-26,121.73999786376953
2018-02-27,120.22000122070312
2018-02-28,119.19999694824219
2018-03-01,118.58999633789062
2018-03-02,117.31999969482422
2018-03-05,116.93000030517578
2018-03-06,119.06999969482422
2018-03-07,117.98999786376953
2018-03-08,116.68000030517578
2018-03-09,119.86000061035156
2018-03-12,120.05999755859375
2018-03-13,120.2300033569336
2018-03-14,118.5199966430664
2018-03-15,117.58999633789062
2018-03-16,118.51000213623047
2018-03-19,116.66000366210938
2018-03-20,116.51000213623047
2018-03-21,117.6500015258789
2018-03-22,112.9800033569336
2018-03-23,109.19999694824219
2018-03-26,114.33999633789062
2018-03-27,112.31999969482422
2018-03-28,111.18000030517578
2018-03-29,112.69999694824219
2018-04-02,109.93000030517578
2018-04-03,111.9000015258789
2018-04-04,112.31999969482422
2018-04-05,113.16000366210938
2018-04-06,110.13999938964844
2018-04-09,111.04000091552734
2018-04-10,113.80000305175781
2018-04-11,112.68000030517578
2018-04-12,113.37000274658203
2018-04-13,113.54000091552734
2018-04-16,113.91999816894531
2018-04-17,115.91000366210938
2018-04-18,116.18000030517578
2018-04-19,116.19000244140625
2018-04-20,116.12999725341797
2018-04-23,117.30999755859375
2018-04-24,114.0
2018-04-25,117.91000366210938
2018-04-26,117.19999694824219
2018-04-27,116.30000305175781
2018-04-30,115.69000244140625
2018-05-01,116.33000183105469
2018-05-02,112.08999633789062
2018-05-03,113.68000030517578
2018-05-04,114.1500015258789
2018-05-07,114.0999984741211
2018-05-08,113.76000213623047
2018-05-09,115.44999694824219
2018-05-10,116.20999908447266
2018-05-11,116.62000274658203
2018-05-14,116.72000122070312
2018-05-15,114.93000030517578
2018-05-16,119.04000091552734
2018-05-17,120.33000183105469
2018-05-18,121.18000030517578
2018-05-21,122.30000305175781
2018-05-22,122.80000305175781
2018-05-23,122.43000030517578
2018-05-24,121.87000274658203
2018-05-25,119.87000274658203
2018-05-29,118.23999786376953
2018-05-30,118.41999816894531
2018-05-31,117.5
2018-06-01,120.04000091552734
2018-06-04,120.4000015258789
2018-06-05,121.0999984741211
2018-06-06,123.02999877929688
2018-06-07,123.01000213623047
2018-06-08,122.63999938964844
2018-06-11,123.77999877929688
2018-06-12,123.61000061035156
2018-06-13,120.73999786376953
2018-06-14,120.77999877929688
2018-06-15,119.02999877929688
2018-06-18,119.06999969482422
2018-06-19,116.72000122070312
2018-06-20,116.81999969482422
2018-06-21,114.13999938964844
2018-06-22,115.27999877929688
2018-06-25,114.91999816894531
2018-06-26,114.62000274658203
2018-06-27,112.77999877929688
2018-06-28,112.08000183105469
2018-06-29,111.79000091552734
2018-07-02,112.37000274658203
2018-07-03,112.81999969482422
2018-07-05,112.72000122070312
2018-07-06,113.27999877929688
2018-07-09,114.36000061035156
2018-07-10,114.33999633789062
2018-07-11,113.9800033569336
2018-07-12,114.80999755859375
2018-07-13,114.83000183105469
2018-07-16,114.29000091552734
2018-07-17,114.66999816894531
2018-07-18,115.22000122070312
2018-07-19,116.29000091552734
2018-07-20,115.69999694824219
2018-07-23,115.83000183105469
2018-07-24,116.4000015258789
2018-07-25,116.33999633789062
2018-07-26,111.0199966430664
2018-07-27,109.3499984741211
2018-07-30,111.12999725341797
2018-07-31,112.9000015258789
2018-08-01,111.9000015258789
2018-08-02,110.79000091552734
2018-08-03,111.38999938964844
2018-08-06,110.91000366210938
2018-08-07,112.19999694824219
2018-08-08,110.7300033569336
2018-08-09,111.55999755859375
2018-08-10,110.55999755859375
2018-08-13,110.05999755859375
2018-08-14,111.41999816894531
2018-08-15,108.4800033569336
2018-08-16,110.23999786376953
2018-08-17,111.61000061035156
2018-08-20,112.26000213623047
2018-08-21,112.22000122070312
2018-08-22,110.73999786376953
2018-08-23,110.11000061035156
2018-08-24,110.63999938964844
2018-08-27,112.66000366210938
2018-08-28,111.56999969482422
2018-08-29,112.7699966430664
2018-08-30,111.37000274658203
2018-08-31,109.91999816894531
2018-09-04,109.25
2018-09-05,111.75
2018-09-06,111.55999755859375
2018-09-07,111.91000366210938
2018-09-10,113.19999694824219
2018-09-11,112.63999938964844
2018-09-12,112.88999938964844
2018-09-13,113.76000213623047
2018-09-14,114.45999908447266
2018-09-17,115.36000061035156
2018-09-18,116.44999694824219
2018-09-19,117.77999877929688
2018-09-20,118.16000366210938
2018-09-21,116.69000244140625
2018-09-24,115.88999938964844
2018-09-25,113.02999877929688
2018-09-26,111.56999969482422
2018-09-27,110.54000091552734
2018-09-28,109.69000244140625
2018-10-01,109.9800033569336
2018-10-02,109.88999938964844
2018-10-03,105.94000244140625
2018-10-04,106.76000213623047
2018-10-05,105.62999725341797
2018-10-08,101.37999725341797
2018-10-09,93.13999938964844
2018-10-10,88.94999694824219
2018-10-11,88.36000061035156
2018-10-12,88.05000305175781
2018-10-15,88.33999633789062
2018-10-16,90.43000030517578
2018-10-17,90.91000366210938
2018-10-18,89.05999755859375
2018-10-19,87.91999816894531
2018-10-22,86.77999877929688
2018-10-23,87.01000213623047
2018-10-24,83.69999694824219
2018-10-25,89.0199966430664
2018-10-26,90.38999938964844
2018-10-29,89.33999633789062
2018-10-30,92.95999908447266
2018-10-31,91.80999755859375
2018-11-01,95.86000061035156
2018-11-02,94.9000015258789
2018-11-05,96.44000244140625
2018-11-06,96.56999969482422
2018-11-07,98.66999816894531
2018-11-08,97.61000061035156
2018-11-09,96.0
2018-11-12,94.88999938964844
2018-11-13,95.44000244140625
2018-11-14,95.33999633789062
2018-11-15,96.11000061035156
2018-11-16,97.05000305175781
2018-11-19,96.83999633789062
2018-11-20,95.33999633789062
2018-11-21,95.7699966430664
2018-11-23,95.5999984741211
2018-11-26,96.7699966430664
2018-11-27,95.43000030517578
2018-11-28,96.61000061035156
2018-11-29,96.5
2018-11-30,97.81999969482422
2018-12-03,98.04000091552734
2018-12-04,95.97000122070312
2018-12-06,95.3499984741211
2018-12-07,92.94999694824219
2018-12-10,92.5
2018-12-11,93.13999938964844
2018-12-12,93.47000122070312
2018-12-13,93.25
2018-12-14,93.44000244140625
2018-12-17,86.73999786376953
2018-12-18,86.79000091552734
2018-12-19,85.70999908447266
2018-12-20,84.43000030517578
2018-12-21,80.73999786376953
2018-12-24,77.94999694824219
2018-12-26,82.63999938964844
2018-12-27,84.27999877929688
2018-12-28,82.31999969482422
2018-12-31,83.45999908447266
2019-01-02,84.55000305175781
2019-01-03,82.88999938964844
2019-01-04,86.16999816894531
2019-01-07,87.0199966430664
2019-01-08,89.26000213623047
2019-01-09,87.22000122070312
2019-01-10,90.87000274658203
2019-01-11,91.12000274658203
2019-01-14,89.16999816894531
2019-01-15,89.73999786376953
2019-01-16,89.25
2019-01-17,90.2300033569336
2019-01-18,91.9000015258789
2019-01-22,92.27999877929688
2019-01-23,91.81999969482422
2019-01-24,92.31999969482422
2019-01-25,94.26000213623047
2019-01-28,93.41999816894531
2019-01-29,93.91999816894531
2019-01-30,92.91999816894531
2019-01-31,94.31999969482422
2019-02-01,95.18000030517578
2019-02-04,93.94000244140625
2019-02-05,96.0
2019-02-06,96.04000091552734
2019-02-07,94.83999633789062
2019-02-08,95.1500015258789
2019-02-11,93.91999816894531
2019-02-12,97.19999694824219
2019-02-13,97.73999786376953
2019-02-14,97.36000061035156
2019-02-15,98.47000122070312
2019-02-19,98.44000244140625
2019-02-20,100.72000122070312
2019-02-21,98.25
2019-02-22,98.29000091552734
2019-02-25,99.51000213623047
2019-02-26,99.58999633789062
2019-02-27,99.05000305175781
2019-02-28,95.58999633789062
2019-03-01,96.18000030517578
2019-03-04,98.33999633789062
2019-03-05,99.08000183105469
2019-03-06,99.05000305175781
2019-03-07,97.63999938964844
2019-03-08,97.4000015258789
2019-03-11,97.79000091552734
2019-03-12,99.19999694824219
2019-03-13,101.05999755859375
2019-03-14,98.75
2019-03-15,96.18000030517578
2019-03-18,97.55999755859375
2019-03-19,98.30000305175781
2019-03-20,96.4800033569336
2019-03-21,98.26000213623047
2019-03-22,95.12999725341797
2019-03-25,95.19000244140625
2019-03-26,97.95999908447266
2019-03-27,98.56999969482422
2019-03-28,99.48999786376953
2019-03-29,99.37999725341797
2019-04-01,102.69999694824219
2019-04-02,101.55999755859375
2019-04-03,102.75
2019-04-04,101.31999969482422
2019-04-05,102.19999694824219
2019-04-08,101.66000366210938
2019-04-09,100.83000183105469
2019-04-10,101.48999786376953
2019-04-11,101.51000213623047
2019-04-12,103.33000183105469
2019-04-15,101.51000213623047
2019-04-16,97.94000244140625
2019-04-17,95.36000061035156
2019-04-18,96.41000366210938
2019-04-22,97.63999938964844
2019-04-23,98.5199966430664
2019-04-24,98.80999755859375
2019-04-25,97.94000244140625
2019-04-26,99.19999694824219
2019-04-29,98.91000366210938
2019-04-30,99.16000366210938
2019-05-01,97.4800033569336
2019-05-02,98.94000244140625
2019-05-03,100.5999984741211
2019-05-06,99.94000244140625
2019-05-07,99.08000183105469
2019-05-08,98.44999694824219
2019-05-09,97.94000244140625
2019-05-10,97.9000015258789
2019-05-13,96.2699966430664
2019-05-14,97.18000030517578
2019-05-15,97.02999877929688
2019-05-16,97.30000305175781
2019-05-17,96.83999633789062
2019-05-20,92.38999938964844
2019-05-21,94.58000183105469
2019-05-22,92.08999633789062
2019-05-23,90.12999725341797
2019-05-24,91.01000213623047
2019-05-28,89.68000030517578
2019-05-29,88.81999969482422
2019-05-30,89.37999725341797
2019-05-31,89.08000183105469
2019-06-03,90.79000091552734
2019-06-04,93.5999984741211
2019-06-05,94.54000091552734
2019-06-06,95.7699966430664
2019-06-07,95.69999694824219
2019-06-10,94.69999694824219
2019-06-11,95.44999694824219
2019-06-12,95.55000305175781
2019-06-13,96.2699966430664
2019-06-14,95.31999969482422
2019-06-17,93.4000015258789
2019-06-18,94.98999786376953
2019-06-19,94.45999908447266
2019-06-20,94.5999984741211
2019-06-21,95.33000183105469
2019-06-24,92.2300033569336
2019-06-25,92.44999694824219
2019-06-26,92.4000015258789
2019-06-27,93.95999908447266
2019-06-28,95.31999969482422
2019-07-01,97.6500015258789
2019-07-02,97.56999969482422
2019-07-03,99.9800033569336
2019-07-05,99.79000091552734
2019-07-08,99.48999786376953
2019-07-09,99.6500015258789
2019-07-10,100.05000305175781
2019-07-11,98.94999694824219
2019-07-12,99.3499984741211
2019-07-15,97.12000274658203
2019-07-16,98.47000122070312
2019-07-17,97.98999786376953
2019-07-18,98.33999633789062
2019-07-19,99.9000015258789
2019-07-22,99.45999908447266
2019-07-23,101.26000213623047
2019-07-24,102.23999786376953
2019-07-25,101.98999786376953
2019-07-26,102.01000213623047
2019-07-29,102.0199966430664
2019-07-30,103.04000091552734
2019-07-31,100.97000122070312
2019-08-01,100.08000183105469
2019-08-02,101.25
2019-08-05,99.5999984741211
2019-08-06,100.1500015258789
2019-08-07,100.5
2019-08-08,102.12000274658203
2019-08-09,101.12999725341797
2019-08-12,99.6500015258789
2019-08-13,101.5
2019-08-14,99.55999755859375
2019-08-15,99.98999786376953
2019-08-16,101.27999877929688
2019-08-19,102.4800033569336
2019-08-20,100.8499984741211
2019-08-21,101.25
2019-08-22,101.12000274658203
2019-08-23,98.08999633789062
2019-08-26,98.88999938964844
2019-08-27,97.66000366210938
2019-08-28,98.5
2019-08-29,100.08000183105469
2019-08-30,100.58000183105469
2019-09-03,98.5
2019-09-04,100.13999938964844
2019-09-05,100.52999877929688
2019-09-06,100.61000061035156
2019-09-09,100.5199966430664
2019-09-10,104.19999694824219
2019-09-11,108.08999633789062
2019-09-12,107.02999877929688
2019-09-13,108.37000274658203
2019-09-16,105.87000274658203
2019-09-17,105.0199966430664
2019-09-18,104.68000030517578
2019-09-19,103.33000183105469
2019-09-20,102.83999633789062
2019-09-23,103.7300033569336
2019-09-24,103.30000305175781
2019-09-25,105.30999755859375
2019-09-26,104.54000091552734
2019-09-27,105.5999984741211
2019-09-30,106.0999984741211
2019-10-01,102.79000091552734
2019-10-02,102.3499984741211
2019-10-03,102.4800033569336
2019-10-04,103.33000183105469
2019-10-07,103.70999908447266
2019-10-08,102.13999938964844
2019-10-09,103.58999633789062
2019-10-10,106.02999877929688
2019-10-11,109.31999969482422
2019-10-14,107.26000213623047
2019-10-15,107.16000366210938
2019-10-16,106.81999969482422
2019-10-17,106.41000366210938
2019-10-18,108.22000122070312
2019-10-21,108.48999786376953
2019-10-22,108.58000183105469
2019-10-23,110.05999755859375
2019-10-24,108.5199966430664
2019-10-25,110.93000030517578
2019-10-28,112.51000213623047
2019-10-29,111.58000183105469
2019-10-30,110.43000030517578
2019-10-31,109.45999908447266
2019-11-01,111.30999755859375
2019-11-04,112.05999755859375
2019-11-05,113.2300033569336
2019-11-06,112.36000061035156
2019-11-07,112.94999694824219
2019-11-08,113.9000015258789
2019-11-11,113.6500015258789
2019-11-12,113.70999908447266
2019-11-13,112.7699966430664
2019-11-14,112.91999816894531
2019-11-15,112.6500015258789
2019-11-18,113.66999816894531
2019-11-19,113.68000030517578
2019-11-20,112.12000274658203
2019-11-21,110.66999816894531
2019-11-22,110.87000274658203
2019-11-25,111.86000061035156
2019-11-26,112.45999908447266
2019-11-27,112.06999969482422
2019-11-29,111.9000015258789
2019-12-02,111.02999877929688
2019-12-03,110.73999786376953
2019-12-04,111.18000030517578
2019-12-05,112.36000061035156
2019-12-06,113.29000091552734
2019-12-09,113.54000091552734
2019-12-10,111.36000061035156
2019-12-11,111.55999755859375
2019-12-12,112.18000030517578
2019-12-13,111.04000091552734
2019-12-16,110.01000213623047
2019-12-17,112.30999755859375
2019-12-18,111.77999877929688
2019-12-19,111.66999816894531
2019-12-20,112.43000030517578
2019-12-23,113.04000091552734
2019-12-24,112.2699966430664
2019-12-26,112.2300033569336
2019-12-27,111.7699966430664
2019-12-30,111.72000122070312
2019-12-31,111.98999786376953
2020-01-02,110.72000122070312
2020-01-03,109.22000122070312
2020-01-06,105.97000122070312
2020-01-07,104.8499984741211
2020-01-08,105.72000122070312
2020-01-09,105.02999877929688
2020-01-10,105.68000030517578
2020-01-13,107.33999633789062
2020-01-14,106.6500015258789
2020-01-15,108.23999786376953
2020-01-16,109.08000183105469
2020-01-17,109.04000091552734
2020-01-21,106.08999633789062
2020-01-22,106.30000305175781
2020-01-23,107.05999755859375
2020-01-24,105.6500015258789
2020-01-27,104.04000091552734
2020-01-28,104.4000015258789
2020-01-29,104.94000244140625
2020-01-30,99.62000274658203
2020-01-31,95.75
2020-02-03,97.1500015258789
2020-02-04,99.47000122070312
2020-02-05,103.80999755859375
2020-02-06,104.33000183105469
2020-02-07,101.37999725341797
2020-02-10,100.56999969482422
2020-02-11,102.5999984741211
2020-02-12,101.75
2020-02-13,99.9800033569336
2020-02-14,98.94000244140625
2020-02-18,99.31999969482422
2020-02-19,98.93000030517578
2020-02-20,99.0999984741211
2020-02-21,102.36000061035156
2020-02-24,98.94000244140625
2020-02-25,94.27999877929688
2020-02-26,94.20999908447266
2020-02-27,91.91999816894531
2020-02-28,90.62000274658203
2020-03-02,94.80000305175781
2020-03-03,90.9000015258789
2020-03-04,93.91999816894531
2020-03-05,91.01000213623047
2020-03-06,90.77999877929688
2020-03-09,85.04000091552734
2020-03-10,90.08000183105469
2020-03-11,85.37000274658203
2020-03-12,77.41999816894531
2020-03-13,84.36000061035156
2020-03-16,80.97000122070312
2020-03-17,93.73999786376953
2020-03-18,91.02999877929688
2020-03-19,88.45999908447266
2020-03-20,85.87999725341797
2020-03-23,76.22000122070312
2020-03-24,79.58000183105469
2020-03-25,79.83000183105469
2020-03-26,87.2699966430664
2020-03-27,86.08999633789062
2020-03-30,90.76000213623047
2020-03-31,86.83000183105469
2020-04-01,83.9000015258789
2020-04-02,83.95999908447266
2020-04-03,80.51000213623047
2020-04-06,85.43000030517578
2020-04-07,85.0
2020-04-08,87.83999633789062
2020-04-09,90.45999908447266
2020-04-13,88.86000061035156
2020-04-14,88.5
2020-04-15,85.55000305175781
2020-04-16,85.18000030517578
2020-04-17,90.83999633789062
2020-04-20,86.12000274658203
2020-04-21,85.68000030517578
2020-04-22,85.55000305175781
2020-04-23,86.13999938964844
2020-04-24,85.98999786376953
2020-04-27,90.16000366210938
2020-04-28,98.29000091552734
2020-04-29,100.19999694824219
2020-04-30,96.6500015258789
2020-05-01,94.75
2020-05-04,95.77999877929688
2020-05-05,93.4800033569336
2020-05-06,93.4800033569336
2020-05-07,93.79000091552734
2020-05-08,98.13999938964844
2020-05-11,97.5
2020-05-12,95.16000366210938
2020-05-13,89.80000305175781
2020-05-14,93.33999633789062
2020-05-15,90.91999816894531
2020-05-18,93.70999908447266
2020-05-19,90.91999816894531
2020-05-20,93.44000244140625
2020-05-21,92.91000366210938
2020-05-22,92.98999786376953
2020-05-26,98.36000061035156
2020-05-27,102.45999908447266
2020-05-28,101.69999694824219
2020-05-29,101.41000366210938
2020-06-01,102.62000274658203
2020-06-02,102.86000061035156
2020-06-03,107.47000122070312
2020-06-04,108.62999725341797
2020-06-05,110.55999755859375
2020-06-08,111.81999969482422
2020-06-09,107.8499984741211
2020-06-10,105.31999969482422
2020-06-11,98.12999725341797
2020-06-12,98.91999816894531
2020-06-15,99.47000122070312
2020-06-16,100.93000030517578
2020-06-17,99.08000183105469
2020-06-18,97.62000274658203
2020-06-19,99.75
2020-06-22,98.56999969482422
2020-06-23,99.94000244140625
2020-06-24,97.94000244140625
2020-06-25,95.93000030517578
2020-06-26,95.68000030517578
2020-06-29,98.0199966430664
2020-06-30,99.80000305175781
2020-07-01,99.37000274658203
2020-07-02,99.6500015258789
2020-07-06,100.0
2020-07-07,98.66999816894531
2020-07-08,96.30999755859375
2020-07-09,95.37000274658203
2020-07-10,98.88999938964844
2020-07-13,98.77999877929688
2020-07-14,102.12000274658203
2020-07-15,102.83999633789062
2020-07-16,107.05000305175781
2020-07-17,104.70999908447266
2020-07-20,103.72000122070312
2020-07-21,104.12000274658203
2020-07-22,104.2699966430664
2020-07-23,103.45999908447266
2020-07-24,102.79000091552734
2020-07-27,103.52999877929688
2020-07-28,101.9800033569336
2020-07-29,101.97000122070312
2020-07-30,98.27999877929688
2020-07-31,96.12000274658203
2020-08-03,95.94999694824219
2020-08-04,95.37000274658203
2020-08-05,95.86000061035156
2020-08-06,95.01000213623047
2020-08-07,95.47000122070312
2020-08-10,97.55999755859375
2020-08-11,100.0
2020-08-12,99.4000015258789
2020-08-13,99.22000122070312
2020-08-14,99.66999816894531
2020-08-17,99.2300033569336
2020-08-18,98.02999877929688
2020-08-19,98.11000061035156
2020-08-20,96.72000122070312
2020-08-21,95.95999908447266
2020-08-24,99.72000122070312
2020-08-25,99.19000244140625
2020-08-26,99.86000061035156
2020-08-27,102.0999984741211
2020-08-28,102.2699966430664
2020-08-31,101.23999786376953
2020-09-01,104.22000122070312
2020-09-02,107.13999938964844
2020-09-03,105.94999694824219
2020-09-04,106.55000305175781
2020-09-08,103.4800033569336
2020-09-09,104.51000213623047
2020-09-10,103.51000213623047
2020-09-11,104.61000061035156
2020-09-14,105.93000030517578
2020-09-15,107.52999877929688
2020-09-16,111.01000213623047
2020-09-17,112.95999908447266
2020-09-18,113.13999938964844
2020-09-21,108.02999877929688
2020-09-22,107.1500015258789
2020-09-23,104.1500015258789
2020-09-24,104.2699966430664
2020-09-25,109.44000244140625
2020-09-28,111.1500015258789
2020-09-29,108.75
2020-09-30,109.05000305175781
2020-10-01,107.6500015258789
2020-10-02,108.41999816894531
2020-10-05,110.94000244140625
2020-10-06,109.41000366210938
2020-10-07,111.97000122070312
2020-10-08,113.80999755859375
2020-10-09,112.9000015258789
2020-10-12,116.70999908447266
2020-10-13,116.4000015258789
2020-10-14,116.55999755859375
2020-10-15,118.69999694824219
2020-10-16,119.58999633789062
2020-10-19,117.26000213623047
2020-10-20,116.52999877929688
2020-10-21,117.70999908447266
2020-10-22,118.19000244140625
2020-10-23,119.19999694824219
2020-10-26,115.77999877929688
2020-10-27,113.97000122070312
2020-10-28,111.93000030517578
2020-10-29,114.77999877929688
2020-10-30,114.48999786376953
2020-11-02,117.87000274658203
2020-11-03,123.25
2020-11-04,118.41999816894531
2020-11-05,122.54000091552734
2020-11-06,123.20999908447266
2020-11-09,126.79000091552734
2020-11-10,129.94000244140625
2020-11-11,127.88999938964844
2020-11-12,126.87000274658203
2020-11-13,129.9499969482422
2020-11-16,134.36000061035156
2020-11-17,135.5800018310547
2020-11-18,131.88999938964844
2020-11-19,129.8000030517578
2020-11-20,129.8000030517578
2020-11-23,131.47000122070312
2020-11-24,134.60000610351562
2020-11-25,131.75
2020-11-27,132.77000427246094
2020-11-30,130.0
2020-12-01,131.94000244140625
2020-12-02,131.97999572753906
2020-12-03,131.5399932861328
2020-12-04,133.1699981689453
2020-12-07,134.92999267578125
2020-12-08,137.07000732421875
2020-12-09,136.32000732421875
2020-12-10,135.55999755859375
2020-12-11,135.5800018310547
2020-12-14,131.67999267578125
2020-12-15,134.19000244140625
2020-12-16,135.61000061035156
2020-12-17,135.64999389648438
2020-12-18,134.86000061035156
2020-12-21,133.77000427246094
2020-12-22,133.80999755859375
2020-12-23,135.72999572753906
2020-12-24,136.10000610351562
2020-12-28,136.77999877929688
2020-12-29,135.6699981689453
2020-12-30,137.47000122070312
2020-12-31,137.91000366210938
2021-01-04,135.75
2021-01-05,137.14999389648438
2021-01-06,144.52000427246094
2021-01-07,144.9499969482422
2021-01-08,144.77999877929688
2021-01-11,145.8300018310547
2021-01-12,147.22999572753906
2021-01-13,143.64999389648438
2021-01-14,143.0
2021-01-15,142.52999877929688
2021-01-19,139.67999267578125
2021-01-20,140.47000122070312
2021-01-21,140.5500030517578
2021-01-22,140.39999389648438
2021-01-25,140.9199981689453
2021-01-26,139.83999633789062
2021-01-27,135.8699951171875
2021-01-28,131.7100067138672
2021-01-29,134.4600067138672
2021-02-01,134.64999389648438
2021-02-02,135.55999755859375
2021-02-03,135.63999938964844
2021-02-04,132.3300018310547
2021-02-05,133.3000030517578
2021-02-08,133.02999877929688
2021-02-09,131.94000244140625
2021-02-10,133.7899932861328
2021-02-11,131.1699981689453
2021-02-12,133.17999267578125
2021-02-16,133.0399932861328
2021-02-17,133.4199981689453
2021-02-18,132.67999267578125
2021-02-19,134.0800018310547
2021-02-22,134.32000732421875
2021-02-23,133.5399932861328
2021-02-24,133.42999267578125
2021-02-25,133.57000732421875
2021-02-26,132.02000427246094
2021-03-01,135.88999938964844
2021-03-02,136.41000366210938
2021-03-03,136.50999450683594
2021-03-04,134.2100067138672
2021-03-05,134.9499969482422
2021-03-08,138.42999267578125
2021-03-09,140.0
2021-03-10,140.8300018310547
2021-03-11,139.9600067138672
2021-03-12,137.22000122070312
2021-03-15,134.74000549316406
2021-03-16,133.5
2021-03-17,134.8800048828125
2021-03-18,133.99000549316406
2021-03-19,131.02000427246094
2021-03-22,130.4499969482422
2021-03-23,128.92999267578125
2021-03-24,129.88999938964844
2021-03-25,133.7899932861328
2021-03-26,135.52000427246094
2021-03-29,135.83999633789062
2021-03-30,135.4499969482422
2021-03-31,134.47999572753906
