Date,DE
2015-07-01,79.94172668457031
2015-07-02,80.0746841430664
2015-07-06,79.4264144897461
2015-07-07,80.01651763916016
2015-07-08,78.9194564819336
2015-07-09,78.5704116821289
2015-07-10,79.093994140625
2015-07-13,80.0081558227539
2015-07-14,80.1162338256836
2015-07-15,80.21595764160156
2015-07-16,80.88916015625
2015-07-17,80.5899429321289
2015-07-20,79.96662902832031
2015-07-21,79.3765640258789
2015-07-22,78.80311584472656
2015-07-23,77.5066146850586
2015-07-24,76.80850982666016
2015-07-27,75.83617401123047
2015-07-28,76.8500747680664
2015-07-29,77.81413269042969
2015-07-30,77.71441650390625
2015-07-31,78.5953598022461
2015-08-03,77.6396255493164
2015-08-04,77.38196563720703
2015-08-05,79.38488006591797
2015-08-06,79.45137786865234
2015-08-07,79.6591567993164
2015-08-10,80.731201171875
2015-08-11,79.98326110839844
2015-08-12,77.82244873046875
2015-08-13,77.37367248535156
2015-08-14,78.4041976928711
2015-08-17,78.2712173461914
2015-08-18,78.04682922363281
2015-08-19,76.44287109375
2015-08-20,75.33750915527344
2015-08-21,69.22078704833984
2015-08-24,67.1264419555664
2015-08-25,65.73020935058594
2015-08-26,67.50872802734375
2015-08-27,68.4727783203125
2015-08-28,68.53927612304688
2015-08-31,67.96582794189453
2015-09-01,66.4864730834961
2015-09-02,67.13471221923828
2015-09-03,67.30928802490234
2015-09-04,65.83824920654297
2015-09-08,66.56961822509766
2015-09-09,66.12911987304688
2015-09-10,66.5446548461914
2015-09-11,65.86321258544922
2015-09-14,66.22056579589844
2015-09-15,67.65830993652344
2015-09-16,67.60846710205078
2015-09-17,66.8438720703125
2015-09-18,66.1042251586914
2015-09-21,65.78839111328125
2015-09-22,65.52242279052734
2015-09-23,64.56665802001953
2015-09-24,62.962711334228516
2015-09-25,63.0042839050293
2015-09-28,61.789581298828125
2015-09-29,61.672306060791016
2015-09-30,61.990631103515625
2015-10-01,61.0608024597168
2015-10-02,61.63040542602539
2015-10-05,65.51739501953125
2015-10-06,65.71009063720703
2015-10-07,66.08706665039062
2015-10-08,67.77924346923828
2015-10-09,66.90799713134766
2015-10-12,65.70169067382812
2015-10-13,64.44511413574219
2015-10-14,63.90061950683594
2015-10-15,63.8587532043457
2015-10-16,63.666046142578125
2015-10-19,63.640926361083984
2015-10-20,63.99277877807617
2015-10-21,64.2105712890625
2015-10-22,66.4723892211914
2015-10-23,67.2347183227539
2015-10-26,64.9310073852539
2015-10-27,63.7666015625
2015-10-28,66.13731384277344
2015-10-29,65.54253387451172
2015-10-30,65.34146118164062
2015-11-02,67.1760482788086
2015-11-03,66.6315689086914
2015-11-04,65.54253387451172
2015-11-05,65.28285217285156
2015-11-06,64.9310073852539
2015-11-09,63.86710739135742
2015-11-10,63.89223098754883
2015-11-11,62.870243072509766
2015-11-12,61.37910842895508
2015-11-13,62.535152435302734
2015-11-16,62.58543395996094
2015-11-17,61.823116302490234
2015-11-18,62.42621994018555
2015-11-19,62.7780876159668
2015-11-20,63.23044967651367
2015-11-23,62.50163650512695
2015-11-24,63.95088577270508
2015-11-25,67.01689147949219
2015-11-27,66.25459289550781
2015-11-30,66.65667724609375
2015-12-01,66.58966064453125
2015-12-02,66.45563507080078
2015-12-03,65.5927963256836
2015-12-04,66.67342376708984
2015-12-07,66.26299285888672
2015-12-08,66.38865661621094
2015-12-09,66.3802261352539
2015-12-10,65.84412384033203
2015-12-11,64.63780975341797
2015-12-14,66.1289291381836
2015-12-15,64.71319580078125
2015-12-16,65.50064086914062
2015-12-17,64.42840576171875
2015-12-18,62.80320358276367
2015-12-21,63.423118591308594
2015-12-22,64.99799346923828
2015-12-23,66.36347198486328
