Date,WDC
2015-07-01,60.04534912109375
2015-07-02,61.12622833251953
2015-07-06,60.332576751708984
2015-07-07,60.332576751708984
2015-07-08,59.19123077392578
2015-07-09,58.465606689453125
2015-07-10,58.27664566040039
2015-07-13,58.73771667480469
2015-07-14,59.229026794433594
2015-07-15,59.478458404541016
2015-07-16,59.62963104248047
2015-07-17,59.65986251831055
2015-07-20,59.244140625
2015-07-21,59.478458404541016
2015-07-22,59.34996032714844
2015-07-23,58.88132858276367
2015-07-24,58.397579193115234
2015-07-27,57.81557083129883
2015-07-28,58.76039123535156
2015-07-29,59.52381134033203
2015-07-30,65.33635711669922
2015-07-31,65.04913330078125
2015-08-03,64.8904037475586
2015-08-04,63.78684616088867
2015-08-05,64.01360321044922
2015-08-06,63.635677337646484
2015-08-07,63.1216926574707
2015-08-10,64.21768951416016
2015-08-11,62.879817962646484
2015-08-12,62.85714340209961
2015-08-13,61.655330657958984
2015-08-14,62.3582763671875
2015-08-17,63.189720153808594
2015-08-18,62.970523834228516
2015-08-19,61.76115036010742
2015-08-20,60.30990219116211
2015-08-21,60.04534912109375
2015-08-24,58.14059066772461
2015-08-25,56.810279846191406
2015-08-26,59.43310546875
2015-08-27,61.534393310546875
2015-08-28,61.43613052368164
2015-08-31,61.950111389160156
2015-09-01,60.80876922607422
2015-09-02,61.337867736816406
2015-09-03,61.82917785644531
2015-09-04,60.48374938964844
2015-09-08,63.41647720336914
2015-09-09,62.27513122558594
2015-09-10,61.4058952331543
2015-09-11,60.86923599243164
2015-09-14,60.9523811340332
2015-09-15,61.0279655456543
2015-09-16,61.345428466796875
2015-09-17,61.020408630371094
2015-09-18,57.34693908691406
2015-09-21,57.6417236328125
2015-09-22,54.45956039428711
2015-09-23,53.99848937988281
2015-09-24,53.96825408935547
2015-09-25,53.26530456542969
2015-09-28,51.587303161621094
2015-09-29,52.433860778808594
2015-09-30,60.04534912109375
2015-10-01,58.87377166748047
2015-10-02,60.04534912109375
2015-10-05,62.08616638183594
2015-10-06,62.75132369995117
2015-10-07,63.86243438720703
2015-10-08,64.4520034790039
2015-10-09,65.00377655029297
2015-10-12,64.25547790527344
2015-10-13,63.771732330322266
2015-10-14,62.879817962646484
2015-10-15,61.31519317626953
2015-10-16,60.10581970214844
2015-10-19,60.831443786621094
2015-10-20,56.58352279663086
2015-10-21,53.99848937988281
2015-10-22,52.879817962646484
2015-10-23,52.41118621826172
2015-10-26,50.7634162902832
2015-10-27,50.770973205566406
2015-10-28,51.035526275634766
2015-10-29,51.26228332519531
2015-10-30,50.50642395019531
2015-11-02,51.277400970458984
2015-11-03,51.79894256591797
2015-11-04,51.81406021118164
2015-11-05,51.28495788574219
2015-11-06,51.31519317626953
2015-11-09,50.347694396972656
2015-11-10,48.05744552612305
2015-11-11,47.31670379638672
2015-11-12,47.165531158447266
2015-11-13,45.52532196044922
2015-11-16,46.59864044189453
2015-11-17,47.21088409423828
2015-11-18,48.556312561035156
2015-11-19,46.87074661254883
2015-11-20,46.64398956298828
2015-11-23,46.349205017089844
2015-11-24,46.73469543457031
2015-11-25,46.58352279663086
2015-11-27,46.65910720825195
2015-11-30,47.173091888427734
2015-12-01,48.32199478149414
2015-12-02,47.165531158447266
2015-12-03,48.08768081665039
2015-12-04,48.81330490112305
2015-12-07,47.89871597290039
2015-12-08,48.37490463256836
2015-12-09,47.58125686645508
2015-12-10,47.88359832763672
2015-12-11,46.92365646362305
2015-12-14,44.882843017578125
2015-12-15,46.01662826538086
2015-12-16,46.07709884643555
2015-12-17,44.8979606628418
2015-12-18,44.48979568481445
2015-12-21,44.640968322753906
2015-12-22,45.117156982421875
2015-12-23,45.59334945678711
2015-12-24,46.27362060546875
2015-12-28,45.57823181152344
2015-12-29,46.15268325805664
2015-12-30,46.175357818603516
2015-12-31,45.38926696777344
2016-01-04,45.65381622314453
2016-01-05,45.45729446411133
2016-01-06,44.44444274902344
2016-01-07,43.71126174926758
2016-01-08,41.86697006225586
2016-01-11,39.909297943115234
2016-01-12,39.57672119140625
2016-01-13,37.785335540771484
2016-01-14,37.22600173950195
2016-01-15,35.70672607421875
2016-01-19,35.10960006713867
2016-01-20,34.61073303222656
2016-01-21,33.21239471435547
2016-01-22,33.824642181396484
2016-01-25,32.10128402709961
2016-01-26,34.27059555053711
2016-01-27,33.0083122253418
2016-01-28,34.53514862060547
2016-01-29,36.26606369018555
2016-02-01,37.18064880371094
2016-02-02,35.442176818847656
2016-02-03,36.3114128112793
2016-02-04,37.14285659790039
2016-02-05,34.66364288330078
2016-02-08,31.67800521850586
2016-02-09,30.370370864868164
2016-02-10,30.40816307067871
2016-02-11,30.30990219116211
2016-02-12,31.050642013549805
2016-02-16,32.335601806640625
2016-02-17,32.72108840942383
2016-02-18,33.567649841308594
2016-02-19,33.34844970703125
2016-02-22,34.84505081176758
2016-02-23,32.328041076660156
2016-02-24,33.19728088378906
2016-02-25,33.25019073486328
