Date,CL
2015-07-01,51.09257507324219
2015-07-02,51.09257507324219
2015-07-06,50.93812561035156
2015-07-07,51.98066711425781
2015-07-08,51.31651306152344
2015-07-09,51.10026550292969
2015-07-10,51.463260650634766
2015-07-13,52.081058502197266
2015-07-14,51.94977951049805
2015-07-15,51.671775817871094
2015-07-16,52.220062255859375
2015-07-17,52.12739944458008
2015-07-20,52.359066009521484
2015-07-21,51.98631286621094
2015-07-22,52.03290557861328
2015-07-23,52.06394958496094
2015-07-24,52.03290557861328
2015-07-27,52.265865325927734
2015-07-28,53.112396240234375
2015-07-29,53.531742095947266
2015-07-30,52.82503890991211
2015-07-31,52.82503890991211
2015-08-03,53.13569259643555
2015-08-04,53.15897750854492
2015-08-05,53.64823532104492
2015-08-06,53.31429672241211
2015-08-07,53.19004440307617
2015-08-10,53.38420104980469
2015-08-11,53.01144027709961
2015-08-12,52.809513092041016
2015-08-13,52.54546356201172
2015-08-14,52.64641189575195
2015-08-17,52.54546356201172
2015-08-18,52.568763732910156
2015-08-19,51.83098602294922
2015-08-20,51.24851989746094
2015-08-21,50.46415328979492
2015-08-24,48.11102294921875
2015-08-25,46.88396453857422
2015-08-26,48.328460693359375
2015-08-27,48.99634552001953
2015-08-28,49.198272705078125
2015-08-31,48.77888870239258
2015-09-01,47.58292007446289
2015-09-02,48.28962707519531
2015-09-03,48.86432647705078
2015-09-04,47.73046875
2015-09-08,49.26039123535156
2015-09-09,48.45271682739258
2015-09-10,48.09547805786133
2015-09-11,48.08771896362305
2015-09-14,48.23526382446289
2015-09-15,48.48379135131836
2015-09-16,48.98081588745117
2015-09-17,49.13613510131836
2015-09-18,48.68571090698242
2015-09-21,49.00411605834961
2015-09-22,48.27410125732422
2015-09-23,48.227508544921875
2015-09-24,48.343994140625
2015-09-25,49.035186767578125
2015-09-28,48.27410125732422
2015-09-29,48.98081588745117
2015-09-30,49.2837028503418
2015-10-01,49.48561477661133
2015-10-02,49.92051696777344
2015-10-05,50.75149154663086
2015-10-06,50.31658172607422
2015-10-07,50.75149154663086
2015-10-08,51.17861557006836
2015-10-09,51.520328521728516
2015-10-12,51.45043182373047
2015-10-13,51.23298645019531
2015-10-14,51.06212615966797
2015-10-15,51.69894790649414
2015-10-16,52.1260986328125
2015-10-19,52.22703552246094
2015-10-20,52.079490661621094
2015-10-21,52.19664001464844
2015-10-22,53.610321044921875
2015-10-23,53.844635009765625
2015-10-26,53.67279052734375
2015-10-27,53.852447509765625
2015-10-28,53.75869369506836
2015-10-29,54.07114028930664
2015-10-30,51.821746826171875
2015-11-02,52.71212387084961
2015-11-03,53.11046600341797
2015-11-04,52.704307556152344
2015-11-05,52.79804611206055
2015-11-06,51.40781021118164
2015-11-09,51.368751525878906
2015-11-10,51.84517288208008
2015-11-11,51.899845123291016
2015-11-12,50.97822570800781
2015-11-13,50.42367935180664
2015-11-16,51.2125358581543
2015-11-17,51.01729202270508
2015-11-18,51.595245361328125
2015-11-19,51.84517288208008
2015-11-20,51.62649154663086
2015-11-23,52.243499755859375
2015-11-24,52.18885040283203
2015-11-25,51.88423156738281
2015-11-27,51.98575973510742
2015-11-30,51.29845428466797
2015-12-01,51.41560745239258
2015-12-02,51.29845428466797
2015-12-03,51.2203483581543
2015-12-04,51.81393051147461
2015-12-07,51.81393051147461
2015-12-08,51.688968658447266
2015-12-09,51.61087417602539
2015-12-10,51.64991760253906
2015-12-11,50.931358337402344
2015-12-14,51.43121337890625
2015-12-15,52.141963958740234
2015-12-16,53.36819839477539
2015-12-17,52.58717346191406
2015-12-18,51.2125358581543
2015-12-21,51.53277587890625
2015-12-22,52.00138473510742
2015-12-23,52.45440673828125
2015-12-24,52.32160186767578
2015-12-28,52.243499755859375
2015-12-29,52.83708572387695
2015-12-30,52.743377685546875
2015-12-31,52.032630920410156
2016-01-04,50.54084396362305
2016-01-05,50.767356872558594
2016-01-06,50.09565734863281
2016-01-07,49.213077545166016
2016-01-08,48.853797912597656
2016-01-11,49.05687713623047
2016-01-12,49.50206756591797
2016-01-13,49.13497543334961
2016-01-14,49.61923599243164
2016-01-15,49.47864532470703
2016-01-19,50.21281051635742
2016-01-20,48.77571105957031
2016-01-21,50.017303466796875
2016-01-22,50.77168655395508
2016-01-25,50.237327575683594
2016-01-26,50.55166244506836
2016-01-27,50.52809143066406
2016-01-28,51.0938720703125
2016-01-29,53.06626892089844
2016-02-01,52.021121978759766
2016-02-02,51.361045837402344
2016-02-03,51.88753128051758
2016-02-04,51.85611343383789
2016-02-05,52.013282775878906
2016-02-08,51.91897964477539
2016-02-09,51.76967239379883
2016-02-10,51.71466064453125
2016-02-11,50.63810348510742
2016-02-12,51.62822341918945
2016-02-16,51.71466064453125
2016-02-17,52.696937561035156
2016-02-18,52.82266616821289
2016-02-19,53.01127624511719
2016-02-22,53.12914276123047
2016-02-23,52.80695724487305
2016-02-24,52.11543655395508
2016-02-25,52.97981262207031
2016-02-26,52.084007263183594
2016-02-29,51.581077575683594
2016-03-01,52.90911102294922
2016-03-02,52.71265411376953
2016-03-03,53.12914276123047
2016-03-04,53.561336517333984
2016-03-07,53.09770202636719
2016-03-08,53.06626892089844
2016-03-09,53.419891357421875
2016-03-10,53.61634826660156
2016-03-11,53.72636413574219
2016-03-14,53.62419891357422
2016-03-15,53.89923858642578
2016-03-16,53.96996307373047
2016-03-17,54.897216796875
2016-03-18,55.38444137573242
2016-03-21,55.34514617919922
2016-03-22,54.66149139404297
2016-03-23,54.85006332397461
2016-03-24,54.93650817871094
2016-03-28,54.93650817871094
2016-03-29,55.40802001953125
2016-03-30,55.573036193847656
2016-03-31,55.518035888671875
2016-04-01,55.95021438598633
2016-04-04,55.91879653930664
2016-04-05,55.903072357177734
2016-04-06,56.11524200439453
2016-04-07,55.51017379760742
2016-04-08,55.848060607910156
2016-04-11,55.74591064453125
2016-04-12,55.973812103271484
2016-04-13,55.65947341918945
2016-04-14,55.63591384887695
2016-04-15,55.989501953125
2016-04-18,56.044525146484375
2016-04-19,56.31171798706055
2016-04-20,55.55318832397461
2016-04-21,54.50234603881836
2016-04-22,54.56554412841797
