Date,STX
2015-07-01,47.56999969482422
2015-07-02,48.150001525878906
2015-07-06,47.02000045776367
2015-07-07,47.81999969482422
2015-07-08,46.400001525878906
2015-07-09,46.040000915527344
2015-07-10,45.95000076293945
2015-07-13,46.279998779296875
2015-07-14,47.61000061035156
2015-07-15,47.29999923706055
2015-07-16,47.900001525878906
2015-07-17,48.150001525878906
2015-07-20,47.72999954223633
2015-07-21,48.11000061035156
2015-07-22,49.060001373291016
2015-07-23,48.0099983215332
2015-07-24,47.31999969482422
2015-07-27,47.90999984741211
2015-07-28,48.869998931884766
2015-07-29,49.41999816894531
2015-07-30,51.290000915527344
2015-07-31,50.599998474121094
2015-08-03,51.459999084472656
2015-08-04,51.38999938964844
2015-08-05,51.86000061035156
2015-08-06,51.31999969482422
2015-08-07,49.4900016784668
2015-08-10,51.13999938964844
2015-08-11,51.0099983215332
2015-08-12,51.619998931884766
2015-08-13,51.369998931884766
2015-08-14,52.02000045776367
2015-08-17,52.45000076293945
2015-08-18,52.04999923706055
2015-08-19,49.43000030517578
2015-08-20,48.650001525878906
2015-08-21,48.720001220703125
2015-08-24,47.619998931884766
2015-08-25,46.33000183105469
2015-08-26,47.88999938964844
2015-08-27,50.040000915527344
2015-08-28,50.68000030517578
2015-08-31,51.400001525878906
2015-09-01,50.599998474121094
2015-09-02,49.77000045776367
2015-09-03,49.4900016784668
2015-09-04,48.209999084472656
2015-09-08,49.61000061035156
2015-09-09,50.099998474121094
2015-09-10,49.220001220703125
2015-09-11,48.939998626708984
2015-09-14,48.33000183105469
2015-09-15,48.61000061035156
2015-09-16,49.150001525878906
2015-09-17,47.7599983215332
2015-09-18,45.650001525878906
2015-09-21,46.20000076293945
2015-09-22,43.790000915527344
2015-09-23,43.54999923706055
2015-09-24,44.099998474121094
2015-09-25,42.88999938964844
2015-09-28,42.06999969482422
2015-09-29,41.779998779296875
2015-09-30,44.79999923706055
2015-10-01,42.86000061035156
2015-10-02,43.18000030517578
2015-10-05,44.84000015258789
2015-10-06,46.20000076293945
2015-10-07,47.290000915527344
2015-10-08,48.33000183105469
2015-10-09,49.029998779296875
2015-10-12,49.02000045776367
2015-10-13,48.619998931884766
2015-10-14,47.79999923706055
2015-10-15,41.439998626708984
2015-10-16,39.560001373291016
2015-10-19,38.75
2015-10-20,38.52000045776367
2015-10-21,37.130001068115234
2015-10-22,39.2400016784668
2015-10-23,41.150001525878906
2015-10-26,39.54999923706055
2015-10-27,39.20000076293945
2015-10-28,39.34000015258789
2015-10-29,38.060001373291016
2015-10-30,38.060001373291016
2015-11-02,38.880001068115234
2015-11-03,40.369998931884766
2015-11-04,38.810001373291016
2015-11-05,38.869998931884766
2015-11-06,38.810001373291016
2015-11-09,38.279998779296875
2015-11-10,36.540000915527344
2015-11-11,36.119998931884766
2015-11-12,34.08000183105469
2015-11-13,33.06999969482422
2015-11-16,34.29999923706055
2015-11-17,33.880001068115234
2015-11-18,34.380001068115234
2015-11-19,34.279998779296875
2015-11-20,34.40999984741211
2015-11-23,34.70000076293945
2015-11-24,34.27000045776367
2015-11-25,34.56999969482422
2015-11-27,34.619998931884766
2015-11-30,35.939998626708984
2015-12-01,36.5099983215332
2015-12-02,34.540000915527344
2015-12-03,33.77000045776367
2015-12-04,34.45000076293945
2015-12-07,35.099998474121094
2015-12-08,35.43000030517578
2015-12-09,35.720001220703125
2015-12-10,36.220001220703125
2015-12-11,35.97999954223633
2015-12-14,33.66999816894531
2015-12-15,34.25
2015-12-16,34.779998779296875
2015-12-17,33.91999816894531
2015-12-18,34.099998474121094
2015-12-21,34.70000076293945
2015-12-22,35.45000076293945
2015-12-23,36.619998931884766
2015-12-24,36.650001525878906
2015-12-28,36.7400016784668
2015-12-29,37.150001525878906
2015-12-30,37.18000030517578
2015-12-31,36.65999984741211
2016-01-04,36.27000045776367
2016-01-05,36.33000183105469
2016-01-06,34.75
2016-01-07,34.540000915527344
2016-01-08,32.540000915527344
2016-01-11,31.350000381469727
2016-01-12,31.56999969482422
2016-01-13,31.06999969482422
2016-01-14,32.11000061035156
2016-01-15,30.889999389648438
2016-01-19,29.829999923706055
2016-01-20,29.219999313354492
2016-01-21,27.559999465942383
2016-01-22,27.93000030517578
2016-01-25,26.399999618530273
2016-01-26,27.739999771118164
2016-01-27,26.969999313354492
2016-01-28,26.760000228881836
2016-01-29,29.049999237060547
2016-02-01,30.40999984741211
2016-02-02,28.610000610351562
2016-02-03,30.520000457763672
