Date,APA
2015-07-01,42.628089904785156
2015-07-02,43.1601676940918
2015-07-06,42.18721008300781
2015-07-07,42.33922576904297
2015-07-08,40.63653564453125
2015-07-09,40.91779327392578
2015-07-10,40.241268157958984
2015-07-13,40.484519958496094
2015-07-14,41.34346008300781
2015-07-15,40.6517448425293
2015-07-16,40.036041259765625
2015-07-17,38.49296569824219
2015-07-20,37.1408576965332
2015-07-21,36.30821228027344
2015-07-22,36.147796630859375
2015-07-23,36.17069625854492
2015-07-24,34.4366569519043
2015-07-27,34.00122833251953
2015-07-28,35.498477935791016
2015-07-29,35.7429313659668
2015-07-30,35.5061149597168
2015-07-31,35.03250503540039
2015-08-03,34.5817985534668
2015-08-04,34.64291000366211
2015-08-05,33.947750091552734
2015-08-06,35.5977897644043
2015-08-07,35.223472595214844
2015-08-10,37.011009216308594
2015-08-11,36.43043518066406
2015-08-12,37.5915641784668
2015-08-13,36.590858459472656
2015-08-14,35.903343200683594
2015-08-17,36.55266189575195
2015-08-18,36.720726013183594
2015-08-19,34.99430847167969
2015-08-20,34.0394401550293
2015-08-21,33.0234375
2015-08-24,30.930362701416016
2015-08-25,29.715757369995117
2015-08-26,30.197006225585938
2015-08-27,32.68732452392578
2015-08-28,34.26860809326172
2015-08-31,34.55888366699219
2015-09-01,32.947052001953125
2015-09-02,33.015804290771484
2015-09-03,33.015804290771484
2015-09-04,32.465789794921875
2015-09-08,33.03106689453125
2015-09-09,31.541471481323242
2015-09-10,31.197721481323242
2015-09-11,30.708829879760742
2015-09-14,30.739376068115234
2015-09-15,30.884525299072266
2015-09-16,32.87830352783203
2015-09-17,32.07620620727539
2015-09-18,30.288677215576172
2015-09-21,30.051864624023438
2015-09-22,29.509502410888672
2015-09-23,28.470579147338867
2015-09-24,28.93657684326172
2015-09-25,29.181020736694336
2015-09-28,27.653221130371094
2015-09-29,28.356008529663086
2015-09-30,29.91435432434082
2015-10-01,30.342134475708008
2015-10-02,32.549808502197266
2015-10-05,33.59637451171875
2015-10-06,35.23110580444336
2015-10-07,35.085968017578125
2015-10-08,36.01793670654297
2015-10-09,35.498477935791016
2015-10-12,34.33735275268555
2015-10-13,34.062347412109375
2015-10-14,34.90264892578125
2015-10-15,35.712371826171875
2015-10-16,35.53668212890625
2015-10-19,34.62763595581055
2015-10-20,35.27286911010742
2015-10-21,34.62763214111328
2015-10-22,35.31127166748047
2015-10-23,35.7107048034668
2015-10-26,34.85807800292969
2015-10-27,33.90556716918945
2015-10-28,35.37270736694336
2015-10-29,35.77983856201172
2015-10-30,36.20232009887695
2015-11-02,36.824493408203125
2015-11-03,38.307010650634766
2015-11-04,37.938297271728516
2015-11-05,37.84613037109375
2015-11-06,36.617095947265625
2015-11-09,41.43333435058594
2015-11-10,40.94939422607422
2015-11-11,37.94599151611328
2015-11-12,37.561912536621094
2015-11-13,37.61568832397461
2015-11-16,38.78325271606445
2015-11-17,38.18410110473633
2015-11-18,38.483673095703125
2015-11-19,38.053524017333984
2015-11-20,37.71553421020508
2015-11-23,37.52350616455078
2015-11-24,39.10588455200195
2015-11-25,38.675716400146484
2015-11-27,37.96134567260742
2015-11-30,37.77699279785156
2015-12-01,37.753944396972656
2015-12-02,36.3482551574707
2015-12-03,35.149967193603516
2015-12-04,35.173011779785156
2015-12-07,33.967037200927734
2015-12-08,34.46633529663086
2015-12-09,34.527774810791016
2015-12-10,35.48025894165039
2015-12-11,32.96845245361328
2015-12-14,33.40627670288086
2015-12-15,34.773582458496094
2015-12-16,34.41255187988281
2015-12-17,32.991485595703125
2015-12-18,32.791786193847656
2015-12-21,32.668888092041016
2015-12-22,32.86090850830078
2015-12-23,35.11156463623047
2015-12-24,35.180686950683594
2015-12-28,34.504730224609375
2015-12-29,34.911834716796875
2015-12-30,34.42022705078125
2015-12-31,34.1590690612793
2016-01-04,34.12833786010742
2016-01-05,33.43700408935547
2016-01-06,29.596336364746094
2016-01-07,28.075408935546875
2016-01-08,28.152240753173828
2016-01-11,26.930896759033203
2016-01-12,27.207435607910156
2016-01-13,27.345687866210938
2016-01-14,28.444128036499023
2016-01-15,27.138294219970703
2016-01-19,26.485383987426758
2016-01-20,26.77939796447754
2016-01-21,28.814361572265625
2016-01-22,30.470169067382812
2016-01-25,28.96137237548828
2016-01-26,29.425613403320312
2016-01-27,29.889869689941406
2016-01-28,31.414142608642578
2016-01-29,32.91521453857422
2016-02-01,31.58437728881836
2016-02-02,29.827970504760742
2016-02-03,31.909351348876953
2016-02-04,31.522476196289062
2016-02-05,30.21483612060547
2016-02-08,29.077436447143555
2016-02-09,27.52992057800293
2016-02-10,27.336503982543945
2016-02-11,26.601442337036133
2016-02-12,28.264986038208008
2016-02-16,28.992321014404297
2016-02-17,30.996320724487305
2016-02-18,30.02139663696289
2016-02-19,28.883995056152344
2016-02-22,30.648128509521484
2016-02-23,29.309558868408203
2016-02-24,29.866649627685547
2016-02-25,29.239913940429688
2016-02-26,30.539804458618164
2016-02-29,29.619050979614258
2016-03-01,29.882116317749023
2016-03-02,32.47419357299805
2016-03-03,34.888282775878906
2016-03-04,37.170841217041016
2016-03-07,39.47659683227539
2016-03-08,35.723915100097656
2016-03-09,35.77033996582031
2016-03-10,35.785823822021484
2016-03-11,37.89041519165039
2016-03-14,37.286888122558594
2016-03-15,37.08571243286133
2016-03-16,38.10706329345703
2016-03-17,39.051029205322266
2016-03-18,38.40108871459961
2016-03-21,38.59451675415039
2016-03-22,38.89628601074219
2016-03-23,37.03155517578125
2016-03-24,37.79755783081055
2016-03-28,37.45711135864258
2016-03-29,37.57317352294922
2016-03-30,37.63508224487305
2016-03-31,37.76661682128906
2016-04-01,36.75300598144531
2016-04-04,36.226844787597656
2016-04-05,36.6214599609375
2016-04-06,38.50167465209961
2016-04-07,38.06064987182617
2016-04-08,39.198036193847656
2016-04-11,38.648681640625
2016-04-12,41.23299789428711
2016-04-13,40.59079360961914
2016-04-14,40.985408782958984
2016-04-15,40.273555755615234
2016-04-18,41.34907150268555
2016-04-19,42.57158660888672
2016-04-20,42.50163650512695
2016-04-21,42.57936477661133
2016-04-22,43.68309020996094
2016-04-25,42.29176712036133
2016-04-26,43.43437194824219
2016-04-27,44.72465896606445
2016-04-28,43.0845832824707
2016-04-29,42.284000396728516
2016-05-02,42.159629821777344
2016-05-03,40.51956558227539
2016-05-04,39.43137741088867
2016-05-05,42.610443115234375
2016-05-06,41.848716735839844
2016-05-09,40.511802673339844
2016-05-10,41.26576614379883
2016-05-11,41.98085021972656
2016-05-12,42.206260681152344
2016-05-13,41.21134948730469
2016-05-16,42.59489822387695
2016-05-17,42.843631744384766
2016-05-18,44.00178909301758
2016-05-19,44.289371490478516
2016-05-20,44.390411376953125
2016-05-23,44.77128219604492
2016-05-24,45.27651596069336
2016-05-25,45.012245178222656
2016-05-26,45.10551834106445
2016-05-27,45.30760192871094
2016-05-31,44.413726806640625
2016-06-01,43.659759521484375
2016-06-02,43.40326690673828
2016-06-03,42.423892974853516
2016-06-06,43.23225784301758
2016-06-07,45.245418548583984
2016-06-08,44.304908752441406
2016-06-09,43.395503997802734
2016-06-10,41.599979400634766
2016-06-13,41.848716735839844
2016-06-14,42.56380844116211
2016-06-15,42.38504409790039
2016-06-16,41.195804595947266
2016-06-17,41.872032165527344
2016-06-20,42.99909210205078
2016-06-21,44.01731491088867
2016-06-22,43.861873626708984
2016-06-23,45.206565856933594
2016-06-24,42.641544342041016
2016-06-27,40.418521881103516
2016-06-28,42.11298370361328
2016-06-29,43.37995529174805
2016-06-30,43.27113342285156
2016-07-01,44.04841232299805
2016-07-05,42.493858337402344
2016-07-06,42.983543395996094
2016-07-07,42.672630310058594
2016-07-08,42.88249969482422
2016-07-11,42.83584976196289
2016-07-12,44.72465896606445
2016-07-13,43.94736862182617
2016-07-14,44.21165084838867
2016-07-15,44.39818572998047
2016-07-18,43.78414535522461
2016-07-19,42.83584976196289
2016-07-20,42.63286209106445
2016-07-21,41.69585418701172
2016-07-22,41.89106750488281
2016-07-25,40.57929611206055
2016-07-26,41.18832778930664
2016-07-27,40.415306091308594
2016-07-28,40.477783203125
2016-07-29,40.99312210083008
2016-08-01,38.93955993652344
2016-08-02,38.99421691894531
2016-08-03,40.39189529418945
2016-08-04,39.18162155151367
2016-08-05,38.759979248046875
2016-08-08,39.564212799072266
2016-08-09,39.22065353393555
2016-08-10,38.08845901489258
2016-08-11,38.72093963623047
2016-08-12,38.26804733276367
2016-08-15,38.94737243652344
2016-08-16,39.7984619140625
2016-08-17,40.313812255859375
2016-08-18,41.85201644897461
2016-08-19,41.76613998413086
2016-08-22,41.50066375732422
2016-08-23,41.68805694580078
2016-08-24,41.18051528930664
2016-08-25,41.00093078613281
2016-08-26,40.87600326538086
2016-08-29,41.250789642333984
2016-08-30,40.93846893310547
2016-08-31,38.80683135986328
2016-09-01,38.877105712890625
2016-09-02,40.04832077026367
2016-09-06,40.34503936767578
2016-09-07,43.04668045043945
2016-09-08,46.10749816894531
2016-09-09,46.38077926635742
2016-09-12,46.77119445800781
2016-09-13,44.9050407409668
2016-09-14,44.31161880493164
2016-09-15,45.83421325683594
2016-09-16,45.72490310668945
