Date,ESRX
2015-07-01,89.70999908447266
2015-07-02,89.23999786376953
2015-07-06,88.02999877929688
2015-07-07,88.83000183105469
2015-07-08,87.58999633789062
2015-07-09,87.91000366210938
2015-07-10,89.75
2015-07-13,91.08999633789062
2015-07-14,91.36000061035156
2015-07-15,90.79000091552734
2015-07-16,91.06999969482422
2015-07-17,91.23999786376953
2015-07-20,91.88999938964844
2015-07-21,93.41999816894531
2015-07-22,94.08000183105469
2015-07-23,93.05999755859375
2015-07-24,92.29000091552734
2015-07-27,91.0999984741211
2015-07-28,92.37999725341797
2015-07-29,91.29000091552734
2015-07-30,90.25
2015-07-31,90.06999969482422
2015-08-03,89.2300033569336
2015-08-04,89.30999755859375
2015-08-05,90.75
2015-08-06,89.29000091552734
2015-08-07,87.87999725341797
2015-08-10,88.7699966430664
2015-08-11,89.5
2015-08-12,89.0
2015-08-13,88.51000213623047
2015-08-14,88.26000213623047
2015-08-17,89.12000274658203
2015-08-18,89.87000274658203
2015-08-19,89.79000091552734
2015-08-20,88.12999725341797
2015-08-21,84.80999755859375
2015-08-24,81.80999755859375
2015-08-25,80.91999816894531
2015-08-26,84.0999984741211
2015-08-27,85.19999694824219
2015-08-28,84.45999908447266
2015-08-31,83.5999984741211
2015-09-01,81.93000030517578
2015-09-02,83.48999786376953
2015-09-03,83.86000061035156
2015-09-04,83.0999984741211
2015-09-08,84.51000213623047
2015-09-09,83.61000061035156
2015-09-10,83.9000015258789
2015-09-11,84.48999786376953
2015-09-14,84.13999938964844
2015-09-15,85.02999877929688
2015-09-16,84.44000244140625
2015-09-17,84.68000030517578
2015-09-18,83.91999816894531
2015-09-21,83.61000061035156
2015-09-22,82.80999755859375
2015-09-23,83.30000305175781
2015-09-24,82.43000030517578
2015-09-25,80.55000305175781
2015-09-28,80.0
2015-09-29,80.80000305175781
2015-09-30,80.95999908447266
2015-10-01,80.97000122070312
2015-10-02,82.13999938964844
2015-10-05,82.08000183105469
2015-10-06,81.30000305175781
2015-10-07,82.56999969482422
2015-10-08,82.70999908447266
2015-10-09,82.72000122070312
2015-10-12,83.51000213623047
2015-10-13,83.94000244140625
2015-10-14,83.27999877929688
2015-10-15,84.62999725341797
2015-10-16,86.22000122070312
2015-10-19,87.37999725341797
2015-10-20,87.08999633789062
2015-10-21,86.25
2015-10-22,82.69000244140625
2015-10-23,85.11000061035156
2015-10-26,85.33000183105469
2015-10-27,84.05000305175781
2015-10-28,85.58999633789062
2015-10-29,87.1500015258789
2015-10-30,86.37999725341797
2015-11-02,88.05999755859375
2015-11-03,88.30000305175781
2015-11-04,88.37999725341797
2015-11-05,88.5999984741211
2015-11-06,89.13999938964844
2015-11-09,88.16999816894531
2015-11-10,88.52999877929688
2015-11-11,84.9000015258789
2015-11-12,84.45999908447266
2015-11-13,82.98999786376953
2015-11-16,84.66000366210938
2015-11-17,84.12000274658203
2015-11-18,84.81999969482422
2015-11-19,83.55999755859375
2015-11-20,84.63999938964844
2015-11-23,85.44000244140625
2015-11-24,86.16999816894531
2015-11-25,85.80000305175781
2015-11-27,85.7300033569336
2015-11-30,85.4800033569336
2015-12-01,86.81999969482422
2015-12-02,86.66999816894531
2015-12-03,84.68000030517578
2015-12-04,86.6500015258789
2015-12-07,86.38999938964844
2015-12-08,86.4000015258789
2015-12-09,85.30999755859375
2015-12-10,85.98999786376953
2015-12-11,85.0
2015-12-14,85.81999969482422
2015-12-15,86.8499984741211
2015-12-16,86.69000244140625
2015-12-17,86.6500015258789
2015-12-18,85.62999725341797
2015-12-21,87.1500015258789
2015-12-22,86.66999816894531
2015-12-23,87.88999938964844
2015-12-24,88.25
2015-12-28,87.94999694824219
2015-12-29,88.19999694824219
2015-12-30,87.87000274658203
2015-12-31,87.41000366210938
2016-01-04,86.62999725341797
2016-01-05,87.5999984741211
2016-01-06,87.08999633789062
2016-01-07,85.83999633789062
2016-01-08,85.73999786376953
2016-01-11,85.97000122070312
