Date,EQR
2015-07-01,41.633872985839844
2015-07-02,42.18598175048828
2015-07-06,42.38936233520508
2015-07-07,43.0518684387207
2015-07-08,43.0518684387207
2015-07-09,43.11582565307617
2015-07-10,43.40058898925781
2015-07-13,43.25530242919922
2015-07-14,43.476131439208984
2015-07-15,43.447078704833984
2015-07-16,43.627220153808594
2015-07-17,43.42964553833008
2015-07-20,43.749267578125
2015-07-21,43.452880859375
2015-07-22,43.78995895385742
2015-07-23,43.31340789794922
2015-07-24,43.342464447021484
2015-07-27,43.61561584472656
2015-07-28,43.52262878417969
2015-07-29,43.26691436767578
2015-07-30,43.17393112182617
2015-07-31,43.476131439208984
2015-08-03,43.88874816894531
2015-08-04,43.33664321899414
2015-08-05,43.29596710205078
2015-08-06,43.452880859375
2015-08-07,43.70277786254883
2015-08-10,43.749267578125
2015-08-11,44.38274002075195
2015-08-12,44.66167068481445
2015-08-13,44.63262939453125
2015-08-14,44.830223083496094
2015-08-17,45.05686950683594
2015-08-18,45.16146469116211
2015-08-19,44.44085693359375
2015-08-20,44.14445877075195
2015-08-21,43.232051849365234
2015-08-24,40.98297882080078
2015-08-25,40.07057571411133
2015-08-26,41.43046951293945
2015-08-27,42.49397659301758
2015-08-28,42.38936233520508
2015-08-31,41.4072265625
2015-09-01,40.37858963012695
2015-09-02,40.773765563964844
2015-09-03,40.93649673461914
2015-09-04,40.1926155090332
2015-09-08,40.81443786621094
2015-09-09,40.297210693359375
2015-09-10,40.401817321777344
2015-09-11,41.203819274902344
2015-09-14,41.017845153808594
2015-09-15,41.73847961425781
2015-09-16,42.05230712890625
2015-09-17,42.522560119628906
2015-09-18,42.22976303100586
2015-09-21,42.83294677734375
2015-09-22,42.469852447509766
2015-09-23,42.66898727416992
2015-09-24,42.32344436645508
2015-09-25,42.674827575683594
2015-09-28,41.772953033447266
2015-09-29,43.07304763793945
2015-09-30,43.99249267578125
2015-10-01,44.0803337097168
2015-10-02,44.55470657348633
2015-10-05,44.753807067871094
2015-10-06,44.3145751953125
2015-10-07,44.929500579833984
2015-10-08,45.29845428466797
2015-10-09,45.38043975830078
2015-10-12,45.75524139404297
2015-10-13,45.21061325073242
2015-10-14,44.736244201660156
2015-10-15,45.81379699707031
2015-10-16,46.11246109008789
2015-10-19,46.92649459838867
2015-10-20,46.55754852294922
2015-10-21,46.52826690673828
2015-10-22,46.6863899230957
2015-10-23,46.539981842041016
2015-10-26,47.40085983276367
2015-10-27,46.639530181884766
2015-10-28,46.2120361328125
2015-10-29,45.76108932495117
2015-10-30,45.28089141845703
2015-11-02,46.914794921875
2015-11-03,46.53412628173828
2015-11-04,46.34671401977539
2015-11-05,46.35845184326172
2015-11-06,45.03491973876953
2015-11-09,44.62497329711914
2015-11-10,45.42728042602539
2015-11-11,45.907501220703125
2015-11-12,45.50341033935547
2015-11-13,45.2633056640625
2015-11-16,45.84893798828125
2015-11-17,46.059776306152344
2015-11-18,46.106624603271484
2015-11-19,46.34086608886719
2015-11-20,46.639530181884766
2015-11-23,46.72738265991211
2015-11-24,46.33501052856445
2015-11-25,46.768394470214844
2015-11-27,47.23101806640625
2015-11-30,46.744964599609375
2015-12-01,47.512123107910156
2015-12-02,46.809356689453125
2015-12-03,45.462425231933594
2015-12-04,46.651275634765625
2015-12-07,46.32915496826172
2015-12-08,46.059776306152344
2015-12-09,45.42728042602539
2015-12-10,45.216461181640625
2015-12-11,45.41557312011719
2015-12-14,45.79035949707031
2015-12-15,46.45213317871094
2015-12-16,47.33643341064453
2015-12-17,47.190032958984375
2015-12-18,46.79180908203125
2015-12-21,46.89720153808594
2015-12-22,46.867919921875
2015-12-23,47.62452697753906
2015-12-24,47.689395904541016
2015-12-28,47.87809753417969
2015-12-29,48.33806228637695
2015-12-30,48.2908935546875
2015-12-31,48.11397933959961
2016-01-04,47.11738586425781
2016-01-05,48.0609016418457
2016-01-06,47.60683059692383
2016-01-07,47.459407806396484
2016-01-08,46.4804801940918
2016-01-11,47.04660415649414
2016-01-12,47.14096450805664
2016-01-13,46.68690872192383
2016-01-14,46.33306121826172
2016-01-15,46.338966369628906
2016-01-19,46.69279479980469
2016-01-20,45.05342483520508
2016-01-21,45.07700729370117
2016-01-22,45.831809997558594
2016-01-25,46.11488723754883
2016-01-26,47.023048400878906
2016-01-27,46.156158447265625
2016-01-28,44.69369888305664
2016-01-29,45.4603157043457
2016-02-01,45.24802017211914
2016-02-02,44.58164978027344
2016-02-03,44.628849029541016
2016-02-04,44.976741790771484
2016-02-05,43.39633560180664
2016-02-08,42.594356536865234
2016-02-09,42.06951141357422
2016-02-10,42.32308578491211
2016-02-11,41.703895568847656
2016-02-12,42.04002380371094
2016-02-16,42.564857482910156
2016-02-17,42.71818542480469
2016-02-18,43.03073501586914
2016-02-19,43.11917495727539
2016-02-22,43.756065368652344
2016-02-23,43.526084899902344
2016-02-24,43.18406295776367
2016-02-25,43.93297576904297
2016-02-26,43.962467193603516
2016-02-29,43.927066802978516
2016-03-01,45.33427429199219
2016-03-02,46.25919723510742
2016-03-03,46.886837005615234
2016-03-04,47.2171516418457
2016-03-07,47.34268569946289
2016-03-08,46.886837005615234
2016-03-09,47.35589599609375
2016-03-10,46.94626998901367
2016-03-11,48.16188430786133
2016-03-14,47.95709228515625
2016-03-15,48.02313995361328
2016-03-16,48.465789794921875
2016-03-17,49.1859016418457
2016-03-18,49.06039047241211
2016-03-21,48.24116516113281
2016-03-22,48.39018249511719
2016-03-23,48.25712585449219
2016-03-24,48.223880767822266
2016-03-28,49.028831481933594
2016-03-29,50.033355712890625
2016-03-30,49.793846130371094
2016-03-31,49.91360092163086
2016-04-01,50.006744384765625
2016-04-04,49.67412567138672
2016-04-05,49.241695404052734
2016-04-06,49.62089157104492
2016-04-07,49.161865234375
2016-04-08,49.16852951049805
2016-04-11,48.08416748046875
2016-04-12,48.13737869262695
2016-04-13,46.93992233276367
2016-04-14,46.148292541503906
2016-04-15,47.159481048583984
2016-04-18,47.398963928222656
2016-04-19,47.7315788269043
2016-04-20,46.6605224609375
2016-04-21,46.44765853881836
2016-04-22,47.006465911865234
2016-04-25,47.40561294555664
2016-04-26,46.919986724853516
2016-04-27,45.735843658447266
2016-04-28,45.86225128173828
2016-04-29,45.283470153808594
2016-05-02,46.001953125
2016-05-03,46.05516052246094
2016-05-04,46.8601188659668
2016-05-05,47.05302429199219
2016-05-06,47.35239028930664
2016-05-09,47.81806945800781
2016-05-10,48.130733489990234
2016-05-11,46.47426986694336
2016-05-12,46.487571716308594
2016-05-13,46.03520202636719
2016-05-16,46.40109634399414
2016-05-17,45.34333419799805
2016-05-18,45.03732681274414
2016-05-19,44.4519157409668
2016-05-20,44.88432312011719
2016-05-23,44.93088912963867
2016-05-24,45.22360610961914
2016-05-25,45.795719146728516
2016-05-26,45.72917556762695
2016-05-27,45.715877532958984
2016-05-31,46.04184341430664
2016-06-01,44.15254592895508
2016-06-02,44.239044189453125
2016-06-03,43.221195220947266
2016-06-06,42.323123931884766
2016-06-07,42.68234634399414
2016-06-08,42.762184143066406
2016-06-09,42.88191604614258
2016-06-10,42.855308532714844
2016-06-13,42.735572814941406
2016-06-14,42.94180679321289
2016-06-15,43.600399017333984
2016-06-16,44.07272720336914
2016-06-17,43.78000259399414
2016-06-20,43.79996871948242
2016-06-21,43.906402587890625
2016-06-22,44.15254592895508
2016-06-23,44.30270767211914
2016-06-24,43.907222747802734
2016-06-27,44.22227096557617
2016-06-28,45.44227981567383
2016-06-29,45.58976745605469
2016-06-30,46.17294692993164
2016-07-01,46.25339126586914
2016-07-05,46.776268005371094
2016-07-06,46.400856018066406
2016-07-07,46.454490661621094
2016-07-08,47.25890350341797
2016-07-11,47.43988800048828
2016-07-12,47.60747528076172
2016-07-13,47.53373336791992
2016-07-14,47.22538757324219
2016-07-15,46.6354866027832
2016-07-18,46.80306625366211
2016-07-19,47.39968490600586
2016-07-20,46.98405838012695
2016-07-21,46.89021682739258
2016-07-22,47.13824462890625
2016-07-25,47.031005859375
