Date,AOS
2017-07-03,56.54999923706055
2017-07-05,57.20000076293945
2017-07-06,56.58000183105469
2017-07-07,57.25
2017-07-10,57.20000076293945
2017-07-11,57.13999938964844
2017-07-12,57.470001220703125
2017-07-13,57.47999954223633
2017-07-14,57.439998626708984
2017-07-17,57.61000061035156
2017-07-18,57.310001373291016
2017-07-19,57.58000183105469
2017-07-20,56.66999816894531
2017-07-21,55.939998626708984
2017-07-24,55.290000915527344
2017-07-25,55.0099983215332
2017-07-26,54.189998626708984
2017-07-27,53.90999984741211
2017-07-28,54.290000915527344
2017-07-31,53.54999923706055
2017-08-01,53.7400016784668
2017-08-02,54.43000030517578
2017-08-03,54.2599983215332
2017-08-04,54.93000030517578
2017-08-07,54.54999923706055
2017-08-08,54.400001525878906
2017-08-09,54.029998779296875
2017-08-10,53.540000915527344
2017-08-11,53.68000030517578
2017-08-14,54.130001068115234
2017-08-15,54.34000015258789
2017-08-16,54.81999969482422
2017-08-17,54.02000045776367
2017-08-18,53.93000030517578
2017-08-21,53.75
2017-08-22,54.41999816894531
2017-08-23,54.209999084472656
2017-08-24,53.459999084472656
2017-08-25,53.900001525878906
2017-08-28,54.16999816894531
2017-08-29,54.33000183105469
2017-08-30,55.06999969482422
2017-08-31,55.689998626708984
2017-09-01,55.790000915527344
2017-09-05,55.540000915527344
2017-09-06,55.529998779296875
2017-09-07,55.880001068115234
2017-09-08,56.52000045776367
2017-09-11,57.529998779296875
2017-09-12,58.16999816894531
2017-09-13,57.95000076293945
2017-09-14,58.130001068115234
2017-09-15,58.220001220703125
2017-09-18,58.279998779296875
2017-09-19,58.47999954223633
2017-09-20,59.06999969482422
2017-09-21,59.0
2017-09-22,59.54999923706055
2017-09-25,58.9900016784668
2017-09-26,59.08000183105469
2017-09-27,59.0
2017-09-28,58.900001525878906
2017-09-29,59.43000030517578
2017-10-02,59.9900016784668
2017-10-03,60.38999938964844
2017-10-04,60.86000061035156
2017-10-05,60.79999923706055
2017-10-06,61.0
2017-10-09,60.7599983215332
2017-10-10,60.72999954223633
2017-10-11,60.650001525878906
2017-10-12,61.45000076293945
2017-10-13,61.15999984741211
2017-10-16,61.209999084472656
2017-10-17,60.720001220703125
2017-10-18,60.63999938964844
2017-10-19,60.79999923706055
2017-10-20,61.59000015258789
2017-10-23,61.54999923706055
2017-10-24,61.93000030517578
2017-10-25,59.11000061035156
2017-10-26,59.66999816894531
2017-10-27,59.599998474121094
2017-10-30,59.18000030517578
2017-10-31,59.20000076293945
2017-11-01,59.91999816894531
2017-11-02,60.08000183105469
2017-11-03,59.540000915527344
2017-11-06,59.66999816894531
2017-11-07,59.5
2017-11-08,59.56999969482422
2017-11-09,58.66999816894531
2017-11-10,58.560001373291016
2017-11-13,58.91999816894531
2017-11-14,58.81999969482422
2017-11-15,58.40999984741211
2017-11-16,59.029998779296875
2017-11-17,58.88999938964844
2017-11-20,59.4900016784668
2017-11-21,60.77000045776367
2017-11-22,60.86000061035156
2017-11-24,60.58000183105469
2017-11-27,61.369998931884766
2017-11-28,62.2599983215332
2017-11-29,62.5
2017-11-30,63.41999816894531
2017-12-01,62.810001373291016
2017-12-04,62.20000076293945
2017-12-05,61.58000183105469
2017-12-06,61.400001525878906
2017-12-07,61.59000015258789
2017-12-08,62.220001220703125
2017-12-11,61.36000061035156
2017-12-12,61.060001373291016
2017-12-13,60.970001220703125
2017-12-14,60.040000915527344
2017-12-15,60.72999954223633
2017-12-18,61.279998779296875
2017-12-19,61.290000915527344
2017-12-20,61.47999954223633
2017-12-21,61.709999084472656
2017-12-22,61.2599983215332
2017-12-26,61.65999984741211
2017-12-27,61.880001068115234
2017-12-28,61.61000061035156
2017-12-29,61.279998779296875
2018-01-02,61.529998779296875
2018-01-03,61.900001525878906
2018-01-04,62.189998626708984
2018-01-05,62.9900016784668
2018-01-08,63.290000915527344
2018-01-09,63.2400016784668
2018-01-10,63.40999984741211
2018-01-11,64.75
2018-01-12,65.31999969482422
2018-01-16,65.06999969482422
2018-01-17,65.58999633789062
2018-01-18,65.91000366210938
2018-01-19,67.04000091552734
2018-01-22,67.0
2018-01-23,66.80000305175781
2018-01-24,66.80000305175781
2018-01-25,67.4000015258789
2018-01-26,67.83999633789062
2018-01-29,66.81999969482422
2018-01-30,66.41999816894531
2018-01-31,66.77999877929688
2018-02-01,66.79000091552734
2018-02-02,64.63999938964844
2018-02-05,61.560001373291016
2018-02-06,62.31999969482422
2018-02-07,62.720001220703125
2018-02-08,60.2400016784668
2018-02-09,60.959999084472656
2018-02-12,61.97999954223633
2018-02-13,62.72999954223633
2018-02-14,64.05999755859375
2018-02-15,65.2300033569336
2018-02-16,65.54000091552734
2018-02-20,65.44000244140625
2018-02-21,65.37999725341797
2018-02-22,65.55999755859375
2018-02-23,66.41000366210938
2018-02-26,66.2300033569336
2018-02-27,65.38999938964844
2018-02-28,64.19000244140625
2018-03-01,62.060001373291016
2018-03-02,61.880001068115234
2018-03-05,62.810001373291016
2018-03-06,63.279998779296875
2018-03-07,64.0199966430664
2018-03-08,64.54000091552734
2018-03-09,66.48999786376953
2018-03-12,66.27999877929688
2018-03-13,65.87999725341797
2018-03-14,65.30000305175781
2018-03-15,65.23999786376953
2018-03-16,65.63999938964844
2018-03-19,65.19999694824219
2018-03-20,65.70999908447266
2018-03-21,65.6500015258789
2018-03-22,64.4800033569336
2018-03-23,62.45000076293945
2018-03-26,64.2300033569336
2018-03-27,62.47999954223633
2018-03-28,62.52000045776367
2018-03-29,63.59000015258789
2018-04-02,61.61000061035156
2018-04-03,63.13999938964844
2018-04-04,64.37999725341797
2018-04-05,64.9800033569336
2018-04-06,63.16999816894531
2018-04-09,63.0
2018-04-10,64.48999786376953
