Date,TWX
2015-07-01,83.54796600341797
2015-07-02,83.71824645996094
2015-07-06,82.66809844970703
2015-07-07,82.65865325927734
2015-07-08,81.18275451660156
2015-07-09,82.39373016357422
2015-07-10,83.85070037841797
2015-07-13,85.0427474975586
2015-07-14,85.13736724853516
2015-07-15,85.60094451904297
2015-07-16,86.10236358642578
2015-07-17,84.8535385131836
2015-07-20,84.55079650878906
2015-07-21,83.9642333984375
2015-07-22,83.93584442138672
2015-07-23,82.96139526367188
2015-07-24,82.66809844970703
2015-07-27,81.87339782714844
2015-07-28,83.02762603759766
2015-07-29,83.3587417602539
2015-07-30,83.67095184326172
2015-07-31,83.29251098632812
2015-08-03,83.0465316772461
2015-08-04,82.92355346679688
2015-08-05,75.49686431884766
2015-08-06,74.88191223144531
2015-08-07,75.8090591430664
2015-08-10,77.7295913696289
2015-08-11,75.46846008300781
2015-08-12,75.6009292602539
2015-08-13,74.76837921142578
2015-08-14,74.01152038574219
2015-08-17,75.11841583251953
2015-08-18,74.74946594238281
2015-08-19,73.62361907958984
2015-08-20,69.91500854492188
2015-08-21,68.77970886230469
2015-08-24,66.04554748535156
2015-08-25,65.9320297241211
2015-08-26,67.80524444580078
2015-08-27,69.23133087158203
2015-08-28,68.8130111694336
2015-08-31,67.59610748291016
2015-09-01,66.01789855957031
2015-09-02,67.01615905761719
2015-09-03,67.2157974243164
2015-09-04,66.55980682373047
2015-09-08,68.14750671386719
2015-09-09,66.65487670898438
2015-09-10,67.2253189086914
2015-09-11,66.55980682373047
2015-09-14,66.19853973388672
2015-09-15,66.54078674316406
2015-09-16,67.09221649169922
2015-09-17,66.78797149658203
2015-09-18,66.20806121826172
2015-09-21,66.14148712158203
2015-09-22,65.97036743164062
2015-09-23,65.61859893798828
2015-09-24,64.28759765625
2015-09-25,64.52528381347656
2015-09-28,63.18475341796875
2015-09-29,63.31785583496094
2015-09-30,65.36189270019531
2015-10-01,65.92282104492188
2015-10-02,67.11123657226562
2015-10-05,67.56758117675781
2015-10-06,67.89083099365234
2015-10-07,68.26161193847656
2015-10-08,69.38345336914062
2015-10-09,69.48802185058594
2015-10-12,69.57359313964844
2015-10-13,69.20281219482422
2015-10-14,67.529541015625
2015-10-15,68.91761016845703
2015-10-16,68.47076416015625
2015-10-19,67.65315246582031
2015-10-20,68.19505310058594
2015-10-21,67.62461853027344
2015-10-22,68.95561981201172
2015-10-23,69.6591567993164
2015-10-26,69.73521423339844
2015-10-27,69.3073959350586
2015-10-28,71.37045288085938
2015-10-29,71.750732421875
2015-10-30,71.62714385986328
2015-11-02,72.78701782226562
2015-11-03,73.49054718017578
2015-11-04,68.64187622070312
2015-11-05,66.00839233398438
2015-11-06,65.46649169921875
2015-11-09,65.11473083496094
2015-11-10,66.30311584472656
2015-11-11,67.5485610961914
2015-11-12,66.94960021972656
2015-11-13,66.4837417602539
2015-11-16,67.59610748291016
2015-11-17,66.98763275146484
2015-11-18,68.23306274414062
2015-11-19,67.48201751708984
2015-11-20,67.23482513427734
2015-11-23,67.044677734375
2015-11-24,66.73095703125
2015-11-25,67.17047119140625
2015-11-27,66.6736068725586
2015-11-30,66.86470794677734
2015-12-01,67.87753295898438
2015-12-02,66.90292358398438
2015-12-03,66.08121490478516
2015-12-04,67.4666748046875
2015-12-07,67.22779083251953
2015-12-08,65.75635528564453
2015-12-09,65.2594985961914
2015-12-10,64.81997680664062
2015-12-11,62.55548095703125
2015-12-14,61.39935302734375
2015-12-15,61.82931137084961
2015-12-16,62.96634292602539
2015-12-17,61.972633361816406
2015-12-18,60.68273162841797
2015-12-21,60.587188720703125
2015-12-22,61.26558303833008
2015-12-23,61.61910629272461
2015-12-24,61.523555755615234
2015-12-28,61.60955810546875
2015-12-29,61.95352554321289
2015-12-30,61.57133865356445
2015-12-31,61.79109573364258
2016-01-04,62.02995681762695
2016-01-05,62.60326385498047
2016-01-06,65.56526184082031
2016-01-07,67.07491302490234
2016-01-08,68.0017318725586
2016-01-11,66.51118469238281
2016-01-12,67.92529296875
2016-01-13,67.50489044189453
2016-01-14,67.4093246459961
2016-01-15,66.54939270019531
2016-01-19,66.68316650390625
2016-01-20,65.83279418945312
2016-01-21,66.386962890625
2016-01-22,67.73419189453125
2016-01-25,66.64495086669922
2016-01-26,68.78523254394531
2016-01-27,67.79151916503906
2016-01-28,66.4825210571289
2016-01-29,67.30422973632812
2016-02-01,69.12921142578125
2016-02-02,67.38066864013672
2016-02-03,68.27882385253906
2016-02-04,68.64190673828125
2016-02-05,66.08121490478516
2016-02-08,64.30402374267578
2016-02-09,60.396087646484375
2016-02-10,57.395870208740234
2016-02-11,59.54570770263672
2016-02-12,59.488380432128906
2016-02-16,60.5107536315918
2016-02-17,61.81020736694336
2016-02-18,61.74332809448242
2016-02-19,61.79109573364258
2016-02-22,62.79435348510742
2016-02-23,63.157432556152344
2016-02-24,64.47600555419922
2016-02-25,64.07469177246094
2016-02-26,64.07469177246094
2016-02-29,63.632545471191406
2016-03-01,64.20927429199219
2016-03-02,64.17081451416016
2016-03-03,66.15093231201172
2016-03-04,66.14131164550781
2016-03-07,66.87184143066406
2016-03-08,65.43962860107422
2016-03-09,65.98751068115234
2016-03-10,66.12207794189453
2016-03-11,67.6888656616211
2016-03-14,68.00607299804688
2016-03-15,68.20793151855469
2016-03-16,68.72698211669922
2016-03-17,69.50556182861328
2016-03-18,69.55362701416016
2016-03-21,69.3421630859375
2016-03-22,69.99579620361328
2016-03-23,67.94839477539062
2016-03-24,67.29476928710938
2016-03-28,69.72665405273438
2016-03-29,69.4094467163086
2016-03-30,69.36138153076172
2016-03-31,69.73626708984375
2016-04-01,70.15918731689453
2016-04-04,70.70708465576172
2016-04-05,69.8996810913086
2016-04-06,71.10118103027344
2016-04-07,70.08231353759766
2016-04-08,70.75515747070312
2016-04-11,70.42833709716797
2016-04-12,70.90894317626953
2016-04-13,72.09123992919922
2016-04-14,72.13931274414062
2016-04-15,71.61064147949219
2016-04-18,72.3027114868164
2016-04-19,71.93745422363281
2016-04-20,71.87977600097656
2016-04-21,72.51417541503906
2016-04-22,73.67725372314453
2016-04-25,73.38888549804688
2016-04-26,74.03290557861328
2016-04-27,73.92716979980469
2016-04-28,73.77336883544922
2016-04-29,72.2258071899414
2016-05-02,72.3988265991211
2016-05-03,70.78398132324219
2016-05-04,71.89900970458984
2016-05-05,72.69680786132812
2016-05-06,71.98551177978516
2016-05-09,71.28382873535156
2016-05-10,71.89900970458984
2016-05-11,71.26460266113281
2016-05-12,70.5436782836914
2016-05-13,70.38988494873047
2016-05-16,70.2841567993164
2016-05-17,69.99579620361328
2016-05-18,68.69815063476562
2016-05-19,68.8134994506836
2016-05-20,69.9765853881836
2016-05-23,69.27488708496094
2016-05-24,70.29376220703125
2016-05-25,70.51484680175781
2016-05-26,71.59009552001953
2016-05-27,72.75959777832031
2016-05-31,73.12687683105469
2016-06-01,73.85176086425781
2016-06-02,74.18038177490234
2016-06-03,73.30084228515625
2016-06-06,73.46514129638672
2016-06-07,72.672607421875
2016-06-08,72.9335708618164
2016-06-09,72.49864959716797
2016-06-10,71.16482543945312
2016-06-13,70.68157196044922
2016-06-14,70.32395935058594
2016-06-15,70.43994140625
2016-06-16,70.96186065673828
2016-06-17,69.94701385498047
2016-06-20,70.20797729492188
2016-06-21,69.40577697753906
2016-06-22,70.0146713256836
2016-06-23,70.60425567626953
2016-06-24,68.35226440429688
2016-06-27,66.89280700683594
2016-06-28,67.80135345458984
2016-06-29,69.28978729248047
2016-06-30,71.0778579711914
2016-07-01,71.82205963134766
2016-07-05,71.37745666503906
2016-07-06,72.04436492919922
2016-07-07,73.56179809570312
2016-07-08,75.34986114501953
2016-07-11,75.75580596923828
2016-07-12,75.63982391357422
2016-07-13,75.43685150146484
2016-07-14,75.9587631225586
2016-07-15,76.00709533691406
2016-07-18,75.3015365600586
2016-07-19,75.46585083007812
2016-07-20,75.25320434570312
2016-07-21,75.1372299194336
2016-07-22,75.73648071289062
2016-07-25,75.87178039550781
2016-07-26,75.64948272705078
2016-07-27,75.32086944580078
2016-07-28,75.02125549316406
2016-07-29,74.08372497558594
2016-08-01,74.17070770263672
2016-08-02,73.24285125732422
2016-08-03,75.22421264648438
2016-08-04,75.27254486083984
2016-08-05,76.46136474609375
2016-08-08,76.10374450683594
2016-08-09,76.50968170166016
2016-08-10,77.1862564086914
2016-08-11,77.72749328613281
2016-08-12,77.85315704345703
2016-08-15,78.15277099609375
2016-08-16,78.33641052246094
2016-08-17,78.33641052246094
2016-08-18,78.12377166748047
2016-08-19,78.09477996826172
2016-08-22,77.81449127197266
2016-08-23,77.99812316894531
2016-08-24,77.48587036132812
2016-08-25,77.13792419433594
2016-08-26,76.5870132446289
2016-08-29,76.88086700439453
2016-08-30,76.65744018554688
2016-08-31,76.17172241210938
2016-09-01,75.9288558959961
2016-09-02,76.28828430175781
2016-09-06,76.15228271484375
2016-09-07,76.47285461425781
2016-09-08,76.66716003417969
2016-09-09,74.81167602539062
2016-09-12,76.13285827636719
2016-09-13,74.24822998046875
2016-09-14,74.04421997070312
2016-09-15,73.46135711669922
2016-09-16,72.71333312988281
2016-09-19,73.54878997802734
2016-09-20,73.24762725830078
2016-09-21,74.4716796875
2016-09-22,75.10311126708984
2016-09-23,74.53966522216797
2016-09-26,73.92765045166016
2016-09-27,75.6568374633789
2016-09-28,76.31743621826172
2016-09-29,76.36600494384766
2016-09-30,77.33745574951172
2016-10-03,77.05573272705078
2016-10-04,76.91973114013672
2016-10-05,77.31802368164062
2016-10-06,77.38603210449219
2016-10-07,76.7254409790039
2016-10-10,77.09459686279297
2016-10-11,76.32714080810547
2016-10-12,77.62889099121094
2016-10-13,77.13345336914062
2016-10-14,77.2791748046875
2016-10-17,76.58943176269531
2016-10-18,77.24030303955078
2016-10-19,76.97801971435547
2016-10-20,80.62096405029297
2016-10-21,86.92570495605469
2016-10-24,84.26392364501953
2016-10-25,84.67194366455078
2016-10-26,86.16796875
2016-10-27,85.77940368652344
2016-10-28,84.97307586669922
2016-10-31,86.44969177246094
2016-11-01,85.73081970214844
2016-11-02,84.78851318359375
2016-11-03,84.66222381591797
2016-11-04,83.95305633544922
2016-11-07,85.2353744506836
2016-11-08,85.36166381835938
2016-11-09,84.12791442871094
2016-11-10,83.86563873291016
2016-11-11,84.32221984863281
2016-11-14,84.32221984863281
2016-11-15,86.13883972167969
2016-11-16,86.41084289550781
2016-11-17,88.1011734008789
2016-11-18,88.74231719970703
2016-11-21,88.94633483886719
2016-11-22,89.69435119628906
2016-11-23,90.13150024414062
2016-11-25,90.53951263427734
2016-11-28,90.6395263671875
2016-11-29,90.64927673339844
2016-11-30,89.58580017089844
2016-12-01,91.84934997558594
2016-12-02,91.51762390136719
2016-12-05,91.06880187988281
2016-12-06,91.61518096923828
2016-12-07,91.69324493408203
2016-12-08,92.24937438964844
2016-12-09,92.91282653808594
2016-12-12,92.366455078125
2016-12-13,92.366455078125
2016-12-14,92.3469467163086
2016-12-15,93.0006332397461
2016-12-16,92.4932861328125
2016-12-19,92.76648712158203
2016-12-20,93.40067291259766
2016-12-21,93.6543197631836
2016-12-22,94.11289978027344
2016-12-23,94.06412506103516
2016-12-27,94.3860855102539
2016-12-28,93.87873840332031
2016-12-29,94.3373031616211
2016-12-30,94.18118286132812
2017-01-03,94.40560150146484
2017-01-04,94.3568115234375
2017-01-05,92.7762222290039
2017-01-06,92.44451141357422
2017-01-09,91.27371215820312
2017-01-10,91.12736511230469
2017-01-11,91.4005355834961
2017-01-12,91.56640625
2017-01-13,91.84934997558594
2017-01-17,92.56157684326172
2017-01-18,92.7957534790039
2017-01-19,93.36163330078125
2017-01-20,93.77140808105469
2017-01-23,94.41535186767578
2017-01-24,94.00557708740234
2017-01-25,93.39090728759766
2017-01-26,93.74214935302734
2017-01-27,94.03484344482422
2017-01-30,94.26900482177734
2017-01-31,94.493408203125
2017-02-01,94.3665771484375
2017-02-02,93.30308532714844
2017-02-03,93.53724670410156
2017-02-06,94.01532745361328
2017-02-07,93.87873840332031
2017-02-08,94.24949645996094
2017-02-09,94.02508544921875
2017-02-10,94.22998046875
2017-02-13,93.73238372802734
2017-02-14,94.04460906982422
2017-02-15,93.97630310058594
2017-02-16,94.04460906982422
2017-02-17,94.13240814208984
2017-02-21,94.07386779785156
2017-02-22,93.97630310058594
2017-02-23,94.69829559326172
2017-02-24,95.30818939208984
2017-02-27,96.20952606201172
2017-02-28,96.21932983398438
2017-03-01,96.89535522460938
2017-03-02,96.9541244506836
2017-03-03,96.72879791259766
2017-03-06,96.10175323486328
2017-03-07,96.24871826171875
2017-03-08,96.51325988769531
2017-03-09,96.45446014404297
2017-03-10,96.60142517089844
2017-03-13,96.62103271484375
2017-03-14,96.36629486083984
