Date,CRM
2015-07-01,69.51935577392578
2015-07-02,69.40106964111328
2015-07-06,68.15931701660156
2015-07-07,69.24339294433594
2015-07-08,68.38597869873047
2015-07-09,68.9477310180664
2015-07-10,70.11065673828125
2015-07-13,70.02195739746094
2015-07-14,70.75125885009766
2015-07-15,70.32748413085938
2015-07-16,71.37214660644531
2015-07-17,71.75650024414062
2015-07-20,71.71707153320312
2015-07-21,72.7617416381836
2015-07-22,72.80116271972656
2015-07-23,71.16516876220703
2015-07-24,72.85043334960938
2015-07-27,71.41156005859375
2015-07-28,72.72230529785156
2015-07-29,72.81101989746094
2015-07-30,72.29853820800781
2015-07-31,72.2394027709961
2015-08-03,71.39185333251953
2015-08-04,70.84981536865234
2015-08-05,71.48054504394531
2015-08-06,69.41093444824219
2015-08-07,69.39122009277344
2015-08-10,70.23877716064453
2015-08-11,70.59357452392578
2015-08-12,70.0121078491211
2015-08-13,70.36688995361328
2015-08-14,71.93389129638672
2015-08-17,72.96871185302734
2015-08-18,71.52983093261719
2015-08-19,70.99763488769531
2015-08-20,66.83869934082031
2015-08-21,68.14945220947266
2015-08-24,64.22703552246094
2015-08-25,64.23689270019531
2015-08-26,67.528564453125
2015-08-27,68.92801666259766
2015-08-28,69.23353576660156
2015-08-31,68.3564224243164
2015-09-01,65.66590881347656
2015-09-02,66.99639129638672
2015-09-03,67.26248931884766
2015-09-04,66.15869140625
2015-09-08,69.73616027832031
2015-09-09,68.03118133544922
2015-09-10,68.73090362548828
2015-09-11,69.03644561767578
2015-09-14,68.87875366210938
2015-09-15,70.23877716064453
2015-09-16,70.83995056152344
2015-09-17,71.2735824584961
2015-09-18,70.36688995361328
2015-09-21,71.09619140625
2015-09-22,70.61329650878906
2015-09-23,70.9483642578125
2015-09-24,70.67241668701172
2015-09-25,71.39185333251953
2015-09-28,68.04104614257812
2015-09-29,67.39059448242188
2015-09-30,68.4254150390625
2015-10-01,71.85504913330078
2015-10-02,72.86029815673828
2015-10-05,74.18090057373047
2015-10-06,73.34320068359375
2015-10-07,73.91481018066406
2015-10-08,74.00350189208984
2015-10-09,74.16117858886719
2015-10-12,74.7820816040039
2015-10-13,75.5212173461914
2015-10-14,74.48641204833984
2015-10-15,76.57573699951172
2015-10-16,77.6302490234375
2015-10-19,76.80240631103516
2015-10-20,76.408203125
2015-10-21,74.73280334472656
2015-10-22,76.25051879882812
2015-10-23,77.42329406738281
2015-10-26,77.08821868896484
2015-10-27,76.62503051757812
2015-10-28,77.39373779296875
2015-10-29,77.0093765258789
2015-10-30,76.58560180664062
2015-11-02,78.05403137207031
2015-11-03,77.4922866821289
2015-11-04,77.25576782226562
2015-11-05,77.57112884521484
2015-11-06,78.26100158691406
2015-11-09,77.08821868896484
2015-11-10,77.11779022216797
2015-11-11,77.57112884521484
2015-11-12,77.16706085205078
2015-11-13,74.50611877441406
2015-11-16,75.15657043457031
2015-11-17,76.12239837646484
2015-11-18,76.23080444335938
2015-11-19,79.47320556640625
2015-11-20,79.81813049316406
2015-11-23,79.61116790771484
2015-11-24,79.22681427001953
2015-11-25,79.24652862548828
2015-11-27,78.81289672851562
2015-11-30,78.53694152832031
2015-12-01,79.83785247802734
2015-12-02,79.709716796875
2015-12-03,78.77347564697266
2015-12-04,80.95149230957031
2015-12-07,79.51262664794922
2015-12-08,79.90684509277344
2015-12-09,78.5566635131836
2015-12-10,78.23143005371094
2015-12-11,75.75775146484375
2015-12-14,75.87600708007812
2015-12-15,76.25051879882812
2015-12-16,77.74852752685547
2015-12-17,77.29519653320312
2015-12-18,75.9154281616211
2015-12-21,76.17166900634766
2015-12-22,76.73341369628906
2015-12-23,76.91083526611328
2015-12-24,76.70386505126953
2015-12-28,77.06851196289062
2015-12-29,78.29056549072266
2015-12-30,77.99490356445312
2015-12-31,77.265625
2016-01-04,75.60004425048828
2016-01-05,75.9351577758789
2016-01-06,75.18614959716797
2016-01-07,73.22494506835938
2016-01-08,72.17042541503906
2016-01-11,72.12114715576172
2016-01-12,73.38262176513672
2016-01-13,71.30315399169922
2016-01-14,72.01272583007812
2016-01-15,69.83470153808594
2016-01-19,69.77557373046875
2016-01-20,69.31238555908203
