Date,EPAM
2021-10-22,648.4099731445312
2021-10-25,652.260009765625
2021-10-26,653.489990234375
2021-10-27,652.3599853515625
2021-10-28,670.530029296875
2021-10-29,673.239990234375
2021-11-01,659.6500244140625
2021-11-02,674.3300170898438
2021-11-03,679.9500122070312
2021-11-04,716.260009765625
2021-11-05,705.0599975585938
2021-11-08,717.489990234375
2021-11-09,717.0800170898438
2021-11-10,674.6500244140625
2021-11-11,668.1500244140625
2021-11-12,671.3599853515625
2021-11-15,660.6799926757812
2021-11-16,671.010009765625
2021-11-17,665.72998046875
2021-11-18,663.9400024414062
2021-11-19,663.8400268554688
2021-11-22,614.1599731445312
2021-11-23,602.9400024414062
2021-11-24,620.27001953125
2021-11-26,609.0
2021-11-29,634.1699829101562
2021-11-30,608.5499877929688
2021-12-01,595.010009765625
2021-12-02,619.8400268554688
2021-12-03,596.6900024414062
2021-12-06,572.7999877929688
2021-12-07,595.0
2021-12-08,700.1400146484375
2021-12-09,700.010009765625
2021-12-10,697.1199951171875
2021-12-13,685.0
2021-12-14,663.1300048828125
2021-12-15,649.02001953125
2021-12-16,635.72998046875
2021-12-17,636.3300170898438
2021-12-20,623.030029296875
2021-12-21,648.989990234375
2021-12-22,660.52001953125
2021-12-23,663.0800170898438
2021-12-27,697.0
2021-12-28,682.2000122070312
2021-12-29,677.8400268554688
2021-12-30,673.1400146484375
2021-12-31,668.4500122070312
2022-01-03,642.2000122070312
2022-01-04,618.7100219726562
2022-01-05,587.7999877929688
2022-01-06,579.0499877929688
2022-01-07,556.6799926757812
2022-01-10,545.8499755859375
2022-01-11,559.4000244140625
2022-01-12,571.1099853515625
2022-01-13,540.6199951171875
2022-01-14,543.0599975585938
2022-01-18,505.95001220703125
2022-01-19,493.9800109863281
2022-01-20,486.07000732421875
2022-01-21,464.7099914550781
2022-01-24,468.4100036621094
2022-01-25,445.9100036621094
2022-01-26,435.54998779296875
2022-01-27,433.4100036621094
2022-01-28,451.1000061035156
2022-01-31,476.1400146484375
2022-02-01,484.3599853515625
2022-02-02,474.95001220703125
2022-02-03,443.5199890136719
2022-02-04,453.67999267578125
2022-02-07,448.0899963378906
2022-02-08,456.0400085449219
2022-02-09,478.510009765625
2022-02-10,470.4200134277344
2022-02-11,426.1400146484375
2022-02-14,427.95001220703125
2022-02-15,462.5400085449219
2022-02-16,450.3900146484375
2022-02-17,440.989990234375
2022-02-18,443.2300109863281
2022-02-22,427.739990234375
2022-02-23,418.2300109863281
2022-02-24,382.2799987792969
2022-02-25,382.42999267578125
2022-02-28,207.75
2022-03-01,211.2100067138672
2022-03-02,245.1699981689453
2022-03-03,212.97999572753906
2022-03-04,198.52000427246094
2022-03-07,174.8000030517578
2022-03-08,186.75
2022-03-09,198.41000366210938
2022-03-10,188.75999450683594
2022-03-11,200.13999938964844
2022-03-14,220.0
2022-03-15,225.0399932861328
2022-03-16,281.7200012207031
2022-03-17,273.19000244140625
2022-03-18,294.4700012207031
2022-03-21,284.04998779296875
2022-03-22,303.5400085449219
2022-03-23,306.6499938964844
2022-03-24,288.04998779296875
2022-03-25,266.75
2022-03-28,275.19000244140625
2022-03-29,307.04998779296875
2022-03-30,293.0
2022-03-31,296.6099853515625
2022-04-01,287.0400085449219
2022-04-04,297.94000244140625
2022-04-05,282.3900146484375
2022-04-06,275.4700012207031
2022-04-07,280.2900085449219
2022-04-08,308.69000244140625
2022-04-11,305.3699951171875
2022-04-12,298.1300048828125
2022-04-13,307.989990234375
2022-04-14,290.05999755859375
2022-04-18,281.20001220703125
2022-04-19,297.9800109863281
2022-04-20,289.6099853515625
2022-04-21,286.8399963378906
2022-04-22,276.760009765625
2022-04-25,280.07000732421875
2022-04-26,264.9800109863281
2022-04-27,266.82000732421875
2022-04-28,281.0
2022-04-29,264.989990234375
2022-05-02,288.5
2022-05-03,297.0
2022-05-04,312.6000061035156
2022-05-05,346.0
2022-05-06,347.0
2022-05-09,317.8900146484375
2022-05-10,319.6199951171875
2022-05-11,296.05999755859375
2022-05-12,294.5
2022-05-13,319.25
2022-05-16,310.79998779296875
2022-05-17,312.6700134277344
2022-05-18,313.0
2022-05-19,326.9800109863281
2022-05-20,320.3900146484375
2022-05-23,314.6600036621094
2022-05-24,308.8699951171875
2022-05-25,305.4800109863281
2022-05-26,322.8599853515625
2022-05-27,340.3500061035156
2022-05-31,338.5199890136719
2022-06-01,326.2799987792969
2022-06-02,347.739990234375
2022-06-03,332.3399963378906
2022-06-06,332.0899963378906
2022-06-07,341.6700134277344
2022-06-08,330.70001220703125
2022-06-09,316.6000061035156
2022-06-10,303.489990234375
2022-06-13,284.1099853515625
2022-06-14,278.3599853515625
2022-06-15,289.7699890136719
2022-06-16,286.1600036621094
2022-06-17,295.67999267578125
2022-06-21,300.29998779296875
2022-06-22,309.44000244140625
2022-06-23,327.7200012207031
2022-06-24,326.010009765625
2022-06-27,324.80999755859375
2022-06-28,311.510009765625
2022-06-29,307.3699951171875
2022-06-30,294.7799987792969
2022-07-01,302.1199951171875
2022-07-05,310.6400146484375
2022-07-06,311.94000244140625
2022-07-07,329.1099853515625
2022-07-08,321.0199890136719
2022-07-11,317.1400146484375
2022-07-12,304.75
2022-07-13,302.3900146484375
2022-07-14,298.0299987792969
2022-07-15,302.55999755859375
2022-07-18,305.8599853515625
2022-07-19,323.4200134277344
2022-07-20,317.54998779296875
2022-07-21,330.9200134277344
2022-07-22,323.29998779296875
2022-07-25,320.1700134277344
2022-07-26,313.2099914550781
2022-07-27,325.6300048828125
2022-07-28,342.7900085449219
2022-07-29,349.25
2022-08-01,366.4200134277344
2022-08-02,364.3299865722656
2022-08-03,370.0299987792969
2022-08-04,415.3900146484375
2022-08-05,427.3900146484375
2022-08-08,427.6400146484375
2022-08-09,419.5199890136719
2022-08-10,440.9200134277344
2022-08-11,435.6099853515625
2022-08-12,444.9100036621094
2022-08-15,448.5299987792969
2022-08-16,447.5
2022-08-17,457.95001220703125
2022-08-18,449.20001220703125
2022-08-19,442.54998779296875
2022-08-22,441.1700134277344
2022-08-23,434.70001220703125
2022-08-24,434.5799865722656
2022-08-25,446.1099853515625
2022-08-26,422.57000732421875
2022-08-29,416.0
2022-08-30,424.7099914550781
2022-08-31,426.5
2022-09-01,412.2099914550781
2022-09-02,412.1400146484375
2022-09-06,410.8299865722656
2022-09-07,417.2900085449219
2022-09-08,428.6700134277344
2022-09-09,432.44000244140625
2022-09-12,438.70001220703125
2022-09-13,421.3999938964844
2022-09-14,424.4200134277344
2022-09-15,413.010009765625
2022-09-16,402.07000732421875
2022-09-19,402.7900085449219
2022-09-20,386.9100036621094
2022-09-21,385.2900085449219
2022-09-22,367.05999755859375
2022-09-23,364.1199951171875
2022-09-26,355.3299865722656
2022-09-27,358.3999938964844
2022-09-28,370.5299987792969
2022-09-29,362.1400146484375
2022-09-30,362.19000244140625
2022-10-03,363.5799865722656
2022-10-04,388.760009765625
2022-10-05,371.1700134277344
2022-10-06,356.30999755859375
2022-10-07,340.0
2022-10-10,325.4200134277344
2022-10-11,320.04998779296875
2022-10-12,314.8699951171875
2022-10-13,330.1700134277344
2022-10-14,326.94000244140625
2022-10-17,333.489990234375
2022-10-18,339.9700012207031
2022-10-19,331.6499938964844
2022-10-20,332.5400085449219
2022-10-21,331.3900146484375
2022-10-24,332.07000732421875
2022-10-25,348.1300048828125
2022-10-26,345.510009765625
2022-10-27,344.8299865722656
2022-10-28,349.19000244140625
2022-10-31,350.0
2022-11-01,342.239990234375
2022-11-02,326.9200134277344
2022-11-03,301.010009765625
2022-11-04,312.5199890136719
2022-11-07,316.010009765625
2022-11-08,319.7200012207031
2022-11-09,307.2900085449219
2022-11-10,350.45001220703125
2022-11-11,360.2300109863281
2022-11-14,358.1000061035156
2022-11-15,352.1300048828125
2022-11-16,349.55999755859375
2022-11-17,339.20001220703125
2022-11-18,341.4599914550781
2022-11-21,335.3500061035156
2022-11-22,341.2900085449219
2022-11-23,348.8599853515625
2022-11-25,349.1499938964844
2022-11-28,350.1600036621094
2022-11-29,343.94000244140625
2022-11-30,368.5799865722656
2022-12-01,369.6000061035156
2022-12-02,369.8399963378906
2022-12-05,347.5199890136719
2022-12-06,340.1499938964844
2022-12-07,338.9800109863281
2022-12-08,346.04998779296875
2022-12-09,343.8800048828125
2022-12-12,345.8999938964844
2022-12-13,364.4200134277344
2022-12-14,354.8299865722656
2022-12-15,336.1099853515625
2022-12-16,333.29998779296875
2022-12-19,328.57000732421875
2022-12-20,331.7200012207031
2022-12-21,338.989990234375
2022-12-22,323.239990234375
2022-12-23,323.6600036621094
2022-12-27,318.1199951171875
2022-12-28,316.6499938964844
2022-12-29,330.739990234375
2022-12-30,327.739990234375
2023-01-03,331.4200134277344
2023-01-04,335.2200012207031
2023-01-05,313.4800109863281
2023-01-06,316.6700134277344
2023-01-09,324.9800109863281
2023-01-10,326.8800048828125
2023-01-11,336.6400146484375
2023-01-12,340.989990234375
2023-01-13,345.82000732421875
2023-01-17,357.6300048828125
2023-01-18,352.8999938964844
2023-01-19,336.0
2023-01-20,345.0199890136719
2023-01-23,348.70001220703125
2023-01-24,331.95001220703125
2023-01-25,329.0400085449219
2023-01-26,344.1700134277344
2023-01-27,341.42999267578125
2023-01-30,334.8900146484375
2023-01-31,332.6499938964844
2023-02-01,352.7699890136719
2023-02-02,379.3399963378906
2023-02-03,375.8500061035156
2023-02-06,367.8599853515625
2023-02-07,372.3999938964844
2023-02-08,375.4100036621094
2023-02-09,365.4599914550781
2023-02-10,356.489990234375
2023-02-13,358.5
2023-02-14,361.5
2023-02-15,366.5299987792969
2023-02-16,346.010009765625
2023-02-17,338.2099914550781
2023-02-21,323.1700134277344
2023-02-22,311.0799865722656
2023-02-23,311.739990234375
2023-02-24,306.0299987792969
2023-02-27,312.8599853515625
2023-02-28,307.6499938964844
2023-03-01,305.5899963378906
2023-03-02,304.25
2023-03-03,305.989990234375
2023-03-06,310.3399963378906
2023-03-07,305.3299865722656
2023-03-08,306.6400146484375
2023-03-09,296.1300048828125
2023-03-10,282.739990234375
2023-03-13,280.6700134277344
2023-03-14,285.5
2023-03-15,276.2699890136719
2023-03-16,279.92999267578125
2023-03-17,279.7900085449219
2023-03-20,275.0400085449219
2023-03-21,279.6600036621094
2023-03-22,275.1300048828125
2023-03-23,284.45001220703125
2023-03-24,278.5
2023-03-27,285.0
2023-03-28,283.0
2023-03-29,285.760009765625
2023-03-30,293.69000244140625
2023-03-31,299.0
2023-04-03,297.2200012207031
2023-04-04,291.05999755859375
2023-04-05,282.5299987792969
2023-04-06,286.2799987792969
2023-04-10,290.92999267578125
2023-04-11,294.32000732421875
2023-04-12,289.989990234375
2023-04-13,300.010009765625
2023-04-14,296.0
2023-04-17,294.6499938964844
2023-04-18,295.1499938964844
2023-04-19,288.8399963378906
2023-04-20,282.3299865722656
2023-04-21,280.7300109863281
2023-04-24,280.7900085449219
2023-04-25,273.9700012207031
2023-04-26,275.4100036621094
2023-04-27,279.25
2023-04-28,282.44000244140625
2023-05-01,279.010009765625
2023-05-02,270.6700134277344
2023-05-03,273.1300048828125
2023-05-04,270.4100036621094
2023-05-05,242.47000122070312
2023-05-08,231.82000732421875
2023-05-09,231.33999633789062
2023-05-10,232.1999969482422
2023-05-11,232.66000366210938
2023-05-12,229.6999969482422
2023-05-15,236.6999969482422
2023-05-16,230.5800018310547
2023-05-17,232.92999267578125
2023-05-18,238.1199951171875
2023-05-19,247.5
2023-05-22,263.6700134277344
2023-05-23,264.8399963378906
2023-05-24,253.07000732421875
2023-05-25,256.4700012207031
2023-05-26,258.0799865722656
2023-05-30,257.95001220703125
2023-05-31,256.6199951171875
2023-06-01,257.94000244140625
2023-06-02,259.6499938964844
2023-06-05,203.25
2023-06-06,208.77000427246094
2023-06-07,210.1199951171875
2023-06-08,211.22000122070312
2023-06-09,211.3300018310547
2023-06-12,218.0
2023-06-13,218.9499969482422
2023-06-14,222.52999877929688
2023-06-15,227.83999633789062
2023-06-16,219.50999450683594
2023-06-20,219.14999389648438
2023-06-21,215.6999969482422
2023-06-22,218.35000610351562
2023-06-23,214.0
2023-06-26,220.35000610351562
2023-06-27,229.0800018310547
2023-06-28,227.85000610351562
2023-06-29,224.69000244140625
2023-06-30,224.75
2023-07-03,226.5800018310547
2023-07-05,232.7899932861328
2023-07-06,229.85000610351562
2023-07-07,229.1999969482422
2023-07-10,234.9499969482422
2023-07-11,232.3000030517578
2023-07-12,233.39999389648438
2023-07-13,244.61000061035156
2023-07-14,241.94000244140625
2023-07-17,242.88999938964844
2023-07-18,245.7100067138672
2023-07-19,249.80999755859375
2023-07-20,239.00999450683594
2023-07-21,237.4600067138672
2023-07-24,235.2100067138672
2023-07-25,234.42999267578125
2023-07-26,232.5399932861328
2023-07-27,226.85000610351562
2023-07-28,230.89999389648438
2023-07-31,236.80999755859375
2023-08-01,239.47999572753906
2023-08-02,236.89999389648438
2023-08-03,245.02000427246094
2023-08-04,246.97000122070312
2023-08-07,246.83999633789062
2023-08-08,243.5500030517578
2023-08-09,239.52000427246094
2023-08-10,243.1699981689453
2023-08-11,238.74000549316406
2023-08-14,243.0
2023-08-15,241.9199981689453
2023-08-16,239.47000122070312
2023-08-17,233.6999969482422
2023-08-18,239.38999938964844
2023-08-21,240.44000244140625
2023-08-22,242.6199951171875
2023-08-23,248.8300018310547
2023-08-24,242.08999633789062
2023-08-25,244.0800018310547
2023-08-28,245.3699951171875
2023-08-29,253.14999389648438
2023-08-30,255.3699951171875
2023-08-31,258.989990234375
2023-09-01,258.54998779296875
2023-09-05,259.9200134277344
2023-09-06,261.739990234375
2023-09-07,263.20001220703125
2023-09-08,265.3500061035156
2023-09-11,266.4200134277344
2023-09-12,262.82000732421875
2023-09-13,262.30999755859375
2023-09-14,269.3800048828125
2023-09-15,263.6600036621094
2023-09-18,259.3699951171875
2023-09-19,263.1099853515625
2023-09-20,267.0
2023-09-21,260.2900085449219
2023-09-22,261.0
2023-09-25,265.1700134277344
2023-09-26,256.8599853515625
2023-09-27,256.79998779296875
2023-09-28,259.8500061035156
2023-09-29,255.69000244140625
2023-10-02,251.83999633789062
2023-10-03,240.52000427246094
2023-10-04,241.61000061035156
2023-10-05,238.00999450683594
2023-10-06,244.14999389648438
2023-10-09,247.22999572753906
2023-10-10,245.6199951171875
2023-10-11,248.9199981689453
2023-10-12,237.5500030517578
2023-10-13,238.58999633789062
2023-10-16,245.1999969482422
2023-10-17,243.47000122070312
2023-10-18,235.02000427246094
2023-10-19,230.72999572753906
2023-10-20,223.3300018310547
2023-10-23,222.3300018310547
2023-10-24,223.0
2023-10-25,214.5399932861328
2023-10-26,213.47000122070312
2023-10-27,210.44000244140625
2023-10-30,212.74000549316406
2023-10-31,217.57000732421875
2023-11-01,216.64999389648438
2023-11-02,232.30999755859375
2023-11-03,240.6999969482422
2023-11-06,244.89999389648438
2023-11-07,244.64999389648438
2023-11-08,246.94000244140625
2023-11-09,237.02000427246094
2023-11-10,235.36000061035156
2023-11-13,234.69000244140625
2023-11-14,247.6199951171875
2023-11-15,253.30999755859375
2023-11-16,255.9499969482422
2023-11-17,258.239990234375
2023-11-20,260.30999755859375
2023-11-21,258.0
2023-11-22,255.0
2023-11-24,255.47000122070312
2023-11-27,255.41000366210938
2023-11-28,257.2900085449219
2023-11-29,261.9800109863281
2023-11-30,258.19000244140625
2023-12-01,258.8900146484375
2023-12-04,261.4599914550781
2023-12-05,255.3300018310547
2023-12-06,258.8299865722656
2023-12-07,264.3599853515625
2023-12-08,268.5
2023-12-11,275.1199951171875
2023-12-12,276.1400146484375
2023-12-13,279.54998779296875
2023-12-14,291.4599914550781
2023-12-15,293.07000732421875
2023-12-18,300.3500061035156
2023-12-19,295.3999938964844
2023-12-20,290.6000061035156
2023-12-21,294.29998779296875
2023-12-22,296.69000244140625
2023-12-26,301.05999755859375
2023-12-27,300.510009765625
2023-12-28,298.7900085449219
2023-12-29,297.3399963378906
2024-01-02,291.2200012207031
2024-01-03,282.6600036621094
2024-01-04,290.2300109863281
2024-01-05,288.8500061035156
2024-01-08,297.44000244140625
2024-01-09,298.75
2024-01-10,299.6400146484375
2024-01-11,299.70001220703125
2024-01-12,307.7300109863281
2024-01-16,300.1700134277344
2024-01-17,294.3999938964844
2024-01-18,299.5199890136719
2024-01-19,300.0199890136719
2024-01-22,298.8299865722656
2024-01-23,298.1099853515625
2024-01-24,288.3299865722656
2024-01-25,285.1300048828125
2024-01-26,288.3599853515625
2024-01-29,290.2799987792969
2024-01-30,282.8900146484375
2024-01-31,278.1099853515625
2024-02-01,285.5799865722656
2024-02-02,290.32000732421875
2024-02-05,288.989990234375
2024-02-06,289.1499938964844
2024-02-07,285.69000244140625
2024-02-08,287.1700134277344
2024-02-09,286.2699890136719
2024-02-12,290.760009765625
2024-02-13,272.6700134277344
2024-02-14,278.1400146484375
2024-02-15,301.20001220703125
2024-02-16,311.9800109863281
2024-02-20,297.80999755859375
2024-02-21,298.8299865722656
2024-02-22,304.5299987792969
2024-02-23,301.79998779296875
2024-02-26,302.4100036621094
2024-02-27,307.0400085449219
2024-02-28,305.510009765625
2024-02-29,304.3999938964844
2024-03-01,306.8299865722656
2024-03-04,307.9200134277344
2024-03-05,306.5
2024-03-06,310.010009765625
2024-03-07,314.6300048828125
2024-03-08,309.3999938964844
2024-03-11,305.0799865722656
2024-03-12,309.010009765625
2024-03-13,302.989990234375
2024-03-14,302.239990234375
2024-03-15,298.8900146484375
2024-03-18,292.70001220703125
2024-03-19,295.6000061035156
2024-03-20,292.54998779296875
2024-03-21,283.7099914550781
2024-03-22,270.82000732421875
2024-03-25,267.3399963378906
2024-03-26,268.3999938964844
2024-03-27,276.3699951171875
2024-03-28,276.1600036621094
2024-04-01,272.04998779296875
2024-04-02,271.42999267578125
2024-04-03,266.79998779296875
2024-04-04,265.8599853515625
2024-04-05,264.3599853515625
2024-04-08,270.0
2024-04-09,274.1700134277344
2024-04-10,266.7900085449219
2024-04-11,266.510009765625
2024-04-12,259.1600036621094
2024-04-15,254.80999755859375
2024-04-16,250.89999389648438
2024-04-17,249.0
2024-04-18,247.22000122070312
2024-04-19,245.9600067138672
2024-04-22,246.9499969482422
2024-04-23,247.8000030517578
2024-04-24,245.0
2024-04-25,237.1300048828125
2024-04-26,237.75
2024-04-29,239.2100067138672
2024-04-30,235.25999450683594
2024-05-01,234.97999572753906
2024-05-02,238.17999267578125
2024-05-03,242.1199951171875
2024-05-06,246.38999938964844
2024-05-07,249.5399932861328
2024-05-08,249.1999969482422
2024-05-09,181.92999267578125
2024-05-10,183.39999389648438
2024-05-13,190.72000122070312
2024-05-14,187.0500030517578
2024-05-15,190.47999572753906
2024-05-16,189.13999938964844
2024-05-17,187.8000030517578
2024-05-20,191.5
2024-05-21,191.25999450683594
2024-05-22,189.3699951171875
2024-05-23,186.89999389648438
2024-05-24,180.11000061035156
2024-05-28,177.27000427246094
2024-05-29,178.42999267578125
2024-05-30,176.0500030517578
2024-05-31,177.92999267578125
2024-06-03,176.19000244140625
2024-06-04,174.50999450683594
2024-06-05,174.50999450683594
2024-06-06,175.2100067138672
2024-06-07,176.97999572753906
2024-06-10,176.97999572753906
2024-06-11,177.83999633789062
2024-06-12,180.0500030517578
2024-06-13,177.9600067138672
2024-06-14,177.5800018310547
2024-06-17,174.36000061035156
2024-06-18,170.25
2024-06-20,181.8000030517578
2024-06-21,184.77999877929688
2024-06-24,183.08999633789062
2024-06-25,181.91000366210938
2024-06-26,182.58999633789062
2024-06-27,185.11000061035156
2024-06-28,188.11000061035156
2024-07-01,185.5800018310547
2024-07-02,183.27999877929688
2024-07-03,185.52999877929688
2024-07-05,184.13999938964844
2024-07-08,186.1300048828125
2024-07-09,182.58999633789062
2024-07-10,181.69000244140625
2024-07-11,189.1699981689453
2024-07-12,193.5
2024-07-15,199.72000122070312
2024-07-16,209.35000610351562
2024-07-17,211.30999755859375
2024-07-18,217.47000122070312
2024-07-19,208.89999389648438
2024-07-22,212.10000610351562
2024-07-23,207.3300018310547
2024-07-24,205.0399932861328
2024-07-25,207.13999938964844
2024-07-26,211.0500030517578
2024-07-29,210.0399932861328
2024-07-30,213.7100067138672
2024-07-31,215.1300048828125
2024-08-01,214.94000244140625
2024-08-02,208.99000549316406
2024-08-05,202.25
2024-08-06,206.66000366210938
2024-08-07,208.1699981689453
2024-08-08,191.16000366210938
2024-08-09,193.2100067138672
2024-08-12,189.00999450683594
2024-08-13,196.85000610351562
2024-08-14,199.9600067138672
2024-08-15,200.0
2024-08-16,201.35000610351562
2024-08-19,202.2899932861328
2024-08-20,199.72999572753906
2024-08-21,200.85000610351562
2024-08-22,196.57000732421875
2024-08-23,199.1199951171875
2024-08-26,196.1300048828125
2024-08-27,200.25
2024-08-28,198.57000732421875
2024-08-29,201.24000549316406
2024-08-30,200.75999450683594
2024-09-03,195.33999633789062
2024-09-04,200.5
2024-09-05,204.0
2024-09-06,204.82000732421875
2024-09-09,206.1199951171875
2024-09-10,206.5
2024-09-11,203.60000610351562
2024-09-12,202.3000030517578
2024-09-13,201.8800048828125
2024-09-16,205.4600067138672
2024-09-17,200.39999389648438
2024-09-18,198.0
2024-09-19,198.05999755859375
2024-09-20,197.0
2024-09-23,198.6300048828125
2024-09-24,200.22000122070312
2024-09-25,196.17999267578125
2024-09-26,200.5800018310547
2024-09-27,199.4600067138672
2024-09-30,199.02999877929688
2024-10-01,196.3800048828125
2024-10-02,196.0
2024-10-03,195.72000122070312
2024-10-04,198.35000610351562
2024-10-07,192.99000549316406
2024-10-08,195.17999267578125
2024-10-09,194.14999389648438
2024-10-10,192.77000427246094
2024-10-11,195.02999877929688
2024-10-14,198.0
2024-10-15,198.49000549316406
2024-10-16,199.4499969482422
2024-10-17,198.4499969482422
2024-10-18,201.5800018310547
2024-10-21,199.97999572753906
2024-10-22,197.9499969482422
2024-10-23,193.16000366210938
2024-10-24,190.97999572753906
2024-10-25,191.52000427246094
2024-10-28,191.2899932861328
2024-10-29,193.8800048828125
2024-10-30,189.11000061035156
2024-10-31,188.64999389648438
2024-11-01,189.22000122070312
2024-11-04,189.3000030517578
2024-11-05,192.22000122070312
2024-11-06,202.69000244140625
2024-11-07,232.9199981689453
2024-11-08,233.4499969482422
2024-11-11,243.25
2024-11-12,245.75
2024-11-13,248.6999969482422
2024-11-14,244.86000061035156
2024-11-15,235.2899932861328
2024-11-18,233.39999389648438
2024-11-19,227.60000610351562
2024-11-20,234.5
2024-11-21,245.22000122070312
2024-11-22,245.27000427246094
2024-11-25,249.16000366210938
2024-11-26,248.6699981689453
2024-11-27,245.7899932861328
2024-11-29,243.9199981689453
2024-12-02,243.7899932861328
2024-12-03,240.50999450683594
2024-12-04,241.91000366210938
2024-12-05,240.3699951171875
2024-12-06,245.4499969482422
2024-12-09,247.1999969482422
2024-12-10,250.08999633789062
2024-12-11,253.0
2024-12-12,250.07000732421875
2024-12-13,244.63999938964844
2024-12-16,243.3699951171875
2024-12-17,247.9199981689453
2024-12-18,239.11000061035156
2024-12-19,246.8000030517578
2024-12-20,248.25999450683594
2024-12-23,243.8000030517578
2024-12-24,242.47000122070312
2024-12-26,241.17999267578125
2024-12-27,238.47000122070312
2024-12-30,234.67999267578125
2024-12-31,233.82000732421875
2025-01-02,229.16000366210938
2025-01-03,230.72000122070312
2025-01-06,230.99000549316406
2025-01-07,228.4499969482422
2025-01-08,228.50999450683594
2025-01-10,225.6199951171875
2025-01-13,225.82000732421875
2025-01-14,226.8000030517578
2025-01-15,228.74000549316406
2025-01-16,229.08999633789062
2025-01-17,229.0800018310547
2025-01-21,237.36000061035156
2025-01-22,235.4199981689453
2025-01-23,245.3000030517578
2025-01-24,252.42999267578125
2025-01-27,252.05999755859375
2025-01-28,255.13999938964844
2025-01-29,251.85000610351562
2025-01-30,250.6300048828125
2025-01-31,253.9600067138672
2025-02-03,256.5799865722656
2025-02-04,255.00999450683594
2025-02-05,257.30999755859375
2025-02-06,264.260009765625
2025-02-07,260.3800048828125
2025-02-10,260.0
2025-02-11,263.9200134277344
2025-02-12,264.989990234375
2025-02-13,267.6300048828125
2025-02-14,266.1199951171875
2025-02-18,260.9100036621094
2025-02-19,258.1099853515625
2025-02-20,225.07000732421875
2025-02-21,208.83999633789062
2025-02-24,207.3800048828125
2025-02-25,210.5
2025-02-26,213.22999572753906
2025-02-27,208.30999755859375
2025-02-28,206.13999938964844
2025-03-03,198.61000061035156
2025-03-04,198.00999450683594
2025-03-05,200.14999389648438
2025-03-06,197.27000427246094
2025-03-07,198.8000030517578
2025-03-10,190.41000366210938
2025-03-11,191.36000061035156
2025-03-12,189.2100067138672
2025-03-13,180.16000366210938
2025-03-14,182.72999572753906
2025-03-17,186.22000122070312
2025-03-18,183.02000427246094
2025-03-19,180.8699951171875
2025-03-20,172.27999877929688
2025-03-21,175.3000030517578
2025-03-24,178.30999755859375
2025-03-25,178.99000549316406
2025-03-26,176.9199981689453
2025-03-27,174.22999572753906
2025-03-28,168.92999267578125
2025-03-31,168.83999633789062
2025-04-01,167.52999877929688
2025-04-02,169.05999755859375
2025-04-03,155.5500030517578
2025-04-04,144.6699981689453
2025-04-07,144.9499969482422
2025-04-08,143.3300018310547
2025-04-09,159.0
2025-04-10,146.2899932861328
2025-04-11,147.75999450683594
2025-04-14,151.97000122070312
2025-04-15,151.5500030517578
2025-04-16,147.27999877929688
2025-04-17,147.16000366210938
2025-04-21,145.61000061035156
2025-04-22,147.38999938964844
2025-04-23,152.60000610351562
2025-04-24,158.02999877929688
