Date,PLD
2022-06-02,114.54193115234375
2022-06-03,112.80886840820312
2022-06-06,113.0652847290039
2022-06-07,114.66572570800781
2022-06-08,110.3241958618164
2022-06-09,108.02523040771484
2022-06-10,103.666015625
2022-06-13,95.87603759765625
2022-06-14,97.84784698486328
2022-06-15,102.49665832519531
2022-06-16,99.55776977539062
2022-06-17,98.28421783447266
2022-06-21,100.06539154052734
2022-06-22,102.82617950439453
2022-06-23,105.30199432373047
2022-06-24,109.1760025024414
2022-06-27,107.0564193725586
2022-06-28,105.94320678710938
2022-06-29,105.36433410644531
2022-06-30,104.77655792236328
2022-07-01,106.89612579345703
2022-07-05,108.1429214477539
2022-07-06,108.16963958740234
2022-07-07,109.15819549560547
2022-07-08,108.27651977539062
2022-07-11,108.45463562011719
2022-07-12,107.6798324584961
2022-07-13,107.54625701904297
2022-07-14,105.20402526855469
2022-07-15,107.7688980102539
2022-07-18,106.15692901611328
2022-07-19,111.4202651977539
2022-07-20,110.93934631347656
2022-07-21,111.92789459228516
2022-07-22,113.01439666748047
2022-07-25,113.55764770507812
2022-07-26,113.62889862060547
2022-07-27,113.45079803466797
2022-07-28,117.9125747680664
2022-07-29,118.05508422851562
2022-08-01,116.64795684814453
2022-08-02,115.21412658691406
2022-08-03,116.41639709472656
2022-08-04,116.443115234375
2022-08-05,117.01310729980469
2022-08-08,116.86170959472656
2022-08-09,118.35784912109375
2022-08-10,119.70264434814453
2022-08-11,119.54234313964844
2022-08-12,122.22298431396484
2022-08-15,123.2382583618164
2022-08-16,122.10718536376953
2022-08-17,122.3565673828125
2022-08-18,121.67972564697266
2022-08-19,119.40875244140625
2022-08-22,116.6123275756836
2022-08-23,114.40371704101562
2022-08-24,116.77265167236328
2022-08-25,118.25098419189453
2022-08-26,114.30575561523438
2022-08-29,113.36173248291016
2022-08-30,111.90116882324219
2022-08-31,110.88592529296875
2022-09-01,110.69889831542969
2022-09-02,108.55260467529297
2022-09-06,110.25360870361328
2022-09-07,112.77394104003906
2022-09-08,113.91387939453125
2022-09-09,115.44569396972656
2022-09-12,115.95330047607422
2022-09-13,111.39354705810547
2022-09-14,108.51660919189453
2022-09-15,104.16089630126953
2022-09-16,101.87548828125
2022-09-19,101.09575653076172
2022-09-20,99.41979217529297
2022-09-21,97.28675079345703
2022-09-22,97.27779388427734
2022-09-23,97.33155822753906
2022-09-26,93.35225677490234
2022-09-27,91.66732788085938
2022-09-28,93.14611053466797
2022-09-29,90.69043731689453
2022-09-30,91.0578842163086
2022-10-03,93.53150939941406
2022-10-04,94.99237060546875
2022-10-05,94.49943542480469
2022-10-06,91.34468841552734
2022-10-07,89.94654846191406
2022-10-10,88.63803100585938
2022-10-11,90.18853759765625
2022-10-12,90.00928497314453
2022-10-13,91.88240814208984
2022-10-14,89.20268249511719
2022-10-17,94.31122589111328
2022-10-18,94.86689758300781
2022-10-19,91.42533874511719
2022-10-20,91.82864379882812
2022-10-21,92.38432312011719
2022-10-24,92.64423370361328
2022-10-25,97.08956909179688
2022-10-26,98.46977996826172
2022-10-27,99.49150085449219
2022-10-28,101.25707244873047
2022-10-31,99.25846099853516
2022-11-01,97.28675079345703
2022-11-02,95.66455841064453
2022-11-03,96.80277252197266
2022-11-04,96.45323944091797
2022-11-07,97.62732696533203
2022-11-08,98.36222076416016
2022-11-09,97.5018539428711
2022-11-10,106.0609130859375
2022-11-11,104.0802230834961
2022-11-14,100.82687377929688
2022-11-15,101.05095672607422
2022-11-16,101.85755920410156
2022-11-17,100.65660095214844
2022-11-18,102.67313385009766
2022-11-21,103.02267456054688
2022-11-22,103.76655578613281
2022-11-23,103.54249572753906
2022-11-25,104.31324768066406
2022-11-28,99.89479064941406
2022-11-29,102.00096893310547
2022-11-30,105.56798553466797
2022-12-01,104.9495849609375
2022-12-02,104.80618286132812
2022-12-05,102.40425872802734
2022-12-06,102.70899200439453
2022-12-07,103.96372985839844
2022-12-08,105.397705078125
2022-12-09,104.2505111694336
2022-12-12,105.78308868408203
2022-12-13,108.52556610107422
2022-12-14,108.96472930908203
2022-12-15,106.28497314453125
2022-12-16,101.26847076416016
2022-12-19,101.11508178710938
2022-12-20,101.2143325805664
2022-12-21,102.80229949951172
2022-12-22,102.19779205322266
2022-12-23,102.51358032226562
2022-12-27,102.21582794189453
2022-12-28,99.65345764160156
2022-12-29,102.82936096191406
2022-12-30,101.7105712890625
2023-01-03,101.67447662353516
2023-01-04,105.527099609375
2023-01-05,101.81883239746094
2023-01-06,105.24739837646484
2023-01-09,104.71505737304688
2023-01-10,104.7060546875
2023-01-11,109.1270523071289
2023-01-12,110.18270874023438
2023-01-13,109.98419952392578
2023-01-17,109.55113220214844
2023-01-18,110.66089630126953
2023-01-19,109.433837890625
2023-01-20,110.81427764892578
2023-01-23,113.74658203125
2023-01-24,114.04434204101562
2023-01-25,113.40372467041016
2023-01-26,115.54206085205078
2023-01-27,117.14805603027344
2023-01-30,115.29845428466797
2023-01-31,116.6427993774414
2023-02-01,118.10443878173828
2023-02-02,121.34352111816406
2023-02-03,118.75407409667969
2023-02-06,118.5916519165039
2023-02-07,117.53602600097656
2023-02-08,117.1119613647461
2023-02-09,115.5240249633789
2023-02-10,115.56912994384766
2023-02-13,116.65182495117188
2023-02-14,115.24431610107422
2023-02-15,115.0638656616211
2023-02-16,113.49394989013672
2023-02-17,113.06991577148438
2023-02-21,111.40978240966797
2023-02-22,110.8864517211914
2023-02-23,111.88795471191406
2023-02-24,109.51502990722656
2023-02-27,110.89547729492188
2023-02-28,111.33757781982422
2023-03-01,109.28945922851562
2023-03-02,112.43830871582031
2023-03-03,114.54056549072266
2023-03-06,114.73002624511719
2023-03-07,111.71650695800781
2023-03-08,112.83531951904297
2023-03-09,109.44284057617188
2023-03-10,105.5451431274414
2023-03-13,106.79926300048828
2023-03-14,108.1165542602539
2023-03-15,108.2789535522461
2023-03-16,109.14234924316406
2023-03-17,105.45246887207031
2023-03-20,107.87906646728516
2023-03-21,107.57005310058594
2023-03-22,103.71659088134766
2023-03-23,103.74385070800781
2023-03-24,106.36132049560547
2023-03-27,106.3885726928711
2023-03-28,106.01595306396484
2023-03-29,108.95149993896484
2023-03-30,110.8055191040039
2023-03-31,113.39570617675781
2023-04-03,112.48687744140625
2023-04-04,112.76860809326172
2023-04-05,111.12361145019531
2023-04-06,111.55986022949219
2023-04-10,112.45960998535156
2023-04-11,111.4871597290039
2023-04-12,111.6144027709961
2023-04-13,110.8055191040039
2023-04-14,108.84243774414062
2023-04-17,111.914306640625
2023-04-18,112.43235778808594
2023-04-19,113.75016021728516
2023-04-20,112.01427459716797
2023-04-21,112.3141860961914
2023-04-24,111.95974731445312
2023-04-25,109.64221954345703
2023-04-26,108.21533203125
2023-04-27,111.04182434082031
2023-04-28,113.83194732666016
2023-05-01,111.24177551269531
2023-05-02,111.31448364257812
2023-05-03,112.84132385253906
2023-05-04,113.49568176269531
2023-05-05,115.6496353149414
2023-05-08,115.75867462158203
2023-05-09,114.44087982177734
2023-05-10,116.40396118164062
2023-05-11,114.27728271484375
2023-05-12,113.75924682617188
2023-05-15,113.85922241210938
2023-05-16,110.19659423828125
2023-05-17,111.51441192626953
2023-05-18,110.9327621459961
2023-05-19,111.84160614013672
2023-05-22,112.90495300292969
2023-05-23,112.27783203125
2023-05-24,109.98756408691406
2023-05-25,110.86004638671875
2023-05-26,113.55929565429688
2023-05-30,112.97764587402344
2023-05-31,113.19576263427734
2023-06-01,111.45988464355469
2023-06-02,113.53203582763672
2023-06-05,113.26847076416016
2023-06-06,114.35907745361328
2023-06-07,116.38579559326172
2023-06-08,113.52294921875
2023-06-09,110.25113677978516
2023-06-12,108.7152099609375
2023-06-13,110.28748321533203
2023-06-14,111.12361145019531
2023-06-15,111.41653442382812
2023-06-16,112.24950408935547
2023-06-20,110.61102294921875
2023-06-21,110.47371673583984
2023-06-22,108.61554718017578
2023-06-23,107.00454711914062
2023-06-26,108.9359359741211
2023-06-27,110.63847351074219
2023-06-28,110.39134216308594
2023-06-29,111.21515655517578
2023-06-30,112.24950408935547
2023-07-03,113.3662338256836
2023-07-05,113.49436950683594
2023-07-06,112.57903289794922
2023-07-07,111.6636734008789
2023-07-10,111.49893951416016
2023-07-11,112.78955841064453
2023-07-12,114.6385726928711
2023-07-13,116.20381927490234
2023-07-14,116.93610382080078
2023-07-17,117.1466293334961
2023-07-18,113.50354766845703
2023-07-19,112.38679504394531
2023-07-20,113.28384399414062
2023-07-21,114.82164001464844
2023-07-24,116.25873565673828
2023-07-25,116.34111022949219
2023-07-26,118.33658599853516
2023-07-27,114.36396789550781
2023-07-28,113.18317413330078
2023-07-31,114.19004821777344
2023-08-01,113.66829681396484
2023-08-02,113.21062469482422
2023-08-03,113.32960510253906
2023-08-04,111.89250946044922
2023-08-07,113.89713287353516
2023-08-08,112.97264099121094
2023-08-09,112.22203826904297
2023-08-10,111.81929779052734
2023-08-11,113.05500793457031
2023-08-14,113.0275650024414
2023-08-15,112.30443572998047
2023-08-16,111.53551483154297
2023-08-17,110.02519226074219
2023-08-18,111.18769836425781
2023-08-21,109.97026824951172
2023-08-22,110.7757797241211
2023-08-23,112.65225219726562
2023-08-24,111.4348373413086
2023-08-25,112.27696228027344
2023-08-28,113.50354766845703
2023-08-29,114.51041412353516
2023-08-30,115.05962371826172
2023-08-31,113.68659973144531
2023-09-01,114.0436019897461
2023-09-05,111.71861267089844
2023-09-06,111.10531616210938
2023-09-07,112.8719482421875
2023-09-08,112.11219787597656
2023-09-11,111.81929779052734
2023-09-12,111.65452575683594
2023-09-13,110.9771499633789
2023-09-14,113.80558776855469
2023-09-15,113.54750061035156
2023-09-18,113.1326904296875
2023-09-19,112.06339263916016
2023-09-20,111.45500946044922
2023-09-21,105.59234619140625
2023-09-22,105.14988708496094
2023-09-25,104.39400482177734
2023-09-26,102.78084564208984
2023-09-27,102.5504150390625
2023-09-28,103.36158752441406
2023-09-29,103.43534088134766
2023-10-02,100.93726348876953
2023-10-03,99.0936508178711
2023-10-04,99.94169616699219
2023-10-05,100.50399780273438
2023-10-06,100.39339447021484
2023-10-09,100.90038299560547
2023-10-10,101.70234680175781
2023-10-11,103.61048126220703
2023-10-12,101.07553100585938
2023-10-13,101.07553100585938
2023-10-16,102.24620819091797
2023-10-17,99.67437744140625
2023-10-18,96.2176284790039
2023-10-19,94.55839538574219
2023-10-20,94.42011260986328
2023-10-23,92.92679595947266
2023-10-24,93.74720764160156
2023-10-25,91.0186767578125
2023-10-26,91.83906555175781
2023-10-27,89.70970153808594
2023-10-30,91.1477279663086
2023-10-31,92.87149810791016
2023-11-01,93.65502166748047
2023-11-02,96.53104400634766
2023-11-03,98.21794128417969
2023-11-06,96.72461700439453
2023-11-07,96.0793685913086
2023-11-08,96.90897369384766
2023-11-09,95.20365142822266
2023-11-10,96.37433624267578
2023-11-13,94.46620178222656
2023-11-14,100.78054809570312
2023-11-15,101.8682632446289
2023-11-16,101.64702606201172
2023-11-17,101.46267700195312
2023-11-20,102.3199462890625
2023-11-21,101.96045684814453
2023-11-22,102.81773376464844
2023-11-24,103.24176025390625
2023-11-27,103.12191009521484
2023-11-28,103.34314727783203
2023-11-29,104.20043182373047
2023-11-30,105.942626953125
2023-12-01,109.01223754882812
2023-12-04,110.92036437988281
2023-12-05,109.37174987792969
2023-12-06,109.74044799804688
2023-12-07,109.64826965332031
2023-12-08,110.47789764404297
2023-12-11,112.45977020263672
2023-12-12,112.52429962158203
2023-12-13,119.13360595703125
2023-12-14,126.39742279052734
2023-12-15,124.55130767822266
2023-12-18,123.0855712890625
2023-12-19,124.07819366455078
2023-12-20,121.03536987304688
2023-12-21,121.48992919921875
2023-12-22,122.82581329345703
2023-12-26,123.80916595458984
2023-12-27,124.47708892822266
2023-12-28,125.41407012939453
2023-12-29,123.66071319580078
2024-01-02,124.8852767944336
2024-01-03,121.08175659179688
2024-01-04,120.8683853149414
2024-01-05,121.11885833740234
2024-01-08,123.54012298583984
2024-01-09,123.44737243652344
2024-01-10,123.89264678955078
2024-01-11,121.82391357421875
2024-01-12,122.03726959228516
2024-01-16,120.57152557373047
2024-01-17,117.68643188476562
2024-01-18,117.12982177734375
2024-01-19,119.15216064453125
2024-01-22,119.43047332763672
2024-01-23,118.75325775146484
2024-01-24,116.36911010742188
2024-01-25,117.07415008544922
2024-01-26,117.69569396972656
2024-01-29,118.64192962646484
2024-01-30,117.3802719116211
2024-01-31,117.5287094116211
2024-02-01,121.00753784179688
2024-02-02,119.90360260009766
2024-02-05,117.7328109741211
2024-02-06,121.06320190429688
2024-02-07,119.7551498413086
2024-02-08,122.13934326171875
2024-02-09,122.90000915527344
2024-02-12,122.5011215209961
2024-02-13,121.41573333740234
2024-02-14,121.06320190429688
2024-02-15,123.4751968383789
2024-02-16,123.74423217773438
2024-02-20,123.70709991455078
2024-02-21,123.77204132080078
2024-02-22,123.79061126708984
2024-02-23,123.57723236083984
2024-02-26,122.97423553466797
2024-02-27,122.90931701660156
2024-02-28,124.30084228515625
2024-02-29,123.63290405273438
2024-03-01,124.86671447753906
2024-03-04,123.94830322265625
2024-03-05,122.86289978027344
2024-03-06,123.45663452148438
2024-03-07,123.14122009277344
2024-03-08,125.30274963378906
2024-03-11,124.42143249511719
2024-03-12,124.8388900756836
2024-03-13,123.68856811523438
2024-03-14,121.29512786865234
2024-03-15,120.5755386352539
2024-03-18,119.75312042236328
2024-03-19,119.48210906982422
2024-03-20,120.2764663696289
2024-03-21,121.3885726928711
2024-03-22,120.20170593261719
2024-03-25,118.8092269897461
2024-03-26,116.94947814941406
2024-03-27,120.42599487304688
2024-03-28,121.69698333740234
2024-04-01,119.54752349853516
2024-04-02,117.36067962646484
2024-04-03,117.83728790283203
2024-04-04,116.5289306640625
2024-04-05,116.57565307617188
2024-04-08,117.91205596923828
2024-04-09,117.99617767333984
2024-04-10,112.72531127929688
2024-04-11,112.37952423095703
2024-04-12,111.21134185791016
