Date,SYK
2015-07-01,85.00220489501953
2015-07-02,84.72793579101562
2015-07-06,84.93141174316406
2015-07-07,85.73658752441406
2015-07-08,84.42708587646484
2015-07-09,84.63947296142578
2015-07-10,85.26763916015625
2015-07-13,86.38250732421875
2015-07-14,86.93990325927734
2015-07-15,86.27630615234375
2015-07-16,86.86026763916016
2015-07-17,86.89567565917969
2015-07-20,87.04608917236328
2015-07-21,87.64772033691406
2015-07-22,87.18763732910156
2015-07-23,86.93106079101562
2015-07-24,89.33769989013672
2015-07-27,88.49714660644531
2015-07-28,89.90397644042969
2015-07-29,90.23136138916016
2015-07-30,90.10749053955078
2015-07-31,90.4879150390625
2015-08-03,89.81549072265625
2015-08-04,89.7889633178711
2015-08-05,91.239990234375
2015-08-06,89.64738464355469
2015-08-07,89.3111801147461
2015-08-10,90.4171371459961
2015-08-11,90.08975982666016
2015-08-12,91.24882507324219
2015-08-13,91.10728454589844
2015-08-14,91.70011138916016
2015-08-17,92.14250946044922
2015-08-18,92.29293060302734
2015-08-19,92.48756408691406
2015-08-20,90.70915222167969
2015-08-21,87.92202758789062
2015-08-24,84.59519958496094
2015-08-25,84.489013671875
2015-08-26,87.42655181884766
2015-08-27,89.4350357055664
2015-08-28,88.20516204833984
2015-08-31,87.28498077392578
2015-09-01,84.46245574951172
2015-09-02,85.73658752441406
2015-09-03,85.54195404052734
2015-09-04,84.35633087158203
2015-09-08,87.21417236328125
2015-09-09,86.0816879272461
2015-09-10,86.9753189086914
2015-09-11,88.16978454589844
2015-09-14,87.38233184814453
2015-09-15,88.34674072265625
2015-09-16,89.01033020019531
2015-09-17,88.97492980957031
2015-09-18,87.78932189941406
2015-09-21,88.13436889648438
2015-09-22,87.20536041259766
2015-09-23,87.2319107055664
2015-09-24,86.9045181274414
2015-09-25,85.73658752441406
2015-09-28,82.0471420288086
2015-09-29,82.78411865234375
2015-09-30,83.55665588378906
2015-10-01,84.27589416503906
2015-10-02,85.65220642089844
2015-10-05,86.03404235839844
2015-10-06,84.28477478027344
2015-10-07,85.24373626708984
2015-10-08,86.44252014160156
2015-10-09,86.79771423339844
2015-10-12,87.47254180908203
2015-10-13,86.63787078857422
2015-10-14,86.04293823242188
2015-10-15,87.63239288330078
2015-10-16,88.82222747802734
2015-10-19,89.20405578613281
2015-10-20,88.09410095214844
2015-10-21,88.60911560058594
2015-10-22,87.49030303955078
2015-10-23,83.85856628417969
2015-10-26,83.37905883789062
2015-10-27,83.3257827758789
2015-10-28,85.03952026367188
2015-10-29,85.11058044433594
2015-10-30,84.90634155273438
2015-11-02,85.87423706054688
2015-11-03,85.9541244506836
2015-11-04,86.5757064819336
2015-11-05,86.65560150146484
2015-11-06,86.66449737548828
2015-11-09,85.9630126953125
2015-11-10,86.66449737548828
2015-11-11,86.69113159179688
2015-11-12,84.8974838256836
2015-11-13,84.91523742675781
2015-11-16,85.82982635498047
2015-11-17,85.7854232788086
2015-11-18,86.14058685302734
2015-11-19,84.71988677978516
2015-11-20,85.67000579833984
2015-11-23,85.3148193359375
2015-11-24,85.7854232788086
2015-11-25,86.32707214355469
2015-11-27,87.09959411621094
2015-11-30,85.65220642089844
2015-12-01,85.94525909423828
2015-12-02,85.4746322631836
2015-12-03,82.20697021484375
2015-12-04,83.76972961425781
2015-12-07,83.5921859741211
2015-12-08,83.04163360595703
2015-12-09,81.97611236572266
2015-12-10,82.51773071289062
2015-12-11,81.86955261230469
2015-12-14,81.16803741455078
2015-12-15,82.08267211914062
2015-12-16,83.40569305419922
2015-12-17,82.3223876953125
2015-12-18,81.03487396240234
2015-12-21,81.17692565917969
2015-12-22,82.34014892578125
2015-12-23,83.57440948486328
2015-12-24,83.78752899169922
2015-12-28,83.42347717285156
2015-12-29,84.52900695800781
2015-12-30,84.02970123291016
2015-12-31,82.8617935180664
2016-01-04,80.25841522216797
2016-01-05,81.03408813476562
2016-01-06,80.90926361083984
2016-01-07,78.84977722167969
2016-01-08,78.35939025878906
2016-01-11,78.0384292602539
2016-01-12,79.10832214355469
2016-01-13,79.6253890991211
2016-01-14,81.06080627441406
2016-01-15,81.23023223876953
2016-01-19,81.63143157958984
2016-01-20,81.13215637207031
2016-01-21,81.9256362915039
2016-01-22,83.72660827636719
2016-01-25,84.1723861694336
2016-01-26,85.6077880859375
2016-01-27,87.90803527832031
2016-01-28,86.75790405273438
2016-01-29,88.39836120605469
2016-02-01,88.41622924804688
2016-02-02,88.2913818359375
2016-02-03,88.34488677978516
2016-02-04,88.74609375
2016-02-05,86.40131378173828
2016-02-08,85.6434555053711
2016-02-09,86.1605453491211
2016-02-10,87.46224975585938
2016-02-11,85.73262786865234
2016-02-12,86.77571868896484
2016-02-16,86.83811950683594
2016-02-17,85.84852600097656
2016-02-18,86.42802429199219
2016-02-19,87.12346649169922
2016-02-22,88.3003158569336
2016-02-23,88.14875030517578
2016-02-24,88.7728500366211
2016-02-25,90.76103973388672
2016-02-26,90.36874389648438
2016-02-29,89.04922485351562
2016-03-01,89.97644805908203
2016-03-02,90.51136016845703
2016-03-03,91.74175262451172
2016-03-04,92.23209381103516
2016-03-07,91.68824768066406
2016-03-08,91.63475799560547
2016-03-09,91.9378662109375
2016-03-10,92.49955749511719
2016-03-11,93.61402893066406
2016-03-14,93.78343963623047
2016-03-15,93.48027801513672
2016-03-16,93.7923355102539
2016-03-17,92.098388671875
2016-03-18,93.56942749023438
2016-03-21,93.48919677734375
2016-03-22,93.56053924560547
2016-03-23,94.14002990722656
2016-03-24,93.81017303466797
2016-03-28,93.66752624511719
2016-03-29,95.62712860107422
2016-03-30,95.78816223144531
2016-03-31,96.0029296875
2016-04-01,97.10353088378906
2016-04-04,97.82833099365234
2016-04-05,95.77923583984375
2016-04-06,96.84403991699219
2016-04-07,96.59349822998047
2016-04-08,97.12142944335938
2016-04-11,96.8619384765625
2016-04-12,97.93569946289062
2016-04-13,98.08782196044922
2016-04-14,98.51732635498047
2016-04-15,98.24889373779297
2016-04-18,98.77680206298828
2016-04-19,98.18624114990234
2016-04-20,99.0810317993164
2016-04-21,97.81041717529297
2016-04-22,97.89096069335938
2016-04-25,97.97149658203125
2016-04-26,97.98939514160156
2016-04-27,98.46363067626953
2016-04-28,98.03411865234375
2016-04-29,97.5419692993164
2016-05-02,98.37415313720703
2016-05-03,97.6851577758789
2016-05-04,97.16616821289062
2016-05-05,98.53522491455078
2016-05-06,99.51056671142578
2016-05-09,99.60896301269531
2016-05-10,99.99374389648438
2016-05-11,99.75216674804688
2016-05-12,100.05638122558594
2016-05-13,99.24209594726562
2016-05-16,100.53062438964844
2016-05-17,98.5531234741211
2016-05-18,98.30257415771484
2016-05-19,97.97149658203125
2016-05-20,98.65151977539062
2016-05-23,98.66941833496094
2016-05-24,99.92216491699219
2016-05-25,100.10110473632812
2016-05-26,99.84162902832031
2016-05-27,100.01164245605469
2016-05-31,99.4658203125
2016-06-01,99.91320037841797
2016-06-02,100.80799102783203
2016-06-03,101.61332702636719
2016-06-06,101.58647918701172
2016-06-07,100.74536895751953
2016-06-08,102.26653289794922
2016-06-09,103.19712829589844
2016-06-10,102.50809478759766
2016-06-13,102.40076446533203
2016-06-14,103.27766418457031
2016-06-15,102.31127166748047
2016-06-16,102.56182098388672
2016-06-17,102.34705352783203
2016-06-20,103.87714385986328
2016-06-21,104.2082290649414
2016-06-22,104.3514175415039
2016-06-23,105.9262466430664
2016-06-24,104.32455444335938
2016-06-27,102.7049789428711
2016-06-28,104.10548400878906
2016-06-29,106.66413879394531
2016-06-30,107.57989501953125
2016-07-01,108.10060119628906
2016-07-05,108.81881713867188
2016-07-06,108.71106719970703
2016-07-07,108.65717315673828
2016-07-08,109.78839111328125
2016-07-11,110.11160278320312
2016-07-12,110.26420593261719
2016-07-13,109.98588562011719
2016-07-14,109.79733276367188
2016-07-15,109.5998764038086
2016-07-18,109.1868667602539
2016-07-19,109.31258392333984
2016-07-20,109.85121154785156
2016-07-21,110.0307846069336
2016-07-22,105.06610870361328
2016-07-25,104.07855224609375
2016-07-26,104.53643798828125
2016-07-27,103.09101104736328
2016-07-28,103.20772552490234
2016-07-29,104.39277648925781
2016-08-01,105.05713653564453
2016-08-02,103.8720932006836
2016-08-03,103.08206176757812
2016-08-04,103.10897064208984
2016-08-05,103.15386199951172
2016-08-08,103.08206176757812
2016-08-09,103.64763641357422
2016-08-10,103.71946716308594
2016-08-11,103.71946716308594
2016-08-12,103.75538635253906
2016-08-15,103.45012664794922
2016-08-16,101.8790283203125
2016-08-17,101.58277893066406
2016-08-18,102.12142181396484
2016-08-19,102.13938903808594
2016-08-22,102.4715576171875
2016-08-23,101.99573516845703
2016-08-24,101.10691833496094
2016-08-25,101.72642517089844
2016-08-26,102.74090576171875
2016-08-29,104.39277648925781
2016-08-30,104.08753204345703
2016-08-31,103.83617401123047
2016-09-01,103.45012664794922
2016-09-02,103.78231048583984
2016-09-06,104.94041442871094
2016-09-07,103.39625549316406
2016-09-08,103.1269302368164
2016-09-09,99.23957061767578
2016-09-12,101.17876434326172
2016-09-13,99.22162628173828
2016-09-14,99.66155242919922
2016-09-15,101.8969955444336
2016-09-16,102.63316345214844
2016-09-19,102.72293090820312
2016-09-20,102.88450622558594
2016-09-21,104.53643798828125
2016-09-22,106.33198547363281
2016-09-23,105.72150421142578
2016-09-26,104.3299331665039
2016-09-27,105.75740051269531
2016-09-28,105.65831756591797
2016-09-29,104.20824432373047
2016-09-30,104.84771728515625
2016-10-03,104.88375091552734
2016-10-04,104.71260070800781
2016-10-05,105.07289123535156
2016-10-06,105.06388854980469
2016-10-07,104.75764465332031
2016-10-10,106.1446762084961
2016-10-11,102.43390655517578
2016-10-12,102.60502624511719
2016-10-13,102.29879760742188
2016-10-14,102.36185455322266
2016-10-17,102.289794921875
2016-10-18,103.4066162109375
2016-10-19,102.97431945800781
2016-10-20,103.17247772216797
2016-10-21,102.41590118408203
2016-10-24,103.3345947265625
2016-10-25,101.94755554199219
2016-10-26,98.97530364990234
2016-10-27,98.82217407226562
2016-10-28,102.92023468017578
2016-10-31,103.89299011230469
2016-11-01,103.38861083984375
2016-11-02,104.0280990600586
2016-11-03,104.16320037841797
2016-11-04,105.51422882080078
2016-11-07,107.79290771484375
2016-11-08,108.84671783447266
2016-11-09,104.69461059570312
2016-11-10,102.7041015625
2016-11-11,99.39862823486328
2016-11-14,96.0841064453125
2016-11-15,98.8402099609375
2016-11-16,98.52497100830078
2016-11-17,99.6598129272461
2016-11-18,100.37135314941406
2016-11-21,100.39836883544922
2016-11-22,99.7048568725586
2016-11-23,100.65058135986328
2016-11-25,101.63227844238281
2016-11-28,101.73135375976562
2016-11-29,103.94701385498047
2016-11-30,102.37085723876953
2016-12-01,100.65058135986328
2016-12-02,100.9477767944336
2016-12-05,100.8847427368164
2016-12-06,101.40711975097656
2016-12-07,102.37986755371094
2016-12-08,104.03710174560547
2016-12-09,104.92878723144531
2016-12-12,105.90154266357422
2016-12-13,105.946533203125
2016-12-14,105.13594818115234
2016-12-15,107.0183334350586
2016-12-16,106.95530700683594
2016-12-19,107.00933837890625
2016-12-20,107.63980102539062
2016-12-21,107.54073333740234
2016-12-22,108.51345825195312
2016-12-23,108.76567077636719
2016-12-27,108.84671783447266
2016-12-28,108.35409545898438
2016-12-29,108.93257141113281
2016-12-30,108.29086303710938
2017-01-03,107.94735717773438
2017-01-04,108.55297088623047
2017-01-05,107.3598861694336
2017-01-06,106.42890167236328
2017-01-09,107.5768051147461
2017-01-10,110.1799087524414
2017-01-11,111.77068328857422
2017-01-12,111.4091567993164
2017-01-13,111.10183715820312
2017-01-17,110.76741027832031
2017-01-18,110.63182067871094
2017-01-19,110.38778686523438
2017-01-20,110.04431915283203
2017-01-23,109.73701477050781
2017-01-24,109.81834411621094
2017-01-25,109.46585083007812
2017-01-26,109.2127914428711
2017-01-27,111.43624114990234
2017-01-30,110.73126220703125
2017-01-31,111.65316772460938
2017-02-01,111.2825927734375
2017-02-02,111.52664184570312
2017-02-03,111.49952697753906
2017-02-06,110.56855010986328
2017-02-07,110.73126220703125
2017-02-08,110.64086151123047
