Date,UDR
2015-07-01,21.956220626831055
2015-07-02,22.083927154541016
2015-07-06,22.151126861572266
2015-07-07,22.433395385742188
2015-07-08,22.432037353515625
2015-07-09,22.357498168945312
2015-07-10,22.384597778320312
2015-07-13,22.377822875976562
2015-07-14,22.54724884033203
2015-07-15,22.587915420532227
2015-07-16,22.709896087646484
2015-07-17,22.594690322875977
2015-07-20,22.75055503845215
2015-07-21,22.642126083374023
2015-07-22,22.811555862426758
2015-07-23,22.642126083374023
2015-07-24,22.682788848876953
2015-07-27,22.662458419799805
2015-07-28,22.621797561645508
2015-07-29,22.615018844604492
2015-07-30,22.648900985717773
2015-07-31,22.91321563720703
2015-08-03,23.19106674194336
2015-08-04,23.109743118286133
2015-08-05,23.00808334350586
2015-08-06,23.123294830322266
2015-08-07,23.2791748046875
2015-08-10,23.2791748046875
2015-08-11,23.570587158203125
2015-08-12,23.631574630737305
2015-08-13,23.60447120666504
2015-08-14,23.590911865234375
2015-08-17,24.01786994934082
2015-08-18,24.17374038696289
2015-08-19,23.773893356323242
2015-08-20,23.645130157470703
2015-08-21,22.960649490356445
2015-08-24,21.740779876708984
2015-08-25,21.103734970092773
2015-08-26,21.67978858947754
2015-08-27,22.208396911621094
2015-08-28,22.235504150390625
2015-08-31,21.88987159729004
2015-09-01,21.36126708984375
2015-09-02,21.523910522460938
2015-09-03,21.53746795654297
2015-09-04,21.11728858947754
2015-09-08,21.422260284423828
2015-09-09,21.137619018554688
2015-09-10,21.25960922241211
2015-09-11,21.876323699951172
2015-09-14,21.80177116394043
2015-09-15,22.255830764770508
2015-09-16,22.5336971282959
2015-09-17,22.723453521728516
2015-09-18,22.838665008544922
2015-09-21,23.069080352783203
2015-09-22,22.845436096191406
2015-09-23,22.98097801208496
2015-09-24,22.78445053100586
2015-09-25,22.899658203125
2015-09-28,22.682788848876953
2015-09-29,23.177507400512695
2015-09-30,23.367271423339844
2015-10-01,23.50281524658203
2015-10-02,23.740009307861328
2015-10-05,23.91621208190918
2015-10-06,23.699342727661133
2015-10-07,23.98490333557129
2015-10-08,24.073701858520508
2015-10-09,24.18300437927246
2015-10-12,24.476757049560547
2015-10-13,24.196666717529297
2015-10-14,23.87559700012207
2015-10-15,24.29914093017578
2015-10-16,24.442594528198242
2015-10-19,24.872976303100586
2015-10-20,24.5792236328125
2015-10-21,24.613378524780273
2015-10-22,24.43576431274414
2015-10-23,24.29914093017578
2015-10-26,24.36062240600586
2015-10-27,24.189838409423828
2015-10-28,24.101030349731445
2015-10-29,24.025880813598633
2015-10-30,23.540849685668945
2015-11-02,24.17616844177246
2015-11-03,23.868762969970703
2015-11-04,23.902923583984375
2015-11-05,24.09419822692871
2015-11-06,23.281269073486328
2015-11-09,23.069496154785156
2015-11-10,23.356412887573242
2015-11-11,23.616004943847656
2015-11-12,23.561351776123047
2015-11-13,23.58867645263672
2015-11-16,23.950746536254883
2015-11-17,24.251325607299805
2015-11-18,24.24449348449707
2015-11-19,24.46991539001465
2015-11-20,24.913963317871094
2015-11-23,25.08475112915039
2015-11-24,24.927629470825195
2015-11-25,25.371667861938477
2015-11-27,25.76788330078125
2015-11-30,25.21454429626465
2015-12-01,25.48779296875
2015-12-02,25.030094146728516
2015-12-03,24.620216369628906
2015-12-04,25.09157371520996
2015-12-07,24.879796981811523
2015-12-08,24.804662704467773
2015-12-09,24.524578094482422
2015-12-10,24.38794708251953
2015-12-11,24.53140640258789
2015-12-14,24.9344482421875
2015-12-15,25.009599685668945
2015-12-16,25.46729850769043
2015-12-17,24.982275009155273
2015-12-18,24.838821411132812
2015-12-21,24.920793533325195
2015-12-22,24.9412899017334
2015-12-23,25.241872787475586
2015-12-24,25.22820281982422
2015-12-28,25.562944412231445
2015-12-29,25.884016036987305
2015-12-30,25.795202255249023
2015-12-31,25.665414810180664
2016-01-04,25.255531311035156
2016-01-05,25.576597213745117
2016-01-06,25.392148971557617
2016-01-07,25.101696014404297
2016-01-08,24.771339416503906
2016-01-11,25.053516387939453
2016-01-12,24.79197120666504
2016-01-13,24.771339416503906
2016-01-14,24.392772674560547
2016-01-15,24.626785278320312
2016-01-19,24.67496681213379
2016-01-20,23.993572235107422
2016-01-21,23.931621551513672
2016-01-22,24.57860565185547
2016-01-25,24.372121810913086
2016-01-26,25.15675926208496
2016-01-27,24.47536277770996
2016-01-28,24.117450714111328
2016-01-29,24.496007919311523
2016-02-01,24.881450653076172
2016-02-02,24.420297622680664
2016-02-03,25.02599334716797
2016-02-04,25.308185577392578
2016-02-05,24.103687286376953
2016-02-08,23.332815170288086
2016-02-09,23.0024356842041
2016-02-10,23.34657859802246
2016-02-11,22.816600799560547
2016-02-12,22.981788635253906
2016-02-16,23.305282592773438
2016-02-17,23.160741806030273
2016-02-18,23.332815170288086
2016-02-19,23.51176643371582
2016-02-22,23.676958084106445
2016-02-23,23.566822052001953
2016-02-24,23.18828010559082
2016-02-25,23.766429901123047
2016-02-26,23.65630531311035
2016-02-29,23.62877655029297
2016-03-01,24.53042221069336
2016-03-02,24.895217895507812
2016-03-03,25.142993927001953
2016-03-04,23.924734115600586
2016-03-07,24.66807746887207
2016-03-08,24.35147476196289
2016-03-09,24.619901657104492
2016-03-10,24.564838409423828
2016-03-11,25.067279815673828
2016-03-14,25.08104705810547
2016-03-15,25.507789611816406
2016-03-16,25.728044509887695
2016-03-17,26.223604202270508
2016-03-18,26.017114639282227
2016-03-21,25.74868392944336
2016-03-22,25.78998565673828
2016-03-23,25.597265243530273
2016-03-24,25.50090789794922
2016-03-28,25.817522048950195
2016-03-29,26.223604202270508
2016-03-30,26.326839447021484
2016-03-31,26.519561767578125
2016-04-01,26.41632652282715
2016-04-04,26.54022216796875
2016-04-05,26.292436599731445
2016-04-06,26.292436599731445
2016-04-07,26.150243759155273
2016-04-08,26.129426956176758
2016-04-11,25.470468521118164
2016-04-12,25.595325469970703
2016-04-13,25.047353744506836
2016-04-14,24.645030975341797
2016-04-15,25.172197341918945
2016-04-18,25.40109634399414
2016-04-19,25.519023895263672
2016-04-20,24.84619140625
2016-04-21,24.60342025756836
2016-04-22,24.97104263305664
2016-04-25,25.30399513244629
2016-04-26,25.054279327392578
2016-04-27,24.499374389648438
2016-04-28,24.430007934570312
2016-04-29,24.221914291381836
2016-05-02,24.485498428344727
2016-05-03,24.624231338500977
2016-05-04,25.088970184326172
2016-05-05,25.324804306030273
2016-05-06,25.602256774902344
2016-05-09,25.81728744506836
2016-05-10,25.92133331298828
2016-05-11,25.42884635925293
2016-05-12,25.53289794921875
