Date,EQT
2015-07-01,40.00514602661133
2015-07-02,39.98020935058594
2015-07-06,38.94778060913086
2015-07-07,39.14727783203125
2015-07-08,38.48393249511719
2015-07-09,38.673465728759766
2015-07-10,38.1796989440918
2015-07-13,38.718360900878906
2015-07-14,39.21211624145508
2015-07-15,38.069984436035156
2015-07-16,38.26447677612305
2015-07-17,37.52633285522461
2015-07-20,36.344276428222656
2015-07-21,36.658504486083984
2015-07-22,36.08991241455078
2015-07-23,38.0400390625
2015-07-24,37.047523498535156
2015-07-27,37.78069305419922
2015-07-28,38.753265380859375
2015-07-29,38.78319549560547
2015-07-30,38.613616943359375
2015-07-31,38.329315185546875
2015-08-03,37.37171173095703
2015-08-04,37.252010345458984
2015-08-05,37.12732696533203
2015-08-06,37.81061553955078
2015-08-07,37.047523498535156
2015-08-10,38.249515533447266
2015-08-11,37.96024703979492
2015-08-12,39.25752258300781
2015-08-13,39.09785842895508
2015-08-14,39.037986755371094
2015-08-17,39.15273666381836
2015-08-18,38.73860168457031
2015-08-19,37.63093566894531
2015-08-20,37.027217864990234
2015-08-21,37.04716491699219
2015-08-24,35.39063262939453
2015-08-25,35.51538848876953
2015-08-26,37.09207534790039
2015-08-27,38.394325256347656
2015-08-28,38.77353286743164
2015-08-31,38.828426361083984
2015-09-01,37.650901794433594
2015-09-02,37.615962982177734
2015-09-03,37.45630645751953
2015-09-04,36.5033073425293
2015-09-08,37.33155822753906
2015-09-09,36.373573303222656
2015-09-10,36.42346954345703
2015-09-11,36.21890640258789
2015-09-14,35.9145393371582
2015-09-15,36.47835922241211
2015-09-16,37.191856384277344
2015-09-17,37.24174118041992
2015-09-18,36.792701721191406
2015-09-21,36.817657470703125
2015-09-22,36.35363006591797
2015-09-23,35.97440719604492
2015-09-24,35.38066101074219
2015-09-25,34.931602478027344
2015-09-28,33.50959777832031
2015-09-29,32.461795806884766
2015-09-30,32.317108154296875
2015-10-01,32.29713821411133
2015-10-02,34.10334777832031
2015-10-05,35.49042892456055
2015-10-06,35.9893798828125
2015-10-07,36.5082893371582
2015-10-08,37.43135452270508
2015-10-09,37.16691589355469
2015-10-12,37.11201858520508
2015-10-13,36.7477912902832
2015-10-14,37.226783752441406
2015-10-15,38.16980743408203
2015-10-16,38.13987350463867
2015-10-19,37.49622344970703
2015-10-20,37.825523376464844
2015-10-21,37.0621337890625
2015-10-22,34.0883674621582
2015-10-23,34.64719772338867
2015-10-26,33.5345458984375
2015-10-27,31.937891006469727
2015-10-28,31.947874069213867
2015-10-29,33.20024108886719
2015-10-30,32.965736389160156
2015-11-02,33.07051086425781
2015-11-03,32.6613655090332
2015-11-04,33.280067443847656
2015-11-05,33.67424774169922
2015-11-06,33.549522399902344
2015-11-09,33.280067443847656
2015-11-10,33.2950439453125
2015-11-11,31.7625732421875
2015-11-12,31.103662490844727
2015-11-13,31.098684310913086
2015-11-16,31.69270133972168
2015-11-17,30.414812088012695
2015-11-18,30.28002166748047
2015-11-19,29.730937957763672
2015-11-20,29.356550216674805
2015-11-23,29.451398849487305
2015-11-24,29.710960388183594
2015-11-25,29.04705810546875
2015-11-27,28.657703399658203
2015-11-30,28.562862396240234
2015-12-01,28.627756118774414
2015-12-02,27.175155639648438
2015-12-03,26.810758590698242
2015-12-04,27.26500129699707
2015-12-07,26.496274948120117
2015-12-08,26.1468448638916
2015-12-09,25.832368850708008
2015-12-10,26.121889114379883
2015-12-11,25.063640594482422
2015-12-14,23.995399475097656
2015-12-15,24.110214233398438
2015-12-16,24.06528663635254
2015-12-17,23.835662841796875
2015-12-18,24.419692993164062
2015-12-21,24.73917007446289
2015-12-22,24.304887771606445
2015-12-23,25.902250289916992
2015-12-24,25.927207946777344
2015-12-28,25.97713279724121
2015-12-29,26.446353912353516
2015-12-30,25.662647247314453
2015-12-31,26.022058486938477
2016-01-04,26.53121566772461
2016-01-05,26.256669998168945
2016-01-06,24.724199295043945
2016-01-07,25.892271041870117
2016-01-08,27.18014144897461
2016-01-11,26.231704711914062
2016-01-12,25.487937927246094
2016-01-13,25.537857055664062
2016-01-14,25.97713279724121
2016-01-15,26.20675277709961
2016-01-19,26.596111297607422
2016-01-20,27.6793155670166
2016-01-21,27.77916145324707
2016-01-22,28.972185134887695
2016-01-25,28.093637466430664
2016-01-26,30.57953643798828
2016-01-27,29.93559455871582
2016-01-28,29.925615310668945
2016-01-29,30.81914710998535
2016-02-01,29.89067268371582
2016-02-02,29.007129669189453
2016-02-03,30.404823303222656
2016-02-04,29.83077049255371
2016-02-05,29.840749740600586
2016-02-08,29.83576011657715
2016-02-09,28.438066482543945
2016-02-10,29.341575622558594
2016-02-11,28.517942428588867
2016-02-12,29.521806716918945
2016-02-16,30.126127243041992
2016-02-17,31.16495132446289
2016-02-18,30.425796508789062
2016-02-19,29.411930084228516
2016-02-22,30.0811767578125
2016-02-23,27.718828201293945
2016-02-24,28.547908782958984
2016-02-25,28.058452606201172
2016-02-26,28.358118057250977
2016-02-29,27.838703155517578
2016-03-01,28.877532958984375
2016-03-02,29.44190216064453
2016-03-03,29.80648422241211
2016-03-04,28.138362884521484
2016-03-07,30.695484161376953
2016-03-08,28.94745635986328
2016-03-09,28.91748809814453
2016-03-10,29.961313247680664
2016-03-11,30.570629119873047
2016-03-14,30.31591796875
2016-03-15,31.254858016967773
2016-03-16,32.32366180419922
2016-03-17,32.24374771118164
2016-03-18,32.83309555053711
2016-03-21,31.629444122314453
2016-03-22,31.829206466674805
2016-03-23,31.48960304260254
2016-03-24,32.24374771118164
2016-03-28,32.62832260131836
2016-03-29,33.19768524169922
2016-03-30,33.12775802612305
2016-03-31,33.59223556518555
2016-04-01,33.332523345947266
2016-04-04,33.02787399291992
2016-04-05,32.17884063720703
2016-04-06,32.188812255859375
2016-04-07,32.528419494628906
2016-04-08,33.55228805541992
2016-04-11,32.618324279785156
2016-04-12,34.46126174926758
2016-04-13,34.05171585083008
2016-04-14,33.48735046386719
2016-04-15,33.147727966308594
2016-04-18,33.7470703125
2016-04-19,34.361366271972656
2016-04-20,34.16659164428711
2016-04-21,33.407447814941406
2016-04-22,34.196556091308594
2016-04-25,34.18656539916992
2016-04-26,34.61607360839844
2016-04-27,36.179325103759766
2016-04-28,34.990665435791016
2016-04-29,35.01063919067383
2016-05-02,34.566131591796875
2016-05-03,33.9767951965332
2016-05-04,34.05670166015625
2016-05-05,34.74092483520508
2016-05-06,34.7259521484375
2016-05-09,34.80587387084961
2016-05-10,35.5500373840332
2016-05-11,35.0953369140625
2016-05-12,35.29520797729492
2016-05-13,34.995426177978516
2016-05-16,34.90049362182617
2016-05-17,35.95474624633789
2016-05-18,35.120330810546875
2016-05-19,34.63565444946289
2016-05-20,34.700618743896484
2016-05-23,34.56072235107422
2016-05-24,35.0953369140625
2016-05-25,35.72990798950195
2016-05-26,36.534332275390625
2016-05-27,36.55432891845703
2016-05-31,36.59928894042969
2016-06-01,36.59928894042969
2016-06-02,36.869110107421875
2016-06-03,36.829132080078125
2016-06-06,37.01399612426758
2016-06-07,37.58860778808594
2016-06-08,37.503662109375
2016-06-09,38.92764663696289
2016-06-10,37.72850799560547
2016-06-13,37.448699951171875
2016-06-14,37.32378005981445
2016-06-15,37.35875701904297
2016-06-16,37.37374496459961
2016-06-17,38.48295974731445
2016-06-20,38.932655334472656
2016-06-21,39.3123893737793
2016-06-22,39.197471618652344
2016-06-23,39.35236740112305
2016-06-24,38.31309127807617
2016-06-27,37.98832702636719
2016-06-28,39.57719421386719
2016-06-29,38.4529914855957
2016-06-30,38.687828063964844
2016-07-01,39.63715744018555
2016-07-05,38.60788345336914
2016-07-06,38.662837982177734
2016-07-07,38.38804244995117
2016-07-08,38.812744140625
2016-07-11,38.447994232177734
2016-07-12,39.177486419677734
2016-07-13,38.03827667236328
2016-07-14,37.82843017578125
2016-07-15,37.75348663330078
2016-07-18,37.708518981933594
2016-07-19,37.58860778808594
2016-07-20,37.5136604309082
2016-07-21,37.38373947143555
2016-07-22,37.503662109375
2016-07-25,36.9090690612793
2016-07-26,36.95904541015625
2016-07-27,36.714210510253906
2016-07-28,36.92906188964844
2016-07-29,36.40443420410156
2016-08-01,35.31519317626953
2016-08-02,35.1702995300293
2016-08-03,35.739891052246094
2016-08-04,35.23525619506836
2016-08-05,34.940467834472656
2016-08-08,34.8905029296875
2016-08-09,34.40583419799805
2016-08-10,34.11591339111328
2016-08-11,34.14590835571289
2016-08-12,34.15089797973633
2016-08-15,34.12089920043945
