Date,RJF
2015-07-01,34.14061737060547
2015-07-02,33.98131561279297
2015-07-06,33.668418884277344
2015-07-07,33.34413146972656
2015-07-08,32.445247650146484
2015-07-09,32.7979736328125
2015-07-10,33.366886138916016
2015-07-13,33.9073486328125
2015-07-14,34.03251647949219
2015-07-15,34.186126708984375
2015-07-16,34.80622482299805
2015-07-17,34.646949768066406
2015-07-20,34.65263366699219
2015-07-21,34.311275482177734
2015-07-22,34.55023193359375
2015-07-23,34.026817321777344
2015-07-24,33.55461883544922
2015-07-27,32.980018615722656
2015-07-28,33.26449203491211
2015-07-29,33.71392822265625
2015-07-30,33.958553314208984
2015-07-31,33.56601333618164
2015-08-03,33.543243408203125
2015-08-04,33.8675422668457
2015-08-05,33.80495071411133
2015-08-06,33.48066711425781
2015-08-07,33.34982681274414
2015-08-10,33.833396911621094
2015-08-11,33.01984405517578
2015-08-12,32.71831512451172
2015-08-13,32.923126220703125
2015-08-14,33.28155517578125
2015-08-17,33.34982681274414
2015-08-18,33.27017593383789
2015-08-19,32.724021911621094
2015-08-20,31.552053451538086
2015-08-21,30.243520736694336
2015-08-24,28.440086364746094
2015-08-25,28.502666473388672
2015-08-26,29.65756607055664
2015-08-27,30.54507827758789
2015-08-28,30.40851593017578
2015-08-31,30.146825790405273
2015-09-01,29.043134689331055
2015-09-02,29.53240203857422
2015-09-03,29.407230377197266
2015-09-04,29.020374298095703
2015-09-08,29.86237144470215
2015-09-09,29.435684204101562
2015-09-10,29.771350860595703
2015-09-11,29.49825668334961
2015-09-14,29.49256706237793
2015-09-15,29.885122299194336
2015-09-16,30.095619201660156
2015-09-17,29.327579498291016
2015-09-18,28.400253295898438
2015-09-21,28.62213134765625
2015-09-22,28.32061195373535
2015-09-23,28.18975830078125
2015-09-24,27.96219253540039
2015-09-25,28.258024215698242
2015-09-28,27.62653160095215
2015-09-29,27.952007293701172
2015-09-30,28.34031867980957
2015-10-01,28.465940475463867
2015-10-02,28.12904167175293
2015-10-05,28.99700164794922
2015-10-06,28.740041732788086
2015-10-07,29.042692184448242
2015-10-08,29.219711303710938
2015-10-09,29.219711303710938
2015-10-12,29.328218460083008
2015-10-13,29.12263298034668
2015-10-14,28.688655853271484
2015-10-15,29.670827865600586
2015-10-16,29.813581466674805
2015-10-19,29.630855560302734
2015-10-20,29.767902374267578
2015-10-21,29.248260498046875
2015-10-22,30.07054328918457
2015-10-23,30.475976943969727
2015-10-26,30.744367599487305
2015-10-27,30.62444305419922
2015-10-28,32.00061798095703
2015-10-29,31.78364372253418
2015-10-30,31.469579696655273
2015-11-02,32.12627410888672
2015-11-03,32.240482330322266
2015-11-04,32.303287506103516
2015-11-05,32.440330505371094
2015-11-06,33.29688262939453
2015-11-09,32.9371337890625
2015-11-10,32.93143081665039
2015-11-11,32.94282913208008
2015-11-12,32.42890548706055
2015-11-13,32.08628845214844
2015-11-16,32.400360107421875
2015-11-17,32.32612228393555
2015-11-18,32.72013854980469
2015-11-19,32.52598571777344
2015-11-20,32.85719680786133
2015-11-23,32.81150436401367
2015-11-24,33.165523529052734
2015-11-25,33.26261901855469
2015-11-27,33.35968780517578
2015-11-30,33.53670883178711
2015-12-01,33.66805648803711
