Date,MSFT
2015-07-01,38.3195686340332
2015-07-02,38.276485443115234
2015-07-06,38.267852783203125
2015-07-07,38.190269470214844
2015-07-08,38.13853454589844
2015-07-09,38.379920959472656
2015-07-10,38.4575080871582
2015-07-13,39.25925064086914
2015-07-14,39.32822036743164
2015-07-15,39.44890213012695
2015-07-16,40.22478103637695
2015-07-17,40.190284729003906
2015-07-20,40.44891357421875
2015-07-21,40.7592658996582
2015-07-22,39.25925064086914
2015-07-23,39.75063705444336
2015-07-24,39.60407638549805
2015-07-27,39.095458984375
2015-07-28,39.08683395385742
2015-07-29,39.90581130981445
2015-07-30,40.41443634033203
2015-07-31,40.259254455566406
2015-08-03,40.354087829589844
2015-08-04,40.983402252197266
2015-08-05,41.017906188964844
2015-08-06,40.190284729003906
2015-08-07,40.29376983642578
2015-08-10,40.80237579345703
2015-08-11,40.00925064086914
2015-08-12,40.29376983642578
2015-08-13,40.28512191772461
2015-08-14,40.517887115478516
2015-08-17,40.79375457763672
2015-08-18,41.01937484741211
2015-08-19,40.44664764404297
2015-08-20,39.62226486206055
2015-08-21,37.37474822998047
2015-08-24,36.168556213378906
2015-08-25,35.11855697631836
2015-08-26,37.062339782714844
2015-08-27,38.095001220703125
2015-08-28,38.121028900146484
2015-08-31,37.765235900878906
2015-09-01,36.29003143310547
2015-09-02,37.626407623291016
2015-09-03,37.747894287109375
2015-09-04,36.97557830810547
2015-09-08,38.086326599121094
2015-09-09,37.37474822998047
2015-09-10,37.5656623840332
2015-09-11,37.73052978515625
2015-09-14,37.348716735839844
2015-09-15,38.164432525634766
2015-09-16,38.44209671020508
2015-09-17,38.39870834350586
2015-09-18,37.73052978515625
2015-09-21,38.277225494384766
2015-09-22,38.095001220703125
2015-09-23,38.068946838378906
2015-09-24,38.10367202758789
2015-09-25,38.12971496582031
2015-09-28,37.5656623840332
2015-09-29,37.695823669433594
2015-09-30,38.40739440917969
2015-10-01,38.71110153198242
2015-10-02,39.544166564941406
2015-10-05,40.4640007019043
2015-10-06,40.5681266784668
2015-10-07,40.61152267456055
2015-10-08,41.17557144165039
2015-10-09,40.88053512573242
2015-10-12,40.78508377075195
2015-10-13,40.689613342285156
2015-10-14,40.50740051269531
2015-10-15,40.79375457763672
2015-10-16,41.227630615234375
2015-10-19,41.32308578491211
2015-10-20,41.453250885009766
2015-10-21,40.958621978759766
2015-10-22,41.678863525390625
2015-10-23,45.87886428833008
2015-10-26,47.076393127441406
2015-10-27,46.5904426574707
2015-10-28,46.84209060668945
2015-10-29,46.3040657043457
2015-10-30,45.67928695678711
2015-11-02,46.1999397277832
2015-11-03,46.989601135253906
2015-11-04,47.206546783447266
2015-11-05,47.1891975402832
2015-11-06,47.65779495239258
2015-11-09,46.998294830322266
2015-11-10,46.434242248535156
2015-11-11,46.555728912353516
2015-11-12,46.26936340332031
2015-11-13,45.85283660888672
2015-11-16,46.65986633300781
2015-11-17,46.27546691894531
2015-11-18,47.04425048828125
2015-11-19,47.12288284301758
2015-11-20,47.34128189086914
2015-11-23,47.34128189086914
2015-11-24,47.39369583129883
2015-11-25,46.904483795166016
2015-11-27,47.11414337158203
2015-11-30,47.48106384277344
2015-12-01,48.24110412597656
2015-12-02,48.232357025146484
2015-12-03,47.350013732910156
2015-12-04,48.84390640258789
2015-12-07,48.75654602050781
2015-12-08,48.73906326293945
2015-12-09,48.03144454956055
2015-12-10,48.2847900390625
2015-12-11,47.22771072387695
2015-12-14,48.171226501464844
2015-12-15,48.2236328125
2015-12-16,49.03609085083008
2015-12-17,48.66044235229492
2015-12-18,47.28886795043945
2015-12-21,47.900394439697266
2015-12-22,48.354679107666016
2015-12-23,48.7652702331543
2015-12-24,48.63422775268555
2015-12-28,48.87884521484375
2015-12-29,49.40301513671875
2015-12-30,49.193363189697266
2015-12-31,48.4682502746582
2016-01-04,47.874202728271484
2016-01-05,48.09259796142578
2016-01-06,47.21897506713867
2016-01-07,45.57656478881836
2016-01-08,45.71635818481445
2016-01-11,45.69013977050781
2016-01-12,46.10947799682617
2016-01-13,45.11355209350586
2016-01-14,46.39777374267578
2016-01-15,44.54570007324219
2016-01-19,44.17003631591797
2016-01-20,44.37098693847656
2016-01-21,44.10016632080078
2016-01-22,45.6814079284668
2016-01-25,45.244598388671875
2016-01-26,45.57656478881836
2016-01-27,44.74664306640625
2016-01-28,45.480472564697266
2016-01-29,48.127532958984375
2016-02-01,47.795562744140625
2016-02-02,46.30168914794922
2016-02-03,45.56782913208008
2016-02-04,45.42806625366211
2016-02-05,43.820613861083984
2016-02-08,43.1653938293457
2016-02-09,43.051815032958984
2016-02-10,43.427490234375
2016-02-11,43.40999221801758
2016-02-12,44.11764144897461
2016-02-16,44.953521728515625
2016-02-17,46.12377166748047
2016-02-18,45.921409606933594
2016-02-19,45.59585952758789
2016-02-22,46.3261604309082
2016-02-23,45.032718658447266
2016-02-24,45.19110107421875
2016-02-25,45.84220886230469
2016-02-26,45.138301849365234
2016-02-29,44.76875305175781
2016-03-01,46.26457977294922
2016-03-02,46.59012222290039
2016-03-03,46.062191009521484
2016-03-04,45.78063201904297
2016-03-07,44.900733947753906
2016-03-08,45.446266174316406
2016-03-09,46.49333953857422
2016-03-10,45.7982292175293
2016-03-11,46.69571304321289
2016-03-14,46.78369903564453
2016-03-15,47.15324401855469
2016-03-16,47.82196807861328
2016-03-17,48.0947380065918
2016-03-18,47.06526184082031
2016-03-21,47.39081954956055
2016-03-22,47.575599670410156
2016-03-23,47.48762512207031
2016-03-24,47.69878387451172
2016-03-28,47.10926055908203
2016-03-29,48.13873291015625
2016-03-30,48.437889099121094
2016-03-31,48.59627151489258
2016-04-01,48.89543914794922
2016-04-04,48.77225112915039
2016-04-05,48.00674057006836
2016-04-06,48.49949264526367
2016-04-07,47.91874694824219
2016-04-08,47.88356018066406
2016-04-11,47.786773681640625
2016-04-12,48.085941314697266
2016-04-13,48.70185852050781
2016-04-14,48.71065139770508
2016-04-15,48.965816497802734
2016-04-18,49.67852783203125
2016-04-19,49.61695098876953
2016-04-20,48.91303253173828
2016-04-21,49.080204010009766
2016-04-22,45.56066131591797
2016-04-25,45.85101318359375
2016-04-26,45.26148986816406
2016-04-27,44.8215446472168
2016-04-28,43.90645980834961
2016-04-29,43.880069732666016
2016-05-02,44.531185150146484
2016-05-03,43.800872802734375
2016-05-04,43.880069732666016
2016-05-05,43.94166564941406
2016-05-06,44.33760452270508
2016-05-09,44.05605697631836
2016-05-10,44.891937255859375
2016-05-11,44.9183235168457
2016-05-12,45.323062896728516
2016-05-13,44.944732666015625
2016-05-16,45.604644775390625
2016-05-17,44.75404357910156
2016-05-18,45.01987075805664
2016-05-19,44.58568572998047
2016-05-20,44.85150909423828
2016-05-23,44.32874298095703
2016-05-24,45.710975646972656
2016-05-25,46.18057632446289
2016-05-26,45.97679138183594
2016-05-27,46.357784271240234
2016-05-31,46.96030807495117
2016-06-01,46.827392578125
2016-06-02,46.49955368041992
2016-06-03,45.888179779052734
2016-06-06,46.18944549560547
2016-06-07,46.16284942626953
2016-06-08,46.10969161987305
2016-06-09,45.73755645751953
2016-06-10,45.613502502441406
2016-06-13,44.426212310791016
2016-06-14,44.15153503417969
2016-06-15,44.02748489379883
2016-06-16,44.647727966308594
2016-06-17,44.417354583740234
2016-06-20,44.364200592041016
2016-06-21,45.35655212402344
2016-06-22,45.17934799194336
2016-06-23,45.994503021240234
2016-06-24,44.15153503417969
2016-06-27,42.91108703613281
2016-06-28,43.80598831176758
2016-06-29,44.78062057495117
2016-06-30,45.33883285522461
2016-07-01,45.32997131347656
2016-07-05,45.33883285522461
2016-07-06,45.52490234375
2016-07-07,45.52490234375
2016-07-08,46.34006118774414
2016-07-11,46.59701919555664
2016-07-12,47.146358489990234
2016-07-13,47.412174224853516
2016-07-14,47.61598205566406
2016-07-15,47.58053207397461
2016-07-18,47.81089401245117
2016-07-19,47.0400505065918
2016-07-20,49.53868103027344
2016-07-21,49.441219329833984
2016-07-22,50.12346649169922
2016-07-25,50.2652473449707
2016-07-26,50.29182052612305
2016-07-27,49.78676986694336
2016-07-28,49.804481506347656
2016-07-29,50.22092819213867
2016-08-01,50.132328033447266
2016-08-02,50.132328033447266
2016-08-03,50.47789001464844
2016-08-04,50.85002517700195
2016-08-05,51.355072021484375
2016-08-08,51.44367218017578
2016-08-09,51.56772994995117
2016-08-10,51.40823745727539
2016-08-11,51.65632247924805
2016-08-12,51.33735656738281
2016-08-15,51.49683380126953
2016-08-16,51.2115364074707
2016-08-17,51.31851577758789
2016-08-18,51.35417938232422
2016-08-19,51.37201690673828
2016-08-22,51.41658401489258
2016-08-23,51.61273956298828
2016-08-24,51.66624450683594
2016-08-25,51.86237716674805
2016-08-26,51.73755645751953
2016-08-29,51.799964904785156
2016-08-30,51.61273956298828
