Date,WU
2015-07-01,20.389999389648438
2015-07-02,18.989999771118164
2015-07-06,18.950000762939453
2015-07-07,19.100000381469727
2015-07-08,18.850000381469727
2015-07-09,18.90999984741211
2015-07-10,19.030000686645508
2015-07-13,19.09000015258789
2015-07-14,19.170000076293945
2015-07-15,18.959999084472656
2015-07-16,19.270000457763672
2015-07-17,19.200000762939453
2015-07-20,19.200000762939453
2015-07-21,19.100000381469727
2015-07-22,19.110000610351562
2015-07-23,18.899999618530273
2015-07-24,18.649999618530273
2015-07-27,18.360000610351562
2015-07-28,18.639999389648438
2015-07-29,19.040000915527344
2015-07-30,19.020000457763672
2015-07-31,20.239999771118164
2015-08-03,20.219999313354492
2015-08-04,20.170000076293945
2015-08-05,20.329999923706055
2015-08-06,20.3700008392334
2015-08-07,20.399999618530273
2015-08-10,20.549999237060547
2015-08-11,20.399999618530273
2015-08-12,20.420000076293945
2015-08-13,20.3799991607666
2015-08-14,20.350000381469727
2015-08-17,20.420000076293945
2015-08-18,20.3799991607666
2015-08-19,19.950000762939453
2015-08-20,19.489999771118164
2015-08-21,18.739999771118164
2015-08-24,17.790000915527344
2015-08-25,17.809999465942383
2015-08-26,18.299999237060547
2015-08-27,18.59000015258789
2015-08-28,18.559999465942383
2015-08-31,18.440000534057617
2015-09-01,17.719999313354492
2015-09-02,18.049999237060547
2015-09-03,18.469999313354492
2015-09-04,18.25
2015-09-08,18.610000610351562
2015-09-09,18.229999542236328
2015-09-10,18.40999984741211
2015-09-11,18.309999465942383
2015-09-14,18.1200008392334
2015-09-15,18.65999984741211
2015-09-16,18.940000534057617
2015-09-17,18.8799991607666
2015-09-18,18.579999923706055
2015-09-21,18.770000457763672
2015-09-22,18.5
2015-09-23,18.459999084472656
2015-09-24,18.25
2015-09-25,18.209999084472656
2015-09-28,17.850000381469727
2015-09-29,18.100000381469727
2015-09-30,18.360000610351562
2015-10-01,18.209999084472656
2015-10-02,18.549999237060547
2015-10-05,18.739999771118164
2015-10-06,18.610000610351562
2015-10-07,18.799999237060547
2015-10-08,19.200000762939453
2015-10-09,19.1299991607666
2015-10-12,19.139999389648438
2015-10-13,18.940000534057617
2015-10-14,18.709999084472656
2015-10-15,18.940000534057617
2015-10-16,19.079999923706055
2015-10-19,19.079999923706055
2015-10-20,19.030000686645508
2015-10-21,19.06999969482422
2015-10-22,19.65999984741211
2015-10-23,19.760000228881836
2015-10-26,19.639999389648438
2015-10-27,19.229999542236328
2015-10-28,19.59000015258789
2015-10-29,19.010000228881836
2015-10-30,19.25
2015-11-02,19.399999618530273
2015-11-03,19.43000030517578
2015-11-04,19.270000457763672
2015-11-05,19.56999969482422
2015-11-06,19.860000610351562
2015-11-09,19.43000030517578
2015-11-10,19.40999984741211
2015-11-11,19.280000686645508
2015-11-12,18.790000915527344
2015-11-13,18.549999237060547
2015-11-16,18.729999542236328
2015-11-17,19.020000457763672
2015-11-18,19.5
2015-11-19,19.079999923706055
2015-11-20,19.059999465942383
2015-11-23,18.940000534057617
2015-11-24,18.81999969482422
2015-11-25,18.799999237060547
2015-11-27,18.780000686645508
2015-11-30,18.860000610351562
2015-12-01,19.200000762939453
2015-12-02,18.93000030517578
2015-12-03,18.670000076293945
2015-12-04,18.920000076293945
2015-12-07,19.020000457763672
2015-12-08,18.920000076293945
2015-12-09,18.8700008392334
2015-12-10,18.899999618530273
2015-12-11,18.280000686645508
2015-12-14,18.139999389648438
2015-12-15,18.079999923706055
2015-12-16,18.520000457763672
2015-12-17,18.1299991607666
2015-12-18,17.799999237060547
2015-12-21,18.010000228881836
2015-12-22,18.260000228881836
2015-12-23,18.510000228881836
2015-12-24,18.5
2015-12-28,18.239999771118164
2015-12-29,18.43000030517578
2015-12-30,18.239999771118164
2015-12-31,17.90999984741211
2016-01-04,17.6200008392334
2016-01-05,17.549999237060547
2016-01-06,17.149999618530273
2016-01-07,17.049999237060547
2016-01-08,16.90999984741211
2016-01-11,16.8700008392334
2016-01-12,17.030000686645508
2016-01-13,16.59000015258789
2016-01-14,17.1299991607666
2016-01-15,16.639999389648438
2016-01-19,16.440000534057617
2016-01-20,16.5
2016-01-21,16.90999984741211
2016-01-22,17.40999984741211
2016-01-25,16.940000534057617
2016-01-26,17.299999237060547
2016-01-27,16.850000381469727
2016-01-28,17.1200008392334
2016-01-29,17.84000015258789
2016-02-01,17.639999389648438
2016-02-02,17.079999923706055
2016-02-03,17.280000686645508
2016-02-04,17.549999237060547
2016-02-05,17.559999465942383
2016-02-08,17.40999984741211
2016-02-09,17.0
2016-02-10,17.010000228881836
2016-02-11,16.8799991607666
2016-02-12,17.559999465942383
2016-02-16,18.399999618530273
2016-02-17,18.489999771118164
2016-02-18,18.209999084472656
2016-02-19,18.190000534057617
2016-02-22,18.360000610351562
2016-02-23,17.950000762939453
2016-02-24,18.1299991607666
2016-02-25,18.350000381469727
2016-02-26,18.459999084472656
2016-02-29,18.260000228881836
2016-03-01,18.6200008392334
2016-03-02,18.459999084472656
2016-03-03,19.09000015258789
2016-03-04,19.25
2016-03-07,19.520000457763672
2016-03-08,19.110000610351562
2016-03-09,19.219999313354492
2016-03-10,18.760000228881836
2016-03-11,19.110000610351562
2016-03-14,19.100000381469727
2016-03-15,18.479999542236328
2016-03-16,18.649999618530273
2016-03-17,19.0
2016-03-18,19.1299991607666
2016-03-21,19.100000381469727
2016-03-22,18.899999618530273
2016-03-23,18.799999237060547
2016-03-24,18.780000686645508
2016-03-28,18.850000381469727
2016-03-29,19.139999389648438
