Date,PNC
2015-07-01,68.45173645019531
2015-07-02,68.04269409179688
2015-07-06,67.838134765625
2015-07-07,67.49958801269531
2015-07-08,66.39923858642578
2015-07-09,66.935302734375
2015-07-10,67.92279815673828
2015-07-13,68.73112487792969
2015-07-14,69.13530731201172
2015-07-15,69.71672821044922
2015-07-16,70.35492706298828
2015-07-17,70.06419372558594
2015-07-20,70.57473754882812
2015-07-21,70.34072875976562
2015-07-22,70.75907897949219
2015-07-23,70.21310424804688
2015-07-24,69.73091888427734
2015-07-27,69.14240264892578
2015-07-28,69.58909606933594
2015-07-29,69.87981414794922
2015-07-30,69.96490478515625
2015-07-31,69.61746978759766
2015-08-03,69.36219024658203
2015-08-04,69.43311309814453
2015-08-05,69.90109252929688
2015-08-06,69.87271881103516
2015-08-07,69.34798431396484
2015-08-10,70.80870819091797
2015-08-11,69.43311309814453
2015-08-12,68.1213150024414
2015-08-13,68.3553237915039
2015-08-14,69.1990737915039
2015-08-17,69.52529907226562
2015-08-18,70.19892120361328
2015-08-19,69.46856689453125
2015-08-20,67.4193115234375
2015-08-21,65.43390655517578
2015-08-24,62.98755645751953
2015-08-25,60.8745002746582
2015-08-26,63.1294059753418
2015-08-27,64.76024627685547
2015-08-28,64.68934631347656
2015-08-31,64.61136627197266
2015-09-01,61.82464599609375
2015-09-02,63.0655517578125
2015-09-03,63.49809646606445
2015-09-04,62.15794372558594
2015-09-08,64.51210021972656
2015-09-09,63.7888298034668
2015-09-10,64.1929931640625
2015-09-11,64.06534576416016
2015-09-14,64.28519439697266
2015-09-15,65.214111328125
2015-09-16,65.07228088378906
2015-09-17,63.68956756591797
2015-09-18,61.9948616027832
2015-09-21,63.01591873168945
2015-09-22,62.25011444091797
2015-09-23,62.36357116699219
2015-09-24,62.25721740722656
2015-09-25,63.31373977661133
2015-09-28,61.93813705444336
2015-09-29,62.29267501831055
2015-09-30,63.24992752075195
2015-10-01,63.15064239501953
2015-10-02,62.51247787475586
2015-10-05,64.23554992675781
2015-10-06,63.78173828125
2015-10-07,64.21427917480469
2015-10-08,64.50502014160156
2015-10-09,63.68956756591797
2015-10-12,63.611572265625
2015-10-13,63.205078125
2015-10-14,61.47216796875
2015-10-15,62.19953155517578
2015-10-16,62.477657318115234
2015-10-19,61.83585739135742
2015-10-20,62.770076751708984
2015-10-21,62.45628356933594
2015-10-22,63.811222076416016
2015-10-23,65.06635284423828
