Date,ANTM
2016-01-04,139.2100067138672
2016-01-05,141.24000549316406
2016-01-06,137.7899932861328
2016-01-07,135.42999267578125
2016-01-08,132.1300048828125
2016-01-11,128.36000061035156
2016-01-12,135.60000610351562
2016-01-13,134.13999938964844
2016-01-14,138.10000610351562
2016-01-15,134.99000549316406
2016-01-19,136.85000610351562
2016-01-20,137.49000549316406
2016-01-21,138.77999877929688
2016-01-22,141.39999389648438
2016-01-25,138.6699981689453
2016-01-26,137.75999450683594
2016-01-27,131.22999572753906
2016-01-28,126.41999816894531
2016-01-29,130.49000549316406
2016-02-01,129.72000122070312
2016-02-02,127.01000213623047
2016-02-03,126.83000183105469
2016-02-04,126.63999938964844
2016-02-05,123.37999725341797
2016-02-08,117.22000122070312
2016-02-09,119.81999969482422
2016-02-10,121.47000122070312
2016-02-11,119.9800033569336
2016-02-12,121.55000305175781
2016-02-16,124.83000183105469
2016-02-17,127.55999755859375
2016-02-18,128.02000427246094
2016-02-19,127.2300033569336
2016-02-22,132.1699981689453
2016-02-23,131.27000427246094
2016-02-24,130.75
2016-02-25,132.22999572753906
2016-02-26,132.5
2016-02-29,130.69000244140625
2016-03-01,131.8000030517578
2016-03-02,134.08999633789062
2016-03-03,132.97000122070312
2016-03-04,132.35000610351562
2016-03-07,133.1999969482422
2016-03-08,132.47999572753906
2016-03-09,134.5399932861328
2016-03-10,137.80999755859375
2016-03-11,143.10000610351562
2016-03-14,144.1699981689453
2016-03-15,142.30999755859375
2016-03-16,143.50999450683594
2016-03-17,140.35000610351562
2016-03-18,142.67999267578125
2016-03-21,140.0
2016-03-22,140.8699951171875
2016-03-23,139.5
2016-03-24,139.97000122070312
2016-03-28,139.55999755859375
2016-03-29,140.27999877929688
2016-03-30,139.97000122070312
2016-03-31,138.99000549316406
2016-04-01,141.85000610351562
2016-04-04,147.25999450683594
2016-04-05,143.33999633789062
2016-04-06,144.8699951171875
2016-04-07,143.4199981689453
2016-04-08,143.74000549316406
2016-04-11,140.89999389648438
2016-04-12,142.8699951171875
2016-04-13,143.5500030517578
2016-04-14,143.2100067138672
2016-04-15,142.91000366210938
2016-04-18,142.58999633789062
2016-04-19,144.39999389648438
2016-04-20,145.52000427246094
2016-04-21,145.91000366210938
2016-04-22,147.52000427246094
2016-04-25,146.08999633789062
2016-04-26,147.07000732421875
2016-04-27,144.75999450683594
2016-04-28,144.0
2016-04-29,140.77000427246094
2016-05-02,140.47999572753906
2016-05-03,141.4199981689453
2016-05-04,138.72999572753906
2016-05-05,137.07000732421875
2016-05-06,137.25
2016-05-09,138.44000244140625
2016-05-10,140.16000366210938
2016-05-11,139.57000732421875
2016-05-12,136.0800018310547
2016-05-13,135.50999450683594
2016-05-16,137.22999572753906
2016-05-17,136.2100067138672
2016-05-18,136.0800018310547
2016-05-19,133.7899932861328
2016-05-20,135.72999572753906
2016-05-23,133.17999267578125
2016-05-24,128.47999572753906
2016-05-25,130.9600067138672
2016-05-26,129.61000061035156
2016-05-27,130.6999969482422
2016-05-31,132.16000366210938
2016-06-01,132.50999450683594
2016-06-02,133.2899932861328
2016-06-03,131.83999633789062
2016-06-06,132.44000244140625
2016-06-07,132.91000366210938
2016-06-08,134.1999969482422
2016-06-09,133.75
2016-06-10,131.52000427246094
2016-06-13,130.67999267578125
2016-06-14,130.52000427246094
2016-06-15,130.61000061035156
2016-06-16,132.27999877929688
2016-06-17,132.33999633789062
2016-06-20,132.72000122070312
2016-06-21,131.4499969482422
2016-06-22,128.72000122070312
2016-06-23,128.6699981689453
2016-06-24,126.37999725341797
2016-06-27,124.8499984741211
2016-06-28,127.05000305175781
2016-06-29,131.47999572753906
2016-06-30,131.33999633789062
2016-07-01,131.6699981689453
2016-07-05,130.83999633789062
2016-07-06,132.1199951171875
2016-07-07,129.44000244140625
2016-07-08,132.14999389648438
2016-07-11,131.55999755859375
2016-07-12,131.8800048828125
2016-07-13,133.74000549316406
2016-07-14,133.91000366210938
2016-07-15,134.30999755859375
2016-07-18,135.0
2016-07-19,132.05999755859375
2016-07-20,135.47000122070312
2016-07-21,139.0
2016-07-22,142.94000244140625
2016-07-25,139.97999572753906
2016-07-26,137.58999633789062
2016-07-27,133.86000061035156
2016-07-28,132.89999389648438
2016-07-29,131.33999633789062
2016-08-01,127.61000061035156
2016-08-02,125.55999755859375
2016-08-03,127.87000274658203
2016-08-04,126.81999969482422
2016-08-05,127.86000061035156
2016-08-08,127.73999786376953
2016-08-09,128.4499969482422
2016-08-10,128.14999389648438
2016-08-11,128.1999969482422
2016-08-12,130.19000244140625
2016-08-15,129.2899932861328
2016-08-16,129.3300018310547
2016-08-17,129.5399932861328
2016-08-18,129.42999267578125
2016-08-19,129.52000427246094
2016-08-22,129.72000122070312
2016-08-23,129.1199951171875
2016-08-24,127.61000061035156
2016-08-25,127.11000061035156
2016-08-26,124.94000244140625
2016-08-29,124.18000030517578
2016-08-30,125.41999816894531
2016-08-31,125.08000183105469
2016-09-01,123.36000061035156
2016-09-02,124.23999786376953
2016-09-06,124.29000091552734
2016-09-07,125.8499984741211
2016-09-08,127.66999816894531
2016-09-09,126.88999938964844
2016-09-12,128.5800018310547
2016-09-13,124.56999969482422
2016-09-14,123.29000091552734
2016-09-15,124.33999633789062
2016-09-16,125.5199966430664
2016-09-19,126.31999969482422
2016-09-20,125.76000213623047
2016-09-21,128.58999633789062
2016-09-22,128.4199981689453
2016-09-23,126.55999755859375
2016-09-26,125.08000183105469
2016-09-27,126.30000305175781
2016-09-28,127.37000274658203
2016-09-29,124.93000030517578
2016-09-30,125.30999755859375
2016-10-03,122.9000015258789
2016-10-04,122.44000244140625
2016-10-05,122.06999969482422
2016-10-06,122.3499984741211
2016-10-07,121.9000015258789
2016-10-10,124.80000305175781
2016-10-11,121.9000015258789
2016-10-12,120.8499984741211
2016-10-13,121.0
2016-10-14,121.08999633789062
2016-10-17,118.27999877929688
2016-10-18,123.1500015258789
2016-10-19,123.83000183105469
2016-10-20,124.02999877929688
2016-10-21,123.5
2016-10-24,124.48999786376953
2016-10-25,124.5
2016-10-26,124.16999816894531
2016-10-27,123.48999786376953
2016-10-28,121.62000274658203
2016-10-31,121.86000061035156
2016-11-01,117.41999816894531
2016-11-02,122.98999786376953
2016-11-03,120.02999877929688
2016-11-04,119.29000091552734
2016-11-07,123.48999786376953
2016-11-08,126.83999633789062
2016-11-09,128.75
2016-11-10,133.86000061035156
2016-11-11,133.67999267578125
2016-11-14,138.60000610351562
2016-11-15,138.4199981689453
2016-11-16,138.38999938964844
2016-11-17,137.8800048828125
2016-11-18,135.35000610351562
2016-11-21,137.36000061035156
2016-11-22,141.30999755859375
2016-11-23,143.6199951171875
2016-11-25,144.74000549316406
2016-11-28,143.24000549316406
2016-11-29,145.27999877929688
2016-11-30,142.52999877929688
2016-12-01,145.1699981689453
2016-12-02,145.10000610351562
2016-12-05,144.08999633789062
2016-12-06,143.5500030517578
2016-12-07,145.1999969482422
2016-12-08,146.61000061035156
2016-12-09,145.8800048828125
2016-12-12,145.7899932861328
2016-12-13,146.5800018310547
2016-12-14,144.69000244140625
2016-12-15,143.6699981689453
2016-12-16,145.4600067138672
2016-12-19,144.8800048828125
2016-12-20,147.66000366210938
2016-12-21,144.97999572753906
2016-12-22,144.5800018310547
2016-12-23,146.02000427246094
2016-12-27,145.67999267578125
2016-12-28,144.25999450683594
2016-12-29,144.75999450683594
2016-12-30,143.77000427246094
2017-01-03,143.24000549316406
2017-01-04,143.0500030517578
2017-01-05,144.57000732421875
2017-01-06,144.35000610351562
2017-01-09,142.7899932861328
2017-01-10,146.33999633789062
2017-01-11,145.8300018310547
2017-01-12,148.19000244140625
2017-01-13,148.52999877929688
2017-01-17,146.75
2017-01-18,147.22000122070312
2017-01-19,148.11000061035156
2017-01-20,150.6300048828125
2017-01-23,150.16000366210938
2017-01-24,150.22999572753906
2017-01-25,153.7100067138672
2017-01-26,152.39999389648438
2017-01-27,153.35000610351562
2017-01-30,154.17999267578125
2017-01-31,154.13999938964844
2017-02-01,160.7899932861328
2017-02-02,157.66000366210938
2017-02-03,159.0800018310547
2017-02-06,156.80999755859375
2017-02-07,158.58999633789062
2017-02-08,158.60000610351562
2017-02-09,161.67999267578125
2017-02-10,162.32000732421875
2017-02-13,163.52000427246094
2017-02-14,163.32000732421875
2017-02-15,162.69000244140625
2017-02-16,163.77000427246094
2017-02-17,160.25
2017-02-21,164.22000122070312
2017-02-22,163.27000427246094
2017-02-23,163.9199981689453
2017-02-24,163.8300018310547
2017-02-27,164.91000366210938
2017-02-28,164.82000732421875
2017-03-01,166.97000122070312
2017-03-02,165.97000122070312
2017-03-03,166.0
2017-03-06,165.83999633789062
2017-03-07,166.00999450683594
2017-03-08,165.64999389648438
2017-03-09,166.17999267578125
2017-03-10,166.41000366210938
2017-03-13,167.24000549316406
2017-03-14,165.17999267578125
2017-03-15,169.1999969482422
2017-03-16,168.4199981689453
2017-03-17,168.27000427246094
2017-03-20,167.58999633789062
2017-03-21,166.99000549316406
2017-03-22,166.44000244140625
2017-03-23,165.3800048828125
2017-03-24,162.75
2017-03-27,162.19000244140625
2017-03-28,164.60000610351562
2017-03-29,164.97999572753906
2017-03-30,167.0800018310547
2017-03-31,165.3800048828125
2017-04-03,166.49000549316406
2017-04-04,165.6999969482422
2017-04-05,164.75
2017-04-06,165.9199981689453
2017-04-07,166.25999450683594
2017-04-10,167.44000244140625
2017-04-11,167.42999267578125
2017-04-12,166.42999267578125
2017-04-13,164.99000549316406
2017-04-17,166.94000244140625
2017-04-18,166.3699951171875
2017-04-19,166.7899932861328
2017-04-20,168.07000732421875
2017-04-21,167.8000030517578
2017-04-24,168.41000366210938
2017-04-25,172.4600067138672
2017-04-26,179.02999877929688
2017-04-27,178.3000030517578
2017-04-28,177.88999938964844
2017-05-01,179.1999969482422
2017-05-02,181.27000427246094
2017-05-03,179.94000244140625
2017-05-04,179.88999938964844
2017-05-05,180.3000030517578
2017-05-08,179.8300018310547
2017-05-09,177.72999572753906
2017-05-10,180.1300048828125
2017-05-11,182.72000122070312
2017-05-12,181.44000244140625
2017-05-15,182.3000030517578
2017-05-16,180.80999755859375
2017-05-17,176.1199951171875
2017-05-18,176.69000244140625
2017-05-19,176.41000366210938
2017-05-22,176.5
2017-05-23,177.7100067138672
2017-05-24,180.0800018310547
2017-05-25,181.5
2017-05-26,183.0800018310547
2017-05-30,183.32000732421875
2017-05-31,182.35000610351562
2017-06-01,187.69000244140625
2017-06-02,187.5800018310547
2017-06-05,186.69000244140625
2017-06-06,187.64999389648438
2017-06-07,188.3300018310547
2017-06-08,187.58999633789062
2017-06-09,186.9199981689453
2017-06-12,186.74000549316406
2017-06-13,187.16000366210938
2017-06-14,188.77000427246094
2017-06-15,188.75
2017-06-16,189.9600067138672
2017-06-19,192.74000549316406
2017-06-20,192.0
2017-06-21,192.07000732421875
2017-06-22,193.36000061035156
2017-06-23,190.1699981689453
2017-06-26,188.14999389648438
2017-06-27,187.41000366210938
2017-06-28,187.9199981689453
2017-06-29,187.1699981689453
2017-06-30,188.1300048828125
2017-07-03,189.60000610351562
2017-07-05,191.25
2017-07-06,190.27999877929688
2017-07-07,191.61000061035156
2017-07-10,192.1199951171875
2017-07-11,192.10000610351562
2017-07-12,193.5399932861328
2017-07-13,192.5500030517578
2017-07-14,192.55999755859375
2017-07-17,192.08999633789062
2017-07-18,189.4499969482422
2017-07-19,190.2899932861328
2017-07-20,190.69000244140625
2017-07-21,190.64999389648438
2017-07-24,191.0
2017-07-25,190.5800018310547
2017-07-26,184.99000549316406
2017-07-27,183.52000427246094
2017-07-28,187.7899932861328
2017-07-31,186.2100067138672
2017-08-01,186.6699981689453
2017-08-02,188.9499969482422
2017-08-03,191.44000244140625
2017-08-04,190.47999572753906
2017-08-07,190.61000061035156
2017-08-08,191.97999572753906
2017-08-09,192.85000610351562
2017-08-10,189.72000122070312
2017-08-11,189.42999267578125
2017-08-14,191.30999755859375
2017-08-15,192.99000549316406
2017-08-16,193.35000610351562
2017-08-17,191.9600067138672
2017-08-18,191.02000427246094
2017-08-21,192.97000122070312
2017-08-22,194.9499969482422
2017-08-23,195.22999572753906
2017-08-24,192.89999389648438
2017-08-25,192.67999267578125
2017-08-28,193.47999572753906
2017-08-29,193.8300018310547
2017-08-30,191.5
2017-08-31,196.0399932861328
2017-09-01,197.42999267578125
2017-09-05,197.17999267578125
2017-09-06,193.64999389648438
2017-09-07,192.63999938964844
2017-09-08,193.85000610351562
2017-09-11,195.9499969482422
2017-09-12,189.24000549316406
2017-09-13,189.72000122070312
2017-09-14,186.75
2017-09-15,186.58999633789062
2017-09-18,185.0
2017-09-19,181.44000244140625
2017-09-20,183.49000549316406
2017-09-21,183.5
2017-09-22,182.86000061035156
2017-09-25,181.5
2017-09-26,184.27999877929688
2017-09-27,186.4499969482422
2017-09-28,189.77999877929688
2017-09-29,189.8800048828125
2017-10-02,191.11000061035156
2017-10-03,193.22999572753906
2017-10-04,193.4199981689453
2017-10-05,192.9199981689453
2017-10-06,193.22000122070312
2017-10-09,190.74000549316406
2017-10-10,188.63999938964844
2017-10-11,189.88999938964844
2017-10-12,189.74000549316406
2017-10-13,183.8300018310547
2017-10-16,183.75999450683594
2017-10-17,187.25999450683594
2017-10-18,191.7899932861328
2017-10-19,193.1999969482422
2017-10-20,194.69000244140625
2017-10-23,195.63999938964844
2017-10-24,195.25
2017-10-25,205.7100067138672
2017-10-26,206.91000366210938
2017-10-27,211.33999633789062
2017-10-30,209.4600067138672
2017-10-31,209.2100067138672
2017-11-01,209.52999877929688
2017-11-02,210.58999633789062
2017-11-03,211.8000030517578
2017-11-06,216.3000030517578
2017-11-07,217.47000122070312
2017-11-08,216.8699951171875
2017-11-09,215.97999572753906
2017-11-10,218.27000427246094
2017-11-13,218.4600067138672
2017-11-14,218.4499969482422
2017-11-15,218.1999969482422
2017-11-16,220.88999938964844
2017-11-17,220.8300018310547
2017-11-20,219.5
2017-11-21,220.02000427246094
2017-11-22,220.4199981689453
2017-11-24,220.38999938964844
2017-11-27,220.02999877929688
2017-11-28,222.27999877929688
2017-11-29,227.30999755859375
2017-11-30,234.9600067138672
2017-12-01,232.33999633789062
2017-12-04,224.9499969482422
2017-12-05,223.49000549316406
2017-12-06,222.7100067138672
2017-12-07,223.63999938964844
2017-12-08,224.85000610351562
2017-12-11,226.02000427246094
2017-12-12,228.75
2017-12-13,232.05999755859375
2017-12-14,227.1199951171875
2017-12-15,226.2100067138672
2017-12-18,227.02000427246094
2017-12-19,227.99000549316406
2017-12-20,227.9199981689453
2017-12-21,225.0800018310547
2017-12-22,225.60000610351562
2017-12-26,225.42999267578125
2017-12-27,225.24000549316406
2017-12-28,227.0399932861328
2017-12-29,225.00999450683594
2018-01-02,226.0
2018-01-03,229.14999389648438
2018-01-04,230.2100067138672
2018-01-05,234.33999633789062
2018-01-08,231.82000732421875
2018-01-09,234.66000366210938
2018-01-10,233.88999938964844
2018-01-11,235.0
2018-01-12,239.82000732421875
2018-01-16,241.75
2018-01-17,249.14999389648438
2018-01-18,249.64999389648438
2018-01-19,250.05999755859375
2018-01-22,250.5
2018-01-23,250.5
2018-01-24,252.99000549316406
2018-01-25,251.35000610351562
2018-01-26,258.19000244140625
2018-01-29,257.0199890136719
2018-01-30,243.44000244140625
2018-01-31,247.85000610351562
2018-02-01,243.92999267578125
2018-02-02,239.17999267578125
2018-02-05,230.4499969482422
2018-02-06,234.8300018310547
2018-02-07,238.44000244140625
2018-02-08,230.57000732421875
2018-02-09,231.7100067138672
2018-02-12,232.77000427246094
2018-02-13,233.4499969482422
2018-02-14,235.02000427246094
2018-02-15,232.05999755859375
2018-02-16,235.02000427246094
2018-02-20,232.22000122070312
2018-02-21,232.02999877929688
2018-02-22,233.67999267578125
2018-02-23,235.24000549316406
2018-02-26,238.22000122070312
2018-02-27,237.2100067138672
2018-02-28,235.3800048828125
2018-03-01,232.0399932861328
2018-03-02,233.0800018310547
2018-03-05,232.0399932861328
2018-03-06,232.75
2018-03-07,231.86000061035156
2018-03-08,228.7899932861328
2018-03-09,232.8000030517578
2018-03-12,229.86000061035156
2018-03-13,230.22000122070312
2018-03-14,229.02999877929688
2018-03-15,230.0
2018-03-16,228.11000061035156
2018-03-19,227.99000549316406
2018-03-20,229.97999572753906
2018-03-21,225.99000549316406
2018-03-22,218.85000610351562
2018-03-23,215.6300048828125
2018-03-26,221.0800018310547
2018-03-27,219.44000244140625
2018-03-28,221.47999572753906
2018-03-29,219.6999969482422
2018-04-02,220.1300048828125
2018-04-03,227.50999450683594
2018-04-04,228.4199981689453
2018-04-05,230.72999572753906
2018-04-06,224.77999877929688
2018-04-09,222.8699951171875
2018-04-10,224.9499969482422
2018-04-11,220.32000732421875
2018-04-12,220.4600067138672
2018-04-13,222.02000427246094
2018-04-16,225.27000427246094
2018-04-17,229.52000427246094
2018-04-18,230.64999389648438
2018-04-19,227.6699981689453
2018-04-20,226.07000732421875
2018-04-23,227.1999969482422
2018-04-24,225.0
2018-04-25,238.83999633789062
2018-04-26,237.0
2018-04-27,239.14999389648438
2018-04-30,235.99000549316406
2018-05-01,235.52999877929688
2018-05-02,229.17999267578125
2018-05-03,230.77000427246094
2018-05-04,233.17999267578125
2018-05-07,229.25999450683594
2018-05-08,224.10000610351562
2018-05-09,221.77000427246094
2018-05-10,225.6699981689453
2018-05-11,232.0500030517578
2018-05-14,232.30999755859375
2018-05-15,230.8699951171875
2018-05-16,232.39999389648438
2018-05-17,231.7899932861328
2018-05-18,231.8699951171875
2018-05-21,233.64999389648438
2018-05-22,233.92999267578125
2018-05-23,232.05999755859375
2018-05-24,230.6199951171875
2018-05-25,232.38999938964844
2018-05-29,229.2899932861328
2018-05-30,231.5800018310547
2018-05-31,221.4199981689453
2018-06-01,221.5
2018-06-04,225.24000549316406
2018-06-05,227.8699951171875
2018-06-06,227.86000061035156
2018-06-07,229.58999633789062
2018-06-08,228.3000030517578
2018-06-11,232.3300018310547
2018-06-12,231.67999267578125
2018-06-13,236.3000030517578
2018-06-14,241.74000549316406
2018-06-15,245.16000366210938
2018-06-18,244.0399932861328
2018-06-19,244.49000549316406
2018-06-20,243.9499969482422
2018-06-21,243.0800018310547
2018-06-22,244.82000732421875
2018-06-25,243.33999633789062
2018-06-26,241.27000427246094
2018-06-27,240.5399932861328
2018-06-28,239.27000427246094
2018-06-29,238.02999877929688
2018-07-02,238.27000427246094
2018-07-03,238.72999572753906
2018-07-05,240.0500030517578
2018-07-06,242.14999389648438
2018-07-09,248.69000244140625
2018-07-10,249.52000427246094
2018-07-11,249.5800018310547
2018-07-12,250.5800018310547
2018-07-13,250.50999450683594
2018-07-16,248.27999877929688
2018-07-17,246.02999877929688
2018-07-18,248.6300048828125
2018-07-19,248.63999938964844
2018-07-20,248.52000427246094
2018-07-23,248.8300018310547
2018-07-24,246.0800018310547
2018-07-25,247.92999267578125
2018-07-26,247.0800018310547
2018-07-27,249.47999572753906
2018-07-30,252.2100067138672
2018-07-31,253.0
2018-08-01,252.27000427246094
2018-08-02,256.5299987792969
2018-08-03,257.95001220703125
2018-08-06,258.1300048828125
2018-08-07,257.9700012207031
2018-08-08,260.5400085449219
2018-08-09,261.1300048828125
2018-08-10,260.0400085449219
2018-08-13,262.94000244140625
2018-08-14,264.9700012207031
2018-08-15,264.1700134277344
2018-08-16,266.5299987792969
2018-08-17,263.95001220703125
2018-08-20,263.1700134277344
2018-08-21,262.6000061035156
2018-08-22,262.94000244140625
2018-08-23,264.2799987792969
2018-08-24,265.3800048828125
2018-08-27,266.2300109863281
2018-08-28,266.7099914550781
2018-08-29,267.1300048828125
2018-08-30,265.010009765625
2018-08-31,264.7300109863281
2018-09-04,263.70001220703125
2018-09-05,267.8500061035156
2018-09-06,270.8900146484375
2018-09-07,271.8999938964844
2018-09-10,262.5899963378906
2018-09-11,264.1700134277344
2018-09-12,266.3399963378906
2018-09-13,270.3399963378906
2018-09-14,270.7799987792969
2018-09-17,269.6300048828125
2018-09-18,270.9700012207031
2018-09-19,271.8500061035156
2018-09-20,274.1199951171875
2018-09-21,272.5199890136719
2018-09-24,273.2300109863281
2018-09-25,270.25
2018-09-26,269.4599914550781
2018-09-27,271.6400146484375
2018-09-28,274.04998779296875
2018-10-01,276.20001220703125
2018-10-02,276.1199951171875
2018-10-03,276.239990234375
2018-10-04,274.989990234375
2018-10-05,275.9200134277344
2018-10-08,277.3900146484375
2018-10-09,279.17999267578125
2018-10-10,272.6499938964844
2018-10-11,268.5199890136719
2018-10-12,271.4100036621094
2018-10-15,267.3800048828125
2018-10-16,278.4200134277344
2018-10-17,279.5799865722656
2018-10-18,281.19000244140625
2018-10-19,279.1499938964844
2018-10-22,275.7300109863281
2018-10-23,274.0899963378906
2018-10-24,265.42999267578125
2018-10-25,270.92999267578125
2018-10-26,265.75
2018-10-29,263.5199890136719
2018-10-30,265.489990234375
2018-10-31,275.57000732421875
2018-11-01,265.92999267578125
2018-11-02,268.0
2018-11-05,269.17999267578125
2018-11-06,272.010009765625
2018-11-07,289.94000244140625
2018-11-08,287.3699951171875
2018-11-09,287.05999755859375
2018-11-12,282.6700134277344
2018-11-13,280.25
2018-11-14,280.1000061035156
2018-11-15,284.1400146484375
2018-11-16,286.3299865722656
2018-11-19,281.7900085449219
2018-11-20,277.8599853515625
2018-11-21,278.95001220703125
2018-11-23,280.739990234375
2018-11-26,281.3299865722656
2018-11-27,282.0799865722656
2018-11-28,291.29998779296875
2018-11-29,292.1700134277344
2018-11-30,290.07000732421875
2018-12-03,296.25
2018-12-04,292.9200134277344
2018-12-06,287.4100036621094
2018-12-07,280.5299987792969
2018-12-10,276.6600036621094
2018-12-11,276.239990234375
2018-12-12,278.55999755859375
2018-12-13,280.45001220703125
2018-12-14,275.5799865722656
2018-12-17,266.69000244140625
2018-12-18,259.3599853515625
2018-12-19,257.6099853515625
2018-12-20,252.11000061035156
2018-12-21,251.9600067138672
2018-12-24,249.0
2018-12-26,259.3999938964844
2018-12-27,260.8800048828125
2018-12-28,259.0799865722656
2018-12-31,262.6300048828125
2019-01-02,255.02000427246094
2019-01-03,248.4199981689453
2019-01-04,249.91000366210938
2019-01-07,250.35000610351562
2019-01-08,249.4600067138672
2019-01-09,251.35000610351562
2019-01-10,252.27000427246094
2019-01-11,256.6400146484375
2019-01-14,255.1199951171875
2019-01-15,260.3500061035156
2019-01-16,261.9200134277344
2019-01-17,261.8900146484375
2019-01-18,266.1199951171875
2019-01-22,264.57000732421875
2019-01-23,268.1000061035156
2019-01-24,265.6000061035156
2019-01-25,272.67999267578125
2019-01-28,270.010009765625
2019-01-29,272.7099914550781
2019-01-30,297.55999755859375
2019-01-31,303.0
2019-02-01,303.2900085449219
2019-02-04,304.2099914550781
2019-02-05,303.54998779296875
2019-02-06,311.3599853515625
2019-02-07,308.04998779296875
2019-02-08,304.25
2019-02-11,302.1700134277344
2019-02-12,306.44000244140625
2019-02-13,305.70001220703125
2019-02-14,308.1700134277344
2019-02-15,311.5799865722656
2019-02-19,311.6000061035156
2019-02-20,312.95001220703125
2019-02-21,311.29998779296875
2019-02-22,316.7900085449219
2019-02-25,314.3999938964844
2019-02-26,317.4200134277344
2019-02-27,306.07000732421875
2019-02-28,300.7300109863281
2019-03-01,307.67999267578125
2019-03-04,292.5899963378906
2019-03-05,298.69000244140625
2019-03-06,294.4599914550781
2019-03-07,291.4200134277344
2019-03-08,295.0400085449219
2019-03-11,295.9700012207031
2019-03-12,296.9800109863281
2019-03-13,303.6099853515625
2019-03-14,305.45001220703125
2019-03-15,303.0
2019-03-18,308.2300109863281
2019-03-19,307.989990234375
2019-03-20,303.010009765625
2019-03-21,304.8599853515625
2019-03-22,301.510009765625
2019-03-25,297.75
2019-03-26,288.29998779296875
2019-03-27,283.0
2019-03-28,282.3500061035156
2019-03-29,286.9800109863281
2019-04-01,288.3299865722656
2019-04-02,288.20001220703125
2019-04-03,287.6600036621094
2019-04-04,291.20001220703125
2019-04-05,293.30999755859375
2019-04-08,289.5
2019-04-09,290.1000061035156
2019-04-10,288.0400085449219
2019-04-11,276.2900085449219
2019-04-12,252.85000610351562
2019-04-15,262.8800048828125
2019-04-16,245.1300048828125
2019-04-17,236.25
2019-04-18,239.6199951171875
2019-04-22,244.0
2019-04-23,250.63999938964844
2019-04-24,251.0
2019-04-25,255.91000366210938
2019-04-26,266.3999938964844
2019-04-29,266.2900085449219
2019-04-30,263.0299987792969
2019-05-01,260.7200012207031
2019-05-02,261.5899963378906
2019-05-03,261.70001220703125
2019-05-06,268.70001220703125
2019-05-07,264.8900146484375
2019-05-08,264.6499938964844
2019-05-09,266.04998779296875
2019-05-10,268.30999755859375
2019-05-13,261.20001220703125
2019-05-14,261.3299865722656
2019-05-15,258.6499938964844
2019-05-16,263.82000732421875
2019-05-17,265.07000732421875
2019-05-20,266.30999755859375
2019-05-21,277.05999755859375
2019-05-22,277.1400146484375
2019-05-23,277.7200012207031
2019-05-24,277.25
2019-05-28,272.260009765625
2019-05-29,275.57000732421875
2019-05-30,277.82000732421875
2019-05-31,277.9800109863281
2019-06-03,276.44000244140625
2019-06-04,279.80999755859375
2019-06-05,276.9200134277344
2019-06-06,277.5
2019-06-07,278.1300048828125
2019-06-10,282.1400146484375
2019-06-11,283.45001220703125
2019-06-12,281.1000061035156
2019-06-13,285.1000061035156
2019-06-14,285.32000732421875
2019-06-17,287.45001220703125
2019-06-18,288.3299865722656
2019-06-19,291.07000732421875
2019-06-20,291.2300109863281
2019-06-21,293.760009765625
2019-06-24,290.5299987792969
2019-06-25,285.17999267578125
2019-06-26,278.8399963378906
2019-06-27,282.4200134277344
2019-06-28,282.2099914550781
2019-07-01,282.7200012207031
2019-07-02,280.6600036621094
2019-07-03,282.7799987792969
2019-07-05,284.05999755859375
2019-07-08,284.739990234375
2019-07-09,284.1600036621094
2019-07-10,287.9200134277344
2019-07-11,303.8800048828125
2019-07-12,310.4800109863281
