Date,EXC
2015-07-01,15.454014778137207
2015-07-02,15.609864234924316
2015-07-06,15.556291580200195
2015-07-07,15.960539817810059
2015-07-08,15.877745628356934
2015-07-09,15.829039573669434
2015-07-10,15.950799942016602
2015-07-13,15.926445960998535
2015-07-14,15.960539817810059
2015-07-15,15.999504089355469
2015-07-16,16.359922409057617
2015-07-17,16.311214447021484
2015-07-20,16.262514114379883
2015-07-21,15.96541690826416
2015-07-22,15.96541690826416
2015-07-23,15.215361595153809
2015-07-24,15.054627418518066
2015-07-27,14.91826057434082
2015-07-28,15.098469734191895
2015-07-29,15.166657447814941
2015-07-30,15.415046691894531
2015-07-31,15.629344940185547
2015-08-03,15.804686546325684
2015-08-04,15.463750839233398
2015-08-05,15.454014778137207
2015-08-06,15.580646514892578
2015-08-07,15.799819946289062
2015-08-10,15.673185348510742
2015-08-11,15.629344940185547
2015-08-12,16.076889038085938
2015-08-13,16.10638999938965
2015-08-14,16.2686824798584
2015-08-17,16.43097686767578
2015-08-18,16.524423599243164
2015-08-19,16.80966567993164
2015-08-20,16.62278175354004
2015-08-21,16.229341506958008
2015-08-24,16.052303314208984
2015-08-25,14.950668334960938
2015-08-26,15.462138175964355
2015-08-27,15.599845886230469
2015-08-28,15.442461013793945
2015-08-31,15.127715110778809
2015-09-01,14.73427677154541
2015-09-02,14.73427677154541
2015-09-03,14.881816864013672
2015-09-04,14.616241455078125
2015-09-08,14.896570205688477
2015-09-09,14.65067195892334
2015-09-10,14.630995750427246
2015-09-11,14.606411933898926
2015-09-14,14.832633972167969
2015-09-15,14.994933128356934
2015-09-16,15.275256156921387
2015-09-17,15.526066780090332
2015-09-18,15.201482772827148
2015-09-21,15.009684562683105
2015-09-22,13.996582984924316
2015-09-23,14.271985054016113
2015-09-24,14.296571731567383
2015-09-25,14.508047103881836
2015-09-28,14.360509872436523
2015-09-29,14.335921287536621
2015-09-30,14.606411933898926
2015-10-01,14.360509872436523
2015-10-02,14.665426254272461
2015-10-05,14.90149211883545
2015-10-06,14.857218742370605
2015-10-07,14.817883491516113
2015-10-08,15.186734199523926
2015-10-09,15.157224655151367
2015-10-12,15.260497093200684
2015-10-13,15.044107437133789
2015-10-14,14.945745468139648
2015-10-15,15.226081848144531
2015-10-16,14.98017406463623
2015-10-19,14.842472076416016
2015-10-20,15.039192199707031
2015-10-21,14.98017406463623
2015-10-22,15.250664710998535
2015-10-23,14.68509292602539
2015-10-26,14.34575366973877
2015-10-27,14.040843963623047
2015-10-28,14.045757293701172
2015-10-29,14.060511589050293
2015-10-30,13.731009483337402
2015-11-02,13.952319145202637
2015-11-03,14.021169662475586
2015-11-04,14.311330795288086
2015-11-05,14.13428020477295
2015-11-06,13.814616203308105
2015-11-09,14.168712615966797
2015-11-10,14.2880220413208
2015-11-11,14.352652549743652
2015-11-12,14.19853687286377
2015-11-13,14.089164733886719
2015-11-16,14.243280410766602
2015-11-17,13.76601791381836
2015-11-18,13.979795455932617
2015-11-19,13.999677658081055
2015-11-20,13.920137405395508
2015-11-23,13.756077766418457
2015-11-24,13.810760498046875
2015-11-25,13.770992279052734
2015-11-27,13.731220245361328
2015-11-30,13.57710075378418
2015-12-01,13.845561027526855
2015-12-02,13.592019081115723
2015-12-03,13.492591857910156
2015-12-04,13.278813362121582
2015-12-07,13.303670883178711
2015-12-08,13.19429874420166
2015-12-09,13.20921516418457
2015-12-10,13.164470672607422
2015-12-11,12.896012306213379
2015-12-14,12.657379150390625
2015-12-15,12.751834869384766
2015-12-16,13.144580841064453
2015-12-17,13.224126815795898
2015-12-18,13.373270988464355
2015-12-21,13.636762619018555
2015-12-22,13.681500434875488
2015-12-23,13.815735816955566
2015-12-24,13.795845985412598
2015-12-28,13.800819396972656
2015-12-29,13.89527702331543
2015-12-30,13.76601791381836
2015-12-31,13.805795669555664
2016-01-04,13.905218124389648
2016-01-05,13.999677658081055
2016-01-06,14.014595985412598
2016-01-07,13.840587615966797
2016-01-08,13.830646514892578
2016-01-11,13.949962615966797
2016-01-12,13.890303611755371
2016-01-13,13.691450119018555
2016-01-14,13.875391006469727
2016-01-15,13.651677131652832
2016-01-19,13.741161346435547
2016-01-20,13.313614845275879
2016-01-21,13.631790161132812
2016-01-22,13.935047149658203
2016-01-25,13.502533912658691
2016-01-26,13.840587615966797
2016-01-27,13.944993019104004
2016-01-28,14.273110389709473
2016-01-29,14.700652122497559
2016-02-01,14.914429664611816
2016-02-02,14.984028816223145
2016-02-03,15.714839935302734
2016-02-04,16.033010482788086
2016-02-05,16.356159210205078
2016-02-08,16.087696075439453
2016-02-09,15.878894805908203
2016-02-10,15.62286376953125
2016-02-11,15.216232299804688
2016-02-12,15.291532516479492
2016-02-16,15.57266902923584
2016-02-17,15.607804298400879
2016-02-18,15.788531303405762
2016-02-19,15.68310832977295
2016-02-22,15.90902042388916
2016-02-23,15.65800666809082
2016-02-24,15.939138412475586
2016-02-25,16.05459976196289
2016-02-26,15.929099082946777
2016-02-29,15.808609962463379
2016-03-01,15.949176788330078
2016-03-02,16.225296020507812
2016-03-03,16.606828689575195
2016-03-04,16.747390747070312
2016-03-07,17.02852439880371
2016-03-08,17.184146881103516
2016-03-09,17.154024124145508
2016-03-10,17.435155868530273
2016-03-11,17.435155868530273
2016-03-14,17.394994735717773
2016-03-15,17.319692611694336
2016-03-16,17.460264205932617
2016-03-17,17.525522232055664
2016-03-18,17.49037742614746
2016-03-21,17.510459899902344
2016-03-22,17.570709228515625
2016-03-23,17.430139541625977
2016-03-24,17.726329803466797
2016-03-28,17.65102767944336
2016-03-29,17.917098999023438
2016-03-30,17.78656768798828
2016-03-31,18.002439498901367
2016-04-01,17.902034759521484
2016-04-04,17.826738357543945
2016-04-05,17.369895935058594
2016-04-06,17.22431182861328
2016-04-07,17.2443904876709
2016-04-08,17.420095443725586
2016-04-11,17.33977699279785
2016-04-12,17.610870361328125
2016-04-13,17.450220108032227
2016-04-14,17.54058265686035
2016-04-15,17.25442886352539
2016-04-18,17.284549713134766
2016-04-19,17.470298767089844
2016-04-20,16.983341217041016
2016-04-21,16.747390747070312
2016-04-22,17.11385726928711
2016-04-25,17.154024124145508
2016-04-26,17.379934310913086
2016-04-27,17.74641227722168
2016-04-28,17.65102767944336
2016-04-29,17.615886688232422
2016-05-02,17.615886688232422
2016-05-03,17.460264205932617
2016-05-04,17.70123291015625
2016-05-05,17.761470794677734
2016-05-06,17.912076950073242
2016-05-09,17.696212768554688
2016-05-10,17.671110153198242
2016-05-11,17.903120040893555
2016-05-12,17.963924407958984
2016-05-13,17.70048713684082
2016-05-16,17.58904266357422
2016-05-17,17.396530151367188
2016-05-18,17.148296356201172
2016-05-19,17.31547737121582
2016-05-20,17.361066818237305
2016-05-23,17.087512969970703
