Date,SEDG
2021-07-01,274.8800048828125
2021-07-02,276.2300109863281
2021-07-06,274.7900085449219
2021-07-07,265.20001220703125
2021-07-08,261.1400146484375
2021-07-09,267.67999267578125
2021-07-12,268.6499938964844
2021-07-13,265.3699951171875
2021-07-14,245.4600067138672
2021-07-15,241.2100067138672
2021-07-16,236.55999755859375
2021-07-19,240.16000366210938
2021-07-20,245.75999450683594
2021-07-21,258.9599914550781
2021-07-22,257.3900146484375
2021-07-23,248.6300048828125
2021-07-26,245.6199951171875
2021-07-27,240.0
2021-07-28,254.13999938964844
2021-07-29,261.1300048828125
2021-07-30,259.4800109863281
2021-08-02,257.7200012207031
2021-08-03,299.80999755859375
2021-08-04,292.7300109863281
2021-08-05,286.3900146484375
2021-08-06,295.2799987792969
2021-08-09,294.94000244140625
2021-08-10,296.3999938964844
2021-08-11,289.29998779296875
2021-08-12,291.1700134277344
2021-08-13,284.3699951171875
2021-08-16,277.80999755859375
2021-08-17,268.3500061035156
2021-08-18,266.2200012207031
2021-08-19,262.29998779296875
2021-08-20,269.8800048828125
2021-08-23,281.010009765625
2021-08-24,279.75
2021-08-25,281.44000244140625
2021-08-26,280.82000732421875
2021-08-27,291.25
2021-08-30,295.70001220703125
2021-08-31,289.7799987792969
2021-09-01,289.7900085449219
2021-09-02,291.5400085449219
2021-09-03,285.79998779296875
2021-09-07,278.8299865722656
2021-09-08,274.20001220703125
2021-09-09,275.95001220703125
2021-09-10,268.5400085449219
2021-09-13,273.8399963378906
2021-09-14,272.510009765625
2021-09-15,277.7799987792969
2021-09-16,270.3999938964844
2021-09-17,281.45001220703125
2021-09-20,268.7200012207031
2021-09-21,269.4599914550781
2021-09-22,282.0
2021-09-23,284.1099853515625
2021-09-24,275.3599853515625
2021-09-27,280.5199890136719
2021-09-28,272.8299865722656
2021-09-29,261.8699951171875
2021-09-30,265.2200012207031
2021-10-01,272.1199951171875
2021-10-04,255.27000427246094
2021-10-05,258.70001220703125
2021-10-06,260.4200134277344
2021-10-07,263.6099853515625
2021-10-08,261.8699951171875
2021-10-11,276.82000732421875
2021-10-12,298.4100036621094
2021-10-13,303.7200012207031
2021-10-14,305.5299987792969
2021-10-15,299.489990234375
2021-10-18,306.0799865722656
2021-10-19,317.2200012207031
2021-10-20,307.3599853515625
2021-10-21,309.0299987792969
2021-10-22,303.25
2021-10-25,311.9200134277344
2021-10-26,313.8800048828125
2021-10-27,342.5400085449219
2021-10-28,351.5799865722656
2021-10-29,354.67999267578125
2021-11-01,360.92999267578125
2021-11-02,355.1600036621094
2021-11-03,352.989990234375
2021-11-04,349.8299865722656
2021-11-05,344.07000732421875
2021-11-08,349.8999938964844
2021-11-09,351.1400146484375
2021-11-10,343.29998779296875
2021-11-11,358.25
2021-11-12,362.4100036621094
2021-11-15,368.3299865722656
2021-11-16,360.5
2021-11-17,365.0
2021-11-18,355.4200134277344
2021-11-19,365.1300048828125
2021-11-22,353.6499938964844
2021-11-23,350.0199890136719
2021-11-24,348.489990234375
2021-11-26,341.44000244140625
2021-11-29,347.2099914550781
2021-11-30,327.760009765625
2021-12-01,315.04998779296875
2021-12-02,318.5400085449219
2021-12-03,307.0
2021-12-06,307.6300048828125
2021-12-07,325.8299865722656
2021-12-08,330.55999755859375
2021-12-09,313.3800048828125
2021-12-10,309.0899963378906
2021-12-13,303.6700134277344
2021-12-14,298.29998779296875
2021-12-15,305.5
2021-12-16,287.0299987792969
2021-12-17,288.8500061035156
2021-12-20,258.3599853515625
2021-12-21,281.1000061035156
2021-12-22,284.010009765625
2021-12-23,283.2900085449219
2021-12-27,285.6000061035156
2021-12-28,278.82000732421875
2021-12-29,278.0400085449219
2021-12-30,282.3500061035156
2021-12-31,280.57000732421875
2022-01-03,282.45001220703125
2022-01-04,273.1000061035156
2022-01-05,249.80999755859375
2022-01-06,248.24000549316406
2022-01-07,248.91000366210938
2022-01-10,255.47000122070312
2022-01-11,261.0899963378906
2022-01-12,261.0199890136719
2022-01-13,260.42999267578125
2022-01-14,253.8300018310547
2022-01-18,238.8000030517578
2022-01-19,232.08999633789062
2022-01-20,231.32000732421875
2022-01-21,220.30999755859375
2022-01-24,225.8699951171875
2022-01-25,212.74000549316406
2022-01-26,214.1300048828125
2022-01-27,209.82000732421875
2022-01-28,212.07000732421875
2022-01-31,238.22000122070312
2022-02-01,242.22999572753906
2022-02-02,238.3000030517578
2022-02-03,231.1999969482422
2022-02-04,238.25999450683594
2022-02-07,240.97000122070312
2022-02-08,248.7100067138672
2022-02-09,265.9800109863281
2022-02-10,264.5
2022-02-11,250.08999633789062
2022-02-14,249.22000122070312
2022-02-15,262.1600036621094
2022-02-16,266.7200012207031
2022-02-17,263.260009765625
2022-02-18,257.9100036621094
2022-02-22,246.07000732421875
2022-02-23,236.11000061035156
2022-02-24,271.19000244140625
2022-02-25,277.92999267578125
2022-02-28,319.4200134277344
2022-03-01,324.6300048828125
2022-03-02,314.4599914550781
2022-03-03,301.82000732421875
2022-03-04,293.2300109863281
2022-03-07,297.8900146484375
2022-03-08,328.9100036621094
2022-03-09,326.9800109863281
2022-03-10,315.1300048828125
2022-03-11,317.92999267578125
2022-03-14,298.510009765625
2022-03-15,315.75
2022-03-16,334.1600036621094
2022-03-17,314.6000061035156
2022-03-18,312.510009765625
2022-03-21,312.0799865722656
2022-03-22,325.1099853515625
2022-03-23,327.2699890136719
2022-03-24,337.739990234375
2022-03-25,335.2699890136719
2022-03-28,333.07000732421875
2022-03-29,324.5
2022-03-30,314.2300109863281
2022-03-31,322.3699951171875
2022-04-01,322.8299865722656
2022-04-04,335.30999755859375
2022-04-05,328.69000244140625
2022-04-06,320.1600036621094
2022-04-07,314.92999267578125
2022-04-08,301.5799865722656
2022-04-11,300.0299987792969
2022-04-12,301.45001220703125
2022-04-13,308.0
2022-04-14,300.6600036621094
2022-04-18,302.2699890136719
2022-04-19,304.82000732421875
2022-04-20,281.6099853515625
2022-04-21,254.14999389648438
2022-04-22,251.5800018310547
2022-04-25,253.49000549316406
2022-04-26,244.75999450683594
2022-04-27,249.47999572753906
2022-04-28,254.41000366210938
2022-04-29,250.41000366210938
2022-05-02,255.30999755859375
2022-05-03,262.6700134277344
2022-05-04,284.6000061035156
2022-05-05,266.2300109863281
2022-05-06,251.80999755859375
2022-05-09,225.36000061035156
2022-05-10,233.8000030517578
2022-05-11,216.52000427246094
2022-05-12,211.9199981689453
2022-05-13,232.25
2022-05-16,222.7899932861328
2022-05-17,239.35000610351562
2022-05-18,238.8000030517578
2022-05-19,252.17999267578125
2022-05-20,256.80999755859375
2022-05-23,255.6300048828125
2022-05-24,248.22999572753906
2022-05-25,253.4499969482422
2022-05-26,266.44000244140625
2022-05-27,280.3599853515625
2022-05-31,272.7900085449219
2022-06-01,272.4800109863281
2022-06-02,300.489990234375
2022-06-03,298.3399963378906
2022-06-06,306.8800048828125
2022-06-07,306.4200134277344
2022-06-08,298.44000244140625
2022-06-09,291.6700134277344
2022-06-10,284.3599853515625
2022-06-13,264.3399963378906
2022-06-14,264.6300048828125
2022-06-15,274.1300048828125
2022-06-16,253.97999572753906
2022-06-17,275.4100036621094
2022-06-21,283.1000061035156
2022-06-22,280.3999938964844
2022-06-23,291.5299987792969
2022-06-24,286.3399963378906
2022-06-27,298.5199890136719
2022-06-28,279.239990234375
2022-06-29,262.9599914550781
2022-06-30,273.67999267578125
2022-07-01,276.29998779296875
2022-07-05,271.2699890136719
2022-07-06,269.7900085449219
2022-07-07,286.8599853515625
2022-07-08,295.1099853515625
2022-07-11,279.6700134277344
2022-07-12,265.3699951171875
2022-07-13,269.0299987792969
2022-07-14,269.0199890136719
2022-07-15,265.8500061035156
2022-07-18,280.67999267578125
2022-07-19,290.29998779296875
2022-07-20,295.8599853515625
2022-07-21,292.9800109863281
2022-07-22,288.92999267578125
2022-07-25,299.3800048828125
2022-07-26,296.4800109863281
2022-07-27,325.19000244140625
2022-07-28,341.19000244140625
2022-07-29,360.1300048828125
2022-08-01,358.5899963378906
2022-08-02,365.4100036621094
2022-08-03,295.5199890136719
2022-08-04,309.2200012207031
2022-08-05,315.5
2022-08-08,303.1099853515625
2022-08-09,312.6300048828125
2022-08-10,323.739990234375
2022-08-11,319.0199890136719
2022-08-12,330.5199890136719
2022-08-15,324.17999267578125
2022-08-16,311.2699890136719
2022-08-17,310.6199951171875
2022-08-18,317.2200012207031
2022-08-19,300.3299865722656
2022-08-22,288.8399963378906
2022-08-23,288.4599914550781
2022-08-24,294.6099853515625
2022-08-25,300.739990234375
2022-08-26,287.92999267578125
2022-08-29,279.4599914550781
2022-08-30,275.5
2022-08-31,275.9700012207031
2022-09-01,269.32000732421875
2022-09-02,267.1199951171875
2022-09-06,278.3800048828125
2022-09-07,311.364990234375
2022-09-08,314.1600036621094
2022-09-09,313.0
2022-09-12,316.20001220703125
2022-09-13,313.17999267578125
2022-09-14,322.70001220703125
2022-09-15,313.25
2022-09-16,310.510009765625
2022-09-19,307.95001220703125
2022-09-20,294.3599853515625
2022-09-21,287.9599914550781
2022-09-22,270.94000244140625
2022-09-23,258.79998779296875
2022-09-26,247.64999389648438
2022-09-27,249.5800018310547
2022-09-28,256.7900085449219
2022-09-29,235.55999755859375
2022-09-30,231.4600067138672
2022-10-03,236.83999633789062
2022-10-04,246.1699981689453
2022-10-05,234.24000549316406
2022-10-06,220.27000427246094
2022-10-07,209.6199951171875
2022-10-10,207.83999633789062
2022-10-11,203.58999633789062
2022-10-12,200.60000610351562
2022-10-13,200.07000732421875
2022-10-14,193.38999938964844
2022-10-17,197.2899932861328
2022-10-18,207.4199981689453
2022-10-19,199.4600067138672
