Date,ABT
2015-07-01,40.128868103027344
2015-07-02,40.03973388671875
2015-07-06,40.30716323852539
2015-07-07,40.68802261352539
2015-07-08,39.91008758544922
2015-07-09,39.86146545410156
2015-07-10,40.46112823486328
2015-07-13,40.485538482666016
2015-07-14,40.876399993896484
2015-07-15,40.15171432495117
2015-07-16,40.52626037597656
2015-07-17,40.63212203979492
2015-07-20,40.762420654296875
2015-07-21,40.518104553222656
2015-07-22,41.511531829833984
2015-07-23,41.6906623840332
2015-07-24,41.56853485107422
2015-07-27,41.27539825439453
2015-07-28,41.47895812988281
2015-07-29,41.576683044433594
2015-07-30,41.34054183959961
2015-07-31,41.27539825439453
2015-08-03,41.12068176269531
2015-08-04,41.12881851196289
2015-08-05,41.104393005371094
2015-08-06,40.9741096496582
2015-08-07,40.80310821533203
2015-08-10,41.250972747802734
2015-08-11,41.031105041503906
2015-08-12,40.786827087402344
2015-08-13,40.58325958251953
2015-08-14,40.90082550048828
2015-08-17,41.022979736328125
2015-08-18,41.07181930541992
2015-08-19,40.58325958251953
2015-08-20,39.51656723022461
2015-08-21,38.37657928466797
2015-08-24,35.58365249633789
2015-08-25,34.93222427368164
2015-08-26,35.8116340637207
2015-08-27,37.1633186340332
2015-08-28,37.472747802734375
2015-08-31,36.87832260131836
2015-09-01,35.47779083251953
2015-09-02,36.02333450317383
2015-09-03,35.94190979003906
2015-09-04,35.07063674926758
2015-09-08,35.860496520996094
2015-09-09,35.200923919677734
2015-09-10,35.11136245727539
2015-09-11,35.34749221801758
2015-09-14,35.152061462402344
2015-09-15,35.673213958740234
2015-09-16,35.71391677856445
2015-09-17,36.02333450317383
2015-09-18,35.282352447509766
2015-09-21,35.2579345703125
2015-09-22,34.590232849121094
2015-09-23,34.362239837646484
2015-09-24,34.15052032470703
2015-09-25,33.27111053466797
2015-09-28,31.80542755126953
2015-09-29,32.1636962890625
2015-09-30,32.749977111816406
2015-10-01,33.18968200683594
2015-10-02,33.69453430175781
2015-10-05,33.702674865722656
2015-10-06,32.481258392333984
2015-10-07,33.08382034301758
2015-10-08,33.5153923034668
2015-10-09,34.10981750488281
2015-10-12,33.84923553466797
2015-10-13,33.51344680786133
2015-10-14,33.34965896606445
2015-10-15,34.29149627685547
2015-10-16,34.578147888183594
2015-10-19,34.52081298828125
2015-10-20,34.18502426147461
2015-10-21,34.561771392822266
2015-10-22,35.62646484375
2015-10-23,35.70836639404297
2015-10-26,35.71656036376953
2015-10-27,35.93768310546875
2015-10-28,36.65840148925781
2015-10-29,37.051517486572266
2015-10-30,36.69116973876953
2015-11-02,37.20713806152344
2015-11-03,37.27266311645508
2015-11-04,37.00239181518555
2015-11-05,37.00239181518555
2015-11-06,37.37094497680664
2015-11-09,36.89590835571289
2015-11-10,37.4774055480957
2015-11-11,36.912296295166016
2015-11-12,36.19157409667969
2015-11-13,36.00320816040039
2015-11-16,36.756690979003906
2015-11-17,36.66659927368164
2015-11-18,37.510169982910156
2015-11-19,37.45283508300781
2015-11-20,37.68215560913086
2015-11-23,37.215328216552734
2015-11-24,37.22351837158203
2015-11-25,37.19076919555664
2015-11-27,37.198936462402344
2015-11-30,36.78944778442383
2015-12-01,37.23171615600586
2015-12-02,37.035152435302734
2015-12-03,36.158817291259766
2015-12-04,37.100669860839844
2015-12-07,37.31361389160156
2015-12-08,37.305416107177734
2015-12-09,36.822208404541016
2015-12-10,37.10886001586914
2015-12-11,36.330810546875
2015-12-14,36.69935607910156
2015-12-15,37.33817672729492
2015-12-16,37.71492004394531
2015-12-17,37.067909240722656
2015-12-18,35.790279388427734
2015-12-21,36.068729400634766
2015-12-22,36.42908477783203
2015-12-23,36.936866760253906
2015-12-24,36.936866760253906
2015-12-28,36.87953567504883
2015-12-29,37.52655792236328
2015-12-30,37.07609176635742
2015-12-31,36.78125762939453
2016-01-04,35.15963363647461
2016-01-05,35.15145492553711
2016-01-06,34.85660934448242
2016-01-07,34.02122497558594
2016-01-08,33.30870819091797
2016-01-11,33.35784912109375
2016-01-12,33.955711364746094
2016-01-13,33.197479248046875
2016-01-14,33.873291015625
2016-01-15,33.4117546081543
2016-01-19,33.32110595703125
2016-01-20,32.933738708496094
2016-01-21,32.53813552856445
2016-01-22,32.991424560546875
2016-01-25,32.68648147583008
2016-01-26,33.09856414794922
2016-01-27,33.35408020019531
2016-01-28,30.25518798828125
2016-01-29,31.194725036621094
2016-02-01,31.689260482788086
2016-02-02,31.2194766998291
2016-02-03,31.33485984802246
2016-02-04,31.32661247253418
2016-02-05,30.83211898803711
2016-02-08,30.873308181762695
2016-02-09,30.49420928955078
2016-02-10,30.66728401184082
2016-02-11,29.95026206970215
2016-02-12,30.601348876953125
2016-02-16,31.310136795043945
2016-02-17,31.689260482788086
2016-02-18,31.57386589050293
2016-02-19,31.755189895629883
2016-02-22,32.27439880371094
2016-02-23,31.639806747436523
2016-02-24,32.307373046875
2016-02-25,32.66177749633789
2016-02-26,32.57111740112305
2016-02-29,31.928268432617188
