Date,COR
2025-05-28,289.19000244140625
2025-05-29,290.69000244140625
2025-05-30,291.239990234375
2025-06-02,292.07000732421875
2025-06-03,291.54998779296875
2025-06-04,289.0199890136719
2025-06-05,288.4100036621094
2025-06-06,288.94000244140625
2025-06-09,283.95001220703125
2025-06-10,284.239990234375
2025-06-11,286.6400146484375
2025-06-12,295.0400085449219
2025-06-13,295.5400085449219
2025-06-16,292.5
2025-06-17,293.20001220703125
2025-06-18,296.75
2025-06-20,293.6600036621094
2025-06-23,293.1300048828125
2025-06-24,294.1199951171875
2025-06-25,292.32000732421875
2025-06-26,296.5799865722656
2025-06-27,299.4200134277344
2025-06-30,299.8500061035156
2025-07-01,295.3299865722656
2025-07-02,291.1700134277344
2025-07-03,296.2300109863281
2025-07-07,302.5
2025-07-08,298.0299987792969
2025-07-09,300.1600036621094
2025-07-10,297.32000732421875
2025-07-11,295.2099914550781
2025-07-14,297.05999755859375
2025-07-15,294.6499938964844
2025-07-16,297.8299865722656
2025-07-17,294.3800048828125
2025-07-18,292.8699951171875
2025-07-21,292.6700134277344
2025-07-22,292.9700012207031
2025-07-23,293.44000244140625
2025-07-24,290.45001220703125
2025-07-25,290.3599853515625
2025-07-28,286.20001220703125
2025-07-29,289.7699890136719
2025-07-30,291.79998779296875
2025-07-31,286.0799865722656
2025-08-01,288.3500061035156
2025-08-04,293.6400146484375
2025-08-05,292.3500061035156
2025-08-06,283.7799987792969
2025-08-07,278.3999938964844
2025-08-08,285.1300048828125
2025-08-11,290.70001220703125
2025-08-12,289.1499938964844
2025-08-13,291.0400085449219
2025-08-14,294.8699951171875
2025-08-15,292.82000732421875
2025-08-18,290.3500061035156
2025-08-19,294.7099914550781
2025-08-20,303.69000244140625
2025-08-21,303.2300109863281
2025-08-22,292.6000061035156
2025-08-25,288.29998779296875
2025-08-26,289.70001220703125
2025-08-27,290.55999755859375
2025-08-28,289.8900146484375
2025-08-29,291.6099853515625
2025-09-02,294.8500061035156
2025-09-03,295.1400146484375
2025-09-04,292.70001220703125
2025-09-05,292.5
2025-09-08,297.8599853515625
2025-09-09,298.6700134277344
2025-09-10,296.32000732421875
2025-09-11,302.79998779296875
2025-09-12,302.5199890136719
2025-09-15,291.3999938964844
2025-09-16,290.0
2025-09-17,289.0799865722656
2025-09-18,290.8399963378906
2025-09-19,290.0199890136719
2025-09-22,288.7900085449219
2025-09-23,302.3999938964844
2025-09-24,308.3599853515625
2025-09-25,298.82000732421875
2025-09-26,307.0
2025-09-29,308.07000732421875
2025-09-30,312.5299987792969
2025-10-01,311.7699890136719
2025-10-02,308.57000732421875
2025-10-03,302.760009765625
2025-10-06,305.29998779296875
2025-10-07,308.7099914550781
2025-10-08,310.6099853515625
2025-10-09,314.1199951171875
2025-10-10,318.0
2025-10-13,317.0
2025-10-14,317.92999267578125
2025-10-15,319.6099853515625
2025-10-16,319.3999938964844
2025-10-17,324.69000244140625
2025-10-20,327.3900146484375
2025-10-21,328.82000732421875
2025-10-22,330.79998779296875
2025-10-23,328.55999755859375
2025-10-24,332.7099914550781
2025-10-27,336.04998779296875
2025-10-28,335.6400146484375
2025-10-29,333.1700134277344
2025-10-30,341.2099914550781
2025-10-31,337.80999755859375
2025-11-03,340.92999267578125
2025-11-04,344.5299987792969
2025-11-05,354.0
2025-11-06,360.239990234375
2025-11-07,360.70001220703125
2025-11-10,364.6499938964844
2025-11-11,365.0799865722656
2025-11-12,363.4200134277344
2025-11-13,365.45001220703125
2025-11-14,361.94000244140625
2025-11-17,365.0
