Date,MOH
2022-01-03,316.57000732421875
2022-01-04,303.94000244140625
2022-01-05,302.2099914550781
2022-01-06,291.7699890136719
2022-01-07,289.7699890136719
2022-01-10,289.70001220703125
2022-01-11,294.239990234375
2022-01-12,292.0799865722656
2022-01-13,289.19000244140625
2022-01-14,286.1000061035156
2022-01-18,276.32000732421875
2022-01-19,280.44000244140625
2022-01-20,281.04998779296875
2022-01-21,278.0799865722656
2022-01-24,279.7699890136719
2022-01-25,270.2099914550781
2022-01-26,268.2799987792969
2022-01-27,275.8500061035156
2022-01-28,285.1099853515625
2022-01-31,290.4800109863281
2022-02-01,287.5899963378906
2022-02-02,295.6600036621094
2022-02-03,297.6099853515625
2022-02-04,298.7699890136719
2022-02-07,297.79998779296875
2022-02-08,307.6300048828125
2022-02-09,307.4200134277344
2022-02-10,306.1600036621094
2022-02-11,303.2300109863281
2022-02-14,307.510009765625
2022-02-15,319.7900085449219
2022-02-16,322.42999267578125
2022-02-17,319.8399963378906
2022-02-18,314.8699951171875
2022-02-22,307.67999267578125
2022-02-23,303.92999267578125
2022-02-24,307.5299987792969
2022-02-25,318.3399963378906
2022-02-28,306.8699951171875
2022-03-01,311.8800048828125
2022-03-02,308.510009765625
2022-03-03,314.1199951171875
2022-03-04,323.6300048828125
2022-03-07,311.82000732421875
2022-03-08,308.57000732421875
2022-03-09,312.25
2022-03-10,316.2200012207031
2022-03-11,313.1099853515625
2022-03-14,308.70001220703125
2022-03-15,327.7699890136719
2022-03-16,329.8500061035156
2022-03-17,337.4100036621094
2022-03-18,343.3500061035156
2022-03-21,337.3399963378906
2022-03-22,338.1700134277344
2022-03-23,331.8599853515625
2022-03-24,337.5
2022-03-25,340.1099853515625
2022-03-28,342.6099853515625
2022-03-29,343.42999267578125
2022-03-30,341.3800048828125
2022-03-31,333.5899963378906
2022-04-01,339.4100036621094
2022-04-04,328.6700134277344
2022-04-05,329.2900085449219
2022-04-06,338.7200012207031
2022-04-07,342.29998779296875
2022-04-08,337.6000061035156
2022-04-11,333.05999755859375
2022-04-12,331.8800048828125
2022-04-13,334.1700134277344
2022-04-14,335.94000244140625
2022-04-18,332.760009765625
2022-04-19,335.57000732421875
2022-04-20,347.5299987792969
2022-04-21,340.760009765625
2022-04-22,325.17999267578125
2022-04-25,326.7200012207031
2022-04-26,321.54998779296875
2022-04-27,323.8399963378906
2022-04-28,315.3800048828125
2022-04-29,313.45001220703125
2022-05-02,306.45001220703125
2022-05-03,307.0199890136719
2022-05-04,312.1000061035156
2022-05-05,311.55999755859375
2022-05-06,308.1099853515625
2022-05-09,296.5
2022-05-10,292.5
2022-05-11,288.5400085449219
2022-05-12,289.7099914550781
2022-05-13,295.8900146484375
2022-05-16,303.5799865722656
2022-05-17,307.67999267578125
2022-05-18,304.0
2022-05-19,309.32000732421875
2022-05-20,309.5299987792969
2022-05-23,311.80999755859375
2022-05-24,312.5899963378906
2022-05-25,314.67999267578125
2022-05-26,299.0199890136719
2022-05-27,305.0799865722656
2022-05-31,290.2200012207031
2022-06-01,287.3800048828125
2022-06-02,289.19000244140625
2022-06-03,281.739990234375
2022-06-06,286.6499938964844
2022-06-07,288.1000061035156
2022-06-08,283.45001220703125
2022-06-09,276.989990234375
2022-06-10,276.4100036621094
2022-06-13,262.19000244140625
2022-06-14,261.69000244140625
2022-06-15,260.3399963378906
2022-06-16,254.72999572753906
2022-06-17,251.75
2022-06-21,258.5799865722656
2022-06-22,260.54998779296875
2022-06-23,265.6099853515625
2022-06-24,267.1300048828125
2022-06-27,274.55999755859375
2022-06-28,272.2300109863281
2022-06-29,281.4599914550781
2022-06-30,279.6099853515625
2022-07-01,282.8999938964844
2022-07-05,278.6099853515625
2022-07-06,280.7200012207031
2022-07-07,279.1600036621094
2022-07-08,285.2099914550781
2022-07-11,285.989990234375
2022-07-12,285.3900146484375
2022-07-13,282.3399963378906
2022-07-14,285.07000732421875
2022-07-15,298.8900146484375
2022-07-18,298.0199890136719
2022-07-19,304.95001220703125
2022-07-20,299.1400146484375
2022-07-21,302.5199890136719
2022-07-22,301.6700134277344
2022-07-25,307.7099914550781
2022-07-26,308.67999267578125
2022-07-27,305.8500061035156
2022-07-28,317.0899963378906
2022-07-29,327.7200012207031
2022-08-01,324.95001220703125
2022-08-02,327.0400085449219
2022-08-03,328.05999755859375
2022-08-04,323.32000732421875
2022-08-05,324.9100036621094
2022-08-08,327.70001220703125
2022-08-09,327.0400085449219
2022-08-10,329.7699890136719
2022-08-11,328.3999938964844
2022-08-12,332.42999267578125
2022-08-15,333.3900146484375
2022-08-16,334.42999267578125
2022-08-17,331.9200134277344
2022-08-18,328.7900085449219
2022-08-19,331.7099914550781
2022-08-22,329.5
2022-08-23,321.989990234375
2022-08-24,323.92999267578125
2022-08-25,327.5
2022-08-26,338.510009765625
2022-08-29,344.9599914550781
2022-08-30,335.989990234375
2022-08-31,337.3699951171875
2022-09-01,341.1199951171875
2022-09-02,338.2200012207031
2022-09-06,338.69000244140625
2022-09-07,346.1199951171875
2022-09-08,353.4200134277344
2022-09-09,348.2300109863281
2022-09-12,349.3599853515625
2022-09-13,343.3900146484375
2022-09-14,336.0899963378906
2022-09-15,341.7300109863281
2022-09-16,339.3699951171875
2022-09-19,343.7699890136719
2022-09-20,337.8999938964844
2022-09-21,331.9200134277344
2022-09-22,329.510009765625
2022-09-23,328.739990234375
2022-09-26,326.82000732421875
2022-09-27,328.20001220703125
2022-09-28,333.6000061035156
2022-09-29,331.1000061035156
2022-09-30,329.8399963378906
2022-10-03,339.3299865722656
2022-10-04,348.4700012207031
2022-10-05,354.4700012207031
2022-10-06,354.07000732421875
2022-10-07,348.760009765625
2022-10-10,350.45001220703125
2022-10-11,352.69000244140625
2022-10-12,351.0
2022-10-13,357.19000244140625
2022-10-14,351.8599853515625
2022-10-17,352.4599914550781
2022-10-18,359.6000061035156
2022-10-19,353.2099914550781
2022-10-20,354.3599853515625
2022-10-21,360.3800048828125
2022-10-24,364.5899963378906
2022-10-25,366.25
2022-10-26,369.2300109863281
2022-10-27,351.7900085449219
2022-10-28,354.5
2022-10-31,358.8599853515625
2022-11-01,355.9700012207031
2022-11-02,350.3399963378906
2022-11-03,352.95001220703125
2022-11-04,330.54998779296875
2022-11-07,330.8800048828125
2022-11-08,334.9700012207031
2022-11-09,326.79998779296875
2022-11-10,329.69000244140625
2022-11-11,317.5
2022-11-14,314.67999267578125
2022-11-15,312.0299987792969
2022-11-16,312.82000732421875
2022-11-17,312.1000061035156
2022-11-18,317.75
2022-11-21,316.8900146484375
2022-11-22,316.54998779296875
2022-11-23,320.5799865722656
2022-11-25,327.0799865722656
2022-11-28,326.5299987792969
2022-11-29,322.7200012207031
2022-11-30,336.7699890136719
2022-12-01,334.8299865722656
2022-12-02,334.1700134277344
2022-12-05,335.1099853515625
2022-12-06,335.6300048828125
2022-12-07,339.2799987792969
2022-12-08,339.75
2022-12-09,341.1499938964844
2022-12-12,353.05999755859375
2022-12-13,348.70001220703125
2022-12-14,349.510009765625
2022-12-15,338.94000244140625
2022-12-16,334.8900146484375
2022-12-19,331.6499938964844
2022-12-20,329.3999938964844
2022-12-21,333.7699890136719
2022-12-22,335.32000732421875
2022-12-23,335.0799865722656
2022-12-27,334.3699951171875
2022-12-28,332.4200134277344
2022-12-29,333.2699890136719
2022-12-30,330.2200012207031
2023-01-03,318.9200134277344
2023-01-04,313.5299987792969
2023-01-05,298.5400085449219
2023-01-06,301.70001220703125
2023-01-09,296.3999938964844
2023-01-10,292.0
2023-01-11,302.760009765625
2023-01-12,299.1499938964844
2023-01-13,300.25
2023-01-17,299.32000732421875
2023-01-18,295.20001220703125
2023-01-19,298.07000732421875
2023-01-20,297.45001220703125
2023-01-23,297.2699890136719
2023-01-24,296.2099914550781
2023-01-25,297.2200012207031
2023-01-26,298.3500061035156
2023-01-27,300.4100036621094
2023-01-30,302.69000244140625
2023-01-31,311.8299865722656
2023-02-01,311.75
2023-02-02,304.3900146484375
2023-02-03,301.07000732421875
2023-02-06,299.04998779296875
2023-02-07,302.7699890136719
2023-02-08,307.1700134277344
2023-02-09,301.3299865722656
2023-02-10,304.30999755859375
2023-02-13,299.3800048828125
2023-02-14,297.9100036621094
2023-02-15,293.9200134277344
2023-02-16,292.9700012207031
2023-02-17,296.07000732421875
2023-02-21,292.6700134277344
2023-02-22,294.1499938964844
2023-02-23,293.69000244140625
2023-02-24,287.2900085449219
2023-02-27,285.8900146484375
2023-02-28,275.3299865722656
2023-03-01,273.79998779296875
2023-03-02,277.8299865722656
2023-03-03,280.6000061035156
2023-03-06,280.989990234375
2023-03-07,276.3999938964844
2023-03-08,269.4800109863281
2023-03-09,264.2300109863281
2023-03-10,261.3500061035156
2023-03-13,263.69000244140625
2023-03-14,261.1400146484375
2023-03-15,260.6400146484375
2023-03-16,263.7799987792969
2023-03-17,263.7099914550781
2023-03-20,265.1000061035156
2023-03-21,266.239990234375
2023-03-22,265.0899963378906
2023-03-23,263.67999267578125
2023-03-24,267.7200012207031
2023-03-27,269.6400146484375
2023-03-28,265.7900085449219
2023-03-29,265.4599914550781
2023-03-30,266.0299987792969
2023-03-31,267.489990234375
2023-04-03,272.0
2023-04-04,272.8900146484375
2023-04-05,283.9100036621094
2023-04-06,285.57000732421875
2023-04-10,289.8299865722656
2023-04-11,294.2300109863281
2023-04-12,296.04998779296875
2023-04-13,302.4700012207031
2023-04-14,293.70001220703125
2023-04-17,295.1300048828125
2023-04-18,290.7200012207031
2023-04-19,277.4700012207031
2023-04-20,276.0400085449219
2023-04-21,275.5400085449219
2023-04-24,283.6600036621094
2023-04-25,279.2799987792969
2023-04-26,275.57000732421875
2023-04-27,296.9200134277344
2023-04-28,297.8900146484375
2023-05-01,305.5
2023-05-02,297.57000732421875
2023-05-03,295.82000732421875
2023-05-04,291.3599853515625
2023-05-05,299.5299987792969
2023-05-08,294.9800109863281
2023-05-09,292.79998779296875
2023-05-10,292.1199951171875
2023-05-11,297.3999938964844
2023-05-12,298.7099914550781
2023-05-15,292.95001220703125
2023-05-16,288.2900085449219
2023-05-17,295.4599914550781
2023-05-18,284.8299865722656
2023-05-19,285.1700134277344
2023-05-22,287.989990234375
2023-05-23,284.8500061035156
2023-05-24,281.739990234375
2023-05-25,273.4100036621094
2023-05-26,273.0299987792969
2023-05-30,269.8599853515625
2023-05-31,273.8999938964844
2023-06-01,282.9700012207031
2023-06-02,287.1700134277344
2023-06-05,293.1400146484375
2023-06-06,286.989990234375
2023-06-07,284.05999755859375
2023-06-08,287.3399963378906
2023-06-09,284.3399963378906
2023-06-12,288.6700134277344
2023-06-13,290.8500061035156
2023-06-14,275.489990234375
2023-06-15,283.80999755859375
2023-06-16,278.0199890136719
2023-06-20,278.80999755859375
2023-06-21,283.0
2023-06-22,287.42999267578125
2023-06-23,287.94000244140625
2023-06-26,290.0
2023-06-27,290.739990234375
2023-06-28,289.0400085449219
2023-06-29,294.7699890136719
2023-06-30,301.239990234375
2023-07-03,298.4800109863281
2023-07-05,300.5
2023-07-06,300.5400085449219
2023-07-07,295.2300109863281
2023-07-10,301.95001220703125
2023-07-11,301.1499938964844
2023-07-12,291.70001220703125
2023-07-13,289.67999267578125
2023-07-14,298.54998779296875
2023-07-17,299.9100036621094
2023-07-18,303.05999755859375
2023-07-19,312.45001220703125
2023-07-20,317.1300048828125
2023-07-21,318.4700012207031
2023-07-24,313.9700012207031
2023-07-25,315.6499938964844
2023-07-26,311.1700134277344
2023-07-27,307.3399963378906
2023-07-28,301.4599914550781
2023-07-31,304.489990234375
2023-08-01,302.010009765625
2023-08-02,304.6000061035156
2023-08-03,302.17999267578125
2023-08-04,302.9599914550781
2023-08-07,311.0
2023-08-08,310.0
2023-08-09,314.0
2023-08-10,315.5
2023-08-11,315.7300109863281
2023-08-14,319.57000732421875
2023-08-15,315.6099853515625
2023-08-16,314.5
2023-08-17,309.79998779296875
2023-08-18,314.2300109863281
2023-08-21,320.0
2023-08-22,317.75
2023-08-23,319.0
2023-08-24,318.07000732421875
2023-08-25,318.9599914550781
2023-08-28,321.2200012207031
2023-08-29,322.2799987792969
2023-08-30,322.3500061035156
2023-08-31,310.1199951171875
2023-09-01,310.44000244140625
2023-09-05,312.7200012207031
2023-09-06,310.82000732421875
2023-09-07,316.1499938964844
2023-09-08,320.4700012207031
2023-09-11,321.95001220703125
2023-09-12,321.0199890136719
2023-09-13,328.2799987792969
2023-09-14,326.989990234375
2023-09-15,327.6000061035156
2023-09-18,329.0
2023-09-19,329.44000244140625
2023-09-20,333.510009765625
2023-09-21,334.7699890136719
2023-09-22,334.5899963378906
2023-09-25,341.3999938964844
2023-09-26,334.0
2023-09-27,331.05999755859375
2023-09-28,333.32000732421875
2023-09-29,327.8900146484375
2023-10-02,332.4599914550781
2023-10-03,322.1000061035156
2023-10-04,328.0
2023-10-05,329.0899963378906
2023-10-06,333.1300048828125
2023-10-09,338.3999938964844
2023-10-10,340.1099853515625
2023-10-11,340.4800109863281
2023-10-12,339.7300109863281
2023-10-13,348.9100036621094
2023-10-16,355.7300109863281
2023-10-17,359.9700012207031
2023-10-18,360.1199951171875
2023-10-19,349.6199951171875
2023-10-20,348.8900146484375
2023-10-23,344.6400146484375
2023-10-24,333.7699890136719
2023-10-25,336.45001220703125
2023-10-26,331.3900146484375
2023-10-27,336.1000061035156
2023-10-30,327.9800109863281
2023-10-31,332.95001220703125
2023-11-01,336.8299865722656
2023-11-02,337.55999755859375
2023-11-03,337.42999267578125
2023-11-06,348.5299987792969
2023-11-07,349.4599914550781
2023-11-08,349.3900146484375
2023-11-09,352.3699951171875
2023-11-10,358.0799865722656
2023-11-13,361.1300048828125
2023-11-14,362.8699951171875
2023-11-15,364.45001220703125
2023-11-16,365.3500061035156
2023-11-17,353.30999755859375
2023-11-20,356.25
2023-11-21,360.1700134277344
2023-11-22,364.8699951171875
2023-11-24,367.6199951171875
2023-11-27,366.29998779296875
2023-11-28,361.2300109863281
2023-11-29,350.82000732421875
2023-11-30,365.55999755859375
2023-12-01,362.760009765625
2023-12-04,365.55999755859375
2023-12-05,367.0
2023-12-06,362.80999755859375
2023-12-07,363.42999267578125
2023-12-08,367.7200012207031
2023-12-11,366.0
2023-12-12,378.4800109863281
2023-12-13,382.3900146484375
2023-12-14,374.79998779296875
2023-12-15,362.9800109863281
2023-12-18,366.239990234375
2023-12-19,359.25
2023-12-20,351.6099853515625
2023-12-21,358.2300109863281
2023-12-22,358.3800048828125
2023-12-26,357.75
2023-12-27,356.8299865722656
2023-12-28,356.4200134277344
2023-12-29,361.30999755859375
2024-01-02,371.5299987792969
2024-01-03,376.6700134277344
2024-01-04,378.739990234375
2024-01-05,378.5899963378906
2024-01-08,377.7699890136719
2024-01-09,380.4599914550781
2024-01-10,379.6600036621094
2024-01-11,383.5299987792969
2024-01-12,380.4800109863281
2024-01-16,385.0400085449219
2024-01-17,386.4800109863281
2024-01-18,381.05999755859375
2024-01-19,365.510009765625
2024-01-22,368.20001220703125
2024-01-23,367.9599914550781
2024-01-24,366.3500061035156
2024-01-25,350.07000732421875
2024-01-26,353.6099853515625
2024-01-29,354.67999267578125
2024-01-30,355.20001220703125
2024-01-31,356.44000244140625
2024-02-01,355.2099914550781
2024-02-02,354.8800048828125
2024-02-05,351.1000061035156
2024-02-06,357.1199951171875
2024-02-07,362.1000061035156
2024-02-08,381.489990234375
2024-02-09,388.6700134277344
2024-02-12,392.6300048828125
2024-02-13,394.3299865722656
2024-02-14,399.9599914550781
2024-02-15,398.1400146484375
2024-02-16,401.7200012207031
2024-02-20,401.489990234375
2024-02-21,399.0299987792969
2024-02-22,404.2799987792969
2024-02-23,406.7699890136719
2024-02-26,401.70001220703125
2024-02-27,400.1199951171875
2024-02-28,401.7799987792969
2024-02-29,393.9100036621094
2024-03-01,387.2099914550781
2024-03-04,386.54998779296875
2024-03-05,385.5799865722656
2024-03-06,388.69000244140625
2024-03-07,391.8500061035156
2024-03-08,392.6300048828125
2024-03-11,402.2699890136719
2024-03-12,402.54998779296875
2024-03-13,404.8900146484375
2024-03-14,406.67999267578125
2024-03-15,404.45001220703125
2024-03-18,410.3500061035156
2024-03-19,419.5299987792969
2024-03-20,416.1000061035156
2024-03-21,417.75
2024-03-22,414.7200012207031
2024-03-25,412.5199890136719
2024-03-26,418.44000244140625
2024-03-27,418.6000061035156
2024-03-28,410.8299865722656
2024-04-01,404.20001220703125
2024-04-02,380.9200134277344
2024-04-03,378.5
2024-04-04,375.29998779296875
2024-04-05,376.7699890136719
2024-04-08,381.55999755859375
2024-04-09,379.9700012207031
2024-04-10,377.1499938964844
2024-04-11,376.7799987792969
2024-04-12,376.57000732421875
2024-04-15,360.8500061035156
2024-04-16,357.3900146484375
2024-04-17,359.8500061035156
2024-04-18,360.94000244140625
2024-04-19,367.5199890136719
2024-04-22,361.8699951171875
2024-04-23,363.2200012207031
2024-04-24,367.4100036621094
2024-04-25,352.29998779296875
2024-04-26,342.2300109863281
2024-04-29,343.8900146484375
2024-04-30,342.1000061035156
2024-05-01,338.8699951171875
2024-05-02,339.54998779296875
2024-05-03,339.67999267578125
2024-05-06,343.2099914550781
2024-05-07,349.82000732421875
2024-05-08,344.4100036621094
2024-05-09,350.0299987792969
2024-05-10,354.6000061035156
2024-05-13,352.3500061035156
2024-05-14,349.9700012207031
2024-05-15,345.8399963378906
2024-05-16,345.0
2024-05-17,347.6199951171875
2024-05-20,343.8399963378906
2024-05-21,342.32000732421875
2024-05-22,345.3999938964844
2024-05-23,341.0
2024-05-24,332.1300048828125
2024-05-28,324.0899963378906
2024-05-29,315.0
2024-05-30,306.0400085449219
2024-05-31,314.5799865722656
2024-06-03,310.3999938964844
2024-06-04,307.7099914550781
2024-06-05,306.489990234375
2024-06-06,313.3999938964844
2024-06-07,309.55999755859375
2024-06-10,307.9800109863281
2024-06-11,312.2799987792969
2024-06-12,304.8399963378906
2024-06-13,308.1600036621094
2024-06-14,307.0400085449219
2024-06-17,308.0799865722656
2024-06-18,305.9100036621094
2024-06-20,307.7699890136719
2024-06-21,307.4599914550781
2024-06-24,308.9800109863281
2024-06-25,304.4100036621094
2024-06-26,304.239990234375
2024-06-27,302.8299865722656
2024-06-28,297.29998779296875
2024-07-01,292.1600036621094
2024-07-02,292.0
2024-07-03,296.3900146484375
2024-07-05,293.19000244140625
2024-07-08,292.7799987792969
2024-07-09,287.29998779296875
2024-07-10,286.95001220703125
2024-07-11,290.07000732421875
2024-07-12,293.3500061035156
2024-07-15,283.9800109863281
2024-07-16,307.3299865722656
2024-07-17,298.1300048828125
2024-07-18,287.739990234375
2024-07-19,288.3599853515625
2024-07-22,289.6000061035156
2024-07-23,286.8999938964844
2024-07-24,288.7200012207031
2024-07-25,324.1700134277344
2024-07-26,335.3599853515625
2024-07-29,332.9700012207031
2024-07-30,350.7300109863281
2024-07-31,341.2699890136719
2024-08-01,346.19000244140625
2024-08-02,350.8999938964844
2024-08-05,346.9700012207031
2024-08-06,338.7200012207031
2024-08-07,334.6000061035156
2024-08-08,336.8800048828125
2024-08-09,338.17999267578125
