Date,SPG
2015-07-01,174.75999450683594
2015-07-02,174.72000122070312
2015-07-06,175.77999877929688
2015-07-07,178.72000122070312
2015-07-08,178.33999633789062
2015-07-09,178.1199951171875
2015-07-10,178.83999633789062
2015-07-13,179.30999755859375
2015-07-14,179.99000549316406
2015-07-15,181.41000366210938
2015-07-16,183.42999267578125
2015-07-17,183.05999755859375
2015-07-20,182.92999267578125
2015-07-21,181.75999450683594
2015-07-22,182.3800048828125
2015-07-23,181.3800048828125
2015-07-24,184.64999389648438
2015-07-27,185.77000427246094
2015-07-28,186.36000061035156
2015-07-29,186.47000122070312
2015-07-30,186.13999938964844
2015-07-31,187.22000122070312
2015-08-03,188.38999938964844
2015-08-04,188.5500030517578
2015-08-05,188.6999969482422
2015-08-06,189.89999389648438
2015-08-07,191.69000244140625
2015-08-10,189.16000366210938
2015-08-11,191.5500030517578
2015-08-12,192.02000427246094
2015-08-13,190.75
2015-08-14,191.67999267578125
2015-08-17,193.5399932861328
2015-08-18,194.77999877929688
2015-08-19,193.19000244140625
2015-08-20,192.2100067138672
2015-08-21,189.97000122070312
2015-08-24,182.07000732421875
2015-08-25,177.08999633789062
2015-08-26,181.97000122070312
2015-08-27,185.72999572753906
2015-08-28,184.32000732421875
2015-08-31,179.32000732421875
2015-09-01,175.00999450683594
2015-09-02,177.1300048828125
2015-09-03,177.9199981689453
2015-09-04,174.9199981689453
2015-09-08,177.5399932861328
2015-09-09,174.60000610351562
2015-09-10,175.05999755859375
2015-09-11,179.13999938964844
2015-09-14,178.94000244140625
2015-09-15,181.0800018310547
2015-09-16,183.4199981689453
2015-09-17,184.8800048828125
2015-09-18,184.0
2015-09-21,185.7899932861328
2015-09-22,183.24000549316406
2015-09-23,183.5
2015-09-24,181.22999572753906
2015-09-25,182.7899932861328
2015-09-28,180.16000366210938
2015-09-29,182.42999267578125
2015-09-30,183.72000122070312
2015-10-01,185.89999389648438
2015-10-02,187.47999572753906
2015-10-05,191.80999755859375
2015-10-06,191.72999572753906
2015-10-07,194.22000122070312
2015-10-08,194.9499969482422
2015-10-09,195.0800018310547
2015-10-12,196.63999938964844
2015-10-13,194.9600067138672
2015-10-14,194.10000610351562
2015-10-15,197.58999633789062
2015-10-16,198.60000610351562
2015-10-19,202.58999633789062
2015-10-20,202.13999938964844
2015-10-21,203.24000549316406
2015-10-22,204.8300018310547
2015-10-23,203.0399932861328
2015-10-26,203.3699951171875
2015-10-27,206.19000244140625
2015-10-28,205.7100067138672
2015-10-29,204.38999938964844
2015-10-30,201.4600067138672
2015-11-02,205.77000427246094
2015-11-03,203.89999389648438
2015-11-04,203.74000549316406
2015-11-05,203.0
2015-11-06,194.89999389648438
2015-11-09,191.50999450683594
2015-11-10,194.4600067138672
2015-11-11,193.55999755859375
2015-11-12,191.0800018310547
2015-11-13,186.33999633789062
2015-11-16,187.63999938964844
2015-11-17,186.8300018310547
2015-11-18,190.24000549316406
2015-11-19,191.0399932861328
2015-11-20,192.22999572753906
2015-11-23,191.08999633789062
2015-11-24,187.24000549316406
2015-11-25,188.49000549316406
2015-11-27,190.0
2015-11-30,186.24000549316406
2015-12-01,188.66000366210938
2015-12-02,183.02000427246094
2015-12-03,181.69000244140625
2015-12-04,187.36000061035156
2015-12-07,187.8300018310547
2015-12-08,187.9600067138672
2015-12-09,187.25
2015-12-10,185.02999877929688
2015-12-11,184.60000610351562
2015-12-14,185.97000122070312
2015-12-15,189.6999969482422
2015-12-16,193.33999633789062
2015-12-17,193.47000122070312
2015-12-18,190.52000427246094
2015-12-21,191.83999633789062
2015-12-22,192.60000610351562
2015-12-23,194.02999877929688
2015-12-24,194.35000610351562
2015-12-28,194.0800018310547
2015-12-29,195.7899932861328
2015-12-30,195.16000366210938
2015-12-31,194.44000244140625
2016-01-04,192.33999633789062
2016-01-05,196.1699981689453
2016-01-06,195.69000244140625
2016-01-07,191.55999755859375
2016-01-08,186.10000610351562
2016-01-11,186.7100067138672
2016-01-12,185.5399932861328
2016-01-13,184.27000427246094
2016-01-14,185.66000366210938
2016-01-15,184.1699981689453
2016-01-19,186.39999389648438
2016-01-20,180.63999938964844
2016-01-21,182.6999969482422
2016-01-22,187.32000732421875
2016-01-25,185.14999389648438
2016-01-26,190.13999938964844
2016-01-27,186.0399932861328
2016-01-28,186.7899932861328
2016-01-29,186.27999877929688
2016-02-01,187.92999267578125
2016-02-02,186.11000061035156
2016-02-03,188.3000030517578
2016-02-04,187.5800018310547
2016-02-05,183.97999572753906
2016-02-08,182.47999572753906
2016-02-09,178.92999267578125
2016-02-10,181.2100067138672
2016-02-11,181.49000549316406
2016-02-12,183.52999877929688
2016-02-16,186.35000610351562
2016-02-17,187.11000061035156
2016-02-18,189.25999450683594
2016-02-19,189.4499969482422
2016-02-22,189.42999267578125
2016-02-23,189.67999267578125
2016-02-24,189.1699981689453
2016-02-25,191.94000244140625
2016-02-26,190.39999389648438
2016-02-29,189.72999572753906
2016-03-01,194.55999755859375
2016-03-02,195.2899932861328
2016-03-03,197.41000366210938
2016-03-04,198.52000427246094
2016-03-07,199.64999389648438
2016-03-08,197.69000244140625
2016-03-09,197.77000427246094
2016-03-10,198.02000427246094
2016-03-11,201.30999755859375
2016-03-14,199.08999633789062
2016-03-15,199.63999938964844
2016-03-16,200.5399932861328
2016-03-17,205.1300048828125
2016-03-18,204.9600067138672
2016-03-21,203.0
2016-03-22,202.3699951171875
2016-03-23,201.5
2016-03-24,201.44000244140625
2016-03-28,203.07000732421875
2016-03-29,206.94000244140625
2016-03-30,205.72999572753906
2016-03-31,207.69000244140625
2016-04-01,209.10000610351562
2016-04-04,208.75999450683594
2016-04-05,207.0500030517578
2016-04-06,208.66000366210938
2016-04-07,206.7899932861328
2016-04-08,207.10000610351562
2016-04-11,206.67999267578125
2016-04-12,208.11000061035156
2016-04-13,207.63999938964844
2016-04-14,207.9499969482422
2016-04-15,207.8699951171875
2016-04-18,209.07000732421875
2016-04-19,208.25999450683594
2016-04-20,203.72000122070312
2016-04-21,199.2899932861328
2016-04-22,202.13999938964844
2016-04-25,203.6699981689453
2016-04-26,203.9499969482422
2016-04-27,204.57000732421875
2016-04-28,203.66000366210938
2016-04-29,201.1699981689453
2016-05-02,204.52000427246094
2016-05-03,204.9600067138672
2016-05-04,207.6199951171875
2016-05-05,208.44000244140625
2016-05-06,210.82000732421875
2016-05-09,213.0399932861328
2016-05-10,213.9199981689453
2016-05-11,203.24000549316406
2016-05-12,204.0399932861328
2016-05-13,196.49000549316406
2016-05-16,199.3800048828125
2016-05-17,195.47000122070312
2016-05-18,193.49000549316406
2016-05-19,193.85000610351562
2016-05-20,195.1300048828125
2016-05-23,195.75
2016-05-24,197.6300048828125
2016-05-25,196.08999633789062
2016-05-26,197.1300048828125
2016-05-27,197.77000427246094
2016-05-31,197.63999938964844
2016-06-01,198.25999450683594
2016-06-02,197.39999389648438
2016-06-03,199.49000549316406
2016-06-06,198.6699981689453
2016-06-07,199.50999450683594
2016-06-08,201.4499969482422
2016-06-09,201.64999389648438
2016-06-10,200.25999450683594
2016-06-13,201.72999572753906
2016-06-14,202.82000732421875
2016-06-15,204.22000122070312
2016-06-16,206.2100067138672
2016-06-17,205.88999938964844
2016-06-20,206.9600067138672
2016-06-21,208.42999267578125
2016-06-22,208.58999633789062
2016-06-23,209.08999633789062
2016-06-24,206.5
2016-06-27,207.9499969482422
2016-06-28,213.08999633789062
2016-06-29,214.92999267578125
2016-06-30,216.89999389648438
2016-07-01,217.13999938964844
2016-07-05,220.22999572753906
2016-07-06,217.5399932861328
2016-07-07,215.58999633789062
2016-07-08,219.55999755859375
2016-07-11,221.74000549316406
2016-07-12,221.4600067138672
2016-07-13,224.24000549316406
2016-07-14,222.1699981689453
2016-07-15,222.94000244140625
2016-07-18,222.27999877929688
2016-07-19,223.02999877929688
2016-07-20,223.24000549316406
2016-07-21,224.1999969482422
2016-07-22,225.3000030517578
2016-07-25,224.47999572753906
2016-07-26,224.5
2016-07-27,221.6999969482422
2016-07-28,224.07000732421875
2016-07-29,227.0399932861328
2016-08-01,227.60000610351562
2016-08-02,223.61000061035156
2016-08-03,222.30999755859375
2016-08-04,219.6199951171875
2016-08-05,219.7100067138672
2016-08-08,219.97000122070312
2016-08-09,220.6300048828125
2016-08-10,218.97999572753906
2016-08-11,214.5500030517578
2016-08-12,215.22000122070312
2016-08-15,214.0800018310547
2016-08-16,211.57000732421875
2016-08-17,213.97000122070312
2016-08-18,214.35000610351562
