Date,EXE
2025-01-02,101.22000122070312
2025-01-03,100.01000213623047
2025-01-06,101.5
2025-01-07,102.68000030517578
2025-01-08,102.91999816894531
2025-01-10,102.1500015258789
2025-01-13,102.20999908447266
2025-01-14,104.12000274658203
2025-01-15,105.23999786376953
2025-01-16,107.77999877929688
2025-01-17,106.36000061035156
2025-01-21,106.80000305175781
2025-01-22,107.05999755859375
2025-01-23,106.0
2025-01-24,106.0
2025-01-27,101.41999816894531
2025-01-28,102.12999725341797
2025-01-29,102.56999969482422
2025-01-30,102.72000122070312
2025-01-31,101.5999984741211
2025-02-03,102.87000274658203
2025-02-04,103.94999694824219
2025-02-05,105.08999633789062
2025-02-06,103.87000274658203
2025-02-07,103.0
2025-02-10,105.12000274658203
2025-02-11,105.78500366210938
2025-02-12,104.01000213623047
2025-02-13,105.02999877929688
2025-02-14,105.33000183105469
2025-02-18,106.38999938964844
2025-02-19,107.44999694824219
2025-02-20,106.1500015258789
2025-02-21,104.13999938964844
2025-02-24,103.9000015258789
2025-02-25,102.88999938964844
2025-02-26,102.43000030517578
2025-02-27,97.76000213623047
2025-02-28,98.87999725341797
2025-03-03,98.3499984741211
2025-03-04,100.69999694824219
2025-03-05,101.63999938964844
2025-03-06,96.23999786376953
2025-03-07,96.02999877929688
2025-03-10,99.08999633789062
2025-03-11,100.30000305175781
2025-03-12,100.81999969482422
2025-03-13,101.18000030517578
2025-03-14,102.5999984741211
2025-03-17,105.56999969482422
2025-03-18,107.0
2025-03-19,108.55999755859375
2025-03-20,109.25
2025-03-21,107.3499984741211
2025-03-24,109.0999984741211
2025-03-25,109.80999755859375
2025-03-26,109.94000244140625
2025-03-27,109.63999938964844
2025-03-28,110.94000244140625
2025-03-31,111.31999969482422
2025-04-01,112.73999786376953
2025-04-02,113.87000274658203
2025-04-03,110.55000305175781
2025-04-04,100.01000213623047
2025-04-07,100.05999755859375
2025-04-08,100.01000213623047
2025-04-09,103.80000305175781
2025-04-10,99.55000305175781
2025-04-11,103.41999816894531
2025-04-14,102.91999816894531
2025-04-15,104.2300033569336
2025-04-16,104.75
2025-04-17,106.47000122070312
2025-04-21,102.23999786376953
2025-04-22,103.01000213623047
2025-04-23,105.0199966430664
2025-04-24,104.4000015258789
2025-04-25,105.30000305175781
2025-04-28,107.11000061035156
2025-04-29,107.47000122070312
2025-04-30,103.9000015258789
2025-05-01,103.43000030517578
2025-05-02,105.87999725341797
2025-05-05,108.3499984741211
2025-05-06,108.51000213623047
2025-05-07,110.30999755859375
2025-05-08,108.80999755859375
2025-05-09,112.37999725341797
2025-05-12,110.91999816894531
2025-05-13,113.0999984741211
2025-05-14,113.30999755859375
2025-05-15,114.08999633789062
2025-05-16,114.0199966430664
2025-05-19,113.4800033569336
2025-05-20,114.91999816894531
2025-05-21,114.70999908447266
2025-05-22,114.38999938964844
2025-05-23,115.95999908447266
2025-05-27,117.27999877929688
2025-05-28,115.37999725341797
2025-05-29,115.68000030517578
2025-05-30,116.12999725341797
2025-06-02,119.30000305175781
2025-06-03,118.22000122070312
2025-06-04,116.19999694824219
2025-06-05,115.56999969482422
2025-06-06,117.3499984741211
2025-06-09,114.94000244140625
2025-06-10,112.56999969482422
2025-06-11,112.2300033569336
2025-06-12,114.95999908447266
2025-06-13,116.45999908447266
2025-06-16,118.61000061035156
2025-06-17,119.58999633789062
2025-06-18,120.7699966430664
2025-06-20,122.05000305175781
2025-06-23,121.44999694824219
2025-06-24,122.52999877929688
2025-06-25,119.08000183105469
2025-06-26,118.66999816894531
2025-06-27,118.95999908447266
2025-06-30,116.94000244140625
2025-07-01,111.19000244140625
2025-07-02,110.33999633789062
2025-07-03,108.73999786376953
2025-07-07,108.9000015258789
2025-07-08,106.37999725341797
2025-07-09,105.19999694824219
2025-07-10,105.19999694824219
2025-07-11,105.56999969482422
2025-07-14,109.58000183105469
2025-07-15,107.51000213623047
2025-07-16,108.30999755859375
2025-07-17,108.1500015258789
2025-07-18,108.63999938964844
2025-07-21,99.41000366210938
2025-07-22,99.61000061035156
2025-07-23,98.69999694824219
2025-07-24,99.5999984741211
2025-07-25,98.16999816894531
2025-07-28,98.12999725341797
2025-07-29,99.37000274658203
2025-07-30,104.20999908447266
2025-07-31,104.77999877929688
2025-08-01,101.97000122070312
2025-08-04,101.2300033569336
2025-08-05,101.04000091552734
2025-08-06,101.6500015258789
2025-08-07,100.01000213623047
2025-08-08,99.13999938964844
2025-08-11,97.95999908447266
2025-08-12,95.88999938964844
2025-08-13,96.45999908447266
2025-08-14,94.98999786376953
2025-08-15,95.12999725341797
2025-08-18,93.02999877929688
2025-08-19,93.05000305175781
2025-08-20,94.0
2025-08-21,95.44999694824219
2025-08-22,94.66000366210938
2025-08-25,94.62000274658203
2025-08-26,96.27999877929688
2025-08-27,95.30000305175781
2025-08-28,97.23999786376953
2025-08-29,96.77999877929688
2025-09-02,98.20999908447266
2025-09-03,97.08000183105469
2025-09-04,96.66000366210938
2025-09-05,95.51000213623047
2025-09-08,94.5199966430664
2025-09-09,94.7300033569336
2025-09-10,96.47000122070312
2025-09-11,95.83999633789062
2025-09-12,96.22000122070312
2025-09-15,95.58000183105469
2025-09-16,97.5199966430664
2025-09-17,99.68000030517578
2025-09-18,98.88999938964844
2025-09-19,98.5
2025-09-22,98.26000213623047
2025-09-23,100.72000122070312
2025-09-24,103.0999984741211
2025-09-25,104.37999725341797
2025-09-26,105.7699966430664
2025-09-29,106.80999755859375
2025-09-30,106.23999786376953
2025-10-01,109.18000030517578
2025-10-02,107.86000061035156
2025-10-03,107.44000244140625
2025-10-06,107.7300033569336
2025-10-07,109.01000213623047
2025-10-08,108.68000030517578
2025-10-09,105.9800033569336
2025-10-10,101.75499725341797
2025-10-13,102.68000030517578
2025-10-14,101.36000061035156
2025-10-15,103.16999816894531
2025-10-16,98.58999633789062
2025-10-17,100.77999877929688
2025-10-20,106.9000015258789
2025-10-21,106.0999984741211
2025-10-22,104.38999938964844
2025-10-23,104.45999908447266
2025-10-24,103.7699966430664
2025-10-27,103.87999725341797
2025-10-28,101.0
2025-10-29,100.41000366210938
2025-10-30,100.5199966430664
2025-10-31,103.30999755859375
2025-11-03,110.08000183105469
2025-11-04,110.05000305175781
2025-11-05,110.05000305175781
2025-11-06,110.62000274658203
2025-11-07,112.44999694824219
2025-11-10,114.83000183105469
2025-11-11,118.63999938964844
2025-11-12,119.45999908447266
2025-11-13,117.95999908447266
2025-11-14,117.27999877929688
2025-11-17,116.9800033569336
2025-11-18,117.16000366210938
2025-11-19,117.2699966430664
2025-11-20,114.5
2025-11-21,114.98999786376953
2025-11-24,116.55000305175781
2025-11-25,116.01000213623047
2025-11-26,118.7699966430664
2025-11-28,121.93000030517578
2025-12-01,121.58000183105469
2025-12-02,117.72000122070312
2025-12-03,122.88999938964844
2025-12-04,122.08999633789062
2025-12-05,122.86000061035156
2025-12-08,119.06999969482422
2025-12-09,117.45999908447266
2025-12-10,116.69000244140625
2025-12-11,114.33000183105469
2025-12-12,112.79000091552734
2025-12-15,110.54000091552734
2025-12-16,106.58000183105469
2025-12-17,109.54000091552734
2025-12-18,107.73999786376953
2025-12-19,108.73999786376953
2025-12-22,107.83999633789062
2025-12-23,111.16999816894531
2025-12-24,109.16999816894531
2025-12-26,109.48999786376953
2025-12-29,111.77999877929688
2025-12-30,112.0199966430664
