Date,GPN
2016-01-04,62.58000183105469
2016-01-05,63.54999923706055
2016-01-06,63.75
2016-01-07,61.36000061035156
2016-01-08,60.18000030517578
2016-01-11,58.52000045776367
2016-01-12,58.52000045776367
2016-01-13,56.400001525878906
2016-01-14,57.36000061035156
2016-01-15,57.099998474121094
2016-01-19,57.31999969482422
2016-01-20,58.029998779296875
2016-01-21,57.290000915527344
2016-01-22,58.86000061035156
2016-01-25,57.65999984741211
2016-01-26,58.65999984741211
2016-01-27,56.54999923706055
2016-01-28,55.849998474121094
2016-01-29,58.95000076293945
2016-02-01,59.619998931884766
2016-02-02,56.54999923706055
2016-02-03,57.33000183105469
2016-02-04,57.689998626708984
2016-02-05,55.7599983215332
2016-02-08,52.540000915527344
2016-02-09,52.470001220703125
2016-02-10,54.47999954223633
2016-02-11,54.900001525878906
2016-02-12,56.79999923706055
2016-02-16,58.099998474121094
2016-02-17,59.189998626708984
2016-02-18,58.0099983215332
2016-02-19,59.15999984741211
2016-02-22,61.459999084472656
2016-02-23,60.58000183105469
2016-02-24,61.88999938964844
2016-02-25,62.380001068115234
2016-02-26,61.599998474121094
2016-02-29,60.95000076293945
2016-03-01,62.709999084472656
2016-03-02,62.220001220703125
2016-03-03,62.959999084472656
2016-03-04,63.2599983215332
2016-03-07,60.529998779296875
2016-03-08,58.93000030517578
2016-03-09,59.27000045776367
2016-03-10,59.83000183105469
2016-03-11,60.15999984741211
2016-03-14,58.93000030517578
2016-03-15,58.470001220703125
2016-03-16,59.08000183105469
2016-03-17,59.900001525878906
2016-03-18,59.349998474121094
2016-03-21,59.47999954223633
2016-03-22,59.619998931884766
2016-03-23,59.66999816894531
2016-03-24,60.16999816894531
2016-03-28,60.09000015258789
2016-03-29,62.959999084472656
2016-03-30,62.779998779296875
2016-03-31,65.30000305175781
2016-04-01,65.1500015258789
2016-04-04,64.7699966430664
2016-04-05,65.1500015258789
2016-04-06,70.86000061035156
2016-04-07,71.73999786376953
2016-04-08,72.19999694824219
2016-04-11,72.29000091552734
2016-04-12,71.80999755859375
2016-04-13,75.68000030517578
2016-04-14,75.30000305175781
2016-04-15,75.69000244140625
2016-04-18,76.91999816894531
2016-04-19,76.5999984741211
2016-04-20,76.0
2016-04-21,74.2699966430664
2016-04-22,73.29000091552734
2016-04-25,73.29000091552734
2016-04-26,73.19000244140625
2016-04-27,74.75
2016-04-28,72.80999755859375
2016-04-29,72.18000030517578
2016-05-02,73.26000213623047
2016-05-03,73.05999755859375
2016-05-04,72.62999725341797
2016-05-05,72.30999755859375
2016-05-06,72.86000061035156
2016-05-09,73.04000091552734
2016-05-10,74.30000305175781
2016-05-11,74.06999969482422
2016-05-12,74.37000274658203
2016-05-13,74.23999786376953
2016-05-16,74.3499984741211
2016-05-17,74.1500015258789
2016-05-18,74.27999877929688
2016-05-19,74.19999694824219
2016-05-20,74.94999694824219
2016-05-23,74.9000015258789
2016-05-24,77.22000122070312
2016-05-25,76.26000213623047
2016-05-26,76.37000274658203
2016-05-27,77.11000061035156
2016-05-31,77.69000244140625
2016-06-01,77.70999908447266
2016-06-02,78.91999816894531
2016-06-03,76.05999755859375
2016-06-06,77.1500015258789
2016-06-07,76.94000244140625
2016-06-08,76.31999969482422
2016-06-09,76.5999984741211
2016-06-10,74.73999786376953
2016-06-13,73.77999877929688
2016-06-14,73.73999786376953
2016-06-15,74.05999755859375
2016-06-16,74.54000091552734
2016-06-17,73.98999786376953
2016-06-20,75.0999984741211
2016-06-21,74.87999725341797
2016-06-22,74.26000213623047
2016-06-23,75.88999938964844
2016-06-24,70.2699966430664
2016-06-27,67.4800033569336
2016-06-28,69.76000213623047
2016-06-29,70.83999633789062
2016-06-30,71.37999725341797
2016-07-01,71.73999786376953
2016-07-05,71.86000061035156
2016-07-06,72.05999755859375
2016-07-07,71.80000305175781
2016-07-08,73.54000091552734
2016-07-11,74.80000305175781
2016-07-12,75.44000244140625
2016-07-13,75.68000030517578
2016-07-14,76.4800033569336
2016-07-15,76.72000122070312
2016-07-18,76.76000213623047
2016-07-19,76.7699966430664
2016-07-20,77.91999816894531
2016-07-21,77.20999908447266
2016-07-22,77.80999755859375
2016-07-25,78.31999969482422
2016-07-26,79.2300033569336
2016-07-27,78.43000030517578
2016-07-28,78.19000244140625
2016-07-29,74.66000366210938
2016-08-01,73.70999908447266
2016-08-02,71.5
2016-08-03,73.16000366210938
2016-08-04,73.55999755859375
2016-08-05,74.54000091552734
2016-08-08,73.94000244140625
2016-08-09,74.88999938964844
2016-08-10,74.70999908447266
2016-08-11,74.8499984741211
2016-08-12,74.69000244140625
2016-08-15,74.94000244140625
2016-08-16,73.52999877929688
2016-08-17,74.22000122070312
2016-08-18,74.16000366210938
2016-08-19,74.75
2016-08-22,75.41999816894531
2016-08-23,76.25
2016-08-24,75.5
2016-08-25,76.61000061035156
2016-08-26,76.13999938964844
2016-08-29,75.91999816894531
2016-08-30,76.44999694824219
2016-08-31,75.94999694824219
2016-09-01,76.81999969482422
2016-09-02,76.31999969482422
2016-09-06,76.70999908447266
2016-09-07,76.43000030517578
2016-09-08,76.2699966430664
2016-09-09,73.62000274658203
2016-09-12,74.58999633789062
2016-09-13,73.18000030517578
2016-09-14,73.5199966430664
2016-09-15,76.05000305175781
2016-09-16,74.30000305175781
2016-09-19,74.44000244140625
2016-09-20,74.43000030517578
2016-09-21,76.33000183105469
2016-09-22,76.05000305175781
2016-09-23,75.41999816894531
2016-09-26,75.62000274658203
2016-09-27,76.08000183105469
2016-09-28,76.77999877929688
2016-09-29,76.08999633789062
2016-09-30,76.76000213623047
2016-10-03,77.12000274658203
2016-10-04,76.44000244140625
2016-10-05,79.04000091552734
2016-10-06,78.9800033569336
2016-10-07,76.01000213623047
2016-10-10,75.5999984741211
2016-10-11,73.69999694824219
2016-10-12,73.80999755859375
2016-10-13,73.3499984741211
2016-10-14,73.04000091552734
2016-10-17,73.01000213623047
2016-10-18,74.20999908447266
2016-10-19,74.37000274658203
2016-10-20,73.58999633789062
