Date,UNM
2015-07-01,36.09000015258789
2015-07-02,36.02000045776367
2015-07-06,35.81999969482422
2015-07-07,35.939998626708984
2015-07-08,34.90999984741211
2015-07-09,35.380001068115234
2015-07-10,35.86000061035156
2015-07-13,36.220001220703125
2015-07-14,36.20000076293945
2015-07-15,36.349998474121094
2015-07-16,36.619998931884766
2015-07-17,36.369998931884766
2015-07-20,36.279998779296875
2015-07-21,36.310001373291016
2015-07-22,36.310001373291016
2015-07-23,36.20000076293945
2015-07-24,37.61000061035156
2015-07-27,36.95000076293945
2015-07-28,36.849998474121094
2015-07-29,37.459999084472656
2015-07-30,36.099998474121094
2015-07-31,35.84000015258789
2015-08-03,35.65999984741211
2015-08-04,35.59000015258789
2015-08-05,35.52000045776367
2015-08-06,35.29999923706055
2015-08-07,35.09000015258789
2015-08-10,36.2599983215332
2015-08-11,35.709999084472656
2015-08-12,35.650001525878906
2015-08-13,36.0099983215332
2015-08-14,36.150001525878906
2015-08-17,36.18000030517578
2015-08-18,36.220001220703125
2015-08-19,35.54999923706055
2015-08-20,34.66999816894531
2015-08-21,33.4900016784668
2015-08-24,31.850000381469727
2015-08-25,31.81999969482422
2015-08-26,32.849998474121094
2015-08-27,33.810001373291016
2015-08-28,33.58000183105469
2015-08-31,33.540000915527344
2015-09-01,32.31999969482422
2015-09-02,32.720001220703125
2015-09-03,32.90999984741211
2015-09-04,32.25
2015-09-08,33.15999984741211
2015-09-09,32.68000030517578
2015-09-10,32.779998779296875
2015-09-11,32.790000915527344
2015-09-14,32.459999084472656
2015-09-15,32.9900016784668
2015-09-16,32.970001220703125
2015-09-17,32.189998626708984
2015-09-18,31.6299991607666
2015-09-21,31.860000610351562
2015-09-22,31.40999984741211
2015-09-23,31.43000030517578
2015-09-24,31.420000076293945
2015-09-25,32.0099983215332
2015-09-28,31.280000686645508
2015-09-29,31.530000686645508
2015-09-30,32.08000183105469
2015-10-01,32.40999984741211
2015-10-02,31.950000762939453
2015-10-05,32.72999954223633
2015-10-06,32.59000015258789
2015-10-07,33.02000045776367
2015-10-08,33.130001068115234
2015-10-09,32.970001220703125
2015-10-12,33.11000061035156
2015-10-13,32.77000045776367
2015-10-14,32.41999816894531
2015-10-15,32.970001220703125
2015-10-16,33.060001373291016
2015-10-19,32.779998779296875
2015-10-20,33.209999084472656
2015-10-21,32.880001068115234
2015-10-22,33.2400016784668
2015-10-23,33.540000915527344
2015-10-26,33.34000015258789
2015-10-27,32.959999084472656
2015-10-28,34.130001068115234
2015-10-29,34.61000061035156
2015-10-30,34.650001525878906
2015-11-02,35.2599983215332
2015-11-03,34.900001525878906
2015-11-04,34.58000183105469
2015-11-05,34.4900016784668
2015-11-06,36.09000015258789
2015-11-09,35.95000076293945
2015-11-10,36.70000076293945
2015-11-11,36.59000015258789
2015-11-12,35.95000076293945
2015-11-13,35.84000015258789
2015-11-16,36.59000015258789
2015-11-17,36.4900016784668
2015-11-18,36.7599983215332
2015-11-19,36.66999816894531
2015-11-20,37.119998931884766
2015-11-23,36.779998779296875
2015-11-24,36.689998626708984
2015-11-25,36.65999984741211
2015-11-27,36.88999938964844
2015-11-30,36.68000030517578
2015-12-01,37.130001068115234
2015-12-02,36.7599983215332
2015-12-03,36.150001525878906
2015-12-04,36.810001373291016
2015-12-07,36.310001373291016
2015-12-08,35.7599983215332
2015-12-09,35.13999938964844
2015-12-10,35.119998931884766
2015-12-11,33.95000076293945
2015-12-14,33.29999923706055
2015-12-15,33.88999938964844
2015-12-16,33.81999969482422
2015-12-17,33.06999969482422
2015-12-18,32.099998474121094
2015-12-21,32.279998779296875
2015-12-22,32.66999816894531
2015-12-23,33.400001525878906
2015-12-24,33.43000030517578
2015-12-28,33.41999816894531
