Date,PNR
2015-07-01,46.14506530761719
2015-07-02,45.62793731689453
2015-07-06,44.3586311340332
2015-07-07,44.63398361206055
2015-07-08,43.76762771606445
2015-07-09,43.35124206542969
2015-07-10,42.91470718383789
2015-07-13,43.76762771606445
2015-07-14,43.85493469238281
2015-07-15,42.780391693115234
2015-07-16,43.2370719909668
2015-07-17,42.86769485473633
2015-07-20,43.03559494018555
2015-07-21,41.37004852294922
2015-07-22,41.04096603393555
2015-07-23,41.55137634277344
2015-07-24,40.85963821411133
2015-07-27,39.45601272583008
2015-07-28,39.926124572753906
2015-07-29,40.8327751159668
2015-07-30,40.792476654052734
2015-07-31,40.8394889831543
2015-08-03,40.4365348815918
2015-08-04,40.24177169799805
2015-08-05,40.873069763183594
2015-08-06,40.94694519042969
2015-08-07,41.06111526489258
2015-08-10,41.88717269897461
2015-08-11,41.03425216674805
2015-08-12,41.1618537902832
2015-08-13,41.101409912109375
2015-08-14,41.417057037353516
2015-08-17,42.0416374206543
2015-08-18,41.820011138916016
2015-08-19,40.805908203125
2015-08-20,39.55674743652344
2015-08-21,38.300872802734375
2015-08-24,36.702484130859375
2015-08-25,35.587642669677734
2015-08-26,36.44728088378906
2015-08-27,37.44123458862305
2015-08-28,37.588985443115234
2015-08-31,37.13230514526367
2015-09-01,35.923439025878906
2015-09-02,36.16521072387695
2015-09-03,36.42041778564453
2015-09-04,35.721961975097656
2015-09-08,36.65547180175781
2015-09-09,36.319679260253906
2015-09-10,36.406986236572266
2015-09-11,36.54130172729492
2015-09-14,35.923439025878906
2015-09-15,36.29281234741211
2015-09-16,36.85695266723633
2015-09-17,35.73539352416992
2015-09-18,34.25117492675781
2015-09-21,33.88851547241211
2015-09-22,34.4325065612793
2015-09-23,33.96910858154297
2015-09-24,34.298187255859375
2015-09-25,34.90933609008789
2015-09-28,34.4325065612793
2015-09-29,34.11014175415039
2015-09-30,34.278038024902344
2015-10-01,33.277366638183594
2015-10-02,34.48623275756836
2015-10-05,36.608463287353516
2015-10-06,36.50772476196289
2015-10-07,37.06514358520508
2015-10-08,38.63666915893555
2015-10-09,38.38146209716797
2015-10-12,38.20013427734375
2015-10-13,37.80389404296875
2015-10-14,37.25990676879883
2015-10-15,38.04566955566406
2015-10-16,37.320350646972656
2015-10-19,37.078575134277344
2015-10-20,36.521156311035156
2015-10-21,36.23908615112305
2015-10-22,37.387508392333984
2015-10-23,37.46809768676758
2015-10-26,36.95097351074219
2015-10-27,36.675621032714844
2015-10-28,36.8368034362793
2015-10-29,37.1658821105957
2015-10-30,37.55540466308594
2015-11-02,38.186702728271484
2015-11-03,39.26124954223633
2015-11-04,39.40228271484375
2015-11-05,39.89254379272461
2015-11-06,38.45533752441406
2015-11-09,37.817325592041016
2015-11-10,38.26729202270508
2015-11-11,38.106109619140625
2015-11-12,36.56816864013672
2015-11-13,36.85695266723633
2015-11-16,37.306915283203125
2015-11-17,36.870384216308594
2015-11-18,37.77703094482422
2015-11-19,38.126258850097656
2015-11-20,38.06581497192383
2015-11-23,37.904632568359375
2015-11-24,37.97179412841797
2015-11-25,37.730018615722656
2015-11-27,37.871055603027344
2015-11-30,38.079246520996094
2015-12-01,38.33445358276367
2015-12-02,37.615848541259766
2015-12-03,37.494964599609375
2015-12-04,37.494964599609375
2015-12-07,36.924110412597656
2015-12-08,35.33915328979492
2015-12-09,35.25856399536133
2015-12-10,35.77568817138672
2015-12-11,34.74143600463867
2015-12-14,35.09066390991211
2015-12-15,34.14372253417969
2015-12-16,34.77501678466797
2015-12-17,33.297515869140625
2015-12-18,32.37743377685547
2015-12-21,32.66621780395508
2015-12-22,33.08260726928711
2015-12-23,33.84150314331055
2015-12-24,33.76762771606445
2015-12-28,33.31094741821289
2015-12-29,33.901947021484375
2015-12-30,33.57958221435547
2015-12-31,33.26393508911133
2016-01-04,33.096038818359375
2016-01-05,32.813968658447266
2016-01-06,32.06178665161133
2016-01-07,31.2155818939209
2016-01-08,30.651443481445312
2016-01-11,30.55742073059082
2016-01-12,30.97380828857422
2016-01-13,30.26863670349121
2016-01-14,30.564136505126953
2016-01-15,29.966419219970703
2016-01-19,29.603761672973633
2016-01-20,28.87172508239746
2016-01-21,29.133647918701172
2016-01-22,29.6171932220459
2016-01-25,29.26796531677246
2016-01-26,30.429819107055664
2016-01-27,30.302215576171875
2016-01-28,30.537273406982422
2016-01-29,31.64539909362793
2016-02-01,31.316320419311523
2016-02-02,29.95298957824707
2016-02-03,30.523841857910156
2016-02-04,31.437206268310547
2016-02-05,31.061115264892578
2016-02-08,30.64472770690918
2016-02-09,30.35594367980957
2016-02-10,28.7978515625
2016-02-11,28.93216896057129
2016-02-12,29.81867027282715
2016-02-16,30.718603134155273
2016-02-17,31.893888473510742
2016-02-18,32.417728424072266
2016-02-19,32.24311447143555
2016-02-22,32.99530029296875
2016-02-23,32.06178665161133
2016-02-24,32.15580749511719
2016-02-25,32.16924285888672
2016-02-26,32.59906005859375
2016-02-29,32.0416374206543
2016-03-01,33.015445709228516
2016-03-02,33.989253997802734
2016-03-03,34.17058563232422
2016-03-04,33.94224166870117
2016-03-07,34.8421745300293
2016-03-08,33.53257369995117
2016-03-09,33.71390151977539
2016-03-10,33.23035430908203
2016-03-11,33.84822082519531
2016-03-14,33.96910858154297
2016-03-15,33.74748229980469
2016-03-16,34.75486755371094
2016-03-17,36.13834762573242
2016-03-18,36.13163375854492
2016-03-21,36.30624771118164
2016-03-22,36.23237228393555
2016-03-23,35.55406188964844
2016-03-24,35.35930252075195
2016-03-28,35.35930252075195
2016-03-29,35.869712829589844
2016-03-30,36.31296157836914
2016-03-31,36.4405632019043
2016-04-01,35.9637336730957
2016-04-04,35.68166732788086
2016-04-05,34.49294662475586
2016-04-06,34.37206268310547
2016-04-07,34.04969787597656
2016-04-08,34.593685150146484
2016-04-11,34.721290588378906
2016-04-12,35.668235778808594
2016-04-13,36.95097351074219
2016-04-14,37.14573669433594
2016-04-15,37.011417388916016
2016-04-18,37.05171203613281
2016-04-19,37.783748626708984
2016-04-20,37.871055603027344
2016-04-21,37.904632568359375
2016-04-22,38.468772888183594
2016-04-25,37.696441650390625
2016-04-26,39.15379333496094
2016-04-27,40.25520324707031
2016-04-28,39.415714263916016
2016-04-29,39.00604248046875
