Date,PCAR
2015-07-01,42.900001525878906
2015-07-02,43.12666702270508
2015-07-06,42.78666687011719
2015-07-07,42.939998626708984
2015-07-08,41.95333480834961
2015-07-09,41.93333435058594
2015-07-10,42.2599983215332
2015-07-13,43.06666564941406
2015-07-14,43.2599983215332
2015-07-15,43.40666580200195
2015-07-16,43.69333267211914
2015-07-17,42.98666763305664
2015-07-20,43.2599983215332
2015-07-21,43.48666763305664
2015-07-22,43.63999938964844
2015-07-23,43.526668548583984
2015-07-24,43.266666412353516
2015-07-27,43.099998474121094
2015-07-28,43.20000076293945
2015-07-29,43.77333450317383
2015-07-30,43.17333221435547
2015-07-31,43.22666549682617
2015-08-03,42.98666763305664
2015-08-04,42.09333419799805
2015-08-05,42.400001525878906
2015-08-06,42.20000076293945
2015-08-07,41.96666717529297
2015-08-10,42.54666519165039
2015-08-11,41.99333190917969
2015-08-12,41.8466682434082
2015-08-13,41.779998779296875
2015-08-14,41.9466667175293
2015-08-17,42.02000045776367
2015-08-18,41.959999084472656
2015-08-19,41.6533317565918
2015-08-20,40.54666519165039
2015-08-21,38.959999084472656
2015-08-24,37.59333419799805
2015-08-25,37.266666412353516
2015-08-26,38.85333251953125
2015-08-27,39.720001220703125
2015-08-28,39.633331298828125
2015-08-31,39.313331604003906
2015-09-01,38.02000045776367
2015-09-02,38.766666412353516
2015-09-03,38.71333312988281
2015-09-04,37.893333435058594
2015-09-08,38.400001525878906
2015-09-09,38.253334045410156
2015-09-10,38.22666549682617
2015-09-11,38.313331604003906
2015-09-14,38.040000915527344
2015-09-15,38.8466682434082
2015-09-16,39.099998474121094
2015-09-17,38.5
2015-09-18,37.540000915527344
2015-09-21,37.70000076293945
2015-09-22,36.69333267211914
2015-09-23,36.6533317565918
2015-09-24,36.32666778564453
2015-09-25,35.439998626708984
2015-09-28,34.51333236694336
2015-09-29,34.80666732788086
2015-09-30,34.779998779296875
2015-10-01,34.439998626708984
2015-10-02,34.706668853759766
2015-10-05,36.16666793823242
2015-10-06,36.060001373291016
2015-10-07,36.70000076293945
2015-10-08,37.20000076293945
2015-10-09,36.85333251953125
2015-10-12,36.573333740234375
2015-10-13,35.939998626708984
2015-10-14,35.53333282470703
2015-10-15,35.6533317565918
2015-10-16,35.02000045776367
2015-10-19,34.84000015258789
2015-10-20,35.3466682434082
2015-10-21,35.18000030517578
2015-10-22,35.95333480834961
2015-10-23,36.56666564941406
2015-10-26,36.59333419799805
2015-10-27,34.133331298828125
2015-10-28,35.81999969482422
2015-10-29,35.426666259765625
2015-10-30,35.099998474121094
2015-11-02,35.80666732788086
2015-11-03,35.48666763305664
2015-11-04,35.17333221435547
2015-11-05,35.6533317565918
2015-11-06,35.96666717529297
2015-11-09,34.71333312988281
2015-11-10,34.266666412353516
2015-11-11,34.1533317565918
2015-11-12,33.31999969482422
2015-11-13,33.34000015258789
2015-11-16,33.573333740234375
2015-11-17,33.34000015258789
2015-11-18,34.33333206176758
2015-11-19,34.040000915527344
2015-11-20,34.293331146240234
2015-11-23,34.22666549682617
2015-11-24,34.30666732788086
2015-11-25,34.400001525878906
2015-11-27,34.560001373291016
2015-11-30,34.63999938964844
2015-12-01,34.393333435058594
2015-12-02,34.16666793823242
2015-12-03,32.526668548583984
2015-12-04,33.186668395996094
2015-12-07,32.68000030517578
2015-12-08,32.29999923706055
2015-12-09,32.560001373291016
2015-12-10,32.586666107177734
2015-12-11,31.5
2015-12-14,31.67333221435547
2015-12-15,31.920000076293945
2015-12-16,31.14666748046875
2015-12-17,30.293333053588867
2015-12-18,30.106666564941406
2015-12-21,30.51333236694336
2015-12-22,31.65999984741211
2015-12-23,32.43333435058594
2015-12-24,32.29999923706055
2015-12-28,32.0
2015-12-29,32.253334045410156
2015-12-30,32.01333236694336
2015-12-31,31.600000381469727
2016-01-04,31.440000534057617
2016-01-05,31.446666717529297
2016-01-06,31.453332901000977
2016-01-07,30.5
2016-01-08,30.15333366394043
2016-01-11,30.15333366394043
2016-01-12,30.126667022705078
2016-01-13,29.53333282470703
2016-01-14,30.47333335876465
2016-01-15,30.206666946411133
2016-01-19,30.020000457763672
2016-01-20,30.219999313354492
2016-01-21,30.540000915527344
2016-01-22,31.020000457763672
2016-01-25,30.47333335876465
2016-01-26,31.700000762939453
2016-01-27,31.273332595825195
2016-01-28,31.573333740234375
2016-01-29,32.71333312988281
2016-02-01,32.36000061035156
2016-02-02,31.68666648864746
2016-02-03,31.860000610351562
2016-02-04,33.33333206176758
2016-02-05,33.40666580200195
2016-02-08,33.2599983215332
2016-02-09,33.22666549682617
2016-02-10,32.48666763305664
2016-02-11,32.19333267211914
2016-02-12,33.33333206176758
2016-02-16,34.2400016784668
2016-02-17,34.70000076293945
2016-02-18,34.186668395996094
2016-02-19,33.93333435058594
2016-02-22,34.82666778564453
2016-02-23,34.33333206176758
2016-02-24,34.11333465576172
2016-02-25,34.54666519165039
2016-02-26,34.633331298828125
2016-02-29,34.33333206176758
2016-03-01,35.13999938964844
2016-03-02,34.8466682434082
2016-03-03,36.040000915527344
2016-03-04,35.61333465576172
2016-03-07,35.766666412353516
2016-03-08,34.880001068115234
2016-03-09,34.813331604003906
2016-03-10,34.52000045776367
2016-03-11,35.1533317565918
2016-03-14,35.813331604003906
2016-03-15,35.606666564941406
2016-03-16,36.01333236694336
2016-03-17,36.62666702270508
2016-03-18,36.78666687011719
2016-03-21,36.619998931884766
2016-03-22,36.30666732788086
2016-03-23,35.78666687011719
2016-03-24,35.633331298828125
2016-03-28,35.85333251953125
2016-03-29,36.50666809082031
2016-03-30,36.380001068115234
2016-03-31,36.459999084472656
2016-04-01,36.13999938964844
2016-04-04,35.779998779296875
2016-04-05,35.220001220703125
2016-04-06,35.426666259765625
2016-04-07,34.9466667175293
2016-04-08,35.099998474121094
2016-04-11,35.14666748046875
2016-04-12,35.766666412353516
2016-04-13,37.040000915527344
2016-04-14,37.206668853759766
2016-04-15,37.186668395996094
2016-04-18,37.279998779296875
2016-04-19,37.413333892822266
2016-04-20,37.619998931884766
2016-04-21,37.27333450317383
2016-04-22,37.65999984741211
2016-04-25,37.366668701171875
2016-04-26,39.28666687011719
2016-04-27,40.1533317565918
2016-04-28,39.720001220703125
2016-04-29,39.27333450317383
2016-05-02,39.11333465576172
2016-05-03,38.573333740234375
2016-05-04,37.2599983215332
2016-05-05,37.073333740234375
2016-05-06,37.026668548583984
2016-05-09,37.22666549682617
2016-05-10,38.40666580200195
2016-05-11,37.959999084472656
2016-05-12,37.95333480834961
2016-05-13,37.3466682434082
2016-05-16,38.00666809082031
2016-05-17,37.599998474121094
2016-05-18,36.81999969482422
2016-05-19,35.560001373291016
2016-05-20,35.59333419799805
2016-05-23,35.459999084472656
2016-05-24,36.11333465576172
2016-05-25,36.97999954223633
2016-05-26,36.97999954223633
2016-05-27,37.086666107177734
2016-05-31,37.16666793823242
2016-06-01,37.11333465576172
2016-06-02,37.5
2016-06-03,36.599998474121094
2016-06-06,37.17333221435547
2016-06-07,37.45333480834961
2016-06-08,37.93333435058594
2016-06-09,37.3466682434082
2016-06-10,36.59333419799805
2016-06-13,36.366668701171875
2016-06-14,36.073333740234375
2016-06-15,35.913333892822266
2016-06-16,36.13999938964844
2016-06-17,36.246665954589844
2016-06-20,36.619998931884766
2016-06-21,36.38666534423828
2016-06-22,36.560001373291016
2016-06-23,37.56666564941406
2016-06-24,34.64666748046875
2016-06-27,32.586666107177734
2016-06-28,33.220001220703125
2016-06-29,33.7599983215332
2016-06-30,34.58000183105469
2016-07-01,34.560001373291016
2016-07-05,33.6533317565918
2016-07-06,33.86000061035156
2016-07-07,33.83333206176758
2016-07-08,34.746665954589844
2016-07-11,35.33333206176758
2016-07-12,36.09333419799805
2016-07-13,35.93333435058594
2016-07-14,36.04666519165039
2016-07-15,35.87333297729492
2016-07-18,36.36000061035156
2016-07-19,35.766666412353516
2016-07-20,36.64666748046875
2016-07-21,36.473331451416016
2016-07-22,36.66666793823242
2016-07-25,37.27333450317383
2016-07-26,38.90666580200195
2016-07-27,39.38666534423828
2016-07-28,39.02000045776367
2016-07-29,39.313331604003906
2016-08-01,39.026668548583984
2016-08-02,38.54666519165039
2016-08-03,38.5
2016-08-04,38.233333587646484
2016-08-05,38.63999938964844
2016-08-08,38.746665954589844
2016-08-09,38.62666702270508
2016-08-10,38.47999954223633
2016-08-11,38.599998474121094
2016-08-12,38.473331451416016
2016-08-15,39.220001220703125
2016-08-16,39.253334045410156
2016-08-17,39.38666534423828
2016-08-18,39.69333267211914
2016-08-19,39.9466667175293
2016-08-22,39.939998626708984
