Date,SIG
2015-07-01,127.12999725341797
2015-07-02,126.69000244140625
2015-07-06,126.25
2015-07-07,125.01000213623047
2015-07-08,121.73999786376953
2015-07-09,120.7300033569336
2015-07-10,121.63999938964844
2015-07-13,123.47000122070312
2015-07-14,124.23999786376953
2015-07-15,123.56999969482422
2015-07-16,122.87999725341797
2015-07-17,122.27999877929688
2015-07-20,122.6500015258789
2015-07-21,122.95999908447266
2015-07-22,123.69999694824219
2015-07-23,123.48999786376953
2015-07-24,121.04000091552734
2015-07-27,118.62000274658203
2015-07-28,120.87000274658203
2015-07-29,121.77999877929688
2015-07-30,121.8499984741211
2015-07-31,121.22000122070312
2015-08-03,121.30999755859375
2015-08-04,121.52999877929688
2015-08-05,121.9800033569336
2015-08-06,120.05000305175781
2015-08-07,120.33999633789062
2015-08-10,121.61000061035156
2015-08-11,119.98999786376953
2015-08-12,119.75
2015-08-13,120.33999633789062
2015-08-14,121.13999938964844
2015-08-17,123.31999969482422
2015-08-18,124.12999725341797
2015-08-19,126.5
2015-08-20,125.7699966430664
2015-08-21,123.12000274658203
2015-08-24,119.7699966430664
2015-08-25,117.55999755859375
2015-08-26,121.29000091552734
2015-08-27,138.82000732421875
2015-08-28,139.66000366210938
2015-08-31,138.0
2015-09-01,134.0500030517578
2015-09-02,138.0800018310547
2015-09-03,137.16000366210938
2015-09-04,136.52999877929688
2015-09-08,139.7899932861328
2015-09-09,137.67999267578125
2015-09-10,137.9199981689453
2015-09-11,139.24000549316406
2015-09-14,138.32000732421875
2015-09-15,137.4199981689453
2015-09-16,138.72000122070312
2015-09-17,137.86000061035156
2015-09-18,136.8699951171875
2015-09-21,138.5800018310547
2015-09-22,138.60000610351562
2015-09-23,141.6699981689453
2015-09-24,141.60000610351562
2015-09-25,140.00999450683594
2015-09-28,137.94000244140625
2015-09-29,133.8000030517578
2015-09-30,136.1300048828125
2015-10-01,134.97000122070312
2015-10-02,136.4499969482422
2015-10-05,138.2899932861328
2015-10-06,136.14999389648438
2015-10-07,138.3000030517578
2015-10-08,141.92999267578125
2015-10-09,143.0
2015-10-12,144.75999450683594
2015-10-13,142.66000366210938
2015-10-14,140.9199981689453
2015-10-15,141.64999389648438
2015-10-16,142.99000549316406
2015-10-19,146.07000732421875
2015-10-20,145.86000061035156
2015-10-21,146.33999633789062
2015-10-22,147.58999633789062
2015-10-23,144.75999450683594
2015-10-26,147.77999877929688
2015-10-27,147.6999969482422
2015-10-28,149.47000122070312
2015-10-29,150.57000732421875
2015-10-30,150.94000244140625
2015-11-02,149.1699981689453
2015-11-03,148.16000366210938
2015-11-04,148.1999969482422
2015-11-05,147.75999450683594
2015-11-06,146.63999938964844
2015-11-09,146.85000610351562
2015-11-10,149.72999572753906
2015-11-11,145.05999755859375
2015-11-12,141.13999938964844
2015-11-13,136.4199981689453
2015-11-16,138.64999389648438
2015-11-17,137.9199981689453
2015-11-18,140.58999633789062
2015-11-19,139.7100067138672
2015-11-20,137.60000610351562
2015-11-23,140.64999389648438
2015-11-24,134.88999938964844
2015-11-25,135.38999938964844
2015-11-27,133.0399932861328
2015-11-30,131.38999938964844
2015-12-01,131.0399932861328
2015-12-02,129.44000244140625
2015-12-03,127.95999908447266
2015-12-04,130.02999877929688
2015-12-07,127.4800033569336
2015-12-08,124.87000274658203
2015-12-09,121.02999877929688
2015-12-10,121.44999694824219
2015-12-11,117.3499984741211
2015-12-14,116.79000091552734
2015-12-15,116.98999786376953
2015-12-16,117.0
2015-12-17,116.41999816894531
2015-12-18,114.97000122070312
2015-12-21,117.47000122070312
2015-12-22,120.72000122070312
2015-12-23,121.88999938964844
2015-12-24,119.63999938964844
2015-12-28,120.88999938964844
2015-12-29,121.91999816894531
2015-12-30,121.7699966430664
2015-12-31,123.69000244140625
2016-01-04,124.83000183105469
2016-01-05,125.58000183105469
2016-01-06,127.30999755859375
2016-01-07,133.27999877929688
2016-01-08,126.93000030517578
2016-01-11,126.18000030517578
2016-01-12,126.94999694824219
2016-01-13,124.0199966430664
2016-01-14,124.5
2016-01-15,121.5199966430664
2016-01-19,122.20999908447266
2016-01-20,120.63999938964844
2016-01-21,119.52999877929688
2016-01-22,122.54000091552734
2016-01-25,118.70999908447266
2016-01-26,118.5999984741211
2016-01-27,118.62000274658203
2016-01-28,113.38999938964844
2016-01-29,116.0
2016-02-01,120.62000274658203
2016-02-02,115.19000244140625
2016-02-03,111.33000183105469
2016-02-04,109.81999969482422
2016-02-05,105.18000030517578
2016-02-08,100.44000244140625
2016-02-09,96.27999877929688
2016-02-10,96.91000366210938
2016-02-11,94.70999908447266
2016-02-12,98.62999725341797
2016-02-16,104.1500015258789
2016-02-17,105.37000274658203
2016-02-18,103.93000030517578
2016-02-19,103.81999969482422
2016-02-22,103.04000091552734
2016-02-23,100.16999816894531
2016-02-24,97.97000122070312
2016-02-25,97.16999816894531
2016-02-26,99.12999725341797
2016-02-29,108.4000015258789
2016-03-01,112.45999908447266
2016-03-02,112.95999908447266
2016-03-03,112.0
2016-03-04,111.86000061035156
2016-03-07,112.16000366210938
2016-03-08,109.01000213623047
2016-03-09,108.08999633789062
2016-03-10,109.6500015258789
2016-03-11,111.20999908447266
2016-03-14,111.94999694824219
2016-03-15,111.55000305175781
2016-03-16,113.5199966430664
2016-03-17,116.05000305175781
2016-03-18,117.43000030517578
2016-03-21,118.02999877929688
2016-03-22,118.29000091552734
2016-03-23,118.01000213623047
2016-03-24,121.41999816894531
2016-03-28,122.75
2016-03-29,122.91000366210938
2016-03-30,119.68000030517578
2016-03-31,124.02999877929688
2016-04-01,123.97000122070312
2016-04-04,121.02999877929688
2016-04-05,119.86000061035156
2016-04-06,120.04000091552734
2016-04-07,116.06999969482422
2016-04-08,114.0
2016-04-11,112.25
2016-04-12,112.51000213623047
2016-04-13,115.37999725341797
2016-04-14,112.5999984741211
2016-04-15,112.0999984741211
2016-04-18,113.20999908447266
2016-04-19,111.88999938964844
2016-04-20,112.19000244140625
2016-04-21,112.11000061035156
2016-04-22,111.91000366210938
2016-04-25,109.36000061035156
2016-04-26,111.51000213623047
2016-04-27,111.91999816894531
2016-04-28,108.69000244140625
2016-04-29,108.55999755859375
2016-05-02,109.4800033569336
2016-05-03,109.4000015258789
2016-05-04,109.4800033569336
2016-05-05,108.69999694824219
2016-05-06,107.98999786376953
2016-05-09,107.62000274658203
2016-05-10,108.11000061035156
2016-05-11,103.9800033569336
2016-05-12,104.0999984741211
2016-05-13,103.0999984741211
2016-05-16,106.19999694824219
2016-05-17,106.0999984741211
2016-05-18,106.76000213623047
2016-05-19,108.66999816894531
2016-05-20,107.19999694824219
2016-05-23,107.94999694824219
2016-05-24,105.77999877929688
2016-05-25,108.37000274658203
2016-05-26,97.0
2016-05-27,99.58000183105469
2016-05-31,98.97000122070312
2016-06-01,98.7300033569336
2016-06-02,92.2300033569336
2016-06-03,88.19000244140625
2016-06-06,86.38999938964844
2016-06-07,85.9000015258789
2016-06-08,89.30999755859375
2016-06-09,89.5999984741211
2016-06-10,89.12999725341797
2016-06-13,85.51000213623047
2016-06-14,83.87000274658203
2016-06-15,82.98999786376953
2016-06-16,82.0199966430664
2016-06-17,84.9000015258789
2016-06-20,86.01000213623047
2016-06-21,85.2300033569336
2016-06-22,85.47000122070312
2016-06-23,86.55999755859375
2016-06-24,82.0199966430664
2016-06-27,79.26000213623047
2016-06-28,80.72000122070312
2016-06-29,82.0
2016-06-30,82.41000366210938
2016-07-01,84.1500015258789
2016-07-05,81.29000091552734
2016-07-06,82.08000183105469
2016-07-07,82.47000122070312
2016-07-08,84.2300033569336
2016-07-11,87.77999877929688
2016-07-12,89.06999969482422
2016-07-13,88.7699966430664
2016-07-14,91.58999633789062
2016-07-15,90.33999633789062
2016-07-18,92.26000213623047
2016-07-19,90.38999938964844
2016-07-20,89.55000305175781
2016-07-21,87.45999908447266
2016-07-22,89.52999877929688
2016-07-25,88.86000061035156
2016-07-26,89.45999908447266
2016-07-27,87.22000122070312
2016-07-28,86.91999816894531
2016-07-29,87.91000366210938
2016-08-01,86.69000244140625
2016-08-02,83.58999633789062
2016-08-03,84.38999938964844
2016-08-04,86.20999908447266
2016-08-05,87.0
2016-08-08,87.9000015258789
2016-08-09,87.66999816894531
2016-08-10,87.06999969482422
2016-08-11,90.62000274658203
2016-08-12,91.22000122070312
2016-08-15,92.66999816894531
2016-08-16,92.43000030517578
2016-08-17,90.95999908447266
2016-08-18,92.94000244140625
2016-08-19,93.05000305175781
2016-08-22,92.41000366210938
2016-08-23,94.98999786376953
2016-08-24,95.5
2016-08-25,83.44000244140625
