Date,REG
2017-01-03,68.88999938964844
2017-01-04,69.98999786376953
2017-01-05,70.1500015258789
2017-01-06,70.30000305175781
2017-01-09,69.33000183105469
2017-01-10,68.69999694824219
2017-01-11,68.18000030517578
2017-01-12,69.0
2017-01-13,68.87999725341797
2017-01-17,69.70999908447266
2017-01-18,70.01000213623047
2017-01-19,68.91000366210938
2017-01-20,69.76000213623047
2017-01-23,71.01000213623047
2017-01-24,71.13999938964844
2017-01-25,70.1500015258789
2017-01-26,69.87999725341797
2017-01-27,69.44999694824219
2017-01-30,68.94999694824219
2017-01-31,69.7300033569336
2017-02-01,68.69000244140625
2017-02-02,69.48999786376953
2017-02-03,69.8499984741211
2017-02-06,69.88999938964844
2017-02-07,69.30000305175781
2017-02-08,70.04000091552734
2017-02-09,70.91000366210938
2017-02-10,71.30000305175781
2017-02-13,71.23999786376953
2017-02-14,70.12000274658203
2017-02-15,69.23999786376953
2017-02-16,69.5199966430664
2017-02-17,69.75
2017-02-21,70.51000213623047
2017-02-22,70.01000213623047
2017-02-23,70.94999694824219
2017-02-24,71.19000244140625
2017-02-27,71.69999694824219
2017-02-28,70.3499984741211
2017-03-01,68.4000015258789
2017-03-02,69.12999725341797
2017-03-03,67.73999786376953
2017-03-06,66.62999725341797
2017-03-07,65.72000122070312
2017-03-08,64.77999877929688
2017-03-09,62.95000076293945
2017-03-10,62.58000183105469
2017-03-13,63.720001220703125
2017-03-14,64.8499984741211
2017-03-15,66.7699966430664
2017-03-16,66.4800033569336
2017-03-17,66.91000366210938
2017-03-20,66.7699966430664
2017-03-21,66.69999694824219
2017-03-22,66.33000183105469
2017-03-23,67.2699966430664
2017-03-24,67.11000061035156
2017-03-27,66.44999694824219
2017-03-28,66.62000274658203
2017-03-29,66.47000122070312
2017-03-30,66.5
2017-03-31,66.38999938964844
2017-04-03,66.44999694824219
2017-04-04,66.3499984741211
2017-04-05,66.12999725341797
2017-04-06,66.02999877929688
2017-04-07,66.06999969482422
2017-04-10,66.69000244140625
2017-04-11,67.20999908447266
2017-04-12,67.3499984741211
2017-04-13,67.30999755859375
2017-04-17,67.83000183105469
2017-04-18,68.30999755859375
2017-04-19,68.48999786376953
2017-04-20,68.44000244140625
2017-04-21,67.47000122070312
2017-04-24,65.23999786376953
2017-04-25,65.16000366210938
2017-04-26,64.06999969482422
2017-04-27,63.880001068115234
2017-04-28,63.18000030517578
2017-05-01,63.5099983215332
2017-05-02,64.23999786376953
2017-05-03,63.11000061035156
2017-05-04,62.54999923706055
2017-05-05,62.66999816894531
2017-05-08,61.4900016784668
2017-05-09,61.529998779296875
2017-05-10,62.93000030517578
2017-05-11,62.2400016784668
2017-05-12,60.720001220703125
2017-05-15,60.959999084472656
2017-05-16,58.959999084472656
2017-05-17,60.2400016784668
2017-05-18,60.2400016784668
2017-05-19,60.630001068115234
2017-05-22,60.7599983215332
2017-05-23,60.7599983215332
2017-05-24,61.970001220703125
2017-05-25,62.47999954223633
2017-05-26,62.0
2017-05-30,60.689998626708984
2017-05-31,60.86000061035156
2017-06-01,60.939998626708984
2017-06-02,60.90999984741211
2017-06-05,60.20000076293945
2017-06-06,61.15999984741211
2017-06-07,62.15999984741211
2017-06-08,61.810001373291016
2017-06-09,62.369998931884766
2017-06-12,63.86000061035156
2017-06-13,63.88999938964844
2017-06-14,63.4900016784668
2017-06-15,64.05999755859375
2017-06-16,61.45000076293945
2017-06-19,60.22999954223633
2017-06-20,59.7599983215332
2017-06-21,59.970001220703125
2017-06-22,60.279998779296875
2017-06-23,61.06999969482422
2017-06-26,62.45000076293945
2017-06-27,62.310001373291016
2017-06-28,63.150001525878906
2017-06-29,62.97999954223633
2017-06-30,62.63999938964844
2017-07-03,63.810001373291016
2017-07-05,62.650001525878906
2017-07-06,61.709999084472656
2017-07-07,62.380001068115234
2017-07-10,61.439998626708984
2017-07-11,61.400001525878906
2017-07-12,62.15999984741211
2017-07-13,62.45000076293945
2017-07-14,63.54999923706055
2017-07-17,63.959999084472656
2017-07-18,63.58000183105469
2017-07-19,64.4800033569336
2017-07-20,64.5
2017-07-21,64.2300033569336
2017-07-24,64.30999755859375
2017-07-25,64.88999938964844
2017-07-26,65.66999816894531
2017-07-27,67.19000244140625
2017-07-28,66.16000366210938
2017-07-31,66.22000122070312
2017-08-01,67.30000305175781
2017-08-02,66.0999984741211
2017-08-03,66.12999725341797
2017-08-04,66.7300033569336
2017-08-07,66.73999786376953
2017-08-08,66.54000091552734
2017-08-09,66.86000061035156
2017-08-10,66.41000366210938
2017-08-11,65.11000061035156
2017-08-14,65.91999816894531
2017-08-15,65.05999755859375
2017-08-16,65.5199966430664
2017-08-17,65.33000183105469
2017-08-18,64.68000030517578
2017-08-21,65.52999877929688
2017-08-22,65.29000091552734
2017-08-23,65.7699966430664
2017-08-24,65.26000213623047
2017-08-25,65.75
2017-08-28,64.33999633789062
2017-08-29,63.380001068115234
2017-08-30,63.630001068115234
2017-08-31,64.31999969482422
2017-09-01,64.68000030517578
2017-09-05,64.5199966430664
2017-09-06,64.72000122070312
2017-09-07,64.80000305175781
2017-09-08,64.18000030517578
2017-09-11,65.0
2017-09-12,63.91999816894531
2017-09-13,63.63999938964844
2017-09-14,65.47000122070312
2017-09-15,65.0
2017-09-18,63.95000076293945
2017-09-19,63.470001220703125
2017-09-20,62.61000061035156
2017-09-21,62.41999816894531
2017-09-22,62.119998931884766
2017-09-25,62.720001220703125
2017-09-26,63.09000015258789
2017-09-27,61.86000061035156
2017-09-28,62.13999938964844
2017-09-29,62.040000915527344
2017-10-02,62.099998474121094
2017-10-03,62.380001068115234
2017-10-04,62.869998931884766
2017-10-05,63.099998474121094
2017-10-06,62.29999923706055
2017-10-09,62.630001068115234
2017-10-10,63.56999969482422
2017-10-11,63.90999984741211
2017-10-12,64.04000091552734
2017-10-13,64.66999816894531
2017-10-16,64.2300033569336
2017-10-17,65.05999755859375
2017-10-18,64.76000213623047
2017-10-19,64.37999725341797
2017-10-20,63.650001525878906
2017-10-23,63.7400016784668
2017-10-24,63.36000061035156
2017-10-25,62.93000030517578
2017-10-26,62.380001068115234
2017-10-27,62.52000045776367
2017-10-30,62.2400016784668
2017-10-31,61.54999923706055
2017-11-01,62.119998931884766
2017-11-02,65.27999877929688
2017-11-03,64.0999984741211
2017-11-06,64.23999786376953
2017-11-07,65.26000213623047
2017-11-08,65.76000213623047
2017-11-09,66.31999969482422
2017-11-10,66.44999694824219
2017-11-13,67.20999908447266
2017-11-14,66.91000366210938
2017-11-15,66.87000274658203
2017-11-16,67.26000213623047
2017-11-17,67.4000015258789
2017-11-20,67.19000244140625
2017-11-21,67.80999755859375
2017-11-22,67.66999816894531
2017-11-24,67.80999755859375
2017-11-27,67.41999816894531
2017-11-28,67.98999786376953
2017-11-29,68.0
2017-11-30,67.80999755859375
2017-12-01,68.05999755859375
2017-12-04,68.5999984741211
2017-12-05,67.79000091552734
2017-12-06,67.33999633789062
2017-12-07,67.44999694824219
2017-12-08,67.58000183105469
2017-12-11,67.68000030517578
2017-12-12,68.58999633789062
2017-12-13,68.76000213623047
2017-12-14,69.19999694824219
2017-12-15,70.0
2017-12-18,70.37000274658203
2017-12-19,69.0
2017-12-20,68.01000213623047
2017-12-21,67.69999694824219
2017-12-22,68.08999633789062
2017-12-26,68.69000244140625
2017-12-27,69.0199966430664
2017-12-28,69.41999816894531
2017-12-29,69.18000030517578
2018-01-02,69.54000091552734
2018-01-03,69.05000305175781
2018-01-04,66.79000091552734
2018-01-05,66.7699966430664
2018-01-08,67.31999969482422
2018-01-09,65.9000015258789
2018-01-10,65.33999633789062
2018-01-11,64.37000274658203
2018-01-12,64.05999755859375
2018-01-16,63.65999984741211
2018-01-17,64.20999908447266
2018-01-18,63.63999938964844
2018-01-19,63.77000045776367
2018-01-22,64.30999755859375
2018-01-23,64.58999633789062
2018-01-24,64.30000305175781
2018-01-25,64.12000274658203
2018-01-26,63.15999984741211
2018-01-29,62.56999969482422
2018-01-30,61.83000183105469
2018-01-31,62.90999984741211
2018-02-01,60.689998626708984
2018-02-02,60.119998931884766
2018-02-05,58.290000915527344
2018-02-06,57.790000915527344
2018-02-07,57.529998779296875
2018-02-08,55.58000183105469
2018-02-09,56.70000076293945
2018-02-12,57.27000045776367
2018-02-13,57.540000915527344
2018-02-14,57.65999984741211
2018-02-15,57.84000015258789
2018-02-16,58.040000915527344
2018-02-20,58.060001373291016
2018-02-21,56.7400016784668
2018-02-22,58.279998779296875
2018-02-23,59.0099983215332
2018-02-26,59.33000183105469
2018-02-27,57.90999984741211
2018-02-28,58.11000061035156
2018-03-01,58.33000183105469
2018-03-02,58.93000030517578
2018-03-05,58.720001220703125
2018-03-06,58.95000076293945
2018-03-07,58.849998474121094
2018-03-08,58.959999084472656
2018-03-09,59.099998474121094
2018-03-12,59.119998931884766
2018-03-13,59.20000076293945
2018-03-14,58.81999969482422
2018-03-15,58.2599983215332
2018-03-16,58.27000045776367
2018-03-19,57.31999969482422
2018-03-20,56.959999084472656
2018-03-21,56.5099983215332
2018-03-22,56.63999938964844
2018-03-23,55.849998474121094
2018-03-26,56.619998931884766
2018-03-27,57.09000015258789
2018-03-28,59.02000045776367
2018-03-29,58.97999954223633
2018-04-02,57.70000076293945
2018-04-03,58.61000061035156
2018-04-04,59.400001525878906
2018-04-05,59.66999816894531
2018-04-06,58.70000076293945
2018-04-09,58.58000183105469
2018-04-10,58.97999954223633
2018-04-11,58.869998931884766
2018-04-12,58.189998626708984
2018-04-13,58.38999938964844
2018-04-16,58.529998779296875
2018-04-17,58.58000183105469
2018-04-18,58.2400016784668
2018-04-19,57.099998474121094
2018-04-20,56.119998931884766
2018-04-23,56.11000061035156
2018-04-24,56.18000030517578
2018-04-25,56.0
2018-04-26,57.2400016784668
2018-04-27,58.779998779296875
2018-04-30,58.849998474121094
2018-05-01,59.2599983215332
2018-05-02,58.11000061035156
2018-05-03,57.75
2018-05-04,58.7599983215332
2018-05-07,58.900001525878906
2018-05-08,58.09000015258789
2018-05-09,58.650001525878906
2018-05-10,58.63999938964844
2018-05-11,58.54999923706055
2018-05-14,57.70000076293945
2018-05-15,56.400001525878906
2018-05-16,56.290000915527344
2018-05-17,56.27000045776367
2018-05-18,55.70000076293945
2018-05-21,56.65999984741211
2018-05-22,57.20000076293945
2018-05-23,57.599998474121094
2018-05-24,57.380001068115234
2018-05-25,57.79999923706055
2018-05-29,58.0
2018-05-30,58.40999984741211
2018-05-31,58.08000183105469
2018-06-01,57.7599983215332
2018-06-04,58.459999084472656
2018-06-05,58.81999969482422
2018-06-06,59.16999816894531
2018-06-07,59.15999984741211
2018-06-08,59.470001220703125
2018-06-11,59.31999969482422
2018-06-12,60.41999816894531
2018-06-13,59.369998931884766
2018-06-14,60.0099983215332
2018-06-15,59.709999084472656
2018-06-18,59.63999938964844
2018-06-19,59.060001373291016
2018-06-20,60.06999969482422
2018-06-21,61.290000915527344
2018-06-22,62.68000030517578
2018-06-25,62.58000183105469
2018-06-26,62.380001068115234
2018-06-27,62.20000076293945
2018-06-28,62.459999084472656
2018-06-29,62.08000183105469
