Date,INTC
2015-07-01,30.18000030517578
2015-07-02,30.559999465942383
2015-07-06,30.040000915527344
2015-07-07,29.899999618530273
2015-07-08,29.5
2015-07-09,28.93000030517578
2015-07-10,29.170000076293945
2015-07-13,29.729999542236328
2015-07-14,29.649999618530273
2015-07-15,29.690000534057617
2015-07-16,29.899999618530273
2015-07-17,29.469999313354492
2015-07-20,29.100000381469727
2015-07-21,28.719999313354492
2015-07-22,28.610000610351562
2015-07-23,28.600000381469727
2015-07-24,28.059999465942383
2015-07-27,28.350000381469727
2015-07-28,28.959999084472656
2015-07-29,29.010000228881836
2015-07-30,28.90999984741211
2015-07-31,28.950000762939453
2015-08-03,29.049999237060547
2015-08-04,29.1299991607666
2015-08-05,29.1200008392334
2015-08-06,29.010000228881836
2015-08-07,28.8799991607666
2015-08-10,29.639999389648438
2015-08-11,28.969999313354492
2015-08-12,29.459999084472656
2015-08-13,28.8700008392334
2015-08-14,29.020000457763672
2015-08-17,29.079999923706055
2015-08-18,28.90999984741211
2015-08-19,28.360000610351562
2015-08-20,27.530000686645508
2015-08-21,26.559999465942383
2015-08-24,26.25
2015-08-25,25.8700008392334
2015-08-26,27.299999237060547
2015-08-27,27.719999313354492
2015-08-28,28.420000076293945
2015-08-31,28.540000915527344
2015-09-01,27.81999969482422
2015-09-02,28.600000381469727
2015-09-03,29.079999923706055
2015-09-04,28.520000457763672
2015-09-08,29.5
2015-09-09,29.239999771118164
2015-09-10,29.270000457763672
2015-09-11,29.469999313354492
2015-09-14,29.389999389648438
2015-09-15,29.729999542236328
2015-09-16,29.770000457763672
2015-09-17,29.709999084472656
2015-09-18,29.020000457763672
2015-09-21,29.15999984741211
2015-09-22,28.670000076293945
2015-09-23,28.739999771118164
2015-09-24,28.479999542236328
2015-09-25,28.809999465942383
2015-09-28,28.760000228881836
2015-09-29,29.239999771118164
2015-09-30,30.139999389648438
2015-10-01,30.0
2015-10-02,30.510000228881836
2015-10-05,31.209999084472656
2015-10-06,31.739999771118164
2015-10-07,32.31999969482422
2015-10-08,32.52000045776367
2015-10-09,32.13999938964844
2015-10-12,32.209999084472656
2015-10-13,32.040000915527344
2015-10-14,32.79999923706055
2015-10-15,32.75
