Date,NEM
2015-07-01,23.1299991607666
2015-07-02,23.670000076293945
2015-07-06,23.860000610351562
2015-07-07,22.40999984741211
2015-07-08,22.520000457763672
2015-07-09,22.59000015258789
2015-07-10,22.520000457763672
2015-07-13,22.5
2015-07-14,22.149999618530273
2015-07-15,21.799999237060547
2015-07-16,21.3799991607666
2015-07-17,20.690000534057617
2015-07-20,18.15999984741211
2015-07-21,18.739999771118164
2015-07-22,18.520000457763672
2015-07-23,17.600000381469727
2015-07-24,17.799999237060547
2015-07-27,17.219999313354492
2015-07-28,17.639999389648438
2015-07-29,17.670000076293945
2015-07-30,17.290000915527344
2015-07-31,17.170000076293945
2015-08-03,16.420000076293945
2015-08-04,16.399999618530273
2015-08-05,16.350000381469727
2015-08-06,16.360000610351562
2015-08-07,16.139999389648438
2015-08-10,16.950000762939453
2015-08-11,17.030000686645508
2015-08-12,18.139999389648438
2015-08-13,17.489999771118164
2015-08-14,17.350000381469727
2015-08-17,17.850000381469727
2015-08-18,17.540000915527344
2015-08-19,17.93000030517578
2015-08-20,18.549999237060547
2015-08-21,18.139999389648438
2015-08-24,16.889999389648438
2015-08-25,16.170000076293945
2015-08-26,15.8100004196167
2015-08-27,16.700000762939453
2015-08-28,17.170000076293945
2015-08-31,17.06999969482422
2015-09-01,16.729999542236328
2015-09-02,16.209999084472656
2015-09-03,16.190000534057617
2015-09-04,15.699999809265137
2015-09-08,15.960000038146973
2015-09-09,15.619999885559082
2015-09-10,15.5600004196167
2015-09-11,16.239999771118164
2015-09-14,15.890000343322754
2015-09-15,15.970000267028809
2015-09-16,16.940000534057617
2015-09-17,17.239999771118164
2015-09-18,16.979999542236328
2015-09-21,16.6299991607666
2015-09-22,15.59000015258789
2015-09-23,15.550000190734863
2015-09-24,16.780000686645508
2015-09-25,16.59000015258789
2015-09-28,16.020000457763672
2015-09-29,15.819999694824219
2015-09-30,16.06999969482422
2015-10-01,15.84000015258789
2015-10-02,17.06999969482422
2015-10-05,17.950000762939453
2015-10-06,18.350000381469727
2015-10-07,18.940000534057617
2015-10-08,18.65999984741211
2015-10-09,18.93000030517578
2015-10-12,18.450000762939453
2015-10-13,18.3700008392334
2015-10-14,19.469999313354492
2015-10-15,19.299999237060547
2015-10-16,18.989999771118164
2015-10-19,18.549999237060547
2015-10-20,18.84000015258789
2015-10-21,18.420000076293945
2015-10-22,19.030000686645508
2015-10-23,19.549999237060547
2015-10-26,18.799999237060547
2015-10-27,18.770000457763672
2015-10-28,19.149999618530273
2015-10-29,19.889999389648438
2015-10-30,19.459999084472656
2015-11-02,19.6299991607666
2015-11-03,19.219999313354492
2015-11-04,19.010000228881836
2015-11-05,17.5
2015-11-06,17.540000915527344
2015-11-09,17.860000610351562
2015-11-10,17.459999084472656
2015-11-11,17.790000915527344
2015-11-12,17.329999923706055
2015-11-13,17.5
2015-11-16,17.6299991607666
2015-11-17,16.8799991607666
2015-11-18,17.6299991607666
2015-11-19,18.049999237060547
2015-11-20,17.68000030517578
2015-11-23,17.559999465942383
2015-11-24,18.0
2015-11-25,17.90999984741211
2015-11-27,17.389999389648438
2015-11-30,18.40999984741211
2015-12-01,18.389999389648438
2015-12-02,17.850000381469727
2015-12-03,18.729999542236328
2015-12-04,20.459999084472656
2015-12-07,19.75
2015-12-08,19.3799991607666
2015-12-09,19.600000381469727
2015-12-10,19.43000030517578
2015-12-11,19.1299991607666
2015-12-14,18.350000381469727
2015-12-15,18.399999618530273
2015-12-16,19.079999923706055
2015-12-17,17.610000610351562
2015-12-18,17.709999084472656
2015-12-21,17.649999618530273
2015-12-22,17.799999237060547
2015-12-23,18.139999389648438
2015-12-24,18.540000915527344
2015-12-28,17.90999984741211
2015-12-29,18.030000686645508
2015-12-30,17.770000457763672
2015-12-31,17.989999771118164
2016-01-04,18.440000534057617
2016-01-05,18.420000076293945
2016-01-06,18.559999465942383
2016-01-07,18.860000610351562
2016-01-08,18.010000228881836
2016-01-11,17.010000228881836
2016-01-12,17.010000228881836
2016-01-13,17.479999542236328
2016-01-14,17.270000457763672
2016-01-15,17.700000762939453
2016-01-19,16.309999465942383
2016-01-20,16.559999465942383
2016-01-21,16.690000534057617
2016-01-22,16.68000030517578
2016-01-25,17.670000076293945
2016-01-26,18.5
2016-01-27,19.440000534057617
2016-01-28,19.530000686645508
2016-01-29,19.959999084472656
2016-02-01,20.549999237060547
2016-02-02,20.06999969482422
2016-02-03,22.34000015258789
2016-02-04,23.3799991607666
2016-02-05,24.40999984741211
2016-02-08,25.190000534057617
2016-02-09,24.299999237060547
2016-02-10,24.309999465942383
2016-02-11,25.040000915527344
2016-02-12,25.780000686645508
2016-02-16,24.559999465942383
2016-02-17,24.84000015258789
2016-02-18,25.06999969482422
2016-02-19,24.84000015258789
2016-02-22,25.1200008392334
2016-02-23,25.389999389648438
2016-02-24,25.579999923706055
2016-02-25,25.850000381469727
2016-02-26,25.350000381469727
2016-02-29,25.829999923706055
2016-03-01,25.389999389648438
2016-03-02,26.239999771118164
2016-03-03,26.81999969482422
2016-03-04,26.110000610351562
2016-03-07,26.530000686645508
2016-03-08,25.889999389648438
2016-03-09,26.139999389648438
2016-03-10,27.350000381469727
2016-03-11,26.68000030517578
2016-03-14,26.1299991607666
2016-03-15,26.3700008392334
2016-03-16,27.549999237060547
2016-03-17,27.459999084472656
2016-03-18,27.790000915527344
2016-03-21,27.790000915527344
2016-03-22,27.389999389648438
2016-03-23,24.979999542236328
2016-03-24,25.399999618530273
2016-03-28,25.700000762939453
2016-03-29,26.950000762939453
2016-03-30,26.75
2016-03-31,26.579999923706055
2016-04-01,26.6200008392334
2016-04-04,26.299999237060547
2016-04-05,27.299999237060547
2016-04-06,27.739999771118164
2016-04-07,27.959999084472656
2016-04-08,29.100000381469727
2016-04-11,31.110000610351562
2016-04-12,30.6299991607666
2016-04-13,29.479999542236328
2016-04-14,28.68000030517578
2016-04-15,29.3700008392334
2016-04-18,29.459999084472656
2016-04-19,30.90999984741211
2016-04-20,30.450000762939453
2016-04-21,32.189998626708984
2016-04-22,31.229999542236328
2016-04-25,31.110000610351562
2016-04-26,31.969999313354492
2016-04-27,32.099998474121094
2016-04-28,32.9900016784668
2016-04-29,34.970001220703125
2016-05-02,34.34000015258789
2016-05-03,33.83000183105469
2016-05-04,32.349998474121094
2016-05-05,32.86000061035156
2016-05-06,34.130001068115234
2016-05-09,31.829999923706055
2016-05-10,33.029998779296875
2016-05-11,33.880001068115234
2016-05-12,33.209999084472656
2016-05-13,34.06999969482422
2016-05-16,35.41999816894531
2016-05-17,35.54999923706055
2016-05-18,33.52000045776367
2016-05-19,34.13999938964844
2016-05-20,33.72999954223633
2016-05-23,33.83000183105469
2016-05-24,31.739999771118164
2016-05-25,32.380001068115234
2016-05-26,32.45000076293945
2016-05-27,31.959999084472656
2016-05-31,32.40999984741211
2016-06-01,32.65999984741211
2016-06-02,32.349998474121094
2016-06-03,35.400001525878906
2016-06-06,35.43000030517578
2016-06-07,34.95000076293945
2016-06-08,35.380001068115234
2016-06-09,35.900001525878906
2016-06-10,35.790000915527344
2016-06-13,35.88999938964844
2016-06-14,35.150001525878906
2016-06-15,36.2400016784668
2016-06-16,35.61000061035156
2016-06-17,35.650001525878906
2016-06-20,35.33000183105469
2016-06-21,34.83000183105469
2016-06-22,35.720001220703125
2016-06-23,35.38999938964844
2016-06-24,37.189998626708984
2016-06-27,37.689998626708984
2016-06-28,37.16999816894531
2016-06-29,37.689998626708984
2016-06-30,39.119998931884766
2016-07-01,40.34000015258789
2016-07-05,40.380001068115234
2016-07-06,41.41999816894531
2016-07-07,40.959999084472656
2016-07-08,41.13999938964844
2016-07-11,41.060001373291016
2016-07-12,39.959999084472656
2016-07-13,40.880001068115234
2016-07-14,41.619998931884766
2016-07-15,41.33000183105469
2016-07-18,41.630001068115234
2016-07-19,41.38999938964844
2016-07-20,39.290000915527344
2016-07-21,40.52000045776367
2016-07-22,41.27000045776367
2016-07-25,40.130001068115234
2016-07-26,41.130001068115234
2016-07-27,42.31999969482422
2016-07-28,42.66999816894531
2016-07-29,44.0
2016-08-01,44.15999984741211
2016-08-02,45.86000061035156
2016-08-03,45.02000045776367
2016-08-04,44.90999984741211
2016-08-05,44.43000030517578
2016-08-08,44.650001525878906
2016-08-09,45.0
2016-08-10,45.56999969482422
2016-08-11,45.43000030517578
2016-08-12,45.16999816894531
2016-08-15,44.91999816894531
2016-08-16,44.290000915527344
2016-08-17,44.0
2016-08-18,44.43000030517578
2016-08-19,44.16999816894531
2016-08-22,43.31999969482422
2016-08-23,43.150001525878906
2016-08-24,39.849998474121094
2016-08-25,40.15999984741211
2016-08-26,39.93000030517578
2016-08-29,40.90999984741211
2016-08-30,38.599998474121094
2016-08-31,38.2400016784668
2016-09-01,39.43000030517578
2016-09-02,40.52000045776367
2016-09-06,42.0
2016-09-07,42.09000015258789
2016-09-08,41.59000015258789
2016-09-09,39.29999923706055
2016-09-12,40.36000061035156
2016-09-13,39.02000045776367
2016-09-14,38.599998474121094
