Date,CDW
2019-07-01,112.52999877929688
2019-07-02,112.7300033569336
2019-07-03,113.54000091552734
2019-07-05,113.79000091552734
2019-07-08,110.4000015258789
2019-07-09,112.76000213623047
2019-07-10,112.45999908447266
2019-07-11,113.56999969482422
2019-07-12,116.22000122070312
2019-07-15,115.91999816894531
2019-07-16,114.36000061035156
2019-07-17,113.4800033569336
2019-07-18,112.41000366210938
2019-07-19,112.51000213623047
2019-07-22,112.30999755859375
2019-07-23,113.66000366210938
2019-07-24,113.5999984741211
2019-07-25,114.20999908447266
2019-07-26,114.44000244140625
2019-07-29,112.91000366210938
2019-07-30,113.58000183105469
2019-07-31,118.16000366210938
2019-08-01,118.5199966430664
2019-08-02,116.33999633789062
2019-08-05,107.52999877929688
2019-08-06,108.33999633789062
2019-08-07,108.6500015258789
2019-08-08,112.69999694824219
2019-08-09,114.7300033569336
2019-08-12,112.36000061035156
2019-08-13,113.3499984741211
2019-08-14,110.01000213623047
2019-08-15,108.72000122070312
2019-08-16,111.69000244140625
2019-08-19,114.30999755859375
2019-08-20,113.7300033569336
2019-08-21,115.87999725341797
2019-08-22,116.5199966430664
2019-08-23,112.2300033569336
2019-08-26,112.7699966430664
2019-08-27,112.58000183105469
2019-08-28,111.7300033569336
2019-08-29,114.69999694824219
2019-08-30,115.5
2019-09-03,116.0199966430664
2019-09-04,118.05999755859375
2019-09-05,118.47000122070312
2019-09-06,118.38999938964844
2019-09-09,117.51000213623047
2019-09-10,111.5
2019-09-11,112.80999755859375
2019-09-12,114.31999969482422
2019-09-13,111.70999908447266
2019-09-16,113.0
2019-09-17,113.80000305175781
2019-09-18,120.37999725341797
2019-09-19,121.80000305175781
2019-09-20,121.05999755859375
2019-09-23,119.33999633789062
2019-09-24,118.66000366210938
2019-09-25,121.5199966430664
2019-09-26,123.4000015258789
2019-09-27,121.79000091552734
2019-09-30,123.23999786376953
2019-10-01,121.12000274658203
2019-10-02,119.81999969482422
2019-10-03,119.68000030517578
2019-10-04,122.4000015258789
2019-10-07,123.12000274658203
2019-10-08,122.98999786376953
2019-10-09,121.80000305175781
2019-10-10,122.54000091552734
2019-10-11,124.41000366210938
2019-10-14,123.33000183105469
2019-10-15,123.36000061035156
2019-10-16,123.66999816894531
2019-10-17,123.97000122070312
2019-10-18,123.91000366210938
2019-10-21,124.05999755859375
2019-10-22,122.41000366210938
2019-10-23,123.04000091552734
2019-10-24,124.44999694824219
2019-10-25,124.86000061035156
2019-10-28,125.98999786376953
2019-10-29,126.18000030517578
2019-10-30,127.37999725341797
2019-10-31,127.91000366210938
2019-11-01,131.1999969482422
2019-11-04,131.8000030517578
2019-11-05,135.80999755859375
2019-11-06,132.9600067138672
2019-11-07,132.92999267578125
2019-11-08,133.52000427246094
2019-11-11,134.11000061035156
2019-11-12,133.82000732421875
2019-11-13,135.47999572753906
2019-11-14,132.82000732421875
2019-11-15,136.5500030517578
2019-11-18,137.63999938964844
2019-11-19,137.8000030517578
2019-11-20,137.6999969482422
2019-11-21,137.58999633789062
2019-11-22,136.44000244140625
2019-11-25,138.02000427246094
2019-11-26,136.99000549316406
2019-11-27,136.4499969482422
2019-11-29,135.0500030517578
2019-12-02,134.0800018310547
2019-12-03,133.13999938964844
2019-12-04,135.3300018310547
2019-12-05,134.4199981689453
2019-12-06,136.66000366210938
2019-12-09,134.33999633789062
2019-12-10,135.75
2019-12-11,135.66000366210938
2019-12-12,136.8000030517578
2019-12-13,137.77000427246094
2019-12-16,140.69000244140625
2019-12-17,139.36000061035156
2019-12-18,140.6199951171875
2019-12-19,142.25
2019-12-20,143.9199981689453
2019-12-23,142.8699951171875
2019-12-24,142.97000122070312
2019-12-26,144.6300048828125
2019-12-27,143.9600067138672
2019-12-30,142.77999877929688
2019-12-31,142.83999633789062
2020-01-02,143.8800048828125
2020-01-03,142.14999389648438
2020-01-06,141.0800018310547
2020-01-07,140.9199981689453
2020-01-08,140.7100067138672
2020-01-09,141.97000122070312
2020-01-10,142.36000061035156
2020-01-13,143.35000610351562
2020-01-14,143.9600067138672
2020-01-15,144.60000610351562
2020-01-16,144.1999969482422
2020-01-17,136.85000610351562
2020-01-21,136.0800018310547
