Date,CHD
2015-07-01,41.369998931884766
2015-07-02,41.060001373291016
2015-07-06,40.904998779296875
2015-07-07,41.775001525878906
2015-07-08,41.790000915527344
2015-07-09,41.59000015258789
2015-07-10,42.05500030517578
2015-07-13,42.435001373291016
2015-07-14,42.40999984741211
2015-07-15,42.400001525878906
2015-07-16,42.904998779296875
2015-07-17,42.48500061035156
2015-07-20,42.849998474121094
2015-07-21,42.36000061035156
2015-07-22,42.55500030517578
2015-07-23,42.38999938964844
2015-07-24,42.244998931884766
2015-07-27,42.310001373291016
2015-07-28,42.755001068115234
2015-07-29,43.15999984741211
2015-07-30,43.38999938964844
2015-07-31,43.165000915527344
2015-08-03,43.69499969482422
2015-08-04,44.005001068115234
2015-08-05,44.744998931884766
2015-08-06,44.67499923706055
2015-08-07,44.52000045776367
2015-08-10,44.59000015258789
2015-08-11,44.21500015258789
2015-08-12,44.54499816894531
2015-08-13,44.630001068115234
2015-08-14,44.82500076293945
2015-08-17,45.15999984741211
2015-08-18,45.28499984741211
2015-08-19,44.875
2015-08-20,44.32500076293945
2015-08-21,43.349998474121094
2015-08-24,42.4900016784668
2015-08-25,41.474998474121094
2015-08-26,42.494998931884766
2015-08-27,43.27000045776367
2015-08-28,43.42499923706055
2015-08-31,43.13999938964844
2015-09-01,41.959999084472656
2015-09-02,42.42499923706055
2015-09-03,43.01499938964844
2015-09-04,42.46500015258789
2015-09-08,43.255001068115234
2015-09-09,42.6150016784668
2015-09-10,42.494998931884766
2015-09-11,42.04499816894531
2015-09-14,41.71500015258789
2015-09-15,42.119998931884766
2015-09-16,42.23500061035156
2015-09-17,42.41999816894531
2015-09-18,41.94499969482422
2015-09-21,42.400001525878906
2015-09-22,41.994998931884766
2015-09-23,42.04999923706055
2015-09-24,42.3849983215332
2015-09-25,42.814998626708984
2015-09-28,42.220001220703125
2015-09-29,42.26499938964844
2015-09-30,41.95000076293945
2015-10-01,41.900001525878906
2015-10-02,42.564998626708984
2015-10-05,43.19499969482422
2015-10-06,42.779998779296875
2015-10-07,43.25
2015-10-08,43.525001525878906
2015-10-09,43.810001373291016
2015-10-12,44.150001525878906
2015-10-13,43.96500015258789
2015-10-14,43.47999954223633
2015-10-15,43.7599983215332
2015-10-16,44.185001373291016
2015-10-19,44.10499954223633
2015-10-20,44.04999923706055
2015-10-21,43.904998779296875
2015-10-22,44.32500076293945
2015-10-23,43.904998779296875
2015-10-26,43.595001220703125
2015-10-27,43.290000915527344
2015-10-28,43.744998931884766
2015-10-29,43.23500061035156
2015-10-30,43.04499816894531
2015-11-02,42.70000076293945
2015-11-03,42.05500030517578
2015-11-04,41.93000030517578
2015-11-05,41.505001068115234
2015-11-06,40.94499969482422
2015-11-09,40.65999984741211
2015-11-10,41.619998931884766
2015-11-11,41.724998474121094
2015-11-12,41.29499816894531
2015-11-13,41.26499938964844
2015-11-16,41.78499984741211
2015-11-17,41.73500061035156
2015-11-18,42.42499923706055
2015-11-19,42.82500076293945
2015-11-20,42.8650016784668
2015-11-23,43.150001525878906
2015-11-24,43.314998626708984
2015-11-25,43.470001220703125
2015-11-27,43.55500030517578
2015-11-30,42.8849983215332
